 , C000, C001, C002, C004, C006, C007, C008, C009, C011, C012, C014, C015, C016, C023, C028, C034, C038, C041, C042, C087
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
367.2, 68.24295, 86.79985, 757.1313, 221.6191, 177.2334, 1164.483, 2.805477, 250.8243, 374.6385, 439.6525, 74.25754, 936.8398, 1243.166, 127.3586, 155.4877, 626.1412, 299.6719, 65.51336, 1839, 811.8055
367.3, 63.80632, 80.60896, 764.7385, 250.2841, 165.2875, 1104.876, 2.640846, 234.709, 351.6643, 488.9738, 68.37431, 881.1841, 1278.193, 118.3922, 148.0732, 590.7579, 361.7234, 61.75172, 1848.346, 775.3083
367.4, 59.65813, 74.85963, 1181.923, 234.0965, 154.1467, 1048.321, 2.485875, 219.6292, 422.4803, 463.2763, 62.95719, 908.9846, 1313.343, 110.0571, 141.0122, 592.3304, 331.2954, 58.20606, 1787.786, 740.452
367.5, 55.77962, 69.52036, 1167.531, 218.9558, 143.7569, 994.6605, 2.339999, 205.5182, 396.5722, 487.9661, 57.96925, 884.9314, 1232.104, 102.3088, 134.2879, 748.4992, 303.427, 54.86399, 1876.549, 707.1627
367.6, 52.15326, 64.5619, 1461.107, 204.7944, 134.0673, 1042.138, 2.202683, 192.3138, 430.3874, 462.3216, 53.3765, 921.1339, 1217.176, 95.10603, 127.8843, 933.4609, 277.9029, 51.71381, 1776.022, 675.37
367.7, 48.76266, 59.95711, 1509.361, 191.5489, 125.0309, 988.7943, 2.073425, 318.8582, 403.9944, 438.0248, 49.14762, 1004.203, 1205.586, 88.41034, 121.7861, 951.8583, 254.5259, 48.74451, 1752.419, 645.0067
367.8, 45.59249, 55.68074, 1434.198, 179.1601, 116.6035, 938.1808, 1.951753, 315.369, 399.156, 415.0049, 45.25378, 944.5454, 1305.566, 82.18604, 115.9787, 898.0687, 233.1153, 45.94571, 1755.779, 616.0084
367.9, 42.62841, 51.70938, 1362.777, 167.5725, 108.7441, 899.9472, 1.83722, 295.1068, 374.6783, 393.1948, 41.66844, 944.1064, 1224.807, 76.39994, 110.4481, 847.3188, 213.5058, 43.3076, 1741.478, 588.3139
368, 39.85704, 48.02127, 1374.206, 156.7344, 101.4145, 918.6619, 1.729408, 276.1465, 393.1609, 372.5309, 38.36716, 926.3481, 1149.044, 71.02119, 105.1814, 977.3923, 195.5458, 40.82096, 1798.984, 561.8644
368.1, 37.26585, 44.59622, 1305.772, 146.5973, 94.57893, 871.6384, 1.627923, 258.4043, 369.0508, 352.9529, 35.32743, 871.3157, 1077.968, 66.02113, 100.1657, 989.126, 301.2075, 38.47711, 1841.883, 536.6041
368.2, 34.84311, 41.41545, 1240.747, 137.1158, 88.20409, 827.0219, 1.532393, 241.802, 346.4193, 334.4039, 32.52853, 819.5527, 1011.288, 61.37308, 95.38924, 933.2304, 275.8701, 36.26783, 1837.887, 512.4794
368.3, 32.57788, 38.46154, 1178.96, 128.2476, 82.25892, 784.6891, 1.442469, 226.2664, 325.1755, 316.8297, 47.2711, 770.8648, 948.7329, 57.05226, 90.84055, 1008.987, 252.664, 34.18541, 1769.542, 489.4394
368.4, 30.45992, 35.71832, 1180.538, 119.9529, 76.71447, 794.3093, 1.357822, 211.729, 305.2346, 300.179, 43.52594, 743.1655, 1038.453, 53.03564, 86.50876, 951.9692, 231.4101, 123.857, 1827.024, 467.4351
368.5, 28.47965, 33.17076, 1214.809, 112.1947, 71.54373, 753.6511, 1.278142, 198.1256, 286.5164, 284.4034, 40.07749, 699.0156, 1042.771, 49.30181, 82.38354, 898.1733, 211.944, 116.7454, 1867.18, 446.4201
368.6, 26.62812, 30.80489, 1154.314, 104.9383, 66.72151, 715.0739, 1.203138, 185.3962, 268.9462, 269.4569, 36.90226, 657.4886, 978.2687, 45.83084, 78.45502, 930.5022, 194.1154, 110.0421, 1767.156, 426.3499
368.7, 24.89697, 28.60777, 1244.658, 98.15117, 62.22432, 678.4714, 1.132536, 173.9371, 252.4534, 255.2959, 73.47079, 618.4286, 998.5747, 42.60424, 74.71384, 877.9194, 177.7865, 103.7237, 1834.013, 407.1821
368.8, 23.27836, 26.56736, 1182.676, 91.80304, 58.03026, 673.7166, 1.066076, 171.4002, 236.972, 350.2309, 79.82285, 581.689, 936.8059, 39.60479, 71.15107, 828.3081, 162.8312, 123.9743, 1773.657, 388.8759
368.9, 21.76498, 81.70007, 1123.78, 85.86549, 54.11888, 639.2311, 1.003517, 160.3879, 222.44, 374.6453, 73.4987, 547.1321, 878.8579, 36.81652, 67.75819, 847.0267, 149.1339, 161.7885, 1776.265, 371.3929
369, 20.34999, 75.87292, 1237.008, 80.31196, 50.47114, 685.4443, 0.9446283, 150.0831, 208.7992, 394.1557, 67.67558, 514.6281, 824.4944, 34.22455, 64.52709, 830.5779, 230.9008, 209.3473, 1863.299, 354.6957
369.1, 19.02699, 89.72881, 1308.985, 75.11761, 47.06927, 650.3585, 0.8891956, 140.4404, 195.9948, 542.023, 62.31382, 484.0551, 1036.748, 31.81506, 61.45008, 994.9465, 393.1486, 208.2699, 1823.493, 338.7493
369.2, 17.79, 83.32901, 1272.53, 70.25923, 43.89669, 617.0686, 0.8370158, 131.4172, 183.9757, 606.7006, 57.37686, 566.2027, 1072.733, 29.5752, 58.51979, 1210.422, 410.49, 196.3115, 1905.829, 323.5198
369.3, 16.63343, 77.38567, 1209.16, 65.71507, 40.93795, 585.4827, 0.787898, 122.9738, 172.6936, 574.8162, 52.83104, 532.5658, 1006.377, 27.49303, 55.72924, 1142.021, 424.26, 185.0397, 1803.734, 308.9749
369.4, 15.55206, 117.4224, 1280.765, 219.3657, 38.17863, 555.5136, 0.7416626, 115.0728, 221.9486, 544.6074, 48.64538, 515.756, 965.5483, 25.55746, 53.07175, 1261.919, 388.5715, 174.4151, 1707.108, 295.084
369.5, 102.8163, 109.0474, 1216.985, 213.7297, 35.6053, 527.0786, 0.6981403, 107.6795, 208.3379, 515.9861, 44.79133, 485.116, 975.4454, 23.75815, 50.541, 1190.608, 395.4053, 164.4005, 1737.821, 281.8176
369.6, 96.132, 101.2697, 1223.54, 236.3665, 33.20542, 500.099, 0.657172, 100.7612, 195.5618, 576.8403, 41.24263, 456.2963, 915.1073, 22.08552, 48.13092, 1123.326, 362.144, 154.961, 1689.813, 269.1476
369.7, 89.88224, 94.04676, 1218.718, 237.2061, 30.96729, 474.5004, 0.6186078, 221.6357, 183.5693, 575.2129, 37.97509, 429.1887, 871.3498, 20.53064, 45.83576, 1101.688, 331.6807, 146.0634, 1633.895, 257.0473
369.8, 84.03879, 87.33899, 1158.028, 221.8643, 28.88003, 450.2122, 0.5823067, 207.3958, 172.3121, 582.2325, 34.96642, 522.153, 857.308, 19.08523, 43.65005, 1039.432, 436.3494, 151.5017, 1546.367, 245.491
369.9, 127.2136, 81.10964, 1100.36, 253.169, 26.93344, 427.1672, 0.5481358, 194.0708, 161.7453, 551.6339, 32.19612, 491.133, 845.4894, 17.74159, 41.56857, 1017.7, 405.6944, 142.8028, 1571.944, 234.4542
370, 137.8365, 88.67784, 1045.564, 287.9177, 25.11806, 405.3018, 0.5159701, 181.6019, 151.8265, 522.6434, 29.64531, 662.3907, 793.1899, 16.49254, 39.58635, 960.1894, 500.3056, 134.6034, 1527.704, 223.9136
370.1, 128.8754, 82.353, 993.4964, 326.2675, 23.42505, 528.1422, 0.4856919, 169.9341, 142.5159, 495.1764, 27.29659, 748.3649, 744.1256, 15.33142, 37.69865, 975.0053, 458.2202, 126.8747, 1445.865, 213.8468
370.2, 120.4969, 76.47928, 944.0219, 405.4194, 21.84615, 501.1082, 0.4571905, 159.016, 133.7763, 469.153, 25.13395, 703.9061, 698.0963, 14.25205, 35.90097, 1005.302, 419.675, 119.5898, 1368.41, 204.2327
370.3, 112.6632, 71.02449, 1050.783, 451.6458, 20.37366, 507.9911, 0.4303616, 148.7994, 125.5726, 497.0576, 23.14265, 662.0886, 654.9141, 13.24867, 34.18901, 948.4926, 384.3721, 248.9729, 1295.104, 195.0508
370.4, 120.2747, 65.95876, 998.4555, 422.4347, 19.00043, 560.2056, 0.4051071, 139.2391, 117.8721, 576.1538, 21.30912, 647.7477, 614.4031, 12.31593, 32.55868, 894.8932, 352.039, 234.6774, 1225.726, 186.2817
370.5, 112.4554, 61.25433, 1037.413, 395.1129, 17.71976, 531.5304, 0.3813346, 130.2931, 110.6437, 600.028, 40.06243, 609.2664, 576.398, 11.44886, 31.0061, 844.3227, 322.4257, 221.2027, 1360.885, 177.9068
370.6, 216.9869, 170.7229, 985.7513, 369.5581, 16.5254, 504.323, 0.3589571, 121.9219, 103.8586, 568.4942, 36.88839, 573.0711, 540.7438, 10.64283, 29.52756, 796.6099, 295.3034, 208.5017, 1287.982, 169.9085
370.7, 202.8801, 173.8901, 1165.962, 345.6562, 15.41155, 517.5415, 0.3378928, 167.5508, 97.48964, 538.6176, 33.96582, 539.0262, 531.0227, 9.893553, 28.11952, 751.5934, 476.168, 196.53, 1218.985, 162.2697
370.8, 189.6904, 161.4876, 1107.899, 323.3002, 14.37278, 522.7711, 0.3180646, 156.7858, 91.51122, 671.6142, 31.2748, 507.0038, 533.7888, 9.197022, 26.77862, 709.1208, 436.113, 185.2456, 1189.97, 154.9744
370.9, 177.3582, 168.0815, 1078.762, 302.3901, 13.40402, 496.0121, 0.2993999, 146.7124, 85.89941, 636.3182, 44.20123, 476.8838, 591.1915, 8.54953, 25.50167, 669.0483, 399.4274, 174.6092, 1126.224, 148.0071
371, 165.8277, 156.0933, 1025.041, 282.8324, 12.50055, 470.6227, 0.2818305, 137.2863, 80.63174, 602.8773, 43.48963, 448.5531, 554.6222, 7.947622, 24.2856, 631.2404, 365.8278, 164.5835, 1214.218, 141.353
371.1, 155.0469, 144.9601, 973.9958, 264.5396, 11.65799, 446.5329, 0.2652921, 128.4657, 75.6871, 571.1937, 127.1624, 469.4433, 590.919, 7.38809, 23.12753, 595.5689, 335.0546, 155.1335, 1265.783, 134.998
371.2, 144.9669, 134.621, 996.4121, 247.43, 10.87221, 423.6763, 0.2497243, 127.2455, 71.04569, 541.1753, 117.0877, 441.5547, 675.2717, 6.86795, 22.02468, 561.9133, 355.2498, 146.226, 1255.928, 128.9288
371.3, 135.5423, 125.0194, 946.7924, 231.4269, 10.1394, 401.9896, 0.2350699, 119.07, 66.6889, 512.7344, 107.8111, 494.1954, 706.5513, 6.38443, 20.97442, 530.1595, 336.3414, 137.83, 1188.648, 123.1324
371.4, 126.7304, 116.1025, 1126.892, 216.4589, 9.455979, 381.4129, 0.2212756, 157.0576, 62.59929, 485.7882, 99.26955, 639.9385, 687.5168, 5.93495, 19.97424, 500.2001, 308.0485, 129.9161, 1124.972, 117.5966
371.5, 118.4913, 107.8216, 1147.013, 202.459, 8.818624, 418.122, 0.2082907, 146.9668, 58.76047, 573.9036, 91.40469, 835.7741, 644.9891, 5.517115, 19.02176, 471.9338, 282.1357, 122.4566, 1187.522, 229.088
371.6, 110.7879, 100.1314, 1182.904, 189.3645, 8.224228, 396.7196, 0.1960677, 137.5243, 55.15706, 562.658, 84.16293, 786.1226, 605.092, 5.128697, 18.11469, 638.8084, 258.4026, 115.4254, 1123.907, 218.7886
371.7, 103.5854, 120.7935, 1253.77, 177.117, 7.669896, 394.5196, 0.1845621, 128.6884, 51.77463, 651.2719, 77.49493, 813.1129, 596.4227, 4.767624, 17.25088, 602.7093, 313.075, 108.7979, 1151.623, 208.9523
371.8, 96.85105, 112.1781, 1191.334, 165.6616, 7.152926, 374.3253, 0.1737316, 120.4203, 48.59962, 617.045, 71.35521, 812.821, 559.5298, 4.431972, 16.42826, 568.6501, 286.7393, 102.551, 1108.41, 199.5582
371.9, 90.55454, 104.1771, 1219.902, 154.9471, 6.670802, 355.1648, 0.1635367, 112.6834, 45.61931, 584.6169, 65.70192, 795.9581, 555.1282, 4.11995, 15.64487, 583.3898, 295.8194, 96.66271, 1049.033, 228.9618
372, 110.9145, 96.7468, 1159.153, 144.9256, 6.221174, 336.985, 0.15394, 105.4436, 42.82176, 553.893, 60.49653, 748.6719, 636.4565, 3.829895, 14.89884, 654.6407, 270.9353, 91.11254, 1094.296, 394.865
372.1, 205.7462, 89.84645, 1134.835, 135.5522, 5.801852, 319.7357, 0.1449065, 98.66894, 40.19577, 524.7838, 55.70355, 704.1949, 607.8228, 3.560261, 14.18838, 679.8409, 333.5923, 85.88105, 1096.673, 377.1127
372.2, 192.3701, 83.43826, 1131.27, 126.7851, 5.410794, 363.2816, 0.1364031, 92.32954, 37.73082, 497.2043, 51.2903, 662.3602, 570.2247, 3.30961, 13.5118, 641.4231, 315.0246, 80.94994, 1037.924, 360.1584
372.3, 179.8637, 77.48713, 1092.345, 118.585, 5.046093, 367.7559, 0.1283987, 86.39745, 35.41703, 471.0743, 47.22671, 623.0107, 682.8823, 3.076606, 12.86748, 605.1762, 288.5249, 76.30196, 1100.644, 343.9664
372.4, 168.1704, 71.96046, 1094.278, 110.9153, 4.705975, 348.9316, 0.120864, 80.84648, 33.24512, 446.3175, 43.48506, 585.999, 640.6413, 2.860005, 12.25388, 647.246, 264.2543, 71.92085, 1041.682, 328.5023
372.5, 157.2372, 66.82796, 1165.136, 103.7416, 4.388781, 331.0709, 0.1137714, 75.65216, 31.20641, 422.8618, 40.03985, 551.186, 718.5527, 2.658653, 11.66955, 610.6701, 242.0254, 67.79131, 985.8795, 313.7335
372.6, 147.0149, 62.06154, 1107.114, 97.0319, 4.092967, 314.1244, 0.1070951, 75.56277, 29.29272, 400.6388, 36.8676, 595.095, 674.1052, 216.8462, 11.11308, 638.2583, 221.6664, 63.89887, 1140.036, 299.6287
372.7, 137.4571, 80.19739, 1051.982, 90.75616, 3.817091, 366.0679, 0.1008106, 70.70793, 27.49638, 379.5836, 33.94667, 559.7417, 632.4071, 412.5695, 10.58314, 755.1663, 304.11, 60.22993, 1121.174, 286.1579
372.8, 128.5207, 96.8882, 999.5945, 84.88631, 3.55981, 487.2786, 0.09489478, 79.6384, 25.8102, 359.635, 31.25717, 526.4886, 617.3159, 383.5236, 10.07848, 712.4918, 395.1479, 56.77165, 1101.082, 273.2928
372.9, 120.1653, 102.5513, 949.8163, 79.39612, 3.319871, 598.436, 0.08932617, 105.1663, 24.22742, 340.7348, 28.78074, 495.2111, 579.1306, 356.5226, 9.597882, 672.2288, 361.9083, 53.51194, 1115.275, 261.0061
373, 112.3531, 95.23696, 1318.404, 74.26101, 3.096104, 661.8561, 0.08408432, 98.40945, 22.74171, 322.8279, 89.18125, 465.7916, 591.9952, 331.4225, 9.140202, 634.2411, 455.6315, 50.43939, 1101.535, 249.2718
373.1, 105.0487, 97.83846, 1342.562, 124.7016, 2.887419, 627.9777, 0.07915009, 180.8634, 21.3471, 305.862, 126.2757, 438.1199, 591.3576, 308.0895, 8.704346, 598.4001, 417.304, 47.54327, 1042.526, 238.065
373.2, 98.21928, 124.8842, 1362.488, 116.6363, 2.6928, 595.8334, 0.0745054, 169.2431, 20.03802, 289.7878, 116.2712, 412.0922, 554.778, 286.3993, 8.289273, 564.5845, 382.2006, 44.81343, 1185.864, 227.3621
373.3, 91.83382, 115.977, 1366.876, 109.0926, 37.35657, 565.3345, 11.15246, 158.3694, 18.80921, 274.5583, 107.0593, 387.6106, 520.4611, 266.2361, 7.893994, 532.6797, 350.0501, 42.24034, 1122.337, 217.1403
373.4, 85.86349, 107.705, 1298.807, 169.8898, 107.6369, 536.3968, 10.49801, 148.1943, 17.65576, 260.1292, 98.57732, 364.5835, 488.267, 247.4924, 7.517564, 502.578, 355.2999, 39.81498, 1062.214, 207.3781
373.5, 80.28131, 100.0231, 1306.606, 158.9019, 100.3819, 508.9402, 9.881964, 212.7319, 16.57305, 246.4584, 90.7673, 342.9243, 458.0642, 230.0683, 7.159085, 474.1772, 325.4123, 37.52889, 1005.311, 198.0548
373.6, 75.06204, 92.88909, 1342.026, 148.6246, 96.56891, 482.8891, 9.30207, 199.0641, 15.55673, 233.5061, 83.57604, 322.5519, 429.7298, 213.871, 6.817699, 447.3814, 329.8979, 35.37406, 951.4562, 189.1506
373.7, 70.18209, 86.26389, 1275.195, 139.012, 753.3966, 458.1715, 8.756206, 321.8725, 14.60273, 221.2344, 76.95453, 303.3898, 466.1429, 198.8139, 6.492593, 422.0999, 302.1471, 33.34295, 900.4868, 180.6468
373.8, 65.61939, 80.11123, 1211.693, 134.3899, 1476.084, 434.7191, 8.242373, 307.1424, 13.70724, 209.6077, 70.85762, 285.3661, 505.6788, 184.8169, 6.18299, 398.247, 276.7306, 31.42847, 947.6747, 172.5253
373.9, 61.35332, 134.3026, 1254.786, 125.698, 1852.402, 412.4671, 7.758694, 287.4088, 12.86666, 198.592, 65.24376, 268.4131, 474.399, 171.8054, 5.88815, 375.742, 253.4522, 29.62391, 896.9078, 164.7689
374, 192.7231, 124.7237, 1192.3, 117.5682, 1773.948, 391.3542, 7.303398, 268.943, 12.07763, 188.1552, 60.07467, 252.4672, 518.8268, 522.8666, 5.60737, 354.5088, 232.1319, 27.92297, 848.8605, 157.3612
374.1, 273.8992, 137.273, 1132.925, 109.9642, 1677.017, 371.322, 6.87482, 251.6636, 11.33698, 178.2669, 55.31511, 237.4687, 486.7338, 486.0555, 5.339979, 334.4755, 212.6051, 26.31969, 943.7829, 150.2865
374.2, 256.0923, 142.4996, 1076.507, 102.8521, 1563.982, 352.3151, 6.471391, 235.4945, 10.64176, 168.8983, 50.93263, 223.3611, 606.8965, 451.836, 5.085339, 315.5742, 194.7209, 24.80847, 928.7742, 143.5299
374.3, 239.4432, 132.336, 1022.899, 96.19991, 1476.48, 334.2812, 6.091637, 284.3873, 9.989166, 160.022, 46.89737, 210.0917, 575.7625, 420.0256, 4.842842, 297.7411, 178.3411, 23.38402, 879.0198, 137.0771
374.4, 244.8987, 122.8973, 971.9603, 89.97799, 1389.154, 317.1703, 5.734167, 266.1157, 9.376594, 151.6122, 43.18182, 197.6106, 569.7856, 390.4548, 4.611907, 280.9157, 163.3391, 22.04136, 861.1136, 130.9144
374.5, 264.8334, 114.1318, 923.5582, 84.15848, 1295.521, 300.9354, 5.397675, 249.018, 8.801586, 143.6444, 39.76064, 185.871, 599.3884, 362.9658, 4.391986, 265.0411, 149.5992, 20.77579, 814.9838, 125.0287
374.6, 337.7526, 105.9915, 877.5664, 78.71535, 1292.547, 285.5314, 5.080928, 233.0188, 8.26184, 136.0954, 36.6105, 174.8288, 562.312, 337.4121, 4.182551, 250.0636, 137.015, 19.58288, 911.2148, 119.4077
374.7, 325.2771, 98.43178, 896.5706, 139.4099, 1262.513, 270.9159, 4.782769, 218.0475, 7.755193, 128.943, 33.70995, 164.4426, 527.5291, 313.6575, 3.983104, 235.9325, 125.4893, 18.45847, 862.4011, 114.0394
374.8, 304.1301, 91.41125, 1098.113, 130.3933, 1177.417, 257.0486, 4.502107, 204.0381, 7.279616, 122.1665, 31.0392, 154.6734, 494.8978, 291.5753, 3.793167, 438.4272, 114.9332, 17.39863, 887.0402, 108.9124
374.9, 284.3579, 84.89146, 1043.429, 121.9599, 1098.056, 243.891, 4.237914, 190.9289, 6.833203, 115.7462, 28.58004, 145.4846, 464.2849, 271.0476, 3.612287, 413.6517, 105.2651, 16.39963, 839.5215, 104.0159
375, 332.0598, 78.83669, 991.4678, 114.0718, 1024.045, 231.407, 3.989225, 178.6618, 6.414165, 109.6633, 26.31572, 136.8416, 525.1311, 251.9652, 3.440033, 390.2762, 96.41028, 15.458, 942.6521, 99.33952
375.1, 310.4719, 73.21376, 988.6859, 117.1245, 955.0215, 219.562, 3.755129, 167.183, 6.020825, 103.9001, 24.23079, 128.7122, 492.6481, 234.2263, 3.275993, 368.2216, 88.3003, 14.57043, 892.1542, 94.87341
375.2, 290.2874, 67.99188, 1100.851, 109.5492, 890.6508, 208.3232, 3.53477, 156.4416, 5.651606, 98.43972, 22.31105, 121.0657, 575.623, 217.7362, 3.119775, 347.4134, 80.87253, 13.73383, 893.4117, 90.60809
375.3, 271.4151, 63.14244, 1046.03, 185.4593, 887.8737, 197.6598, 3.327343, 146.3904, 5.305028, 93.26633, 20.54341, 113.8734, 540.0167, 202.407, 2.971007, 396.4643, 74.06958, 12.94526, 986.1425, 86.53452
375.4, 253.7698, 58.63889, 993.9396, 173.4643, 828.0289, 187.5422, 64.94064, 136.9849, 4.979704, 88.36481, 18.91581, 107.1084, 506.6129, 188.157, 2.829333, 374.0601, 67.83889, 12.20197, 976.8043, 82.6441
375.5, 256.7042, 54.45654, 1011.524, 162.2452, 772.2178, 177.9425, 61.12979, 128.1838, 4.67433, 83.7209, 17.41716, 100.7453, 475.2753, 174.9103, 2.694414, 554.3416, 164.1734, 11.50136, 924.4769, 78.92858
375.6, 240.0153, 50.5725, 961.1519, 151.7516, 786.3847, 168.8341, 57.54257, 119.9481, 4.387683, 79.32104, 16.03724, 94.76028, 445.8762, 162.5962, 2.565929, 591.912, 150.3632, 10.84097, 898.2228, 75.3801
375.7, 224.4114, 46.96548, 913.288, 231.7431, 776.8541, 160.192, 54.16586, 112.2415, 4.118614, 75.15241, 14.76665, 89.13077, 418.2956, 151.149, 2.443572, 558.4631, 137.7147, 10.21851, 850.105, 71.99116
375.8, 209.8219, 236.2531, 867.8077, 236.1707, 724.4923, 151.9923, 50.98729, 105.0301, 3.866045, 71.20286, 13.59673, 83.83569, 392.4211, 426.1005, 2.327048, 526.9043, 126.1302, 9.631783, 918.7614, 68.75458
375.9, 244.5193, 219.4026, 824.5923, 394.9761, 675.6598, 144.2122, 99.59294, 98.28199, 3.628965, 67.46087, 12.5195, 78.85519, 368.1471, 396.102, 2.216082, 497.1289, 115.5202, 9.078747, 999.7446, 65.66351
376, 247.638, 203.754, 783.5289, 369.4302, 630.1187, 136.8305, 143.1239, 91.96745, 3.406423, 63.91554, 11.52761, 74.17057, 490.8693, 368.2154, 2.110406, 469.0361, 160.0865, 8.557464, 971.5253, 62.7114
376.1, 231.5385, 189.2215, 885.9319, 345.5366, 587.6472, 129.8265, 178.7255, 86.05862, 3.197529, 60.55653, 63.22489, 69.76425, 569.4779, 342.2921, 2.00977, 525.0566, 303.962, 8.066112, 919.4808, 59.89202
376.2, 216.4857, 180.6189, 841.8138, 323.1883, 613.7113, 123.1811, 168.2375, 80.52943, 34.53891, 57.37405, 149.6367, 65.61971, 534.2517, 318.1939, 1.913933, 591.0803, 278.3929, 7.602972, 934.338, 57.19939
376.3, 279.4194, 266.155, 799.8928, 342.84, 572.3457, 116.8758, 158.365, 147.6798, 85.77668, 54.35882, 137.7814, 61.72138, 501.2045, 295.7923, 1.822666, 627.0046, 254.9746, 92.73112, 884.2855, 54.62782
376.4, 261.2537, 247.1719, 760.0594, 320.6661, 533.7682, 110.8933, 149.0718, 138.1915, 177.7824, 51.50205, 153.8942, 58.05464, 470.2015, 274.9678, 1.735751, 591.5726, 314.65, 87.40668, 916.2304, 52.17186
376.5, 244.269, 229.5426, 722.2096, 299.9264, 497.791, 105.217, 140.324, 129.3128, 661.0362, 48.79542, 271.8934, 54.60574, 441.1163, 255.6094, 1.652981, 708.819, 363.0882, 82.38798, 1051.612, 49.82631
376.6, 228.3885, 247.0457, 686.2447, 280.528, 464.2387, 225.6779, 132.0895, 121.0046, 861.2114, 46.23103, 250.352, 51.36173, 453.2883, 237.6139, 1.574157, 888.66, 332.5454, 77.65743, 995.2772, 47.58622
376.7, 213.5405, 229.4255, 652.0708, 262.3843, 432.9479, 284.3713, 124.3382, 113.2301, 808.3987, 43.80141, 230.5173, 48.31044, 425.2492, 220.8853, 1.499093, 974.3931, 304.5719, 73.1985, 941.9603, 45.44683
376.8, 199.6577, 213.062, 619.5987, 245.414, 403.7662, 269.8152, 117.0418, 105.9552, 758.8247, 41.49948, 212.254, 45.44041, 398.9446, 205.3344, 1.427608, 919.33, 278.9515, 68.9956, 1025.281, 43.40363
376.9, 186.6775, 197.8656, 588.7437, 229.5414, 376.5514, 256.0042, 110.1735, 99.14767, 778.0415, 39.31852, 195.4377, 42.74089, 374.2671, 190.8784, 1.359531, 867.3786, 255.4862, 65.03401, 970.3572, 41.45229
377, 174.5412, 183.7531, 559.4252, 214.6953, 351.171, 242.9001, 103.7083, 92.77752, 730.3291, 37.25218, 179.9537, 40.20175, 351.1161, 177.4401, 1.294701, 818.363, 248.2627, 61.29989, 991.7315, 39.58868
377.1, 163.1939, 170.6472, 531.5667, 200.8094, 327.5012, 230.4668, 97.62251, 86.81664, 685.5426, 35.29443, 165.6964, 37.81345, 329.3971, 164.9479, 1.232962, 772.1172, 227.379, 57.78018, 938.6045, 37.80885
377.2, 152.5843, 158.476, 505.0955, 187.8217, 305.4268, 218.6699, 91.89382, 81.23875, 643.5026, 33.43957, 152.5687, 35.56703, 349.4473, 153.3351, 1.174168, 1038.783, 208.252, 54.46256, 888.3235, 36.10903
377.3, 142.6644, 306.6368, 479.9425, 175.6739, 284.8404, 207.4768, 86.5013, 127.9197, 757.2293, 31.68219, 140.4811, 33.45407, 403.8508, 142.54, 1.118177, 980.0809, 190.734, 51.33543, 840.736, 34.48564
377.4, 133.3895, 284.7663, 456.0421, 164.3119, 265.6414, 196.8567, 81.42523, 119.701, 732.4141, 30.01717, 129.3512, 31.46663, 378.8698, 132.5048, 1.064856, 924.6964, 174.6895, 48.38786, 867.9174, 32.93523
377.5, 124.7175, 337.5663, 433.3319, 153.6846, 247.7366, 252.1257, 76.64703, 112.0103, 735.1109, 28.43965, 119.103, 29.59727, 355.4341, 123.1761, 1.014078, 872.4417, 235.6749, 45.60952, 869.8043, 31.45453
377.6, 116.6094, 343.7339, 411.7527, 143.7448, 231.0386, 298.9248, 72.14923, 274.8239, 761.856, 26.94504, 109.6668, 27.83895, 350.3716, 114.5042, 0.9657207, 876.5728, 368.2738, 42.99072, 842.0073, 30.0404
377.7, 154.8942, 408.108, 661.0728, 134.4478, 215.466, 360.2535, 73.30437, 257.1667, 715.1361, 25.52897, 100.9782, 26.1851, 411.5901, 324.421, 0.9196697, 849.788, 337.2948, 40.52228, 796.9009, 28.68984
377.8, 144.8242, 379.0002, 628.1524, 125.7521, 200.9431, 341.8132, 103.8736, 292.7271, 852.1081, 24.18732, 92.97793, 24.6295, 386.1304, 301.581, 0.8758147, 1015.914, 441.6485, 38.19558, 883.2856, 27.4
377.9, 135.4088, 394.6034, 676.945, 117.6188, 187.3991, 324.3168, 97.7781, 273.9196, 911.2406, 22.91619, 140.0618, 23.16631, 389.066, 280.3489, 0.834051, 1186.768, 404.4973, 36.00246, 968.3833, 26.16815
378, 126.6056, 366.4588, 758.7112, 110.0116, 174.7679, 307.716, 92.04028, 379.9356, 855.3599, 21.71185, 128.965, 21.79005, 364.9996, 381.7763, 0.7942787, 1136.007, 389.2763, 33.93528, 916.507, 24.99168
378.1, 139.5244, 345.4995, 848.3018, 102.8964, 162.9882, 291.965, 86.63918, 368.2106, 802.9061, 20.57081, 118.7475, 20.49555, 342.4218, 354.8983, 0.7564031, 1299.097, 458.7259, 31.98678, 1012.139, 23.8681
378.2, 130.4536, 424.3354, 806.0577, 96.24132, 152.0024, 277.0202, 81.55502, 394.2712, 753.6689, 19.48973, 109.3394, 19.27795, 321.2406, 329.9126, 0.7203335, 1289.16, 420.1381, 30.15017, 1134.627, 22.79504
378.3, 121.9725, 394.0702, 765.9174, 90.01672, 141.757, 262.8403, 76.7692, 426.5566, 707.4511, 18.46547, 100.6767, 18.13269, 414.0659, 306.6859, 0.685984, 1288.343, 384.7963, 28.41901, 1073.845, 21.77022
