 , C05, C07, C09, C12, C23, C30, C33, C34, C35, C54, C58, C60
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
374.1, 296.4821, 27.3813, 120.1971, 82.83749, 28.12782, 1136.456, 44.94442, 810.2935, 106.3114, 1583.034, 75.37466, 686.2795
374.2, 281.9269, 25.84667, 114.7487, 77.46848, 26.3847, 1085.398, 42.14551, 761.4871, 100.3098, 1601.694, 71.35983, 828.7596
374.3, 268.0862, 24.39806, 109.5473, 72.44746, 24.74962, 1063.576, 39.5209, 715.6205, 94.64703, 1506.606, 408.2802, 960.2342
374.4, 254.9251, 23.03063, 104.5816, 67.75188, 23.21586, 1028.437, 37.05974, 672.5167, 89.30392, 1808.918, 469.0623, 908.7779
374.5, 242.41, 21.73985, 99.84107, 63.36063, 21.77715, 1067.339, 34.75185, 632.009, 237.0995, 2507.439, 722.6943, 962.1769
374.6, 230.5094, 20.52141, 95.31539, 59.25399, 20.42759, 1019.387, 32.58768, 593.9413, 223.7146, 2529.021, 684.2, 910.6165
374.7, 258.377, 19.37126, 90.99485, 55.41351, 19.16167, 973.5889, 30.55828, 558.1665, 211.0852, 2522.625, 647.7561, 861.8191
374.8, 295.515, 18.28557, 86.87016, 51.82196, 17.9742, 929.8488, 28.65527, 524.5465, 199.1688, 2482.035, 613.2534, 815.6366
374.9, 281.0073, 17.26073, 82.93243, 48.46318, 16.86032, 925.0308, 26.87076, 492.9516, 187.9252, 2430.683, 819.9934, 771.9289
375, 267.2118, 16.29332, 79.1732, 45.3221, 15.81547, 1057.102, 25.19739, 463.2597, 177.3162, 2374.08, 776.3165, 730.5634
375.1, 256.84, 15.38014, 75.58437, 42.38461, 14.83537, 1009.61, 23.62822, 435.3562, 167.3062, 2260.215, 734.966, 1019.018
375.2, 244.2309, 14.51814, 72.15822, 39.6375, 13.91601, 964.2517, 22.15678, 409.1335, 157.8613, 2312.539, 695.8181, 1179.22
375.3, 232.2409, 13.70445, 68.88737, 37.06845, 13.05362, 958.2104, 20.77697, 384.4902, 148.9495, 2276.28, 658.7553, 1229.016
375.4, 220.8395, 12.93636, 65.76478, 34.6659, 12.24467, 915.1611, 19.48308, 361.3312, 140.5409, 2316.106, 623.6667, 1163.156
375.5, 209.9978, 12.21133, 62.78374, 32.41908, 11.48585, 887.2565, 18.26977, 339.5672, 132.607, 2214.968, 590.4471, 1100.826
375.6, 205.2825, 11.52693, 59.93782, 30.31787, 10.77406, 847.395, 17.13202, 319.1141, 125.1209, 2212.086, 558.997, 1188.294
375.7, 195.2045, 38.70728, 57.22091, 28.35286, 10.10638, 866.998, 16.06513, 299.8929, 118.0575, 2139.737, 529.222, 1265.411
375.8, 185.6214, 150.5651, 54.62715, 26.5152, 9.48008, 921.8926, 15.06467, 281.8295, 111.3928, 2232.702, 501.0331, 1197.601
375.9, 176.5086, 253.4182, 52.15097, 24.79665, 8.892589, 915.6379, 14.12652, 264.8541, 105.1043, 2214.824, 474.3456, 1133.425
376, 269.7709, 291.7385, 49.78702, 23.18949, 8.341505, 874.5013, 13.24679, 248.9012, 99.17088, 2132.346, 449.0796, 1072.688
376.1, 256.527, 311.742, 47.53023, 21.68649, 7.824573, 835.2128, 12.42185, 233.9092, 93.5724, 2088.028, 425.1594, 1015.205
376.2, 243.9333, 294.27, 45.37574, 20.28091, 7.339676, 834.2531, 11.64828, 219.8201, 88.28996, 2089.2, 402.5132, 1100.787
376.3, 231.9579, 277.7772, 43.31891, 18.96643, 6.884829, 909.2645, 10.92288, 206.5797, 83.30573, 1965.171, 381.0734, 1041.799
376.4, 220.5703, 262.2088, 41.35531, 17.73714, 6.458169, 868.4142, 10.24266, 194.1369, 489.4025, 2044.627, 360.7755, 985.9719
376.5, 209.7419, 247.5129, 39.48072, 29.23517, 6.057949, 829.3992, 9.604801, 182.4434, 461.7743, 2008.17, 341.5588, 1104.547
376.6, 199.445, 233.6407, 37.69111, 734.5171, 5.682531, 792.1371, 9.006662, 171.4543, 435.7057, 1888.951, 323.3657, 1045.357
376.7, 189.6536, 220.546, 35.98261, 1065.57, 5.330379, 756.549, 8.445773, 161.1272, 411.1089, 1867.161, 306.1417, 989.3394
376.8, 225.3078, 208.1852, 34.35156, 1087.663, 5.00005, 834.7797, 7.919813, 151.422, 387.9006, 1840.207, 289.835, 1125.406
376.9, 214.2467, 196.5172, 32.79445, 1017.167, 4.690191, 800.5922, 7.426607, 142.3014, 366.0024, 1730.959, 274.397, 1258.053
377, 231.9785, 185.5031, 31.30791, 998.3254, 4.399535, 794.9603, 6.964116, 133.7302, 345.3405, 1731.343, 259.7812, 1190.637
377.1, 220.5899, 175.1063, 29.88876, 946.6658, 4.126891, 759.2454, 6.530426, 125.6752, 325.8451, 1730.914, 245.944, 1126.834
377.2, 209.7605, 165.2922, 28.53394, 890.8374, 3.871143, 725.1349, 6.123744, 118.1054, 307.4502, 1685.057, 232.8438, 1066.45
377.3, 199.4627, 156.0282, 27.24052, 833.0989, 3.631244, 815.8088, 5.742388, 110.9916, 290.0937, 1585.02, 526.2789, 1009.302
377.4, 189.6705, 147.2833, 26.00574, 803.027, 3.406212, 779.1572, 652.4493, 104.3063, 273.717, 1601.173, 565.0231, 955.2162
377.5, 180.359, 198.6451, 24.82693, 750.9798, 3.195126, 744.1522, 1346.69, 98.02361, 258.2649, 1576.577, 575.9812, 904.0288
377.6, 171.5046, 187.5117, 23.70156, 790.4434, 2.99712, 710.7199, 1612.401, 92.11936, 243.6851, 1662.057, 545.3016, 855.5844
377.7, 163.0849, 196.6536, 22.62719, 739.2118, 2.811386, 678.7896, 1584.179, 86.57075, 229.9284, 1681.678, 545.986, 809.736
377.8, 155.0786, 240.4415, 21.60153, 691.3007, 2.637161, 648.2938, 1590.841, 81.35634, 216.9482, 1581.842, 1011.226, 974.5248
377.9, 147.4653, 255.4672, 20.62236, 646.4949, 2.473733, 729.761, 1608.397, 76.45601, 204.7009, 1643.419, 1172.713, 922.3027
378, 140.2258, 241.1492, 19.68757, 681.9161, 2.320434, 748.2482, 1508.234, 71.85085, 193.1449, 1581.866, 1211.711, 872.8791
378.1, 133.3417, 296.2236, 18.79515, 637.7186, 2.176634, 718.3246, 1414.309, 67.52306, 182.2413, 1546.791, 1147.17, 826.1039
378.2, 126.7955, 279.6213, 17.94319, 598.582, 2.041745, 692.6869, 1353.365, 63.45596, 171.9532, 1454.963, 1086.066, 781.8353
378.3, 120.5707, 317.3522, 17.12985, 559.7856, 1.915216, 705.5558, 1332.827, 59.63382, 162.246, 1626.19, 1028.216, 739.9388
378.4, 114.6515, 299.5657, 16.35337, 523.5038, 1.796528, 700.3243, 1249.825, 56.0419, 153.0867, 1529.649, 1058.06, 816.6758
378.5, 109.0229, 282.7761, 15.61209, 489.5736, 1.685196, 668.861, 1171.992, 52.66634, 144.4445, 1438.838, 1001.703, 772.9124
378.6, 103.6707, 266.9275, 14.90441, 458.8739, 1.580762, 638.8113, 1236.078, 49.49409, 136.2902, 1551.478, 1131.422, 835.1279
378.7, 98.58117, 251.9672, 14.22881, 479.5073, 1.482801, 610.1116, 1228.103, 46.51292, 128.5962, 1459.371, 1071.157, 946.5681
378.8, 93.74152, 237.8453, 13.58384, 448.4286, 1.39091, 606.7944, 1151.623, 43.71132, 121.3366, 1372.733, 1014.102, 895.8441
378.9, 89.13946, 224.515, 12.9681, 419.3643, 1.304714, 579.5331, 1104.575, 41.07846, 114.4868, 1291.238, 960.0858, 1213.743
379, 84.76333, 211.9317, 12.38027, 563.8635, 1.223859, 553.4966, 1098.456, 38.60418, 108.0237, 1384.137, 908.9468, 1937.707
379.1, 80.60204, 205.332, 11.81909, 527.3174, 1.148015, 528.6299, 1163.497, 36.27894, 101.9254, 1355.608, 860.5318, 2040.459
379.2, 76.64503, 232.4835, 11.28334, 493.14, 1.076872, 504.8803, 1200.249, 34.09376, 96.17144, 1275.13, 814.6956, 1931.116
379.3, 72.88229, 261.0027, 35.01643, 461.1777, 298.7985, 635.9149, 1125.503, 32.04019, 90.74228, 1199.429, 771.3009, 1827.633
379.4, 69.30428, 246.3745, 33.42918, 431.2871, 485.0403, 727.5873, 1189.258, 30.11032, 85.61961, 1128.223, 730.2176, 1729.695
379.5, 65.90192, 232.566, 31.91387, 403.3337, 454.9818, 694.8992, 1129.192, 28.29669, 80.78613, 1061.244, 907.0671, 1637.006
379.6, 62.66659, 219.5315, 30.46725, 415.977, 426.7861, 663.6796, 1129.409, 26.5923, 76.22552, 1122.665, 1034.126, 1549.283
379.7, 59.59009, 382.1485, 29.08621, 496.6689, 400.3377, 633.8627, 1110.403, 24.99057, 71.92236, 1056.016, 1450.943, 1584.109
379.8, 56.66463, 360.7304, 49.812, 464.478, 375.5284, 605.3853, 1041.252, 23.48531, 67.86214, 1063.865, 1499.139, 1499.221
379.9, 53.88279, 340.5128, 47.55408, 434.3734, 352.2565, 664.9603, 1012.215, 22.07072, 64.03112, 1000.706, 1419.287, 1418.882
380, 51.23752, 321.4282, 45.39851, 448.5902, 330.4268, 635.0858, 949.1793, 20.74134, 60.41637, 941.2976, 1463.386, 1342.848
380.1, 48.72211, 303.4133, 43.34065, 673.5963, 309.9499, 707.8555, 939.2455, 237.0306, 144.5217, 885.4157, 1385.439, 1270.889
380.2, 46.33019, 286.4081, 41.37607, 1133.008, 290.742, 910.4392, 880.7541, 222.7536, 601.6151, 832.8513, 1311.643, 1457.151
380.3, 44.0557, 270.356, 93.63705, 1188.288, 272.7244, 1014.85, 896.7803, 209.3365, 906.918, 988.5951, 1241.779, 1379.067
380.4, 41.89287, 255.2035, 89.39259, 1167.921, 255.8234, 969.2557, 840.9333, 300.0297, 936.6489, 929.9053, 1236.237, 1327.9
380.5, 39.83622, 240.9002, 85.34053, 1092.224, 239.9697, 925.7103, 951.4135, 281.958, 883.7723, 874.6997, 1198.99, 1382.94
380.6, 37.88054, 227.3986, 81.47215, 1021.433, 225.0985, 884.1212, 892.1643, 264.9749, 833.8808, 873.9773, 1135.126, 1461.454
380.7, 36.02087, 214.6537, 77.77911, 955.2297, 211.1489, 844.4005, 890.2178, 249.0147, 786.8058, 822.092, 1161.176, 1383.139
380.8, 34.25249, 202.6232, 74.25347, 938.8927, 198.0638, 870.8517, 1012.231, 234.0158, 742.3883, 773.2869, 1099.326, 1309.02
380.9, 32.57093, 191.2669, 70.88765, 913.9567, 185.7896, 831.7272, 949.1948, 219.9204, 806.4803, 769.8052, 1162.986, 1238.873
381, 30.97193, 180.547, 67.67439, 854.7198, 174.276, 794.3605, 890.0837, 300.9518, 867.2567, 761.609, 1101.04, 1172.485
381.1, 29.45142, 170.428, 128.5334, 799.3222, 163.4759, 758.6725, 834.6538, 328.162, 818.2975, 897.613, 1042.393, 1109.655
381.2, 28.00556, 286.314, 122.7071, 747.5151, 153.3452, 745.4034, 782.6758, 337.4306, 772.1022, 844.3245, 986.8697, 1164.545
381.3, 26.63068, 612.1987, 117.1449, 748.1271, 143.8422, 711.9149, 733.9347, 317.1062, 728.5148, 794.1996, 1045.443, 1144.12
381.4, 25.3233, 577.8871, 111.8349, 709.2067, 134.9281, 817.5105, 688.2289, 298.006, 789.0726, 836.2957, 989.7574, 1082.81
381.5, 24.0801, 545.4987, 106.7655, 670.1196, 126.5665, 780.7825, 645.3695, 280.0562, 813.9442, 786.6474, 1281.718, 1163.118
381.6, 22.89794, 514.9254, 101.926, 634.4438, 118.723, 758.3882, 605.1791, 263.1876, 767.9947, 739.9466, 1213.447, 1170.417
381.7, 21.77381, 486.0657, 97.30578, 593.3231, 111.3657, 724.3163, 567.4916, 247.3351, 724.6392, 696.0182, 1148.813, 1107.697
381.8, 20.70486, 458.8234, 92.89502, 554.8676, 104.4642, 718.0428, 532.1511, 232.4374, 741.7203, 654.6978, 1087.621, 1048.339
381.9, 19.6884, 433.108, 88.6842, 792.6543, 97.99045, 757.804, 499.0114, 321.6432, 719.6625, 712.8431, 1029.689, 1135.964
382, 18.72183, 408.8338, 84.66425, 801.4643, 91.91788, 723.7584, 467.9355, 328.3736, 679.0354, 751.4528, 974.843, 1075.091
382.1, 17.80272, 385.9202, 80.82652, 749.5184, 86.22163, 816.5415, 438.7949, 957.1462, 668.7693, 706.8414, 922.918, 1106.718
382.2, 16.92873, 392.7666, 77.16274, 700.9393, 80.87838, 779.857, 411.469, 2083.773, 631.0154, 664.8784, 873.7588, 1047.412
382.3, 16.09765, 469.1861, 73.66505, 655.5088, 75.86626, 792.0812, 385.8448, 2747.443, 595.3927, 625.4067, 827.2181, 1035.097
382.4, 15.30736, 783.1167, 179.4973, 1419.248, 71.16474, 941.4519, 361.8163, 3070.033, 677.556, 588.2783, 783.1563, 979.6293
382.5, 14.55588, 1442.808, 413.3493, 1538.02, 66.75459, 1173.667, 339.2842, 3400.602, 1239.078, 553.354, 741.4415, 927.1336
382.6, 13.84128, 1526.143, 397.2529, 1602.316, 62.61773, 1120.938, 318.1553, 3379.029, 1372.9, 520.5031, 701.9487, 909.4609
382.7, 13.16177, 1440.608, 408.8534, 1558.81, 58.73724, 1119.715, 298.3422, 3373.977, 1495.39, 567.4864, 664.5594, 1049.56
382.8, 12.51562, 1412.985, 390.3205, 1457.777, 55.09723, 1220.918, 279.763, 3248.33, 1410.971, 533.7965, 629.1616, 993.3169
382.9, 11.90119, 1333.792, 375.7852, 1391.755, 51.6828, 1166.066, 262.3408, 3404.153, 1342.866, 596.4875, 595.6494, 1015.391
383, 11.31693, 1259.038, 358.7513, 1359.812, 48.47996, 1205.008, 246.0035, 3261.868, 1267.057, 622.0193, 563.9221, 960.9788
383.1, 10.76134, 1288.238, 342.4895, 1365.711, 45.47561, 1203.429, 230.6837, 3087.203, 1208.344, 585.092, 533.8848, 988.1907
383.2, 10.23304, 1226.121, 326.9648, 1277.78, 42.65743, 1149.363, 216.3178, 3168.855, 1169.497, 768.213, 505.4475, 935.2363
383.3, 9.730665, 1227.217, 312.1439, 1262.835, 40.0139, 1097.726, 202.8467, 3036.515, 1120.951, 722.6066, 478.5248, 1577.103
383.4, 9.252957, 1158.436, 297.9948, 1217.514, 37.5342, 1068.73, 190.2144, 2968.852, 1057.67, 706.2771, 453.0362, 1973.727
383.5, 8.798701, 1093.51, 284.487, 1267.734, 35.20816, 1092.842, 178.3688, 2897.617, 1131.185, 820.1498, 428.9053, 2047.427
383.6, 8.366746, 1032.222, 271.5915, 1232.671, 33.02628, 1043.744, 167.2609, 2723.085, 1067.326, 771.46, 406.0596, 2096.735
383.7, 7.955997, 974.3699, 259.2806, 1152.777, 30.9796, 1065.734, 542.504, 2745.641, 1007.072, 820.2581, 384.4309, 2279.023
383.8, 7.565412, 928.2372, 247.5277, 1078.062, 29.05976, 1017.855, 508.7196, 2600.367, 990.1752, 771.562, 363.9542, 2156.896
383.9, 7.194003, 876.2129, 270.8361, 1008.188, 27.2589, 978.8636, 477.0392, 2583.294, 934.2769, 725.7567, 344.5681, 2144.469
384, 6.840827, 845.5339, 354.8144, 1038.581, 25.56964, 934.8865, 447.3316, 2427.695, 881.5342, 682.6708, 326.2147, 2029.553
384.1, 6.50499, 825.4412, 370.7003, 971.2671, 23.98506, 1046.748, 419.474, 2312.131, 831.769, 642.1428, 308.8389, 1920.795
384.2, 6.18564, 903.9291, 398.6421, 908.3157, 22.49868, 999.7214, 393.3513, 2172.865, 784.8132, 977.1415, 292.3886, 1912.26
384.3, 5.881968, 853.2672, 380.5721, 874.4907, 21.10441, 1100.031, 368.8554, 2111.286, 740.5082, 919.1317, 276.8145, 1906.464
384.4, 5.593204, 805.4446, 363.3213, 915.5888, 19.79655, 1050.61, 345.8849, 2153.214, 797.8721, 864.5657, 262.07, 1882.943
384.5, 5.318616, 877.7786, 346.8523, 1076.578, 18.56973, 1087.12, 324.345, 2146.432, 752.8299, 813.2391, 248.1109, 1782.042
384.6, 5.057509, 866.6335, 331.1299, 1006.801, 17.41895, 1127.521, 304.1464, 2063.274, 710.3304, 764.9597, 234.8953, 1686.547
384.7, 4.809221, 1002.289, 316.1202, 941.5461, 16.33948, 1076.865, 285.2057, 1938.997, 670.2302, 719.5464, 222.3836, 1839.142
384.8, 4.573122, 946.1142, 331.5999, 880.5209, 15.3269, 1028.485, 267.4445, 1924.613, 632.3937, 676.8292, 210.5383, 1740.588
384.9, 4.348613, 1404.303, 316.5688, 873.5566, 14.37708, 982.2786, 250.7895, 1955.25, 640.4604, 636.6479, 199.324, 1756.781
385, 4.135126, 2250.599, 302.2191, 816.9381, 13.48612, 938.148, 235.1716, 1864.986, 604.3045, 598.8522, 188.707, 1662.64
385.1, 3.93212, 2389.76, 401.7287, 820.8818, 12.65037, 958.8718, 220.5263, 1752.653, 714.5702, 563.3002, 178.6555, 1685.976
385.2, 3.73908, 2255.823, 489.0765, 1209.888, 11.86641, 1374.979, 206.793, 1992.376, 1670.401, 529.8588, 169.1395, 1595.629
385.3, 3.555517, 2206.381, 490.4317, 1251.521, 11.13104, 1525.628, 193.915, 2060.047, 1795.328, 498.4028, 160.1302, 1510.124
385.4, 3.380966, 2233.976, 468.201, 1283.326, 10.44123, 1588.049, 181.8389, 2130.25, 1950.64, 468.8141, 151.6009, 1502.274
385.5, 3.214984, 2260.03, 611.1906, 1200.148, 9.794179, 1867.318, 170.5149, 2210.328, 2085.241, 440.9821, 143.5259, 1421.771
385.6, 3.057151, 2133.363, 585.1744, 1122.362, 9.187223, 1846.798, 159.8961, 2140.357, 2272.558, 414.8024, 135.881, 1473.536
385.7, 2.907066, 2013.796, 699.5408, 1049.618, 8.617882, 1763.827, 149.9386, 2159.855, 2144.266, 390.1769, 128.6433, 1394.573
385.8, 2.764349, 2038.223, 667.8314, 1094.973, 8.083822, 1723.412, 140.6012, 2066.296, 2106.45, 367.0133, 121.7911, 1451.44
385.9, 2.628638, 1948.518, 637.5593, 1024.004, 7.582859, 1645.985, 131.8453, 1941.837, 2038.462, 345.2249, 115.3039, 1373.661
386, 936.3176, 1964.233, 629.8514, 957.6344, 7.112941, 1572.036, 123.6346, 1824.875, 1923.385, 324.7299, 109.1623, 1300.05
386.1, 2191.893, 1854.145, 673.7712, 900.9229, 6.672145, 1591.223, 115.9353, 1714.957, 1814.804, 305.4518, 103.3477, 1230.384
386.2, 3682.556, 1750.226, 707.9578, 959.2009, 6.258665, 1519.734, 108.7154, 1611.661, 1820.213, 287.318, 97.84293, 1164.451
386.3, 5101.314, 1673.728, 675.8668, 897.0316, 5.870809, 1451.458, 101.9452, 1514.586, 1717.457, 270.2608, 92.63132, 1231.06
386.4, 5403.729, 1649.002, 646.6026, 838.8916, 5.506989, 1502.782, 95.59653, 1423.358, 1657.753, 254.2163, 87.69732, 1228.278
386.5, 5555.99, 1679.377, 617.2928, 784.5199, 5.165715, 1435.267, 89.64326, 1337.625, 1564.168, 239.1243, 83.02612, 1228.98
386.6, 5392.311, 1727.749, 616.5583, 799.5175, 4.84559, 1552.904, 84.06074, 1257.056, 1573.027, 224.9282, 78.60374, 1248.41
386.7, 5164.684, 1751.27, 588.6105, 747.6978, 4.545304, 1638.081, 78.82586, 1275.149, 1484.225, 211.5749, 74.41691, 1181.511
386.8, 5273.141, 1725.086, 659.0186, 699.2368, 4.263627, 1564.487, 73.91698, 1246.954, 1400.437, 199.0144, 70.45309, 1118.197
386.9, 5042.164, 1752.564, 726.8871, 680.4666, 3.999405, 1513.705, 69.31381, 1171.846, 1350.268, 465.6559, 66.70041, 1158.693
387, 5053.724, 1705.56, 693.9382, 812.4871, 3.751558, 1538.062, 64.9973, 1101.262, 1423.694, 438.0114, 63.14761, 1096.602
387.1, 4931.76, 1631.33, 891.423, 771.9071, 3.51907, 1523.916, 60.9496, 1084.958, 1562.504, 412.0081, 59.78406, 1037.838
387.2, 4856.147, 1590.203, 851.0158, 721.877, 3.300989, 1455.451, 57.15396, 1225.752, 2027.172, 387.5484, 56.59966, 1226.958
387.3, 4847.628, 1575.433, 891.3676, 675.0894, 3.096423, 1412.926, 53.59471, 1151.922, 1923.338, 364.5409, 53.58488, 1188.703
387.4, 4609.644, 1487.136, 989.0939, 631.3344, 2.904535, 1478.779, 50.2571, 1082.538, 1814.76, 342.8992, 50.73069, 1125.004
387.5, 4587.707, 1500.209, 944.2595, 590.4152, 2.724538, 1567.676, 47.12734, 1070.522, 1853.366, 445.3543, 48.02852, 1138.934
387.6, 4522.961, 1457.62, 901.4573, 552.1482, 2.555695, 1506.779, 44.19249, 1006.041, 1748.738, 484.2101, 45.47028, 1077.901
387.7, 4300.915, 1396.648, 860.5953, 516.3614, 2.397316, 1528.236, 41.44041, 1024.411, 1772.921, 512.2169, 43.04831, 1053.092
387.8, 4181.696, 1318.371, 823.6968, 482.8941, 2.248752, 1490.506, 38.85971, 962.7079, 1672.835, 481.8081, 40.75534, 996.6597
387.9, 4258.103, 1365.03, 821.4507, 451.5959, 2.109394, 1423.542, 36.43972, 904.7212, 1578.398, 526.3273, 38.5845, 969.9465
388, 4068.43, 1288.525, 860.9211, 422.3263, 1.978673, 1405.989, 34.17044, 850.2272, 1581.489, 495.0809, 36.5293, 1000.438
388.1, 4061.312, 1230.383, 821.8965, 394.9537, 1.856052, 1422.108, 32.04248, 799.0156, 1492.209, 465.6895, 34.58357, 994.4187
388.2, 4122.692, 1161.425, 784.6409, 369.3553, 1.741031, 1448.076, 30.04704, 750.8886, 1407.969, 438.0429, 32.74147, 941.1306
388.3, 3920.296, 1096.331, 887.9741, 407.9522, 1.633137, 1383.018, 1044.913, 705.6604, 1373.324, 412.0377, 30.9975, 972.2988
388.4, 3867.077, 1215.507, 912.6658, 381.5113, 1.53193, 1355.274, 1689.79, 663.1564, 1309.044, 508.7904, 29.34642, 1019.996
388.5, 3787.075, 1147.382, 911.7695, 416.5051, 1.436995, 1350.106, 1720.763, 623.2126, 1235.144, 478.5851, 27.78328, 1047.393
388.6, 3753.765, 1083.076, 870.4401, 410.9288, 1.347942, 1345.719, 1701.323, 585.6747, 1246.807, 450.173, 26.30341, 991.2659
388.7, 3766.733, 1089.471, 941.3416, 384.295, 1.264409, 1328.246, 1683.671, 550.3978, 1176.421, 517.5461, 24.90236, 938.1467
388.8, 3683.812, 1028.41, 898.6716, 359.3874, 1.186052, 1307.117, 1578.82, 517.2458, 1110.008, 486.821, 23.57593, 887.874
388.9, 3502.963, 970.7717, 857.9359, 336.0941, 1.112551, 1281.93, 1615.364, 486.0906, 1047.345, 457.92, 22.32016, 971.663
389, 3513.825, 969.1967, 819.0466, 402.3413, 1.043605, 1300.897, 1514.768, 456.812, 1127.346, 470.8403, 21.13128, 919.5942
389.1, 3601.885, 914.8766, 901.9321, 376.2641, 0.9789321, 1831.247, 1518.727, 429.2968, 1063.704, 504.8356, 20.00572, 870.3157
389.2, 3425.057, 863.6011, 1000.984, 351.877, 0.9182666, 2006.173, 1424.149, 403.4391, 1113.648, 474.8651, 18.94012, 922.2629
389.3, 3436.281, 815.1993, 975.4471, 329.0706, 0.8613606, 2410.044, 1335.46, 379.1388, 1163.754, 446.6738, 17.93127, 1009.37
389.4, 3267.584, 800.5916, 1014.949, 307.7423, 0.8079812, 2590.955, 1306.742, 356.3022, 1098.057, 420.1562, 16.97616, 955.2809
389.5, 3107.168, 755.7213, 968.9421, 287.7964, 0.7579097, 2619.399, 1225.365, 334.8411, 1178.087, 395.2128, 16.07193, 904.09
389.6, 3101.96, 722.4909, 1073.297, 269.1432, 0.7109413, 2694.745, 1149.055, 314.6726, 1149.499, 546.1945, 15.21586, 855.6423
389.7, 3066.214, 681.9979, 1024.646, 251.699, 0.6668835, 2660.941, 1166.968, 413.8335, 1084.606, 513.7686, 14.40539, 809.7908
389.8, 2915.684, 643.7743, 1103.406, 235.3855, 0.625556, 2541.394, 1136.134, 388.9071, 1023.377, 483.2678, 818.5273, 766.3964
389.9, 2923.769, 629.6408, 1053.39, 220.1293, 0.5867896, 2427.218, 1065.381, 365.4821, 965.6045, 454.5777, 961.1402, 725.3273
390, 2889.583, 604.2789, 1005.641, 205.8619, 0.5504256, 2661.236, 1024.163, 343.468, 911.0933, 544.7819, 909.9451, 686.459
390.1, 2882.814, 584.1055, 982.8538, 192.5192, 0.5163152, 2658.449, 960.3834, 322.78, 859.6594, 512.4399, 861.4769, 649.6735
390.2, 2865.412, 551.3685, 938.3021, 191.9637, 0.4843186, 2643.282, 941.0521, 303.338, 863.7866, 482.018, 905.89, 614.8593
390.3, 2724.74, 520.4663, 895.77, 179.5218, 0.4543048, 2597.218, 920.8848, 285.0671, 815.0233, 453.4021, 857.6378, 581.9107
390.4, 2596.196, 491.296, 942.7261, 167.8863, 0.4261511, 2480.533, 956.9727, 267.8967, 769.0129, 426.485, 811.9557, 700.3429
390.5, 2742.434, 509.8281, 1011.324, 157.005, 0.399742, 2474.916, 897.3773, 251.7605, 725.5999, 401.1659, 1329.658, 662.8134
390.6, 2623.173, 481.254, 1215.517, 146.8289, 0.3749696, 2673.294, 841.4932, 236.5962, 786.3073, 377.3499, 1823.536, 627.295
390.7, 2494.393, 454.2815, 1443.223, 188.4194, 0.3517323, 2566.726, 789.0892, 781.0699, 1323.351, 354.9478, 1726.405, 593.68
390.8, 2371.936, 428.8206, 1377.804, 176.2072, 0.3299351, 2813.83, 739.9487, 1263.424, 1468.811, 333.8757, 1634.448, 561.8663
390.9, 2319.798, 404.7867, 1351.492, 164.7866, 0.3094887, 3079.003, 768.4562, 1367.714, 1403.649, 457.9457, 1547.389, 531.7574
391, 2297.348, 382.0999, 1373.177, 154.1062, 0.2903093, 2940.674, 778.9213, 1350.824, 1370.063, 533.2382, 1464.968, 570.7609
391.1, 2306.819, 360.6845, 1310.932, 154.9076, 0.2723186, 2885.033, 730.4141, 1326.568, 1520.516, 501.5815, 1386.936, 698.1614
391.2, 2228.154, 378.6079, 1251.509, 144.8674, 0.2554427, 2927.308, 684.9276, 1274.839, 1690.583, 471.8041, 1313.061, 996.4192
391.3, 2204.517, 420.7556, 1194.779, 135.478, 0.2396127, 2961.57, 707.6777, 1373.907, 1745.811, 443.7946, 1243.121, 1056.312
391.4, 2184.888, 397.1737, 1228.549, 145.8589, 0.2247636, 2828.517, 731.0417, 1316.77, 1719.633, 568.1396, 1176.906, 999.7075
391.5, 2137.964, 374.9136, 1185.923, 136.4053, 0.2108348, 2837.836, 685.5161, 1237.457, 1769.356, 534.4109, 1114.218, 946.1359
391.6, 2254.542, 387.0739, 1132.166, 127.5644, 0.1977691, 2782.316, 642.8256, 1162.921, 1693.796, 502.6846, 1054.869, 895.4351
391.7, 2143.859, 472.978, 1080.846, 119.2964, 0.1855131, 2657.316, 602.7937, 1344.294, 1598.177, 472.8418, 1189.591, 847.4512
391.8, 2038.611, 613.6821, 1031.853, 111.5644, 0.1740167, 2705.543, 565.2548, 1263.323, 1645.666, 444.7706, 1218.014, 802.0386
391.9, 1961.689, 594.6746, 985.0801, 104.3335, 0.1632327, 2602.683, 530.0536, 1463.607, 1552.764, 418.366, 1153.136, 1077.452
392, 1896.973, 580.9079, 1016.301, 97.57124, 0.153117, 2753.326, 497.0445, 1728.372, 1465.105, 393.5289, 1307.149, 1498.031
392.1, 1913.307, 548.3501, 970.233, 91.24728, 0.1436282, 2642.777, 526.433, 1624.267, 1382.396, 370.1663, 1436.869, 1459.97
392.2, 1977.241, 553.5572, 926.2534, 220.7682, 0.1347274, 2774.086, 493.6494, 1526.433, 1304.356, 432.9035, 1525.434, 1494.427
392.3, 1918.389, 522.5323, 908.0942, 206.4594, 0.1263782, 2649.456, 548.6146, 1434.491, 1230.721, 445.3561, 1546.82, 1414.345
392.4, 2070.569, 493.2462, 866.9313, 193.0779, 259.8794, 2886.691, 789.359, 1348.088, 1183.433, 418.9167, 1735.058, 1454.365
