 , C001, C003, C006, C007, C008, C009, C011, C014, C015, C016, C017, C019, C020, C021, C022, C024, C025, C026, C027, C028, C029, C030, C031, C034, C035, C036, C037, C038, C039, C040, C043, C047, C048, C049, C051, C052, C053, C058, C060, C066, C067, C068, C069, C070, C072, C074, C075, C076, C077, C078, C079, C082, C084, C085, C086, C087, C088, C090, C091, C092, C093, C099, C101, C102, C108, C112, C113, C118, C119, C120, C121, C124, C125, C126, C130, C131, C134, C136, C137
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
3, 627.8298, 1091.239, 691.0464, 1187.82, 241.9758, 0, 856.8409, 646.2454, 804.9034, 486.9905, 1687.972, 429.8279, 452.0918, 1163.019, 1764.197, 2915.826, 384.9405, 2429.507, 105.103, 1042.649, 79.12945, 374.9956, 1623.981, 2024.161, 739.5553, 118.0195, 1144.527, 637.4968, 2071.272, 0, 196.3018, 1024.01, 617.1726, 0, 3226.546, 331.4086, 627.7368, 1621.058, 0, 1382.526, 386.5357, 776.025, 0, 1397.795, 502.6916, 0, 943.7497, 445.3127, 128.1263, 2864.236, 207.125, 0, 162.5668, 184.4117, 1688.624, 243.5784, 88.7502, 2008.837, 1613.766, 41.1273, 377.3032, 1064.704, 1363.741, 1225.042, 368.4506, 369.7259, 838.1038, 878.7924, 1202.009, 707.9397, 804.9025, 78.62437, 869.9583, 358.2992, 893.4062, 0, 529.5782, 0, 578.1443
3.1, 644.3453, 1061.241, 657.8812, 1133.896, 230.7598, 0, 965.1621, 616.7162, 770.8314, 463.2844, 1660.399, 411.455, 428.5778, 1249.089, 1813.539, 2951.29, 392.0012, 2387.056, 100.0748, 1030.91, 75.61758, 355.7903, 1603.711, 2064.651, 704.8641, 113.0792, 1272.494, 721.0459, 2024.92, 0, 187.8807, 1050.171, 655.2017, 0, 3263.283, 317.5754, 651.2477, 1647.319, 0, 1353.625, 366.8149, 836.1554, 0, 1344.268, 624.348, 0, 902.0725, 486.3294, 122.6728, 3130.69, 197.2424, 0, 155.3007, 176.7412, 1723.226, 233.2193, 84.80508, 2081.096, 1731.854, 39.40699, 361.342, 1119.295, 1404.646, 1362.483, 439.4072, 354.1938, 865.7858, 959.3698, 1185.906, 676.0244, 805.879, 75.40862, 833.5798, 342.1479, 943.0447, 0, 507.3698, 0, 588.5389
3.2, 617.9605, 1063.992, 764.5303, 1192.981, 281.9963, 0, 938.2996, 588.5364, 738.2018, 440.7323, 1627.642, 406.7671, 406.2867, 1230.897, 1804.844, 2846.746, 375.4649, 2503.83, 95.28715, 1008.518, 72.26157, 337.5686, 1677.398, 2012.072, 671.8003, 108.3457, 1219.873, 678.1721, 2004.544, 0, 179.8208, 1039.84, 707.7386, 0, 3334.096, 304.3196, 618.9434, 1653.866, 0, 1282.156, 348.1002, 859.273, 0, 1440.691, 652.1747, 0, 998.3105, 461.4958, 117.4514, 3105.208, 187.8313, 0, 148.3594, 169.3898, 1722.976, 223.3008, 81.03534, 2093.769, 1660.297, 37.75863, 346.0561, 1140.932, 1386.039, 1361.424, 420.6135, 339.3143, 857.0399, 929.2897, 1133.376, 726.5727, 771.9526, 72.32437, 798.7226, 326.7247, 903.8751, 0, 486.0927, 0, 563.7475
3.3, 658.3279, 1087.408, 782.8026, 1182.291, 268.9254, 0, 970.4245, 652.5087, 791.9318, 419.278, 1594.405, 445.5243, 385.1551, 1259.281, 1779.832, 2815.393, 359.6261, 2518.877, 90.72855, 1008.411, 69.05451, 483.6201, 1633.4, 2046.124, 640.2874, 103.8103, 1193.582, 637.8474, 2158.935, 0, 172.1068, 1022.434, 1037.652, 7.629395e-06, 3317.527, 291.6171, 588.2414, 1628.64, 0, 1349.732, 330.3403, 966.915, 0, 1395.652, 624.6902, 0, 954.224, 437.9305, 112.4522, 2978.56, 178.8692, 0, 141.7283, 162.3441, 1754.179, 213.8041, 77.43317, 2053.482, 1591.696, 36.17922, 331.4168, 1092.329, 1328.299, 1298.264, 402.6236, 381.3238, 864.4208, 890.2048, 1083.173, 693.8174, 739.4546, 69.36629, 765.3229, 311.9967, 932.3905, 0, 492.2473, 0, 597.1197
3.4, 631.3704, 1028.363, 844.7149, 1189.512, 304.0936, 0, 992.1091, 622.6933, 758.4089, 398.8681, 1517.008, 427.4886, 365.1225, 1234.149, 1734.886, 2707.555, 344.4555, 2503.121, 86.38803, 1053.931, 65.98978, 580.3196, 1614.226, 2076.303, 635.7448, 99.46476, 1144.224, 599.9206, 2147.438, 0, 164.7236, 962.5339, 1034.964, 7.629395e-06, 3335.614, 279.4448, 650.9491, 1832.902, 0, 1278.468, 313.4865, 925.337, 0, 1363.51, 598.3641, 0, 912.0844, 415.5683, 107.6659, 2865.25, 170.3348, 0, 135.3937, 155.5915, 1680.294, 204.7113, 73.99112, 1966.53, 1709.573, 34.66588, 317.3968, 1093.319, 1272.965, 1350.807, 385.4033, 365.3045, 826.8278, 1049.885, 1035.194, 745.3317, 708.3246, 66.52917, 733.3199, 297.9326, 953.9117, 0, 471.6044, 0, 606.9845
3.5, 627.3309, 972.5251, 804.1747, 1152.741, 289.9984, 0, 949.3418, 594.2404, 805.0687, 379.4517, 1633.403, 445.999, 346.1319, 1209.055, 1661.121, 2751.655, 418.3711, 2453.651, 82.25516, 1009.723, 63.06107, 578.9032, 1638.299, 2097.044, 605.9232, 95.30115, 1167.495, 643.305, 2131.885, 0, 157.6572, 987.2455, 1008.102, 1.525879e-05, 3389.189, 267.7806, 618.6595, 1783.773, 0, 1210.966, 297.4926, 885.5471, 0, 1340.987, 573.1474, 0, 959.8733, 394.3481, 103.0832, 3013.174, 162.2076, 0, 129.3421, 149.1197, 1703.778, 196.0052, 70.70207, 2010.057, 1638.936, 33.21584, 303.9698, 1153.052, 1272.85, 1288.139, 368.9193, 349.9582, 886.599, 1005.728, 989.3408, 718.6352, 678.5051, 63.80811, 702.6551, 284.5025, 914.2908, 0, 529.0541, 0, 581.4161
3.6, 663.901, 919.7189, 879.8406, 1337.702, 276.5565, 0, 1010.529, 567.0875, 794.1886, 360.9804, 1554.112, 504.0065, 328.129, 1182.469, 1632.867, 2864.709, 400.7223, 2415.979, 78.32001, 967.3698, 60.26233, 578.9674, 1692.968, 2032.649, 577.5004, 91.31182, 1119.216, 605.0536, 2170.085, 0, 150.8938, 1043.347, 959.2983, 1.525879e-05, 3355.075, 256.6033, 587.9717, 1721.832, 0, 1290.422, 341.2219, 847.468, 0, 1400.968, 653.7075, 0, 988.6335, 400.9187, 98.69566, 3071.782, 154.4681, 0, 123.5611, 142.9171, 1702.906, 187.6693, 67.55923, 1924.943, 1702.628, 31.82645, 291.111, 1103.932, 1387.547, 1384.822, 353.1405, 335.2565, 946.4427, 1002.859, 945.5182, 702.228, 723.8297, 61.19834, 673.2726, 271.6778, 942.0361, 0, 506.8676, 0, 556.9246
3.7, 727.1746, 1004.504, 837.6146, 1276.973, 263.7377, 0, 1073.197, 623.732, 820.4657, 343.4084, 1478.671, 482.4629, 311.0625, 1205.443, 1658.485, 2850.871, 383.8181, 2545.916, 74.57312, 968.593, 57.58781, 549.3157, 1723.858, 1946.668, 564.6477, 87.48949, 1093.665, 698.3401, 2192.405, 0, 144.4207, 1000.109, 912.8569, 1.525879e-05, 3467.689, 245.8926, 650.2479, 1759.127, 0, 1278.198, 323.813, 811.0264, 0, 1383.009, 692.2471, 0, 944.9742, 427.7957, 94.49482, 3124.101, 147.0979, 0, 118.0384, 136.9726, 1693.323, 179.688, 64.5561, 2025.06, 1831.798, 30.49518, 364.767, 1056.905, 1495.242, 1356.406, 338.0366, 616.016, 936.1881, 1001.396, 1029.139, 736.3875, 727.2134, 58.6953, 645.1188, 259.4312, 902.9084, 0, 485.6116, 0, 533.4648
3.8, 901.2795, 1027.999, 797.4152, 1219.002, 251.513, 0, 1111.51, 595.2316, 794.3973, 326.6917, 1459.613, 461.8401, 366.5019, 1192.288, 1742.472, 2805.032, 367.6269, 2506.316, 71.00549, 1011.319, 55.03199, 578.1799, 1777.156, 2122.881, 547.5774, 83.82716, 1129.573, 656.8163, 2173.071, 0, 138.2252, 1015.382, 868.6637, 1.525879e-05, 3404.078, 235.6289, 617.9931, 1779.096, 0, 1269.733, 387.5833, 776.1518, 0, 1444.318, 663.0739, 0, 1014.994, 405.9511, 90.47279, 3280.656, 140.0794, 0, 112.7626, 131.2753, 1688.158, 172.0461, 61.68645, 2027.138, 1789.687, 29.2196, 426.4682, 1011.882, 1549.664, 1393.021, 323.5786, 590.1373, 972.9189, 1003.605, 1022.386, 703.1898, 798.2258, 56.29465, 618.1423, 247.7367, 865.406, 0, 564.212, 0, 621.8344
3.9, 964.8818, 1032.56, 873.2712, 1207.415, 323.9636, 0, 1063.595, 597.4282, 915.5161, 310.7887, 1497.697, 483.0774, 347.4396, 1172.345, 1723.299, 2876.325, 352.1188, 2559.456, 67.60854, 968.899, 66.19388, 548.5685, 1720.143, 2091.034, 569.7961, 80.31813, 1082.862, 698.8183, 2190.527, 0, 132.2955, 1035.618, 910.524, 1.525879e-05, 3530.127, 225.7936, 587.3384, 1876.963, 0, 1275.535, 367.809, 742.7769, 0, 1372.726, 635.1301, 0, 970.1703, 385.222, 86.62195, 3233.16, 133.3957, 0, 107.7225, 125.8149, 1750.476, 164.7292, 58.94437, 2064.998, 1785.453, 27.99737, 408.4272, 1001.278, 1894.86, 1368.113, 309.739, 565.3458, 968.7372, 1013.237, 1211.287, 671.4886, 830.5533, 53.99218, 592.2939, 236.5693, 920.4688, 0, 540.5511, 0, 651.5908
4, 925.3715, 1025.046, 887.3214, 1412.834, 356.8138, 0, 1017.746, 570.1296, 876.762, 295.6599, 1510.435, 497.2781, 329.3687, 1245.319, 1742.706, 2879.23, 432.1308, 2582.239, 64.3741, 946.8418, 80.32612, 654.0459, 1767.537, 2139.481, 543.0681, 76.95599, 1038.082, 698.2904, 2231.454, 0, 126.6202, 1055.762, 1000.746, 2.288818e-05, 3494.809, 216.3688, 558.2041, 1969.346, 0, 1208.188, 349.0435, 776.2169, 0, 1541.823, 675.4136, 0, 927.3265, 439.7216, 82.93501, 3384.208, 127.031, 0, 102.9078, 120.5817, 1752.535, 157.7234, 56.32419, 2105.958, 1762.641, 26.82627, 447.7016, 1059.312, 1815.924, 1474.884, 296.4913, 541.5958, 985.9733, 1072.034, 1157.633, 641.2166, 795.5882, 51.78388, 567.5263, 225.9053, 926.7686, 0, 517.8826, 0, 708.7505
4.1, 887.4791, 984.3445, 921.0378, 1370.661, 381.7707, 0, 987.6491, 644.8027, 878.4, 281.2675, 1570.588, 476.0221, 312.2376, 1188.721, 1704.266, 3000.89, 434.664, 2628.97, 61.29439, 1062.92, 97.69589, 620.5491, 1822.265, 2240.779, 670.9246, 73.7346, 1145.363, 696.822, 2412.316, 0, 121.1884, 1190.656, 952.2982, 2.288818e-05, 3515.364, 207.3374, 613.3064, 1888.533, 0, 1257.414, 418.9429, 796.2265, 0, 1494.923, 685.2453, 0, 1048.096, 547.7133, 79.40501, 3415.818, 120.9699, 0, 98.30822, 115.5662, 1828.651, 151.0156, 53.82047, 2215.377, 1765.096, 25.70415, 454.8212, 1073.324, 2102.54, 1456.176, 283.8102, 518.8435, 955.6841, 1026.945, 1161.412, 658.4272, 762.0951, 49.6659, 543.7944, 215.7221, 928.6648, 0, 608.4735, 0, 678.8953
4.2, 890.3432, 1039.047, 1017.616, 1348.721, 364.075, 0, 1074.64, 615.3394, 841.2169, 267.5758, 1678.68, 589.9622, 378.3503, 1202.939, 1892.981, 2923.017, 449.7434, 2713.069, 58.36202, 1056.864, 93.36002, 844.3588, 1815.547, 2300.292, 693.087, 70.64806, 1179.149, 735.6748, 2383.793, 0, 458.2409, 1138.771, 1353.446, 1.525879e-05, 3527.238, 198.6831, 646.3463, 1923.826, 0, 1191.024, 397.5686, 761.9883, 0, 1558.112, 711.9618, 0, 1108.002, 519.7453, 76.02525, 3636.724, 115.198, 0, 93.91425, 110.7593, 1751.629, 144.5931, 51.42805, 2133.862, 1847.782, 24.62897, 435.5807, 1027.601, 2118.977, 1421.492, 271.6715, 497.0471, 938.1419, 1100.141, 1177.733, 628.7441, 754.2733, 47.63455, 521.0549, 205.9978, 920.9486, 0, 582.9565, 0, 844.9344
4.3, 862.5012, 1025.736, 968.778, 1369.771, 347.1996, 0, 1050.766, 587.2225, 805.6078, 254.5505, 1800.685, 619.1614, 358.6716, 1220.383, 1855.986, 3030.068, 482.7733, 2718.218, 55.56994, 1094.118, 89.21658, 801.1152, 1750.473, 2280.872, 660.5755, 67.69072, 1322.552, 691.931, 2313.548, 0, 438.5829, 1072.055, 1349.119, 2.288818e-05, 3450.087, 190.3899, 629.8647, 1940.513, 0, 1367.112, 451.7643, 875.0602, 0, 1602.5, 681.9578, 0, 1132.377, 493.2054, 72.78935, 3488.399, 109.7015, 0, 89.71666, 106.1523, 1802.376, 138.4438, 49.14198, 2133.508, 1771.435, 23.59876, 417.1542, 1065.767, 2030.705, 1480.458, 366.2325, 476.1662, 973.5488, 1053.87, 1216.912, 717.4617, 766.9146, 45.68628, 499.2663, 196.7119, 1013.084, 0, 646.6379, 0, 809.3427
4.4, 852.8713, 989.6022, 1116.431, 1358.96, 344.0199, 0, 1005.47, 597.9321, 771.5061, 242.1593, 1747.975, 619.2446, 340.0165, 1340.976, 1849.445, 3064.059, 462.4077, 2840.622, 52.91143, 1048.225, 85.25703, 817.1509, 1869.431, 2402.562, 659.1282, 64.85717, 1302.058, 744.676, 2365.044, 0, 419.7683, 1143.227, 1351.767, 2.288818e-05, 3600.837, 182.4429, 619.869, 2070.745, 0, 1294.93, 428.7155, 894.8233, 0, 1523.068, 653.2183, 0, 1082.37, 510.1456, 69.69118, 3424.249, 104.4673, 0, 85.70669, 101.737, 1761.449, 132.5559, 46.95752, 2066.161, 1837.138, 22.61165, 428.3543, 1068.126, 2031.738, 1431.387, 399.9174, 456.1626, 983.2198, 1091.198, 1163.01, 731.1537, 734.6286, 43.8177, 478.3888, 187.8446, 1000.256, 0, 619.5204, 0, 845.9363
4.5, 829.9146, 964.3818, 1062.851, 1325.242, 328.0741, 0, 1065.57, 706.4, 803.6044, 230.3713, 1907.242, 600.3415, 322.3317, 1280.03, 1862.229, 2934.426, 442.9013, 2723.761, 50.38011, 1107.062, 81.47321, 819.3541, 1816.403, 2300.935, 628.2097, 209.0022, 1297.429, 790.4672, 2370.135, 0, 401.7608, 1232.076, 1469.254, 3.051758e-05, 3560.354, 174.8277, 589.1212, 1998.023, 0, 1324.576, 406.8427, 856.3454, 0, 1564.653, 625.6898, 0, 1083.316, 557.7527, 66.72488, 3366.392, 99.48282, 0, 81.87595, 97.50525, 1797.095, 126.9185, 44.87017, 2142.335, 1971.168, 21.66582, 422.278, 1088.533, 1947.1, 1449.886, 396.069, 436.9994, 1010.736, 1132.363, 1137.262, 708.7081, 703.7018, 42.02554, 458.3843, 179.377, 958.7103, 0, 593.5402, 0, 810.3023
4.6, 795.931, 912.0177, 1081.058, 1358.271, 352.6682, 0, 1028.122, 816.9525, 926.1265, 219.1571, 1814.658, 654.675, 305.5667, 1221.855, 1958.828, 2905.46, 424.2177, 2741.718, 47.96989, 1060.625, 77.85732, 886.5286, 1809.223, 2203.606, 598.7416, 200.2533, 1275.492, 743.4655, 2317.777, 0, 384.5258, 1159.894, 1398.125, 2.288818e-05, 3529.414, 167.5302, 559.8985, 2010.984, 0, 1285.277, 492.6445, 819.522, 0, 1583.79, 666.7798, 0, 1082.331, 549.5678, 63.88484, 3490.166, 94.73616, 0, 78.21642, 93.44957, 1810.719, 121.5208, 42.8756, 2119.776, 1903.865, 20.75956, 426.8016, 1208.198, 2029.945, 1496.365, 382.6058, 418.6411, 1048.444, 1242.186, 1160.233, 729.4508, 674.0769, 40.30668, 439.2164, 171.2911, 1050.195, 0, 568.6495, 0, 776.1693
4.7, 789.3715, 900.3394, 1097.341, 1387.339, 336.3214, 0, 1004.314, 813.9898, 968.0146, 208.4888, 1786.238, 626.691, 289.6736, 1270.096, 1977.477, 2910.199, 406.3223, 2628.925, 45.67498, 1110.04, 74.4019, 950.9385, 1839.061, 2156.83, 618.1405, 296.7784, 1242.2, 699.2585, 2435.468, 0, 397.4244, 1129.028, 1330.439, 2.288818e-05, 3630.136, 160.5374, 598.2674, 2105.156, 0, 1371.194, 567.8909, 784.2821, 0, 1505.285, 638.6799, 0, 1105.982, 521.5051, 61.16567, 3491.091, 90.21598, 0, 74.72047, 89.56258, 1858.511, 116.3527, 40.9697, 2114.17, 1948.218, 19.89121, 408.7466, 1156.73, 2074.69, 1462.6, 411.1562, 401.0541, 1024.419, 1189.941, 1108.841, 740.8956, 667.4545, 38.65812, 420.85, 163.5697, 1042.466, 0, 620.3796, 0, 743.4742
4.8, 789.6424, 903.2608, 1044.676, 1401.676, 320.7324, 0, 983.7515, 776.7958, 958.0541, 198.3399, 1803.709, 599.9033, 274.6072, 1352.346, 2025.837, 2896.595, 389.1818, 2614.091, 43.48985, 1077.535, 71.09985, 902.2365, 1801.104, 2296.094, 589.1447, 284.3552, 1208.312, 772.2648, 2435.474, 0, 399.3451, 1172.708, 1367.379, 2.288818e-05, 3663.146, 153.8365, 568.5911, 2018.771, 0, 1298.796, 538.9174, 750.5575, 0, 1482.684, 673.657, 0, 1128.81, 494.8754, 58.56225, 3604.735, 85.91148, 0, 71.38077, 85.83727, 1780.232, 111.4044, 39.14852, 2147.116, 1964.852, 19.05918, 427.5591, 1135.522, 1988.262, 1615.557, 393.5709, 384.206, 1013.856, 1139.894, 1059.725, 707.4946, 727.6473, 37.07698, 403.2516, 156.1964, 1007.33, 0, 594.3634, 0, 712.1563
4.9, 802.2629, 888.2883, 1031.324, 1483.845, 322.8417, 0, 1037.103, 757.4141, 965.9905, 188.6849, 1716.151, 574.2606, 260.3244, 1290.884, 2007.325, 2913.498, 372.7644, 2605.965, 41.40927, 1136.832, 67.94434, 918.5835, 1839.066, 2198.97, 561.509, 281.7516, 1196.003, 726.3454, 2535.13, 0, 422.4357, 1140.71, 1392.233, 2.288818e-05, 3545.677, 147.4153, 611.4276, 2080.579, 0, 1278.077, 511.4222, 718.2831, 0, 1511.484, 722.1727, 0, 1161.185, 525.4194, 56.06964, 3559.015, 81.81236, 0, 68.19034, 82.26691, 1726.439, 106.6665, 37.40829, 2056.199, 1985.371, 18.26195, 432.1006, 1101.462, 1905.435, 1636.234, 376.7377, 368.0656, 1124.147, 1091.952, 1134.627, 774.3149, 711.8574, 35.56052, 386.389, 149.1554, 1068.112, 0, 620.7137, 0, 682.1577
5, 769.4116, 914.4904, 1018.869, 1449.223, 361.7388, 0, 998.1626, 829.9348, 925.0997, 179.5, 1659.317, 549.7139, 347.3349, 1298.603, 2087.366, 2871.758, 357.0395, 2610.679, 39.42822, 1089.147, 64.92888, 951.0039, 1816.218, 2228.723, 535.1697, 318.181, 1202.102, 683.1564, 2484.665, 0, 404.3138, 1105.526, 1324.832, 2.288818e-05, 3519.21, 141.2621, 682.4343, 1995.201, 0, 1321.6, 485.3297, 687.3965, 0, 1488.281, 691.7383, 0, 1182.786, 498.5898, 53.68312, 3466.957, 77.90881, 0, 65.14251, 78.84506, 1782.592, 102.1301, 35.74542, 2155.995, 1903.338, 17.49807, 528.5488, 1054.54, 1987.488, 1599.149, 360.6245, 352.6032, 1098.721, 1159.193, 1084.369, 739.4072, 681.8892, 34.10608, 370.2316, 142.4319, 1023.748, 0, 594.6835, 0, 653.4226
5.1, 791.3065, 896.6483, 1071.777, 1478.946, 344.9716, 0, 990.0393, 824.9395, 930.1639, 170.7621, 1578.768, 585.3939, 329.2694, 1287.588, 2043.867, 2908.325, 341.978, 2598.045, 37.54195, 1107.473, 62.04725, 902.2985, 1797.995, 2346.064, 510.0659, 377.8031, 1197.311, 743.2122, 2444.784, 0, 386.9692, 1101.936, 1307.036, 2.288818e-05, 3679.857, 135.3657, 648.5831, 1913.327, 0, 1350.805, 460.5684, 740.3136, 0, 1414.51, 709.496, 0, 1130.553, 473.1302, 51.39818, 3485.935, 74.19152, 0, 62.2309, 75.56554, 1754.807, 97.78661, 34.15647, 2184.988, 1980.764, 16.76614, 506.1895, 1068.087, 2067.624, 1524.959, 345.2004, 337.7905, 1127, 1110.439, 1070.727, 731.1482, 671.3413, 32.71113, 354.7499, 136.0114, 1049.772, 0, 601.7736, 0, 704.0247
5.2, 807.485, 874.9615, 1096.386, 1490.478, 380.2608, 0, 1001.012, 796.0598, 998.3594, 162.4496, 1533.345, 587.2266, 312.1436, 1350.249, 1964.065, 2909.045, 327.5519, 2631.274, 35.74591, 1061.02, 59.29352, 922.8153, 1787.684, 2322.635, 548.2136, 388.2593, 1165.423, 734.8341, 2460.071, 0, 370.3687, 1117.343, 1427.3, 2.288818e-05, 3729.223, 129.7155, 695.292, 1974.166, 0, 1304.162, 437.0704, 708.4797, 74.77949, 1419.656, 679.5959, 0, 1080.626, 469.5316, 49.21049, 3519.416, 70.6516, 0, 59.44944, 72.42243, 1744.4, 93.62787, 32.63815, 2148.806, 2054.146, 16.06483, 484.776, 1080.959, 2055.819, 1613.699, 330.436, 323.6, 1150.951, 1081.98, 1048.278, 698.1866, 653.8649, 31.37323, 339.9156, 129.8803, 1006.169, 0, 660.3979, 0, 699.5311
5.3, 805.5275, 951.7588, 1119.056, 1532.856, 407.5298, 0, 1011.736, 759.6851, 956.0984, 154.5418, 1595.551, 562.1258, 295.9084, 1328.679, 2088.728, 2842.984, 313.7343, 2606.202, 34.0358, 1016.515, 56.66199, 1018.066, 1847.96, 2224.389, 541.0471, 372.0067, 1185.335, 744.2804, 2536.148, 0, 408.5414, 1051.883, 1403.646, 2.288818e-05, 3731.179, 124.3011, 660.8029, 2101.071, 0, 1399.647, 539.3949, 729.8203, 71.3175, 1376.512, 650.9559, 0, 1189.054, 506.5678, 47.11592, 3640.933, 67.28057, 0, 56.79229, 69.41006, 1747.056, 89.646, 31.18732, 2057.818, 2033.955, 15.39286, 464.2684, 1253.961, 1970.178, 1538.835, 365.5948, 310.0057, 1164.808, 1099.561, 1068.72, 692.3435, 670.3882, 30.09006, 325.7015, 124.0256, 1064.117, 0, 632.7035, 0, 698.7861
5.4, 788.2133, 900.0801, 1200.355, 1472.703, 405.4499, 0, 968.123, 834.2386, 915.6264, 147.0189, 1572.615, 538.0978, 393.3983, 1299.481, 1999.918, 2943.926, 300.4996, 2638.449, 32.40751, 1074.966, 54.14725, 1177.673, 1772.12, 2395.782, 694.473, 507.5834, 1136.318, 700.025, 2520.596, 0, 438.4341, 1051.25, 1541.058, 1.907349e-05, 3739.994, 119.1127, 628.0246, 2148.474, 0, 1348.976, 558.1781, 726.9978, 131.4916, 1369.353, 623.5228, 0, 1183.268, 504.6756, 45.1105, 3556.258, 64.07039, 0, 54.25391, 66.52298, 1721.004, 85.83347, 29.80099, 2003.505, 1998.481, 14.74899, 444.6284, 1200.543, 2169.421, 1550.605, 349.9582, 296.9824, 1130.68, 1129.816, 1115.703, 661.1313, 666.0994, 28.85936, 312.0819, 118.4348, 1019.919, 0, 606.1705, 0, 757.278
5.5, 855.6171, 921.2042, 1142.747, 1441.13, 420.0476, 0, 1042.415, 796.1195, 1024.905, 139.8622, 1654.254, 589.2497, 409.2893, 1333.09, 1923.44, 2983.902, 344.4261, 2615.589, 30.85711, 1061.118, 51.74413, 1217.238, 1820.909, 2464.294, 661.8965, 542.7781, 1142.581, 714.3999, 2546.897, 0, 419.6258, 999.7164, 1659.069, 1.907349e-05, 3778, 114.1408, 596.8722, 2151.142, 0, 1355.671, 547.2393, 813.0126, 213.1801, 1473.075, 597.2458, 0, 1249.433, 599.7196, 43.19044, 3664.585, 61.01338, 0, 51.82898, 63.75599, 1765.482, 82.18307, 28.47628, 2026.887, 1988.881, 14.13205, 425.8191, 1228.94, 2128.347, 1656.482, 334.9904, 284.5063, 1229.763, 1170.292, 1114.375, 631.3263, 691.1534, 27.679, 299.0317, 113.0961, 993.6179, 0, 580.7501, 0, 826.1776
5.6, 873.925, 871.1845, 1200.674, 1570.838, 400.5777, 0, 1063.759, 759.7421, 981.5206, 133.0539, 1573.951, 628.8159, 418.402, 1332.227, 1956.894, 3071.686, 410.1982, 2614.207, 29.38088, 1016.609, 49.44766, 1251.797, 1866.194, 2384.616, 630.8482, 573.441, 1158.363, 779.8965, 2617.011, 0, 401.6244, 990.107, 1745.224, 1.907349e-05, 3767.144, 109.3765, 646.6414, 2207.012, 0, 1284.093, 567.2935, 810.0636, 238.3414, 1400.058, 629.0828, 0, 1244.391, 569.0961, 41.3521, 3689.492, 58.10223, 0, 49.51244, 61.10409, 1894.926, 78.68793, 27.21045, 1965.666, 2069.709, 13.54092, 407.8056, 1296.437, 2175.782, 1579.633, 466.3536, 272.5542, 1176.282, 1178.021, 1065.014, 602.8649, 710.1682, 26.54692, 286.5273, 274.1034, 1040.285, 0, 556.3957, 0, 835.2131
5.7, 838.1393, 823.8809, 1158.152, 1527.672, 382.0103, 0, 1044.087, 739.8932, 982.1041, 126.577, 1596.891, 601.9373, 497.5151, 1367.418, 1925.659, 2958.157, 392.8942, 2646.435, 27.97528, 1050.48, 47.25311, 1236.492, 1830.253, 2316.029, 619.9703, 592.2117, 1120.263, 913.2897, 2633.844, 0, 384.3952, 1084.711, 1746.542, 1.525879e-05, 3654.789, 104.8111, 650.0999, 2116.447, 0, 1411.049, 607.6498, 775.2304, 259.3938, 1486.093, 628.2338, 0, 1222.048, 540.0362, 39.59201, 3822.681, 55.32998, 0, 47.29943, 58.5625, 2014.417, 75.34143, 26.0009, 2017.011, 2116.781, 12.97452, 390.5541, 1315.801, 2340.055, 1636.516, 490.3333, 261.1043, 1162.335, 1128.475, 1061.095, 633.129, 680.2711, 25.46115, 453.537, 261.7475, 1062.139, 0, 562.8119, 0, 800.0308
5.8, 803.8188, 804.2316, 1172.414, 1639.343, 411.4621, 0, 1055.694, 823.926, 1006.536, 120.4154, 1583.718, 611.3043, 471.6385, 1439.267, 1948.947, 3200.929, 409.7828, 2646.388, 26.63692, 1006.417, 45.15595, 1227.07, 1861.587, 2382.264, 688.031, 567.4216, 1181.233, 858.9848, 2708.272, 0, 367.9052, 1021.162, 1661.989, 1.525879e-05, 3619.696, 100.4362, 714.9854, 2200.905, 0, 1358.625, 576.6478, 741.895, 265.7955, 1532.889, 601.7582, 0, 1270.837, 544.5569, 37.90684, 3884.578, 52.69, 0, 45.18534, 56.12662, 1999.589, 72.13725, 24.84511, 1964.997, 2133.154, 12.43181, 374.0324, 1259.749, 2406.488, 1672.029, 531.1526, 250.1354, 1122.684, 1153.906, 1145.768, 630.0348, 670.6194, 24.41978, 556.1181, 312.0746, 1060.275, 0, 539.2098, 0, 766.3305
