 , C000, C001, C002, C003, C004, C007, C008, C009, C012, C013, C014, C015, C016, C018, C019, C022, C023, C024, C026, C027, C030, C031, C032, C033, C035, C037, C038, C039, C042, C043, C044, C046, C047, C048, C050, C052, C053, C054, C056, C057, C058, C059, C060, C061, C062, C066, C067, C070, C072, C073, C074, C076, C078, C079, C080, C081, C086, C087, C090, C091, C092, C093, C094, C098, C101, C102, C108, C111, C112, C113, C120, C124, C125, C127
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
290.7, 1761.498, 543.6661, 843.3811, 838.8578, 106.5379, 28.24595, 279.9798, 815.3452, 978.7853, 557.047, 1.373213e-10, 1225.103, 548.4895, 1022.5, 1178.074, 1889.874, 74.93742, 1182.909, 1573.919, 97.97913, 761.2752, 993.2077, 649.4716, 304.9898, 736.0626, 1713.925, 1817.801, 911.2112, 1463.824, 174.0758, 384.4314, 799.0629, 2095.199, 1547.522, 1346.337, 529.147, 884.1578, 960.1891, 997.512, 159.4752, 226.9541, 17.23696, 1303.489, 104.6935, 1598.447, 1423.235, 2239.611, 24.62933, 376.4775, 1671.075, 962.4203, 1167.731, 46.58992, 1330.644, 332.5248, 297.4248, 1350.875, 3829.374, 0.0009576593, 414.2593, 2114.086, 0.0008165613, 630.8968, 13.54294, 933.8382, 1095.895, 1468.381, 1023.558, 594.495, 3509.321, 59.36525, 930.2046, 3.148137e-08, 1402.586
290.8, 1666.733, 518.6933, 808.2111, 800.8998, 101.9353, 26.96507, 353.1803, 808.6949, 938.3623, 564.8784, 1.316817e-10, 1171.879, 524.7457, 976.7234, 1191.265, 1835.877, 71.62577, 1189.839, 1538.488, 93.63225, 728.747, 1045.406, 622.7419, 292.0599, 704.7574, 1750.82, 1841.512, 873.4288, 1436.166, 166.1429, 367.4034, 944.6723, 2287.027, 1511.695, 1291.304, 505.8676, 899.9951, 971.7286, 1076.776, 151.4908, 217.1476, 16.34235, 1247.288, 100.3829, 1603.468, 1381.542, 2326.941, 23.60534, 359.1953, 1602.053, 948.3683, 1114.005, 44.65857, 1294.697, 315.0244, 283.6298, 1289.614, 3971.296, 0.0009151887, 396.4063, 2087.893, 0.0007804543, 603.2165, 12.91651, 1035.585, 1232.136, 1516.708, 974.7101, 568.7259, 3411.424, 56.84769, 891.3482, 3.014113e-08, 1430.387
290.9, 1577.065, 494.8676, 774.5076, 764.6594, 97.53158, 25.74228, 337.6807, 872.3591, 1023.324, 541.0771, 1.262738e-10, 1120.967, 502.0297, 932.9965, 1230.746, 1982.197, 68.46047, 1131.57, 1523.955, 89.47822, 735.5977, 995.7626, 597.1124, 279.6782, 708.8981, 1716.839, 1822.155, 837.2131, 1485.034, 158.5715, 351.1297, 902.6708, 2183.079, 1449.297, 1312.402, 483.6123, 860.5859, 927.5994, 1017.305, 143.9062, 207.7649, 15.49416, 1346.393, 96.24973, 1529.209, 1465.18, 2237.734, 22.62391, 342.7064, 1814.823, 976.7802, 1062.75, 42.80729, 1239.136, 298.445, 294.5769, 1231.131, 3869.099, 0.0008746016, 379.3227, 2022.029, 0.0007459439, 576.7507, 12.31905, 1027.6, 1228.766, 1509.043, 1048.315, 544.0738, 3340.419, 54.43688, 854.1149, 2.885794e-08, 1389.318
291, 1492.222, 472.1362, 742.2097, 730.0588, 93.31806, 24.57493, 322.8613, 830.6611, 1018.648, 518.2788, 1.210879e-10, 1159.063, 534.2606, 971.845, 1176.822, 2018.503, 65.43505, 1176.531, 1551.58, 85.50848, 731.2831, 948.4767, 572.5377, 267.8213, 678.7482, 1632.687, 1745.145, 802.499, 1417.46, 151.3451, 335.5768, 862.5367, 2083.856, 1510.249, 1258.757, 462.3362, 892.1606, 885.4743, 961.1179, 136.7013, 198.7876, 14.69, 1317.72, 92.28677, 1458.39, 1415.51, 2233.386, 21.6833, 326.9745, 1743.699, 1052.999, 1112.747, 41.03275, 1258.302, 282.7382, 280.914, 1229.943, 3924.042, 0.0008358145, 362.9753, 1980.019, 0.0007129594, 551.446, 11.74924, 983.6547, 1172.313, 1570.156, 998.286, 520.4903, 3319.417, 52.12831, 818.437, 2.762939e-08, 1397.499
291.1, 1411.943, 525.3505, 817.0322, 697.0239, 89.28658, 23.46052, 356.8205, 826.4871, 1038.057, 496.4411, 1.16115e-10, 1108.707, 565.6688, 928.3364, 1125.26, 1931.877, 62.54333, 1169.151, 1482.98, 81.71487, 700.0365, 936.4669, 548.9744, 256.4671, 649.8806, 1552.66, 1744.749, 870.8819, 1352.961, 144.448, 396.3979, 824.187, 1989.142, 1486.935, 1330.214, 441.996, 853.0944, 845.2622, 908.0342, 349.1758, 190.1981, 13.92758, 1260.905, 88.48698, 1390.85, 1413.807, 2263.777, 20.78179, 311.9647, 1884.655, 1088.424, 1163.128, 39.33177, 1276.504, 267.858, 267.8849, 1174.166, 3911.181, 0.0007987475, 347.3324, 1916.449, 0.0006814335, 527.2516, 11.20577, 1003.055, 1167.749, 1503.283, 1156.909, 497.929, 3315.132, 49.91765, 784.2493, 2.645313e-08, 1446.767
291.2, 1335.983, 501.2189, 782.9609, 665.4838, 85.42925, 22.39665, 363.5792, 961.1269, 995.1859, 475.5235, 1.113463e-10, 1132.354, 580.0997, 914.3389, 1075.958, 1899.229, 59.7794, 1111.895, 1417.414, 78.08955, 670.1249, 891.9968, 526.3808, 245.5943, 622.2408, 1476.556, 1764.57, 1054.89, 1291.396, 137.8653, 378.8399, 841.0857, 1898.733, 1517.815, 1275.84, 530.9577, 815.7389, 806.8762, 857.8825, 331.6938, 181.9799, 13.20472, 1328.113, 84.84365, 1326.438, 1412.64, 2166.238, 19.91776, 297.644, 1806.813, 1039.828, 1222.684, 37.70131, 1221.724, 253.761, 255.46, 1120.918, 3751.171, 0.0007633243, 332.3637, 1933.041, 0.0006513016, 504.1187, 10.68745, 978.4849, 1208.412, 1486.899, 1101.698, 476.3457, 3333.355, 47.80074, 751.4897, 2.532695e-08, 1383.513
291.3, 1264.109, 784.7273, 750.3105, 635.3708, 81.73858, 21.38102, 531.9492, 915.1859, 1114.855, 455.4872, 1.067735e-10, 1266.639, 587.8384, 873.4048, 1028.816, 1817.722, 57.13762, 1102.945, 1354.747, 74.62508, 641.4915, 849.6385, 722.2556, 235.1824, 758.4106, 1404.182, 1689.995, 1011.15, 1232.633, 131.5826, 585.3132, 803.6898, 1812.434, 1523.707, 1422.6, 672.6116, 796.9264, 770.2335, 810.5007, 379.0652, 174.1167, 12.51938, 1440.053, 254.676, 1265.009, 1351.688, 2072.902, 19.08965, 283.9807, 1885.151, 1010.338, 1321.898, 36.13843, 1169.295, 556.8289, 243.6114, 1286.324, 3692.512, 0.0007294721, 517.7817, 1849.612, 0.0006225022, 482.0008, 10.1931, 1195.69, 1152.895, 1927.37, 1049.121, 455.698, 3733.971, 45.7736, 720.0986, 2.424872e-08, 1922.588
291.4, 1196.102, 748.6815, 775.6843, 606.6205, 78.20734, 20.41145, 508.6042, 891.9321, 1122.624, 436.2952, 1.023885e-10, 1211.61, 562.3912, 848.3946, 1024.45, 1739.713, 54.61258, 1172.94, 1514.708, 71.31431, 633.7726, 903.9266, 692.5305, 225.212, 757.5309, 1433.597, 1652.581, 969.2241, 1213.243, 125.5861, 559.3874, 767.9565, 1806.574, 1524.198, 1364.45, 643.0205, 762.0304, 735.2548, 765.7359, 360.0867, 166.5933, 11.86962, 1377.964, 255.9735, 1206.425, 1360.037, 2294.312, 18.29597, 270.9445, 1844.214, 1083.203, 1261.078, 34.64034, 1119.115, 527.5236, 232.3123, 1227.99, 3974.742, 0.0006971213, 495.4672, 1803.511, 0.0005949761, 460.8532, 9.72162, 1144.556, 1099.928, 1845.284, 1026.942, 435.9452, 3580.055, 43.83243, 690.0187, 2.321639e-08, 1838.531
291.5, 1345.049, 714.2915, 743.3373, 665.9064, 74.82867, 19.48585, 486.2837, 849.2986, 1076.261, 504.525, 9.818352e-11, 1181.015, 538.0456, 862.7688, 1097.528, 1722.314, 52.19913, 1205.233, 1447.739, 68.15042, 649.7491, 861.0018, 664.0287, 215.6642, 725.3126, 1585.018, 1629.869, 929.0363, 1263.58, 119.8629, 534.6099, 733.8121, 1772.188, 1519.209, 1308.677, 614.7313, 728.6624, 701.8646, 723.4435, 342.0584, 159.3949, 11.25357, 1318.552, 245.4341, 1150.554, 1346.557, 2195.457, 17.5353, 258.5068, 1789.774, 1034.839, 1250.551, 33.20436, 1276.531, 499.7607, 221.5374, 1271.669, 3950.071, 0.0006662051, 474.1144, 1869.891, 0.0005686673, 440.6335, 9.271946, 1095.608, 1198.472, 1766.694, 1090.194, 417.0487, 3490.489, 41.97358, 661.1953, 2.2228e-08, 1758.15
291.6, 1476.224, 681.4811, 722.0148, 709.0753, 71.59595, 18.60221, 464.9428, 808.703, 1031.812, 576.0717, 9.415127e-11, 1129.706, 514.7539, 958.8364, 1169.244, 1805.692, 49.89234, 1146.211, 1471.999, 65.1269, 821.1808, 998.2113, 636.7, 206.5212, 694.4646, 1507.328, 1727.565, 890.5148, 1248.583, 114.4006, 510.9299, 886.59, 1914.15, 1497.037, 1403.286, 587.6867, 843.7651, 801.1287, 866.088, 324.9327, 152.5076, 10.6695, 1312.257, 235.3287, 1249.92, 1439.969, 2100.862, 16.80624, 246.64, 1945.39, 1105.104, 1193.014, 31.8279, 1241.851, 473.4589, 211.2621, 1214, 3860.27, 0.00063666, 453.6819, 1837.237, 0.0005435217, 421.301, 8.843072, 1048.754, 1288.533, 1691.451, 1108.078, 398.9712, 3388.636, 40.19356, 633.5759, 2.12817e-08, 1681.283
291.7, 1532.98, 650.1779, 691.9058, 676.9899, 68.5029, 17.75865, 444.5385, 814.6272, 989.1993, 551.7989, 9.028462e-11, 1080.626, 492.4705, 915.9102, 1118.014, 1809.112, 47.68749, 1090.078, 1406.918, 62.23752, 849.0232, 950.8092, 610.496, 197.7659, 664.9286, 1582.298, 1747.646, 889.5342, 1274.074, 109.1872, 488.2988, 882.9537, 2006.367, 1461.215, 1345.925, 561.8318, 806.8181, 764.7469, 981.6523, 308.6644, 145.9179, 10.11574, 1274.443, 225.6394, 1437.863, 1398.529, 2197.559, 16.1075, 235.318, 1901.406, 1086.255, 1138.125, 30.5085, 1324.347, 448.5413, 201.4635, 1158.946, 3820.069, 0.0006084251, 434.1299, 1936.925, 0.0005194881, 402.8166, 8.434035, 1003.904, 1251.578, 1619.413, 1055.197, 510.0443, 3262.445, 38.48903, 607.1103, 2.037568e-08, 1607.776
291.8, 1548.531, 620.3126, 663.0525, 879.3652, 65.54346, 16.95335, 425.0296, 873.884, 948.3462, 528.5488, 8.657677e-11, 1170.786, 471.1517, 930.7821, 1105.861, 1865.578, 45.58007, 1036.695, 1344.714, 59.47633, 945.3835, 905.6581, 585.3705, 189.3817, 719.233, 1725.044, 1801.094, 858.6549, 1356.227, 194.3847, 466.6701, 843.6963, 2123.569, 1400.901, 1309.579, 537.1145, 771.4889, 864.4174, 1124.433, 293.2107, 199.9185, 9.590725, 1391.26, 216.349, 1674.377, 1372.752, 2102.874, 15.43781, 224.5158, 1887.155, 1055.011, 1085.76, 29.2438, 1267.514, 424.9351, 298.1747, 1336.413, 3817.943, 0.0005814425, 415.4205, 2166.811, 0.0004965172, 385.1432, 8.043919, 960.9719, 1194.078, 1550.443, 1004.839, 514.4348, 3127.966, 36.85678, 581.7501, 1.950823e-08, 1537.484
291.9, 1542.539, 591.819, 736.9108, 839.5742, 62.71188, 16.18456, 406.3769, 832.1132, 1013.722, 521.2788, 8.302119e-11, 1148.36, 521.496, 1030.67, 1199.361, 1998.039, 43.56579, 1056.967, 1357.649, 56.83764, 904.9887, 862.6511, 561.279, 181.3529, 715.9644, 1715.134, 1792.083, 847.4716, 1294.514, 251.9125, 445.9995, 897.9911, 2027.05, 1522.441, 1424.003, 513.4846, 849.3598, 825.1615, 1062.33, 278.5306, 191.2802, 9.092957, 1331.275, 207.4411, 1596.835, 1313.522, 2212.789, 14.79597, 214.2094, 1852.916, 1007.906, 1115.695, 28.03152, 1299.041, 402.5713, 284.3449, 1369.129, 3843.064, 0.0005556565, 397.5175, 2073.292, 0.000474562, 368.2452, 7.671847, 954.121, 1139.219, 1600.307, 956.8848, 539.7706, 3218.741, 35.29375, 557.4493, 1.867772e-08, 1470.264
292, 1662.808, 578.451, 854.5397, 801.5838, 60.00263, 15.45063, 388.5427, 792.339, 1042.07, 499.3147, 7.961163e-11, 1098.47, 646.4909, 984.5279, 1146.812, 1938.642, 41.64053, 1172.292, 1353.655, 54.31601, 929.3718, 919.2412, 538.179, 173.6645, 744.4725, 1631.066, 1716.345, 812.3321, 1235.61, 240.4324, 426.2444, 858.0651, 1934.918, 1549.711, 1365.796, 490.8942, 812.1678, 787.6884, 1003.656, 264.5855, 183.0152, 8.621023, 1298.385, 229.1566, 1522.884, 1385.111, 2156.542, 14.18081, 204.3761, 1783.33, 1048.273, 1064.363, 26.8695, 1243.294, 381.3844, 271.1566, 1307.04, 3980.953, 0.0005310141, 380.386, 1983.81, 0.0004535776, 352.0887, 7.316985, 913.3178, 1152.711, 1742.083, 1111.495, 516.3737, 3258.028, 33.79701, 534.1636, 1.788256e-08, 1528.454
292.1, 1573.352, 634.0881, 988.7009, 765.3124, 57.41042, 14.74999, 371.4912, 776.58, 999.0331, 624.8074, 7.63421e-11, 1050.747, 737.8116, 1126.205, 1111.29, 1891.857, 39.80034, 1182.547, 1452.284, 51.90626, 930.5712, 875.5892, 516.0298, 166.3021, 763.0779, 1551.118, 1819.153, 885.9205, 1179.385, 299.1171, 407.3644, 819.9142, 1846.974, 1662.021, 1309.968, 469.2977, 776.6044, 781.5555, 948.2229, 401.3814, 175.1073, 8.173584, 1242.404, 219.7214, 1532.108, 1433.537, 2249.245, 13.59122, 194.9942, 1893.437, 1024.298, 1015.393, 25.75565, 1202.613, 361.3126, 258.58, 1247.767, 3985.344, 0.0005074645, 363.9927, 1898.19, 0.0004335212, 336.6409, 6.978538, 899.9871, 1099.753, 1735.972, 1115.596, 571.4879, 3229.539, 32.36374, 511.8506, 1.712125e-08, 1461.629
292.2, 1534.243, 604.9619, 967.9869, 730.6823, 96.99828, 14.08111, 355.1881, 774.5309, 1024.1, 598.4811, 7.320684e-11, 1005.098, 705.8721, 1138.92, 1209.328, 1889.202, 38.04147, 1153.67, 1405.154, 49.60342, 919.5063, 884.57, 494.7921, 159.2518, 730.6237, 1624.753, 1751.999, 895.4571, 1125.719, 285.4858, 389.3206, 807.3651, 1819.46, 1671.947, 1383.676, 448.6513, 765.6183, 746.0627, 895.8515, 455.7184, 167.5411, 7.749367, 1235.105, 210.6747, 1536.456, 1371.684, 2185.75, 13.02615, 186.043, 1815.232, 978.5644, 968.6752, 24.68797, 1281.898, 342.2971, 271.3378, 1249.821, 3911.972, 0.0004849593, 348.306, 1816.266, 0.0004143516, 321.871, 6.655745, 897.4358, 1186.917, 1735.98, 1309.325, 576.1762, 3171.03, 30.99126, 490.4696, 1.639235e-08, 1528.384
292.3, 1508.308, 577.1735, 927.6207, 697.6192, 92.8078, 13.44257, 542.7634, 737.5091, 1030.596, 573.264, 7.020035e-11, 1075.481, 684.715, 1119.059, 1169.058, 1886.287, 36.36034, 1141.482, 1463.763, 47.40274, 880.2171, 887.9478, 474.4285, 152.5004, 699.5498, 1545.115, 1843.297, 1041.108, 1140.019, 272.4758, 372.0761, 827.9312, 1782.34, 1710.02, 1359.679, 428.9132, 732.0933, 738.7501, 963.2887, 432.9022, 160.3018, 7.347167, 1241.568, 211.3797, 1465.301, 1312.5, 2218.896, 12.48457, 177.5027, 1837.396, 934.873, 1031.326, 23.66455, 1226.886, 324.2825, 303.0713, 1243.878, 3976.33, 0.0004634521, 333.2953, 1843.118, 0.0003960296, 307.7491, 6.347883, 961.0228, 1132.387, 1829.217, 1246.839, 574.414, 3101.533, 29.67698, 469.9818, 1.569449e-08, 1514.19
292.4, 1484.019, 550.6615, 888.9377, 666.0522, 88.79836, 12.83299, 518.9438, 702.2568, 1048.815, 549.1094, 6.731733e-11, 1028.757, 655.0741, 1109.357, 1186.314, 1933.062, 34.75349, 1085.581, 1512.984, 45.2997, 842.6067, 857.9402, 547.7588, 146.0352, 726.4074, 1469.38, 1797.56, 997.9398, 1088.144, 260.0586, 395.9947, 791.1201, 1913.232, 1686.194, 1304.101, 410.0435, 763.7116, 761.9595, 910.0852, 474.4547, 153.3753, 6.965842, 1225.716, 202.6764, 1397.441, 1255.87, 2228.845, 11.96551, 169.3544, 1832.159, 969.9089, 1080.856, 22.68356, 1212.094, 307.2159, 289.0144, 1283.547, 3998.827, 0.0004428988, 318.9316, 1870.334, 0.0003785179, 294.2467, 6.054262, 937.4583, 1126.761, 1853.167, 1289.108, 587.3121, 3185.704, 28.41843, 450.3498, 1.502633e-08, 1578.673
292.5, 1536.398, 525.3673, 851.8679, 635.9136, 84.96213, 12.25105, 610.2265, 668.6896, 1005.499, 525.9727, 6.45527e-11, 1087.574, 626.7162, 1127.614, 1134.337, 1934.761, 33.21766, 1096.203, 1538.311, 43.28996, 806.6033, 898.267, 525.2153, 139.8441, 695.5128, 1397.358, 1807.911, 980.2941, 1116.951, 248.2073, 416.4587, 785.4373, 1867.138, 1671.734, 1336.621, 392.0039, 730.27, 727.3566, 859.8202, 450.7004, 146.7481, 6.604308, 1218.683, 265.3138, 1332.724, 1291.058, 2339.767, 11.46803, 161.5802, 1756.485, 997.489, 1064.928, 21.74323, 1160.078, 291.0475, 275.6095, 1225.339, 3845.456, 0.0004232569, 305.1868, 1886.266, 0.0003617804, 281.3368, 5.774221, 932.8909, 1074.995, 1890.055, 1227.587, 595.4194, 3054.388, 27.21326, 431.5378, 1.438662e-08, 1528.35
292.6, 1453.742, 501.235, 816.3439, 607.1387, 81.29163, 11.69549, 583.4463, 664.9695, 963.9731, 539.9142, 6.190162e-11, 1040.324, 675.0102, 1131.419, 1084.637, 1912.495, 31.7497, 1057.755, 1509.061, 41.36938, 772.1384, 855.611, 503.5995, 133.9154, 665.9322, 1328.866, 1769.073, 1064.016, 1182.286, 236.8961, 398.0121, 814.376, 1799.158, 1775.865, 1333.997, 374.758, 718.2493, 694.3251, 884.1381, 498.0121, 140.4073, 6.261538, 1166.139, 254.3899, 1271.004, 1235.353, 2238.954, 10.99123, 154.1629, 1707.56, 952.9526, 1031.398, 20.84188, 1110.294, 275.73, 262.8263, 1282.846, 3853.346, 0.0004044862, 292.0344, 1858.019, 0.0003457831, 268.9933, 5.507134, 904.3138, 1150.374, 1914.755, 1169.002, 676.3607, 3072.881, 26.0592, 413.5117, 1.377415e-08, 1461.53
292.7, 1375.533, 478.2112, 782.3014, 579.6659, 77.77971, 11.16513, 573.9708, 633.1846, 924.1618, 517.1649, 5.935941e-11, 1136.025, 659.6611, 1080.766, 1037.114, 2038.21, 30.34661, 1005.954, 1442.341, 39.53401, 739.146, 814.9805, 627.316, 197.1163, 637.6097, 1263.73, 1703.591, 1019.898, 1128.488, 226.1003, 380.3826, 778.1676, 1753.518, 1702.563, 1293.245, 358.2708, 686.7984, 662.7936, 835.3062, 473.0783, 134.3404, 5.936558, 1205.597, 243.9157, 1212.142, 1182.051, 2319.662, 10.53426, 147.086, 1779.69, 910.4048, 1064.669, 19.9779, 1062.647, 261.2187, 250.6361, 1224.67, 3878.465, 0.0003865479, 279.4488, 1863.43, 0.0003304931, 257.1913, 5.252402, 911.8855, 1097.523, 1896.62, 1113.213, 647.043, 2996.273, 24.95408, 396.2385, 1.318775e-08, 1397.631
292.8, 1301.532, 473.0053, 749.6785, 553.4362, 89.9035, 10.65882, 684.7742, 602.9189, 924.2482, 495.3741, 5.692161e-11, 1133.322, 642.2025, 1032.382, 991.6736, 2024.284, 29.00553, 956.6906, 1378.572, 37.78007, 707.5634, 776.2795, 618.5287, 188.7597, 626.2362, 1201.788, 1631.593, 1095.31, 1077.138, 215.7966, 404.7123, 743.5691, 1673.818, 1678.55, 1240.382, 427.0234, 690.4533, 632.6942, 789.1713, 449.3929, 128.5357, 5.628445, 1196.571, 233.8728, 1156.006, 1149.123, 2342.237, 10.09628, 140.3341, 1824.67, 869.7566, 1082.6, 19.14973, 1017.044, 399.8351, 239.0112, 1274.148, 3774.027, 0.0003694051, 267.4056, 1834.673, 0.0003158793, 245.9072, 5.009452, 949.7732, 1047.1, 2043.26, 1060.087, 618.9962, 3094.069, 23.89582, 379.6869, 1.262631e-08, 1443.725
292.9, 1231.512, 576.4853, 718.416, 528.3934, 110.5878, 10.17548, 654.7224, 663.0992, 886.0775, 474.5015, 5.458392e-11, 1256.052, 614.4019, 986.163, 948.2242, 1937.411, 27.72371, 909.8394, 1317.622, 36.10394, 677.3302, 739.4163, 708.7363, 180.7573, 721.5705, 1142.882, 1562.637, 1163.673, 1028.125, 205.9623, 473.7003, 830.7258, 1597.741, 1609.265, 1232.874, 613.1573, 666.2582, 603.9615, 745.5845, 524.9185, 122.9818, 5.336323, 1466.632, 224.2434, 1102.47, 1137.131, 2289.589, 9.676515, 133.892, 1844.32, 830.9233, 1032.79, 18.3559, 973.3983, 629.5156, 227.9255, 1279.724, 3619.628, 0.0003530226, 350.1961, 1755.49, 0.0003019116, 235.1181, 4.77774, 925.923, 998.9941, 2040.728, 1009.496, 592.1651, 2966.531, 22.88244, 677.2157, 1.208877e-08, 1500.049
293, 1165.258, 714.8672, 688.4571, 504.4838, 105.8102, 9.714046, 663.5404, 631.4037, 947.269, 454.5083, 5.234225e-11, 1201.483, 774.4844, 942.0135, 906.6785, 1854.266, 26.49854, 894.3979, 1259.366, 34.50218, 648.3889, 704.3036, 679.5676, 259.7312, 690.8817, 1086.863, 1496.596, 1115.423, 981.3415, 196.5763, 452.7182, 793.7905, 1525.122, 1542.84, 1396.191, 586.1819, 737.9543, 576.5338, 704.405, 634.3127, 117.6679, 5.059362, 1403.397, 215.0105, 1051.413, 1088.067, 2190.938, 9.274201, 127.7457, 1953.412, 793.8239, 985.2723, 17.59497, 931.6257, 596.3849, 217.354, 1221.689, 3688.15, 0.0003373667, 592.3065, 1679.724, 0.0002885616, 224.8024, 4.556745, 1101.409, 953.098, 2144.369, 1104.783, 566.497, 3431.513, 21.91204, 796.7321, 1.157412e-08, 1461.589
293.1, 1102.569, 682.0304, 659.7476, 481.6561, 101.2391, 9.27354, 634.4205, 601.2232, 941.4637, 435.3575, 5.019263e-11, 1218.817, 740.9574, 899.8405, 866.9531, 1952.394, 25.32751, 945.0833, 1344.224, 32.97147, 652.5004, 670.8584, 651.5993, 248.72, 661.498, 1033.589, 1522.144, 1069.173, 1329.193, 242.9383, 432.6655, 758.4974, 1498.84, 1645.314, 1339.12, 560.3933, 705.6406, 550.3516, 665.4999, 602.5548, 112.5836, 4.796776, 1342.888, 206.1577, 1002.721, 1080.448, 2234.449, 8.888615, 121.8815, 1969.659, 818.5909, 939.9407, 16.86559, 891.6457, 564.9979, 338.9954, 1373.136, 4047.854, 0.000322405, 566.7803, 1714.139, 0.0002758018, 214.9393, 4.345973, 1054.307, 909.3105, 2053.041, 1052.059, 541.9415, 3290.065, 20.98279, 939.626, 1.108138e-08, 1397.688
293.2, 1043.253, 650.7019, 632.2352, 459.8614, 96.86539, 8.853009, 606.5785, 601.6403, 926.7374, 417.0137, 4.813129e-11, 1302.348, 708.8817, 1126.976, 828.9682, 1868.606, 24.20823, 980.1494, 1284.793, 31.50868, 630.7025, 639.0013, 624.7821, 238.1756, 721.1447, 982.9274, 1457.814, 1024.841, 1327.634, 231.8672, 413.5011, 724.7734, 1430.716, 1577.401, 1284.382, 535.7393, 683.3618, 525.3585, 628.7437, 572.387, 107.7189, 4.547819, 1284.988, 197.6694, 956.2841, 1147.692, 2138.174, 8.519059, 116.2866, 1984.416, 800.3966, 896.6947, 16.16644, 853.3814, 535.2628, 323.2723, 1310.866, 4016.972, 0.0003081069, 542.3542, 1780.207, 0.0002636063, 205.509, 4.144949, 1009.219, 867.5347, 1965.603, 1001.851, 552.8377, 3154.447, 20.09295, 900.3761, 1.060962e-08, 1336.58
293.3, 1386.299, 1134.43, 605.8702, 598.4592, 175.6925, 8.451549, 579.9584, 654.418, 888.4639, 591.459, 4.615461e-11, 1245.768, 678.1946, 1158.565, 969.3762, 1788.414, 23.13842, 1106.791, 1227.989, 30.11078, 984.1962, 608.657, 599.0686, 228.0783, 711.4144, 1461.533, 1752.07, 982.3469, 1267.223, 445.6475, 395.1855, 692.549, 1627.349, 1753.157, 1231.882, 512.1698, 666.5854, 803.6768, 768.6077, 618.5385, 236.8028, 4.311782, 1229.585, 189.5306, 1353.463, 1123.885, 2046.047, 8.164868, 110.9484, 1902.452, 875.5221, 855.4385, 15.49627, 1250.12, 507.0925, 366.5505, 1251.419, 3852.634, 0.0002944428, 518.9808, 1907.801, 0.0002519501, 196.4924, 3.953225, 966.0596, 997.9024, 1881.888, 954.0392, 551.7064, 3024.42, 19.24085, 862.7657, 1.015794e-08, 1278.145
293.4, 1562.677, 1153.59, 580.6047, 571.3791, 168.1023, 8.068294, 554.5065, 634.2373, 945.9176, 566.5378, 4.425911e-11, 1191.646, 648.8359, 1603.562, 1068.506, 1711.663, 22.11588, 1200.931, 1384.007, 28.77491, 942.1429, 579.7537, 574.4134, 218.409, 800.2345, 1389.895, 1706.849, 941.615, 1310, 622.7454, 377.6812, 807.9299, 1553.384, 1733.615, 1181.527, 517.9294, 760.1232, 842.879, 726.1566, 587.5703, 226.5708, 4.087996, 1963.884, 181.7269, 1447.181, 1307.947, 1957.889, 7.825404, 470.5157, 1823.875, 992.2293, 816.0804, 14.85389, 1248.05, 480.4048, 454.8059, 1516.778, 3695.02, 0.0002813848, 496.6147, 2239.946, 0.0002408093, 187.8714, 3.770368, 924.7458, 952.0565, 1801.739, 908.5091, 654.2626, 2899.752, 18.42488, 826.7263, 9.72549e-09, 1222.264
293.5, 1478.608, 1100.601, 556.3927, 545.5244, 160.84, 7.702418, 530.1716, 726.4814, 906.852, 542.6667, 4.244146e-11, 1215.798, 847.9932, 1531.772, 1065.42, 1804.822, 21.13853, 1230.216, 1322.817, 27.4983, 901.8865, 552.223, 550.7729, 209.1496, 766.2, 1367.275, 2036.733, 902.572, 1250.39, 621.6812, 360.9522, 810.1537, 1482.781, 1750.399, 1133.231, 549.9847, 743.5525, 804.6013, 686.0502, 558.1526, 216.7809, 3.875825, 1879.209, 174.2446, 1380.161, 1251.513, 1873.53, 7.500052, 448.9166, 1748.542, 978.2158, 778.5331, 14.23813, 1194.491, 455.1217, 433.7114, 1447.993, 3865.361, 0.0002689058, 475.2125, 2143.271, 0.0002301611, 179.6286, 3.595969, 885.1989, 908.3168, 1725.004, 865.1519, 869.1317, 2780.223, 17.64352, 792.1924, 9.31145e-09, 1168.826
