 , C000, C001, C002, C003, C006, C008, C011, C012, C015, C016, C018, C020, C021, C022, C023, C024, C025, C033, C034, C035, C036, C038, C040, C042, C045, C046, C047, C051, C052, C053, C056, C059, C061, C066, C067, C070, C072, C073, C076, C077, C079, C081, C083, C089, C092, C093, C098, C099, C100, C103
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
191.7, 416.1825, 873.8272, 19.24996, 143.9184, 792.6331, 8.474073, 943.826, 4.907943, 17.8681, 2307.874, 365.5781, 1532.886, 1507.985, 1974.522, 895.2446, 0.5986524, 754.5609, 747.7155, 944.6753, 493.4175, 927.9283, 846.1333, 228.0454, 1006.993, 232.3798, 1726.162, 0.0005227503, 1790.465, 965.0864, 2166.771, 1045.788, 4.019547, 502.3783, 1000.72, 776.3029, 345.9993, 999.246, 537.2407, 681.7912, 1693.224, 1278.033, 665.7568, 1405.506, 708.8596, 3391.854, 0.439004, 456.4021, 1004.986, 1596.103, 1940.234
191.8, 396.4868, 932.5513, 18.33302, 137.1628, 754.0015, 8.098452, 977.644, 4.688371, 17.11276, 2363.605, 347.6093, 1616.615, 1541.796, 1990.585, 856.309, 0.5725271, 721.6222, 788.1035, 945.5844, 589.5851, 887.2335, 805.9003, 217.0294, 983.0872, 222.0583, 1842.254, 0.0004986395, 1778.472, 1029.982, 2075.207, 999.4628, 3.846073, 473.595, 1004.677, 791.0171, 330.5481, 952.8297, 510.4274, 650.9213, 1652.393, 1306.332, 633.9086, 1407.332, 667.8224, 3461.055, 0.4204125, 552.94, 955.46, 1693.37, 1875.545
191.9, 377.7232, 893.3971, 17.45975, 130.7243, 717.2527, 7.73948, 1011.53, 4.478621, 16.38934, 2356.94, 330.5238, 1543.451, 1472.509, 2112.38, 819.0668, 0.5475419, 690.1214, 752.1696, 989.4297, 558.232, 881.1042, 767.5803, 206.5455, 982.136, 212.1953, 1761.249, 0.0004756409, 1754.647, 1000.23, 2156.467, 955.1899, 3.680084, 446.4608, 1128.477, 756.1486, 518.7022, 999.1605, 591.3945, 700.2007, 1579.851, 1247.929, 644.7485, 1520.226, 629.1609, 3348.031, 0.4026083, 524.7021, 1105.936, 1617.075, 1965.713
192, 359.8476, 883.4888, 16.62809, 234.4539, 751.1025, 7.39642, 998.1211, 4.278256, 15.69651, 2256.629, 314.278, 1611.504, 1451.668, 2157.573, 783.4443, 0.523647, 659.9957, 717.874, 1044.746, 603.2784, 926.3361, 869.9125, 196.568, 965.6281, 202.7704, 1963.074, 0.000453703, 1877.066, 1010.895, 2197.594, 912.8782, 3.52126, 420.8812, 1190.103, 766.5558, 495.5386, 952.7482, 570.4001, 752.0321, 1562.599, 1192.137, 613.9053, 1510.218, 682.9994, 3377.841, 0.3855581, 540.8127, 1191.041, 1666.684, 1901.891
192.1, 342.8179, 891.21, 86.05747, 223.4485, 720.9774, 7.068566, 954.0679, 4.086854, 15.03297, 2266.367, 298.8308, 1679.459, 1590.737, 2054.007, 794.8775, 0.5007949, 721.444, 685.1422, 1061.766, 571.1971, 885.7111, 883.8381, 187.0725, 922.6151, 193.7641, 1876.757, 0.0004327769, 1840.179, 1023.874, 2158.161, 954.1966, 3.36929, 396.7672, 1166.503, 732.7656, 473.4095, 1022.367, 541.9318, 717.9819, 1572.24, 1192.731, 654.6266, 1445.78, 643.4592, 3356.784, 0.36923, 513.1942, 1132.346, 1657.834, 1967.837
192.2, 326.5941, 871.7393, 81.95827, 212.9597, 776.4177, 6.755245, 1071.441, 3.904016, 14.39747, 2268.531, 284.1428, 1845.011, 1553.111, 2097.117, 780.8511, 0.4789402, 741.0766, 742.6613, 1018.041, 634.0963, 846.8678, 914.7842, 178.0357, 881.5181, 185.1579, 1845.795, 0.000412816, 1974.967, 975.0093, 2215.136, 959.7469, 3.223879, 450.4355, 1202.216, 700.4648, 452.2685, 1020.157, 564.1993, 685.4733, 1532.5, 1243.826, 623.3108, 1492.469, 782.6058, 3515.589, 0.3535933, 486.9861, 1125.91, 1661.209, 1883.393
192.3, 311.1382, 903.3735, 78.05433, 256.85, 738.5764, 6.455812, 1024.152, 3.729357, 13.78884, 2247.755, 270.1768, 1897.073, 1483.316, 1996.453, 1004.282, 0.4580391, 802.3636, 853.9141, 976.1154, 600.3762, 809.728, 871.2869, 169.4355, 1007.724, 413.5932, 1933.714, 0.0003937758, 1958.335, 969.5642, 2128.417, 1023.257, 3.084743, 424.6281, 1273.249, 669.5879, 432.0716, 1010.177, 549.3104, 654.4367, 1465.222, 1188.217, 593.493, 1475.562, 737.2993, 3450.983, 0.3386189, 551.7737, 1070.424, 1686.696, 1882.976
192.4, 296.4137, 941.5515, 74.33634, 244.7933, 702.5795, 6.169651, 978.9498, 3.562512, 13.20594, 2152.09, 457.0581, 2069.298, 1606.537, 1999.644, 960.6047, 0.4380502, 843.4446, 814.9794, 935.9169, 623.4116, 843.6268, 829.8579, 161.2507, 1003.675, 395.2229, 1848.688, 0.0003756137, 1952.168, 1069.194, 2167.582, 977.93, 2.951612, 400.2994, 1287.314, 640.072, 458.3654, 963.2531, 521.8947, 624.8054, 1541.831, 1135.095, 593.5914, 1440.431, 694.6157, 3496.844, 0.3242786, 523.5954, 1017.673, 1648.003, 1884.985
192.5, 282.386, 902.0193, 70.79546, 233.3026, 668.3369, 5.896175, 968.4749, 3.403132, 12.64768, 2189.796, 434.593, 1975.646, 1534.341, 2152.508, 918.8265, 0.4189336, 806.6259, 842.3672, 897.3738, 744.6655, 806.6291, 856.8781, 153.4612, 958.9673, 377.6686, 1832.992, 0.0003582893, 1867.092, 1042.993, 2179.977, 934.611, 2.824227, 417.6496, 1232.856, 611.8572, 437.8963, 1162.363, 522.639, 596.5156, 1599.234, 1110.912, 615.1944, 1431.087, 810.5344, 3560.85, 0.3105456, 537.8806, 1089.55, 1737.481, 1804.097
192.6, 269.0222, 864.147, 67.42323, 222.3512, 635.7633, 123.4972, 925.7301, 3.250882, 12.11302, 2236.94, 602.8909, 2006.636, 1644.054, 2049.186, 932.9494, 0.4006512, 839.1843, 803.959, 891.8066, 705.0655, 820.7747, 884.998, 146.0481, 1113.25, 360.894, 1752.395, 0.000341764, 1950.893, 1041.1, 2120.029, 1011.956, 2.70234, 393.7207, 1236.965, 651.2868, 529.5109, 1196.834, 608.8909, 662.3024, 1679.421, 1233.197, 621.1378, 1443.321, 763.611, 3414.591, 0.2973942, 599.2419, 1035.857, 1686.272, 1888.6
192.7, 256.2908, 911.3813, 64.21164, 211.9139, 659.7688, 118.0231, 884.8719, 273.0868, 172.9854, 2259.9, 646.0929, 1956.851, 1570.172, 1995.002, 892.374, 0.3831667, 908.3926, 767.3022, 942.2511, 758.9756, 857.0573, 842.917, 138.993, 1107.021, 344.8645, 1855.072, 0.0003260009, 1958.898, 1085.18, 2233.685, 1105.941, 2.585713, 371.1628, 1286.28, 622.5777, 677.8538, 1166.035, 578.5015, 692.8086, 1804.04, 1198.755, 634.968, 1417.674, 719.4041, 3471.095, 0.2847998, 634.2449, 984.8093, 1841.848, 1807.556
192.8, 244.1619, 873.116, 168.1763, 201.9665, 627.6128, 148.2452, 952.3466, 342.5416, 165.6728, 2285.323, 614.3364, 1984.959, 1534.668, 2185.163, 853.5633, 197.3867, 868.7388, 732.3167, 958.3254, 924.8516, 819.4706, 956.7156, 132.2788, 1057.71, 409.9055, 1895.518, 0.0003109648, 1936.882, 1084.628, 2245.915, 1120.327, 2.474119, 455.604, 1347.985, 622.1439, 647.583, 1154.55, 578.5053, 661.4398, 1820.78, 1188.375, 696.688, 1484.811, 799.3712, 3565.322, 0.2727387, 601.8549, 1049.004, 1758.864, 1871.587
192.9, 232.607, 859.7183, 160.1655, 192.4861, 708.6914, 141.6741, 1010.203, 422.6413, 275.5622, 2248.471, 685.3593, 2047.274, 1479.949, 2080.273, 816.4405, 318.3811, 830.8159, 753.2703, 1060.988, 1050.318, 783.5322, 939.7355, 125.8889, 1010.596, 452.1377, 1885.063, 0.0002966222, 1885.483, 1032.864, 2242.337, 1070.701, 2.367342, 429.5006, 1347.09, 772.7546, 618.664, 1134.019, 549.6324, 685.116, 1740.846, 1135.246, 663.36, 1475.841, 753.0941, 3529.572, 0.2611884, 571.119, 1068.19, 1679.618, 1791.273
193, 221.599, 842.6096, 152.5363, 183.4507, 674.151, 152.7316, 965.6162, 473.279, 263.9133, 2326.964, 651.6728, 1954.619, 1511.669, 2159.435, 780.9323, 361.7674, 794.5485, 718.9246, 1017.295, 1075.26, 789.7731, 895.0518, 119.8076, 1052.183, 432.0554, 1802.176, 0.0002829411, 1972.8, 1014.397, 2263.001, 1069.558, 2.265172, 566.5376, 1290.103, 773.3222, 591.0364, 1163.144, 522.2006, 654.0956, 1664.421, 1162.521, 631.6265, 1481.118, 709.496, 3601.435, 0.2501272, 541.9527, 1161.819, 1720.302, 1787.103
193.1, 211.1119, 810.7406, 145.2705, 174.8394, 641.294, 298.4224, 985.5103, 452.1053, 252.7568, 2299.475, 619.6421, 1948.657, 1545.525, 2247.234, 746.9683, 474.4141, 759.8643, 686.1449, 1024.484, 1190.459, 755.1372, 881.7245, 114.0202, 1005.314, 412.8652, 1815.816, 0.0002698911, 1907.687, 1120.155, 2323.316, 1022.18, 2.167412, 534.0783, 1300.26, 739.2337, 564.6426, 1283.716, 546.1875, 624.4797, 1840.419, 1160.38, 601.4109, 1437.092, 780.6232, 3597.527, 0.2395345, 514.2759, 1104.564, 1771.207, 1882.976
193.2, 201.1211, 776.7007, 138.3508, 166.6323, 722.9347, 285.1945, 942.0136, 431.8789, 242.0719, 2292.25, 589.1857, 1941.358, 1633.816, 2168.826, 714.4815, 453.7106, 726.6941, 654.8598, 1012.271, 1209.791, 722.0203, 839.7991, 108.5123, 960.5335, 459.3468, 1867.095, 0.0002574429, 2062.229, 1066.695, 2374.95, 1102.954, 2.073872, 503.4788, 1245.255, 706.6478, 539.4275, 1241.773, 701.8055, 616.499, 1786.342, 1210.02, 572.6409, 1375.775, 735.4314, 3586.343, 0.2293904, 488.0126, 1124.204, 1784.77, 1845.075
193.3, 191.6031, 876.1714, 131.7607, 158.8105, 746.0073, 272.553, 931.8652, 412.5574, 231.8387, 2291.951, 560.2263, 2039.693, 1615.241, 2206.647, 683.4076, 451.1862, 694.9719, 702.1843, 970.5839, 1186.282, 723.0677, 833.5908, 103.2704, 1060.948, 438.9444, 1831.081, 0.0002455689, 2137.792, 1093.821, 2274.588, 1054.097, 1.984368, 474.6324, 1280.61, 675.4984, 515.3384, 1184.091, 666.7789, 643.9981, 1707.92, 1155.922, 726.2667, 1436.128, 692.8559, 3495.155, 0.2196758, 463.0905, 1132.979, 1882.457, 1822.168
193.4, 182.5356, 839.3843, 125.4845, 151.3558, 754.2792, 260.4718, 890.7362, 467.575, 222.0381, 2361.868, 532.6903, 2046.698, 1542.654, 2346.427, 653.6851, 481.8195, 664.6344, 670.1678, 930.6131, 1156.73, 810.7699, 842.3093, 98.28183, 1013.689, 517.8801, 1750.568, 0.0002342426, 2088.346, 1128.682, 2291.919, 1199.219, 1.898727, 564.1896, 1287.888, 684.4561, 492.325, 1234.414, 633.5003, 614.8394, 1751.897, 1255.683, 691.5238, 1374.852, 652.7452, 3570.946, 0.2103727, 439.4411, 1077.146, 1797.643, 1819.853
193.5, 173.8971, 858.0781, 119.5073, 144.2511, 717.5169, 248.9262, 919.3148, 446.6565, 309.0216, 2317.613, 506.5078, 1954.07, 1579.922, 2233.796, 746.253, 460.7928, 635.6213, 639.6112, 966.3623, 1095.217, 775.2131, 826.8874, 93.53419, 968.5356, 494.8778, 1852.358, 0.0002234386, 2172.948, 1074.815, 2268.275, 1294.491, 1.816782, 531.8648, 1318.965, 748.2731, 470.3394, 1265.04, 749.2556, 699.1896, 1674.987, 1199.544, 658.4429, 1342.803, 614.9565, 3616.14, 0.2014636, 585.5187, 1024.063, 1886.866, 1741.76
193.6, 165.6675, 895.7432, 190.5306, 137.4798, 682.5463, 237.8923, 895.2089, 426.6739, 295.9583, 2236.121, 481.6121, 1955.119, 1569.787, 2183.233, 713.7973, 440.6837, 607.8746, 699.928, 926.5654, 1180.319, 741.2158, 787.5695, 89.0159, 1067.232, 472.8972, 1809.957, 0.000213133, 2078.25, 1023.519, 2351.933, 1237.149, 1.738374, 501.3921, 1263.167, 715.2888, 449.3355, 1206.277, 711.8607, 667.5319, 1683.857, 1145.915, 693.0768, 1371.579, 579.3555, 3467.611, 0.1929317, 555.6171, 973.597, 1890.919, 1766.672
193.7, 157.8273, 858.1343, 181.455, 236.5665, 649.2802, 327.4668, 887.0156, 407.5852, 283.4471, 2287.685, 457.9402, 2095.594, 1499.243, 2252.997, 682.7532, 421.4522, 581.3392, 710.0098, 888.4075, 1117.552, 708.7094, 807.6096, 84.71587, 1019.693, 544.6232, 1782.159, 0.0002033027, 2130.331, 1075.806, 2328.103, 1205.849, 1.663349, 591.15, 1209.73, 732.7019, 429.2696, 1177.611, 766.4969, 647.1429, 1619.902, 1214.633, 789.288, 1500.407, 545.8156, 3496.189, 0.1847612, 527.2425, 1041.789, 1805.724, 1690.86
193.8, 256.6454, 844.9832, 172.8117, 225.4619, 617.6353, 312.9515, 898.3412, 452.9903, 286.2303, 2292.071, 435.4317, 2056.403, 1521.475, 2238.608, 732.7729, 403.0599, 555.9622, 677.6366, 851.8209, 1058.123, 760.9015, 966.5284, 80.62355, 974.2717, 614.6839, 1745.046, 0.0001939258, 2109.367, 1172.727, 2320.11, 1152.434, 1.591563, 557.2805, 1158.554, 807.5416, 410.0998, 1122.91, 742.3659, 617.8419, 1605.389, 1160.329, 751.5303, 1436.388, 514.2172, 3665.561, 0.1769367, 500.317, 1072.055, 1873.5, 1635.418
193.9, 281.2037, 809.5056, 164.5801, 214.8786, 587.5328, 299.0796, 917.5765, 432.7243, 274.1303, 2227.796, 414.0296, 2009.05, 1528.396, 2131.152, 700.9034, 385.4703, 669.5515, 665.715, 816.7411, 1195.296, 740.8303, 920.5707, 76.72892, 1054.713, 587.382, 1780.47, 0.0001849814, 2155.872, 1203.199, 2222.065, 1125.355, 1.522874, 525.3516, 1175.175, 807.0479, 391.7861, 1070.749, 705.3149, 615.366, 1551.391, 1358.931, 951.2714, 1480.289, 560.0995, 3601.664, 0.1694435, 563.263, 1019.223, 1855.105, 1630.214
194, 267.8959, 775.5176, 156.7406, 204.792, 558.8975, 285.8226, 877.0782, 413.365, 284.0391, 2339.748, 393.6794, 2050.708, 1588.504, 2339.219, 670.42, 435.3401, 715.2305, 635.3615, 856.1977, 1277.81, 708.3408, 984.9388, 73.02242, 1007.732, 639.7662, 1762.011, 0.0001764495, 2141.567, 1145.776, 2277.839, 1194.981, 1.45715, 495.252, 1193.266, 771.4727, 374.2902, 1021.011, 782.1888, 594.8814, 1606.58, 1368.798, 905.7648, 1460.862, 593.6828, 3659.654, 0.1622677, 534.4979, 1224.876, 1927.606, 1736.833
194.1, 255.2178, 742.9565, 149.2746, 225.9154, 619.8095, 273.1532, 914.7161, 394.8718, 272.0318, 2240.169, 374.3294, 2094.644, 1517.119, 2245.959, 641.2625, 454.8734, 684.0087, 631.9002, 820.9376, 1209.858, 677.2761, 986.956, 69.49498, 962.8434, 611.3503, 1810.065, 0.0001683112, 2181.217, 1091.093, 2287.61, 1271.988, 1.394263, 466.877, 1299.764, 737.4656, 357.5756, 1126.629, 743.1502, 628.305, 1548.883, 1340.296, 862.4351, 1398.531, 716.2509, 3697.201, 0.1553958, 507.2019, 1164.514, 1840.758, 1729.04
194.2, 273.7864, 908.3865, 142.1641, 283.1789, 744.2454, 306.0117, 874.3441, 377.2059, 260.5321, 2348.467, 355.9306, 1999.846, 1605.493, 2138.15, 613.373, 435.0226, 654.1498, 671.0242, 816.1199, 1197.196, 692.4159, 940.027, 66.13793, 1108.478, 584.1964, 1730.476, 0.0001605482, 2189.059, 1039.021, 2330.205, 1253.003, 1.33409, 496.2652, 1271.627, 922.8885, 341.6074, 1131.531, 806.777, 599.8568, 1584.018, 1435.273, 821.1782, 1429.525, 674.7858, 3670.196, 0.1488149, 481.2998, 1107.126, 1837.811, 1654.843
194.3, 276.9444, 898.3531, 135.3924, 269.8863, 714.8168, 384.4377, 835.7538, 360.3304, 249.5186, 2262.751, 338.436, 2079.948, 1687.879, 2282.392, 586.6965, 416.0382, 625.5943, 640.4285, 782.5104, 1145.912, 710.1704, 895.3294, 62.94305, 1214.368, 604.5123, 1742.024, 0.0001531432, 2224.277, 989.4329, 2359.228, 1197.499, 1.276513, 571.3581, 1307.761, 882.207, 326.3523, 1078.97, 812.538, 613.191, 1587.024, 1371.105, 781.895, 1668.17, 635.7211, 3685.603, 0.1425126, 456.7205, 1052.566, 1883.482, 1583.83
194.4, 263.8381, 871.1183, 128.9432, 257.2177, 760.8276, 408.3004, 901.0727, 386.7519, 238.9706, 2291.903, 321.8014, 1985.815, 1612.027, 2172.834, 735.6932, 570.8622, 598.2854, 611.2279, 823.6561, 1084.975, 679.0255, 908.0878, 59.9025, 1160.275, 755.4868, 1835.527, 0.0001460798, 2182.115, 1033.172, 2546.55, 1144.454, 1.221422, 538.6226, 1335.755, 843.3188, 311.7784, 1072.552, 771.9847, 601.7665, 1610.115, 1428.607, 744.4909, 1641.388, 642.7699, 3766.932, 0.1364773, 433.3964, 1064.377, 1798.622, 1686.343
194.5, 295.0467, 1013.154, 122.8012, 245.1437, 849.9173, 390.2021, 861.3028, 369.4493, 299.7609, 2255.97, 305.9843, 1938.186, 1559.23, 2068.536, 703.6967, 545.9497, 660.9086, 583.3587, 852.0742, 1027.277, 666.3673, 864.9089, 57.00883, 1171.618, 721.931, 1887.24, 0.0001393422, 2268.348, 983.8631, 2535.185, 1093.759, 1.168708, 507.7627, 1279.247, 872.201, 565.5703, 1069.902, 733.4554, 574.52, 1697.479, 1395.24, 708.8762, 1586.091, 605.5587, 3715.03, 0.1306976, 511.7126, 1089.071, 1819.03, 1714.401
194.6, 281.0837, 970.6157, 223.2695, 233.6365, 808.4938, 372.906, 911.2072, 595.6437, 376.8223, 2463.64, 290.9447, 2017.151, 1608.036, 2338.002, 673.0919, 618.1118, 833.5024, 646.5996, 847.9602, 1549.39, 696.6432, 845.2492, 54.25494, 1119.429, 689.8655, 1804.258, 0.0001329154, 2294.914, 989.944, 2473.462, 1247.796, 1.118269, 543.6415, 1225.13, 833.7538, 567.5323, 1177.787, 696.8491, 548.507, 1724.893, 1332.862, 762.2396, 1530.002, 737.9486, 3744.499, 0.1251626, 538.3858, 1219.47, 1872.237, 1754.269
194.7, 307.1487, 929.8633, 212.6344, 222.6695, 892.1839, 356.3766, 870.9901, 604.3153, 360.8927, 2402.598, 400.9509, 2059.501, 1569.214, 2314.508, 643.8181, 883.6749, 797.1177, 659.5838, 828.4818, 1570.04, 701.2927, 836.3695, 51.63409, 1199.911, 659.2244, 1915.685, 0.0001267849, 2194.901, 1116.611, 2632.967, 1192.523, 1.070007, 528.4967, 1236.032, 1043.113, 542.1881, 1164.201, 662.0698, 523.6719, 1708.306, 1273.272, 824.019, 1518.386, 695.2274, 3777.706, 0.1198621, 557.6009, 1184.234, 1787.883, 1837.217
194.8, 292.613, 890.8219, 287.1992, 212.2172, 925.0829, 340.5798, 832.5479, 577.2793, 467.1244, 2459.778, 381.2435, 1966.294, 1528.653, 2240.148, 615.8174, 989.4858, 762.3214, 723.0175, 794.3631, 1644.841, 670.5372, 796.6008, 284.181, 1146.462, 629.9442, 2010.443, 0.0001209372, 2384.631, 1063.32, 2615.639, 1163.169, 1.023828, 564.3717, 1240.769, 997.1323, 581.7493, 1139.26, 722.5983, 512.0908, 1657.796, 1304.826, 784.5999, 1503.31, 654.9793, 3690.818, 0.114786, 638.1793, 1175.212, 1777.501, 1981.636
194.9, 278.7652, 853.4197, 273.519, 202.2556, 929.6161, 325.4832, 960.6224, 551.4528, 447.3775, 2536.744, 362.5048, 2098.96, 1662.685, 2372.514, 589.0346, 946.3045, 729.0439, 690.0512, 936.1555, 1571.958, 732.2029, 847.6046, 270.4532, 1225.718, 601.9644, 2036.341, 0.0001153593, 2280.708, 1012.573, 2647.716, 1131.109, 0.9796415, 532.0365, 1270.666, 953.1781, 555.7702, 1246.602, 730.3354, 488.9045, 1691.104, 1319.258, 747.0664, 1460.105, 617.0613, 3770.585, 0.1099249, 605.5883, 1117.297, 1784.818, 1976.827
195, 296.3541, 817.5878, 260.4904, 192.7616, 954.8694, 311.0559, 918.2242, 526.7818, 428.4653, 2428.78, 344.6872, 2061.677, 1648.157, 2258.631, 563.4166, 905.0076, 697.2191, 668.3145, 897.6025, 1644.816, 700.0917, 807.3016, 460.547, 1256.948, 575.2275, 2194.001, 0.0001100386, 2287.112, 1100.97, 2638.917, 1240.818, 0.9373623, 501.5539, 1226.195, 911.1614, 530.9513, 1188.696, 778.0945, 569.2107, 1747.12, 1496.276, 711.3285, 1510.965, 581.3384, 3804.619, 0.1052697, 670.5931, 1062.236, 1837.32, 2165.764
195.1, 304.1263, 860.0223, 248.0823, 183.7133, 908.3307, 297.268, 877.6973, 503.2145, 410.3527, 2531.456, 327.7453, 2012.103, 1679.931, 2253.296, 538.9127, 865.5129, 666.7836, 682.4451, 961.099, 1575.46, 669.3889, 796.5349, 438.2996, 1200.958, 549.678, 2097.531, 0.0001049633, 2324.994, 1048.426, 2632.896, 1185.854, 0.8969078, 472.8178, 1217.189, 870.9969, 507.2407, 1237.802, 739.2603, 543.4382, 1670.42, 1429.381, 764.579, 1446.496, 547.6837, 3719.689, 0.1008116, 636.3468, 1009.889, 1898.587, 2175.519
195.2, 312.5519, 927.389, 236.2654, 175.0897, 900.0277, 284.0913, 838.959, 666.0607, 393.0057, 2558.625, 311.6361, 1921.04, 1604.436, 2218.51, 515.4745, 846.535, 637.6766, 771.3116, 981.8202, 1491.68, 640.0324, 912.5862, 417.127, 1223.374, 525.2634, 2043.878, 0.0001001221, 2223.67, 1048.015, 2521.634, 1133.324, 0.8581992, 554.2345, 1165.698, 859.9436, 662.6068, 1180.304, 702.3642, 518.8326, 1794.704, 1453.059, 728.0033, 1624.175, 515.9772, 3805.641, 0.09654225, 603.8495, 999.9935, 1839.207, 2285.431
195.3, 297.7605, 902.8976, 225.0113, 166.8708, 856.1619, 271.4987, 801.9306, 636.2623, 376.392, 2449.73, 296.3187, 1834.098, 1635.412, 2112.02, 493.0558, 849.1209, 609.8403, 765.7776, 952.6099, 1412.355, 611.9634, 869.1934, 396.9771, 1168.88, 501.9332, 1954.008, 9.550417e-05, 2188.519, 997.9976, 2514.222, 1266.343, 0.8211612, 660.4125, 1136.694, 959.3193, 633.0169, 1341.913, 757.4294, 625.1389, 1715.915, 1388.096, 693.1773, 1583.389, 486.1063, 3777.798, 0.09245376, 573.0117, 1049.083, 1905.743, 2187.358
195.4, 296.1749, 902.2034, 214.2932, 159.0378, 814.434, 259.4642, 874.8715, 607.797, 360.4807, 2435.008, 281.7542, 1751.092, 1561.919, 2105.164, 471.612, 959.4976, 583.2191, 791.9891, 1081.367, 1454.729, 585.1254, 849.8382, 377.8006, 1193.559, 479.6393, 1985.088, 9.109925e-05, 2121.349, 1061.543, 2443.247, 1370.248, 0.7857217, 622.5748, 1107.358, 1019.818, 623.4086, 1279.58, 730.3032, 596.8341, 1744.193, 1394.914, 660.0173, 1622.43, 571.7108, 3650.023, 0.0885384, 543.7488, 1015.297, 1819.88, 2234.15
195.5, 456.4799, 864.3234, 204.0858, 151.5725, 877.5922, 357.6441, 836.258, 635.0092, 417.6346, 2388.714, 361.1511, 1772.166, 1583.061, 2219.033, 451.1009, 974.6743, 557.7599, 755.878, 1083.569, 1586.642, 559.4644, 836.2896, 359.5504, 1140.393, 458.3355, 1957.649, 8.689749e-05, 2048.726, 1091.333, 2535.29, 1309.551, 0.7518116, 742.8309, 1200.875, 974.8634, 633.3268, 1220.142, 693.8542, 569.8109, 1667.622, 1424.993, 628.4437, 1626.852, 660.4136, 3802.051, 0.08478886, 515.9803, 1088.055, 1830.73, 2235.4
195.6, 434.8772, 851.7739, 194.3645, 144.4576, 851.9994, 341.7911, 824.2292, 606.6, 408.2176, 2421.312, 383.5025, 1847.734, 1676.499, 2112.517, 431.4818, 989.7895, 533.4122, 721.4134, 1050.493, 1502.267, 534.9288, 848.7673, 342.1819, 1178.856, 437.978, 2041.35, 8.288953e-05, 2055.536, 1039.249, 2558.395, 1251.542, 0.7193651, 700.271, 1150.073, 931.8908, 605.0444, 1163.464, 773.6572, 544.0112, 1594.412, 1433.866, 696.1104, 1578.037, 622.181, 3645.885, 0.0811981, 559.4948, 1104.727, 1748.246, 2209.783
195.7, 414.2968, 868.1021, 185.1062, 137.6767, 810.4744, 326.6409, 823.3141, 579.4619, 413.7493, 2586.47, 445.6263, 1764.11, 1601.159, 2250.533, 412.716, 971.1099, 510.1273, 688.5202, 1110.99, 1469.666, 511.4692, 951.6335, 325.6523, 1150.731, 641.3651, 2029.052, 7.906643e-05, 1965.955, 989.6501, 2490.51, 1249.283, 0.6883188, 660.1496, 1130.007, 890.8125, 578.0251, 1109.42, 767.2737, 519.3796, 1625.785, 1389.313, 662.8101, 1600.369, 586.1617, 3720.067, 0.07775941, 530.9222, 1050.285, 1765.527, 2148.473
195.8, 394.6903, 876.3204, 176.289, 131.214, 770.9732, 312.1622, 786.9762, 553.5378, 396.2587, 2514.625, 423.7231, 1780.89, 1585.918, 2142.505, 394.7663, 941.86, 487.8588, 678.5283, 1065.237, 1542.913, 489.0384, 992.173, 309.9212, 1152.998, 612.8781, 2079.869, 7.541966e-05, 1951.999, 1192.505, 2452.714, 1313.885, 0.6586125, 622.3269, 1146.96, 851.5449, 552.2123, 1098.644, 728.9795, 495.8633, 1554.412, 1327.2, 679.375, 1532.085, 626.801, 3835.064, 0.07446636, 609.9867, 998.5269, 1798.527, 2330.58
195.9, 376.0117, 839.5271, 167.8918, 125.0547, 823.6034, 298.3253, 774.4259, 528.7735, 379.5075, 2524.125, 402.8964, 1755.21, 1575.37, 2300.234, 377.5973, 1022.691, 466.5624, 673.8877, 1078.828, 1472.577, 530.4555, 944.9959, 294.9501, 1175.049, 585.6564, 1988.417, 7.194109e-05, 1925.12, 1135.592, 2362.167, 1255.684, 0.6301882, 586.6712, 1140.372, 814.0083, 574.1218, 1267.333, 692.5966, 473.4118, 1486.172, 1452.457, 766.0185, 1466.714, 590.5143, 3709.678, 0.07131276, 578.8355, 949.319, 1853.8, 2230.57
196, 358.2171, 804.2786, 159.8946, 119.1846, 783.4623, 285.1017, 847.0533, 505.1171, 460.6761, 2576.795, 383.0934, 1675.774, 1613.433, 2267.782, 361.175, 1000.933, 446.1957, 657.8604, 1050.049, 1394.267, 507.1921, 900.0621, 280.7021, 1122.707, 559.6437, 1900.986, 6.862296e-05, 2003.289, 1149.815, 2369.202, 1327.114, 0.6029907, 603.3446, 1109.424, 853.9711, 548.4833, 1208.463, 800.609, 475.2008, 1628.94, 1387.521, 729.374, 1579.282, 654.6984, 3722.704, 0.06829271, 549.2752, 902.5361, 1770.277, 2134.852
