 , C003, C006, C008, C012, C013, C014, C017, C019, C023, C025, C028, C031, C037, C039, C042, C060, C076, C077, C088, C089, C094, C099, C100, C107, C109, C114, C115, C136, C139
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
334.8, 314.4586, 215.5501, 1725.071, 880.5793, 1454.419, 944.7334, 1089.291, 1758.28, 955.9659, 875.7139, 1326.126, 1185.58, 361.585, 323.5529, 34.03563, 1429.409, 1879.722, 698.004, 484.2372, 8.730473, 1141.052, 1673.264, 1257.678, 3088.137, 1709.273, 1187.864, 2139.714, 1769.239, 3670.42
334.9, 300.0781, 205.5998, 1631.087, 837.0608, 1391.462, 915.7118, 1161.628, 1670.766, 913.1751, 828.4065, 1264.087, 1124.525, 345.1029, 307.9877, 32.47256, 1362.438, 1789.757, 668.6813, 463.8083, 8.374396, 1085.957, 1836.882, 1195.419, 2958.726, 1821.93, 1133.946, 2205.561, 1815.817, 3751.938
335, 405.0265, 196.1088, 1542.223, 820.2912, 1331.23, 870.4178, 1123.293, 1669.953, 933.1262, 783.6547, 1204.951, 1156.439, 329.3721, 343.9395, 148.0726, 1416.012, 1704.098, 695.1406, 444.2413, 8.032843, 1033.522, 1773.991, 1136.242, 2964.264, 1842.317, 1198.329, 2236.83, 1732.272, 3724.094
335.1, 508.5864, 187.056, 1458.2, 779.7521, 1273.605, 880.722, 1104.474, 1586.834, 970.3702, 922.899, 1148.582, 1165.378, 314.3583, 327.3935, 221.9715, 1349.669, 1622.538, 672.8801, 425.4998, 7.705219, 1059.844, 1690.032, 1280.496, 2956.57, 1766.295, 1143.936, 2295.035, 1652.57, 3871.444
335.2, 485.3282, 178.421, 1378.755, 741.2165, 1287.965, 837.1588, 1070.452, 1532.312, 926.9346, 873.0425, 1094.849, 1105.364, 300.0289, 353.4719, 211.7776, 1286.435, 1720.506, 644.6128, 407.5489, 7.390958, 1008.67, 1656.257, 1217.108, 2854.482, 1693.411, 1092.012, 2190.461, 1838.114, 3706.001
335.3, 463.1336, 170.1847, 1303.639, 704.5853, 1232.213, 795.7502, 1121.209, 1601.173, 885.4433, 956.1008, 1043.63, 1086.821, 286.3527, 354.4013, 202.0518, 1293.678, 1638.161, 627.5432, 390.3553, 7.089514, 959.9664, 1746.773, 1156.857, 2822.556, 1623.534, 1133.744, 2179.131, 1795.061, 3725.103
335.4, 441.954, 162.3285, 1232.615, 669.7645, 1178.874, 756.39, 1072.834, 1568.515, 958.6031, 904.4507, 994.8075, 1123.632, 273.2999, 337.3521, 192.7727, 1297.35, 1602.607, 601.1805, 415.2339, 6.800365, 959.3173, 1811.407, 1099.589, 2785.14, 1694.59, 1082.283, 2079.838, 1805.593, 3642.283
335.5, 421.743, 154.835, 1165.46, 661.2447, 1188.681, 718.9765, 1068.2, 1490.446, 915.6942, 899.3757, 1053.039, 1138.489, 260.8421, 358.3654, 183.9197, 1324.784, 1525.905, 575.9253, 397.7162, 6.523009, 963.5223, 1725.677, 1199.644, 2668.426, 1624.664, 1033.157, 2249.18, 1722.518, 3612.238
335.6, 402.4562, 147.6875, 1101.964, 659.1006, 1205.14, 683.4136, 1170.272, 1450.729, 874.706, 981.7016, 1003.776, 1207.29, 248.9521, 341.1254, 175.4733, 1262.715, 1475.07, 579.1172, 380.9374, 6.256965, 916.999, 1818.774, 1140.258, 2641.696, 1657.972, 1071.795, 2146.695, 1822.323, 3656.833
335.7, 443.1956, 140.8699, 1041.928, 686.5895, 1221.272, 829.0418, 1179.556, 1523.341, 835.5525, 1014.372, 996.3422, 1145.117, 237.6042, 469.0457, 247.3554, 1242.926, 1421.087, 556.1872, 364.8665, 6.001771, 872.7219, 1778.425, 1117.582, 2738.102, 1714.502, 1166.766, 2219.882, 1876.438, 3622.938
335.8, 422.9278, 134.367, 985.1623, 652.658, 1227.054, 850.2877, 1128.663, 1468.076, 846.1906, 1034.671, 977.9882, 1086.146, 226.7735, 446.4812, 289.7115, 1308.973, 1576.643, 537.6022, 433.0604, 5.756986, 830.5828, 1694.255, 1149.859, 2668.82, 1643.754, 1113.806, 2292.73, 1790.103, 3594.335
335.9, 584.2327, 128.1643, 931.4893, 690.9333, 1257.188, 808.2298, 1079.966, 1395.006, 808.3135, 978.7766, 1002.357, 1126.972, 216.4365, 425.0022, 276.4066, 1247.645, 1524.339, 515.0179, 428.0019, 5.522185, 790.4784, 1672.262, 1130.561, 2671.623, 1645.524, 1063.25, 2235.301, 1958.805, 3685.98
336, 557.5151, 122.2479, 1015.143, 665.7974, 1202.768, 768.2522, 1127.16, 1325.573, 804.0052, 970.9824, 1040.857, 1068.935, 206.5706, 404.5565, 263.7128, 1189.19, 1451.383, 493.3823, 510.0525, 5.29696, 827.4518, 1819.023, 1126.681, 2603.624, 1641.969, 1014.988, 2133.449, 1868.681, 3528.463
336.1, 532.0193, 116.6046, 959.8362, 632.8934, 1150.704, 730.252, 1086.651, 1302.295, 891.0217, 918.5284, 1003.543, 1098.435, 197.1545, 385.0944, 347.3854, 1181.237, 1511.962, 513.665, 488.5345, 5.080921, 787.4986, 1732.933, 1070.907, 2494.517, 1574.215, 968.9172, 2116.04, 1782.703, 3571.646
336.2, 507.6895, 111.2219, 907.543, 601.6156, 1184.353, 694.1315, 1061.675, 1357.067, 851.1379, 868.9081, 956.5952, 1068.53, 188.1676, 366.5685, 331.4319, 1187.384, 1439.599, 492.0862, 467.9244, 4.873693, 749.4744, 1719.748, 1093.916, 2506.268, 1570.393, 924.9375, 2214.743, 1805.813, 3529.126
336.3, 484.4724, 106.0876, 858.0988, 651.1729, 1133.086, 659.7975, 1133.14, 1405.821, 813.0393, 920.1997, 911.8441, 1095.552, 179.5904, 348.9339, 316.2111, 1200.087, 1413.426, 471.414, 479.9347, 4.674917, 846.0735, 1706.812, 1039.764, 2583.418, 1505.593, 882.9541, 2215.097, 1722.728, 3595.883
336.4, 462.3169, 101.1903, 811.3483, 618.9916, 1136.927, 829.9968, 1084.25, 1380.945, 776.6461, 870.4891, 979.4106, 1039.134, 171.4041, 332.1476, 333.3169, 1143.86, 1398.567, 494.5583, 459.6873, 4.484249, 805.2211, 1712.916, 1182.172, 2563.295, 1564.753, 978.2632, 2176.708, 1758.697, 3475.676
336.5, 477.225, 96.51916, 875.8589, 588.4009, 1207.352, 788.9425, 1037.469, 1326.435, 741.882, 862.8981, 960.2219, 1023.886, 163.591, 316.1689, 346.7076, 1122.016, 1521.527, 473.7823, 556.9059, 4.301356, 771.192, 1636.915, 1123.65, 2482.659, 1635.803, 993.6221, 2242.441, 1761.944, 3504.843
336.6, 491.39, 92.0636, 828.1409, 571.4563, 1155.089, 749.9189, 992.7059, 1260.415, 708.6739, 816.283, 968.4937, 971.158, 156.1341, 300.9588, 330.7852, 1128.155, 1508.525, 453.879, 533.4113, 4.125923, 820.5563, 1691.008, 1068.026, 2432.17, 1568.303, 948.521, 2208.361, 1944.488, 3436.79
336.7, 533.1225, 87.81372, 914.1903, 721.3513, 1153.713, 804.1774, 1033.286, 1273.773, 676.9523, 772.1862, 923.1859, 972.4144, 149.017, 286.4805, 315.5941, 1161.179, 1436.326, 434.8118, 596.3399, 3.957645, 780.936, 1610.976, 1015.156, 2457.254, 1573.441, 996.4398, 2130.953, 1855.023, 3465.733
336.8, 508.7422, 83.76003, 864.384, 685.7019, 1205.614, 764.4002, 997.5124, 1210.374, 646.6506, 730.4715, 923.8892, 922.3372, 142.2244, 272.6987, 301.1006, 1106.775, 1432.11, 416.5457, 579.7358, 3.796231, 743.2288, 1534.731, 964.9024, 2394.863, 1522.834, 951.2108, 2268.984, 1892.043, 3317.627
336.9, 485.4769, 79.89346, 817.2911, 651.8143, 1153.427, 776.1531, 954.4737, 1237.621, 617.7053, 736.3053, 880.6681, 874.8387, 135.7414, 259.5799, 287.2727, 1101.916, 1420.484, 399.0468, 555.2781, 3.6414, 707.3422, 1566.472, 917.1368, 2351.344, 1622.358, 908.0349, 2165.597, 1804.99, 3248.365
337, 530.33, 76.20538, 855.5197, 619.6014, 1103.498, 737.7621, 913.2919, 1176.021, 590.0557, 696.5289, 877.8922, 936.9166, 129.5539, 247.0922, 305.7108, 1050.289, 1366.328, 382.2831, 531.8522, 3.492883, 734.7264, 1570.391, 871.7358, 2352.982, 1555.413, 866.8187, 2104.428, 1843.939, 3244.513
337.1, 565.934, 72.68756, 845.048, 588.9805, 1055.731, 701.27, 1009.517, 1117.487, 563.6437, 658.9014, 836.8229, 948.807, 123.6484, 235.2052, 291.6711, 1001.081, 1455.459, 366.2237, 524.6097, 3.350425, 830.757, 1552.772, 828.5822, 2401.056, 1491.23, 890.2064, 2060.648, 1817.165, 3365.857
337.2, 540.0533, 69.33213, 799.0087, 569.7427, 1106.211, 666.583, 965.9606, 1061.867, 538.4139, 726.9132, 819.459, 899.9454, 118.0122, 223.8901, 346.2401, 1072.085, 1385.8, 350.8388, 533.1645, 3.213776, 829.8186, 1479.282, 787.5649, 2377.869, 1440.696, 940.1357, 2263.542, 1798.135, 3222.02
337.3, 515.3561, 66.13159, 755.4775, 541.5859, 1087.913, 674.074, 924.2832, 1095.021, 617.2033, 687.6442, 846.4252, 853.6002, 185.6834, 213.1194, 330.3392, 1021.856, 1319.474, 336.1003, 623.8753, 3.0827, 789.751, 1586.143, 748.5781, 2278.222, 1424.965, 897.4624, 2170.811, 1869.535, 3215.483
337.4, 585.6717, 63.0788, 787.0772, 514.8205, 1040.82, 640.7322, 920.0014, 1040.519, 589.5761, 650.4966, 806.8281, 880.6525, 177.2194, 202.8668, 315.1686, 973.9797, 1256.323, 321.981, 597.5554, 2.956971, 751.6182, 1567.312, 711.5212, 2210.394, 1453.693, 893.7131, 2071.898, 1821.761, 3111.433
337.5, 558.8883, 60.16693, 762.332, 530.853, 1094.202, 668.2285, 967.0751, 1025.424, 563.1855, 615.3558, 770.8376, 835.3007, 187.9303, 193.1074, 300.6946, 928.3469, 1322.774, 308.4547, 572.3459, 2.83637, 829.5512, 1515.387, 809.3291, 2266.963, 1537.743, 874.8535, 2023.623, 1789.84, 3096.109
337.6, 561.3307, 57.38948, 720.7991, 504.6181, 1046.838, 635.1758, 925.3496, 974.3856, 562.1331, 582.1133, 791.7862, 792.2845, 179.3639, 295.7148, 286.8854, 982.2281, 1299.203, 330.1519, 548.1999, 2.720687, 789.4966, 1539.78, 769.2648, 2336.917, 1485.223, 893.7542, 2074.23, 1840.668, 3027.365
337.7, 535.6605, 54.74024, 724.5306, 479.6797, 1029.831, 603.7581, 967.0237, 1042.406, 536.9709, 580.4704, 754.7451, 751.4835, 171.188, 461.9053, 273.7103, 993.9497, 1273.392, 316.2824, 544.04, 2.609722, 751.376, 1466.906, 731.1839, 2274.731, 1423.937, 853.1862, 2180.869, 1898.979, 3004.896
337.8, 554.281, 52.21329, 685.0571, 506.012, 985.2525, 573.8943, 925.3005, 990.5228, 642.8111, 549.1125, 842.1111, 712.7837, 163.3847, 505.3433, 261.1403, 1019.172, 1301.05, 332.7545, 574.0956, 2.503283, 715.096, 1397.48, 819.712, 2331.404, 1432.654, 814.4597, 2303.108, 1811.607, 3025.875
337.9, 528.9332, 49.803, 824.2126, 630.7952, 1063.575, 669.1703, 1066.377, 941.2218, 614.0377, 651.4056, 802.7158, 676.0768, 155.9372, 481.0326, 249.1476, 1034.005, 1413.492, 420.579, 558.4445, 2.401186, 820.7659, 1498.159, 779.1337, 2250.95, 1497.773, 777.4909, 2248.618, 1903.119, 3077.746
338, 542.8019, 47.50397, 831.3896, 665.5798, 1228.321, 700.4693, 1020.367, 1001.166, 586.5522, 682.7274, 793.1033, 737.0847, 148.8291, 483.7229, 237.7056, 1056.955, 1637.793, 413.0921, 534.8849, 2.303252, 801.6998, 1548.846, 824.9916, 2156.622, 1570.868, 848.63, 2146.159, 1815.556, 3065.855
338.1, 624.2478, 45.31108, 855.5961, 725.3566, 1210.223, 707.8522, 976.342, 951.3351, 560.297, 745.2297, 789.1158, 801.3986, 142.045, 536.1611, 226.7891, 1007.435, 1559.407, 395.7383, 512.3193, 2.209313, 762.99, 1475.542, 784.152, 2236.786, 1506.047, 810.1102, 2291.687, 1797.082, 2934.839
338.2, 622.8558, 43.21941, 808.982, 689.5092, 1157.836, 672.8396, 934.2168, 931.0396, 535.217, 704.9713, 752.1997, 880.3076, 135.5702, 568.9631, 216.3739, 1024.348, 1484.772, 407.8857, 490.7057, 2.119205, 802.5436, 1530.277, 874.105, 2231.146, 1531.812, 883.6558, 2234.986, 1904.342, 3202.513
338.3, 594.3719, 41.22429, 764.9075, 711.2289, 1151.49, 717.6965, 971.7654, 1000.363, 549.1035, 666.8876, 717.0106, 834.9736, 129.3905, 541.5919, 206.4371, 976.3551, 1559.11, 406.3551, 486.9073, 2.032772, 763.793, 1457.852, 830.8341, 2248.784, 1546.304, 843.5462, 2183.734, 1816.723, 3156.901
338.4, 567.1906, 39.32128, 723.2343, 676.0798, 1117.305, 710.6932, 929.8376, 950.5723, 524.5246, 698.7515, 782.579, 791.9742, 123.4925, 545.8909, 196.9566, 930.611, 1484.49, 389.2844, 466.3658, 1.949865, 877.7054, 1388.855, 789.7053, 2235.488, 1482.497, 805.2572, 2204.724, 1888.577, 3060.415
338.5, 541.2524, 37.50611, 683.8315, 642.6677, 1068.941, 675.5401, 889.7188, 930.1777, 729.7479, 705.4039, 756.1644, 751.1892, 117.8633, 519.6296, 187.9114, 1075.331, 1413.441, 372.9308, 446.6908, 1.870338, 835.3256, 1424.418, 750.6125, 2155.94, 1604.854, 885.1054, 2330.747, 1801.683, 2929.63
338.6, 516.5003, 35.77474, 727.4178, 610.9068, 1067.631, 642.1257, 851.331, 919.0971, 697.083, 702.2992, 720.7898, 712.5046, 112.4908, 494.6316, 179.2817, 1024.95, 1369.889, 357.2643, 427.8459, 1.794056, 794.9922, 1402.959, 1123.042, 2119.164, 1538.632, 844.93, 2241.293, 1992.816, 2923.209
338.7, 492.8802, 34.12329, 697.3018, 642.0789, 1130.254, 717.1614, 814.5994, 921.3976, 665.8802, 664.3599, 769.0131, 675.8121, 107.3631, 470.8362, 171.0483, 1005.278, 1400.642, 384.331, 448.6294, 1.720884, 756.6062, 1377.539, 1067.448, 2139.442, 1514.763, 806.5782, 2324.291, 1901.127, 2886.037
338.8, 579.9336, 150.3456, 703.7829, 610.3472, 1081.329, 681.6883, 911.96, 875.5372, 636.0742, 670.0919, 733.0374, 641.0092, 102.4692, 448.1855, 163.193, 994.9346, 1386.567, 368.1855, 429.7028, 1.650697, 720.0737, 1382.035, 1014.606, 2152.638, 1452.258, 769.9672, 2218.384, 1813.656, 3057.197
338.9, 553.4126, 143.4053, 685.0514, 693.0148, 1107.38, 647.9698, 872.6126, 831.9594, 607.6023, 744.2146, 698.7446, 682.7413, 136.2894, 426.6245, 155.6984, 968.345, 1489.61, 352.7182, 452.5983, 1.583373, 777.4656, 1455.134, 964.3799, 2169.439, 1400.354, 735.0179, 2182.493, 1852.881, 3064.347
339, 532.1068, 265.933, 727.8244, 685.7703, 1087.079, 615.9192, 862.4092, 1042.71, 580.4048, 704.011, 694.2228, 807.3025, 190.7174, 489.9512, 148.548, 940.6242, 1542.708, 424.1935, 542.643, 1.518794, 739.926, 1386.265, 916.6401, 2208.311, 1440.093, 912.9602, 2285.252, 1767.63, 3057.391
339.1, 589.474, 253.6569, 703.2083, 684.3591, 1194.755, 762.0532, 825.1997, 990.8112, 554.4248, 784.3983, 796.3715, 765.7281, 230.8888, 466.381, 141.7261, 945.3422, 1604.947, 433.2039, 606.9177, 1.456849, 704.1989, 1526.608, 871.2637, 2236.372, 1380.669, 934.5927, 2296.38, 1746.429, 3117.426
339.2, 572.0212, 241.9475, 693.1448, 650.5378, 1143.038, 724.3597, 888.0611, 990.3925, 529.6077, 742.0239, 759.116, 772.595, 220.3642, 489.4354, 212.2782, 1004.21, 1596.264, 458.4763, 606.9456, 1.397431, 758.578, 1454.357, 828.1335, 2287.403, 1361.422, 985.0659, 2368.97, 1738.005, 3180.027
339.3, 545.8621, 230.7786, 655.3813, 642.6434, 1167.243, 831.5479, 849.7448, 941.098, 505.9015, 701.9386, 839.6786, 732.808, 210.3193, 514.4195, 202.5295, 1008.016, 1519.865, 439.216, 581.3399, 1.340436, 721.9503, 1476.283, 787.1384, 2230.462, 1305.244, 940.3532, 2276.284, 1718.142, 3097.678
339.4, 520.8993, 220.1253, 683.0077, 639.7949, 1218.697, 790.4169, 813.0817, 894.257, 483.2564, 706.0941, 800.397, 767.0204, 200.7324, 489.6721, 193.2284, 1002.437, 1447.123, 420.7649, 556.8145, 1.285766, 798.9699, 1445.586, 748.1726, 2201.323, 1251.385, 897.67, 2172.564, 1796.067, 3251.094
339.5, 497.078, 209.9638, 645.7965, 608.176, 1216.433, 818.1368, 850.5676, 849.7474, 461.6249, 888.3275, 762.9531, 727.5205, 224.3782, 466.1153, 184.3545, 955.4706, 1448.039, 403.0888, 533.3237, 1.233325, 785.5777, 1497.608, 711.1358, 2274.636, 1343.451, 925.5939, 2483.561, 1713.43, 3112.162
339.6, 553.5221, 200.2713, 610.6126, 578.1197, 1163.777, 777.6692, 885.7406, 913.9021, 440.9617, 840.3387, 727.2609, 690.0547, 214.1504, 443.6918, 228.1389, 942.3406, 1378.734, 420.8048, 580.2781, 1.183023, 747.6463, 1464.998, 675.9324, 2179.315, 1288.015, 921.7167, 2370.396, 1765.351, 3206.411
339.7, 528.2089, 191.0263, 577.3456, 549.5488, 1113.401, 739.2032, 847.5244, 876.8818, 421.2234, 794.9423, 693.2385, 748.6884, 214.2504, 491.5393, 217.6618, 982.4352, 1376.696, 403.1271, 555.7974, 1.134773, 729.6316, 1395.662, 642.4717, 2155.196, 1394.586, 879.8795, 2262.389, 1776.366, 3099.78
339.8, 504.0534, 182.2081, 545.891, 592.3462, 1137.084, 828.6917, 823.0267, 971.9246, 402.3687, 751.9983, 660.8076, 710.1325, 204.4843, 467.8926, 220.4838, 936.4062, 1328.676, 386.192, 532.3496, 1.088491, 736.1113, 1414.106, 610.6674, 2136.552, 1369.761, 839.9412, 2306.98, 1854.886, 3163.375
339.9, 532.9945, 173.7969, 516.1501, 588.5121, 1187.698, 857.9333, 867.9543, 923.5493, 384.3579, 833.3116, 674.8984, 673.5622, 195.1633, 578.9656, 210.3582, 921.3275, 1409.629, 369.9683, 517.2459, 1.044096, 700.5684, 1347.18, 580.4376, 2156.45, 1336.681, 801.8159, 2393.346, 1859.434, 3028.191
340, 535.7864, 203.6147, 598.4523, 559.4276, 1245.503, 887.1665, 862.1799, 877.5818, 367.1533, 788.2949, 643.3255, 817.2589, 186.2672, 582.2521, 220.5583, 878.1616, 1423.344, 354.4262, 495.4245, 1.001512, 666.7416, 1417.053, 551.7042, 2074.271, 1281.524, 891.5281, 2284.292, 1773.882, 2898.784
340.1, 511.2843, 211.3281, 565.8478, 596.8621, 1191.589, 843.2844, 824.9802, 872.3271, 350.7188, 745.71, 693.6775, 775.1718, 177.7766, 554.2415, 210.4292, 871.4319, 1355.222, 339.537, 566.5702, 0.960665, 694.5492, 1349.987, 524.3931, 2076.017, 1286.092, 906.3021, 2260.307, 1899.142, 2858.783
340.2, 585.3338, 201.5726, 535.0196, 644.5755, 1140.009, 801.5729, 789.3856, 908.0181, 335.02, 805.8458, 661.2261, 735.2521, 169.673, 545.3453, 200.7654, 963.7163, 1290.359, 325.2732, 542.6678, 0.9214838, 661.0131, 1286.095, 498.4341, 2121.252, 1233.023, 943.2501, 2231.696, 1878.975, 2969.447
340.3, 618.1298, 224.9373, 505.871, 612.7203, 1181.338, 761.9246, 874.2094, 862.8235, 320.0238, 762.3127, 630.2929, 697.3882, 161.9388, 519.1102, 253.0347, 918.5643, 1276.251, 311.6087, 519.7739, 0.8839006, 685.6727, 1330.106, 473.7601, 2032.359, 1332.965, 900.4355, 2391.325, 1792.523, 2954.232
340.4, 589.8621, 214.5537, 518.634, 664.6447, 1200.63, 753.5176, 836.4908, 819.8785, 305.699, 735.4474, 612.2923, 723.5002, 154.5571, 494.1372, 241.4142, 962.3141, 1311.894, 298.5182, 497.8458, 0.8478503, 652.5652, 1397.633, 450.3075, 1974.232, 1349.703, 859.5642, 2318.889, 1791.016, 2910.676
340.5, 562.887, 204.6494, 490.3781, 631.7977, 1157.833, 744.3228, 814.7097, 877.5057, 292.0153, 887.5171, 590.0001, 686.2415, 147.512, 470.3656, 230.3274, 917.2278, 1249.106, 285.9777, 476.8428, 0.8132703, 698.2347, 1331.486, 428.0159, 2059.074, 1310.2, 820.5481, 2318.331, 1732.588, 2888.319
340.6, 634.5947, 195.2023, 570.9375, 600.574, 1107.714, 707.5063, 900.3913, 833.8299, 278.9442, 839.5721, 562.3989, 682.3094, 140.7879, 484.3625, 314.1276, 961.6107, 1241.206, 310.4458, 456.7259, 0.7801007, 722.4342, 1276.855, 406.8279, 2015.535, 1256.136, 813.7928, 2305.06, 1679.405, 2858.503
340.7, 605.574, 186.1913, 581.6218, 570.8934, 1184.594, 735.1903, 890.0285, 883.6699, 266.4581, 870.8169, 536.089, 769.4973, 134.3704, 461.0612, 299.7015, 955.7122, 1314.576, 297.4042, 437.4577, 0.7482839, 687.5517, 1257.942, 386.6886, 2015.51, 1298.706, 940.7388, 2400.838, 1761.072, 2851.754
340.8, 577.8805, 304.3711, 603.0399, 684.0236, 1213.569, 834.5906, 890.8945, 839.6873, 254.5309, 900.3802, 517.3991, 837.9448, 199.8719, 451.8175, 285.9378, 986.2266, 1251.659, 371.5371, 503.5927, 0.7177648, 654.3535, 1374.294, 367.5464, 2024.972, 1292.351, 1041.007, 2401.844, 1790.677, 2783.166
340.9, 551.4534, 290.3206, 570.1855, 714.486, 1161.038, 905.2463, 852.4559, 871.4326, 243.1376, 940.1694, 657.1109, 862.9393, 190.7611, 430.0818, 272.8063, 940.02, 1342.838, 355.9291, 482.3472, 0.6884904, 650.9708, 1309.252, 349.3517, 2068.678, 1355.355, 993.7553, 2415.585, 1747.461, 2998.122
341, 526.2349, 276.9187, 539.121, 679.1758, 1144.272, 860.47, 870.178, 828.0591, 232.2543, 889.3801, 626.3702, 843.9545, 182.0657, 427.9486, 260.2778, 923.4753, 1278.569, 340.9767, 461.998, 0.66041, 658.8082, 1294.564, 332.0577, 2035.05, 1373.99, 948.6482, 2338.903, 1772.355, 2870
341.1, 502.1696, 264.1355, 603.6008, 645.6107, 1252.664, 817.9084, 832.6333, 786.8444, 221.8582, 926.8263, 597.0676, 800.4927, 173.7666, 407.3611, 248.3247, 988.2922, 1217.375, 343.9128, 459.2563, 0.6334748, 727.5653, 1343.735, 315.6198, 1985.127, 1402.829, 905.5886, 2372.187, 1777.266, 2747.353
341.2, 520.0623, 251.9423, 570.7158, 650.0985, 1198.44, 777.4521, 796.7085, 747.681, 211.9274, 876.7577, 569.1357, 914.6584, 165.8458, 387.7641, 236.9205, 941.9888, 1351.693, 329.4653, 439.8813, 0.6076382, 692.4351, 1371.997, 299.9957, 1960.191, 1344.943, 893.2977, 2325.585, 1783.202, 2895.454
341.3, 606.5897, 240.3121, 539.6224, 617.9704, 1146.563, 845.5848, 850.3829, 710.4669, 202.4411, 883.5895, 564.3693, 867.5554, 158.2861, 418.5092, 226.04, 897.8548, 1287, 315.6246, 525.4288, 0.5828554, 680.4066, 1307.063, 285.145, 1878.047, 1289.445, 922.2306, 2230.117, 1844.482, 2771.719
341.4, 578.8497, 229.2187, 538.0331, 598.7108, 1163.336, 803.7595, 813.6923, 721.7192, 193.3795, 835.8566, 537.9672, 822.8782, 151.0709, 398.3758, 215.6593, 855.7886, 1268.721, 302.3654, 503.2621, 0.5590833, 647.5533, 1323.992, 271.0294, 1965.467, 1236.237, 915.2126, 2128.501, 1759.617, 2955.517
341.5, 578.4884, 218.6374, 508.7203, 569.1223, 1181.893, 764.003, 823.4579, 810.7744, 184.7234, 858.3195, 512.8002, 780.5017, 144.1846, 379.211, 205.7552, 921.6826, 1207.999, 289.6633, 482.0306, 0.5362809, 651.0633, 1367.792, 257.6127, 1991.259, 1395.378, 923.459, 2196.172, 1822.444, 2829.216
341.6, 576.1321, 208.5446, 564.6525, 592.7559, 1215.655, 841.3875, 888.1125, 894.9129, 176.4549, 828.5811, 620.6966, 832.0789, 137.6123, 457.7401, 196.306, 878.5, 1190.568, 280.8232, 484.8649, 0.5144084, 619.6269, 1303.057, 244.8601, 1982.066, 1435.284, 914.0243, 2198.93, 1777.825, 2844.294
341.7, 549.785, 198.9176, 533.8895, 659.3104, 1223.073, 799.7698, 849.794, 899.1221, 168.5564, 846.9594, 591.6594, 789.2286, 131.3395, 435.7194, 187.2908, 837.3406, 1257.714, 269.026, 464.4095, 43.56207, 589.7084, 1255.191, 232.7388, 1976.431, 1752.536, 872.5363, 2280.426, 1892.617, 2884.59
341.8, 643.4243, 189.7351, 504.8024, 626.7271, 1200.836, 831.2874, 813.1288, 874.4302, 161.0115, 801.2053, 563.9805, 776.2419, 125.3527, 414.7581, 178.6895, 835.9724, 1197.519, 319.1784, 646.3862, 41.78537, 561.2345, 1386.126, 221.2175, 2016.539, 2025.186, 871.3469, 2324.576, 1900.016, 2960.162
341.9, 613.9998, 180.9765, 691.7999, 634.0335, 1254.557, 889.41, 778.0455, 830.9075, 153.8043, 757.923, 621.5383, 736.2672, 119.6387, 394.8052, 170.4833, 829.0157, 1241.121, 345.5085, 619.1166, 40.08113, 670.007, 1369.769, 210.2665, 2013.385, 2021.836, 831.796, 2326.389, 1812.596, 2911.478
342, 601.009, 172.6222, 654.1096, 619.0269, 1222.33, 845.417, 744.476, 815.4398, 146.9198, 885.1207, 592.4617, 758.3216, 114.1852, 375.8122, 162.654, 891.9122, 1263.752, 330.994, 646.9464, 38.44641, 637.6559, 1394.466, 199.8577, 1929.012, 2054.415, 858.6385, 2346.29, 1915.136, 2937.091
342.1, 573.5242, 164.6535, 648.8727, 619.9085, 1169.42, 873.2745, 735.0948, 774.8531, 140.3434, 837.3051, 585.4005, 719.2697, 108.9803, 357.7329, 155.1842, 864.491, 1238.55, 317.0891, 619.6531, 36.87835, 689.7957, 1328.469, 189.9642, 1877.373, 2014.841, 819.6644, 2368.385, 1873.207, 2898.899
342.2, 547.2963, 157.0527, 613.5212, 637.7057, 1299.645, 830.0796, 819.3605, 775.8127, 134.0613, 801.4583, 558.0145, 703.0134, 104.0127, 340.5233, 148.0574, 844.2679, 1222.898, 303.7684, 593.5114, 35.37425, 664.7988, 1265.595, 180.5603, 1918.759, 1942.384, 886.7813, 2349.286, 1787.021, 2830.123
342.3, 522.2679, 149.8028, 580.0958, 606.1901, 1348.462, 957.3876, 784.0084, 776.3094, 128.0605, 792.172, 679.2332, 794.8676, 99.27149, 324.1417, 141.2579, 902.985, 1164.369, 315.5935, 568.4725, 33.9315, 689.5543, 1354.472, 171.6221, 1838.351, 1862.233, 894.6066, 2362.753, 1763.663, 2881.303
342.4, 631.9155, 142.8875, 548.4913, 582.209, 1290.092, 910.0322, 818.2339, 767.5038, 122.3283, 818.601, 647.4575, 768.5966, 94.74641, 308.5481, 134.7708, 860.6785, 1189.328, 302.3356, 544.4899, 32.54758, 656.2594, 1375.402, 163.1263, 1761.314, 1911.041, 904.7447, 2291.442, 1720.562, 2895.606
342.5, 603.0173, 136.2915, 621.6761, 553.4361, 1234.247, 960.944, 782.9304, 729.303, 116.8526, 774.3789, 617.1684, 729.0155, 90.42759, 293.7047, 128.5815, 820.354, 1250.427, 289.6347, 580.6374, 31.22012, 624.5721, 1410.373, 155.051, 1948.527, 1857.133, 1022.335, 2246.454, 1802.888, 2939.079
