 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C017, C018, C022, C023, C025, C026, C027, C029, C030, C031, C032, C035, C037, C038, C039, C040, C045, C047, C048, C052, C053, C054, C056, C057, C058, C061, C063, C065, C066, C078, C081, C092, C098
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
247.9, 47.96482, 544.8337, 1.281335, 0.0416065, 125.4433, 1280.903, 1499.579, 2360.451, 404.0417, 332.2065, 751.72, 308.8719, 768.4138, 19.042, 665.7882, 0.2351968, 1260.066, 1311.007, 130.452, 2450.623, 3992.675, 950.2576, 69.35716, 3544.724, 1661.14, 2674.307, 2302.261, 575.2466, 931.2643, 92.86541, 1910.604, 2786.418, 338.1212, 865.788, 58.42788, 3.270091, 1138.495, 104.303, 6236.62, 1110.499, 2072.028, 651.3521, 1295.581, 1289.221, 1551.296, 4717.222, 2683.294, 0.2835647, 347.3597
248, 45.46595, 596.9266, 1.219692, 0.03962367, 119.3902, 1212.014, 1513.898, 2426.238, 381.4628, 317.5076, 789.4342, 294.8573, 734.1297, 18.09755, 691.9418, 0.2242234, 1268.009, 1255.243, 124.4909, 2424.994, 3898.909, 902.5516, 65.97948, 3496.176, 1659.037, 2738.694, 2389.001, 600.2137, 892.4218, 88.21544, 1936.399, 2699.252, 323.293, 884.9982, 55.8485, 3.120892, 1153.375, 99.86417, 6086.562, 1060.819, 1984.769, 622.1617, 1251.41, 1227.969, 1607.077, 4652.936, 2778.114, 0.2708535, 455.1028
248.1, 43.09726, 628.7979, 1.161015, 0.03773533, 113.6292, 1201.46, 1481.552, 2497.539, 360.1456, 303.459, 755.044, 281.4786, 701.3752, 17.19994, 661.1871, 0.213762, 1254.678, 1201.851, 118.8022, 2458.26, 3809.173, 857.2407, 62.76628, 3481.381, 1645.657, 2703.596, 2309.953, 574.6456, 939.9383, 83.7983, 1940.24, 2649.206, 364.4516, 839.0965, 53.383, 2.9785, 1119.797, 95.61428, 6215.719, 1066.881, 1956.213, 656.5474, 1265.88, 1221.194, 1536.767, 4563.183, 2730.981, 0.2587121, 483.4468
248.2, 40.85198, 669.4257, 1.10516, 0.03593698, 108.1461, 1220.514, 1481.825, 2515.349, 340.0197, 593.8123, 792.2067, 268.7069, 670.0822, 16.34686, 642.2846, 0.2037887, 1228.18, 1150.73, 113.3735, 2494.855, 3860.127, 814.2044, 59.70957, 3434.109, 1749.462, 2796.44, 2362.179, 550.1667, 946.9916, 79.60234, 1859, 2525.134, 348.4687, 795.5756, 51.02633, 2.842604, 1206.19, 91.54525, 6176.55, 1019.152, 1969.234, 689.1035, 1324.663, 1360.784, 1532.341, 4675.677, 2616.342, 0.247115, 463.2341
248.3, 38.72367, 648.7542, 1.051993, 0.03422434, 102.9276, 1154.873, 1514.684, 2418.98, 348.1736, 567.5383, 757.6957, 256.5147, 640.1854, 15.53609, 613.7371, 0.1942807, 1233.709, 1191.699, 108.1928, 2416.752, 3961.634, 773.3287, 56.80172, 3474.356, 1780.4, 2932.578, 2298.484, 605.7253, 1044.873, 75.61648, 1866.246, 2501.885, 366.2562, 825.6387, 48.77371, 2.712909, 1217.056, 87.64938, 6081.183, 1080.924, 1905.873, 658.2213, 1486.359, 1426.464, 1482.515, 4660.361, 2759.785, 0.2360377, 466.7058
248.4, 36.70625, 642.1658, 1.001383, 0.03259331, 97.96098, 1140.559, 1440.505, 2521.313, 328.7168, 542.4268, 788.8699, 244.8758, 611.6224, 14.76552, 738.5068, 0.1852163, 1219.63, 1160.014, 103.2488, 2441.434, 3867.884, 794.3238, 54.03548, 3443.273, 1866.964, 2866.139, 2233.12, 579.9224, 1001.292, 71.8302, 1860.63, 2459.984, 350.1942, 816.5336, 46.62053, 2.589131, 1196.293, 83.91931, 6089.444, 1062.276, 1881.999, 628.723, 1415.566, 1461.226, 1519.823, 4657.274, 2731.197, 0.225457, 519.373
248.5, 34.79393, 631.7144, 0.9532083, 0.03104002, 93.23398, 1079.218, 1429.681, 2404.719, 310.3472, 518.4265, 754.5042, 233.7649, 584.3338, 14.03318, 705.6824, 0.1765748, 1335.533, 1110.672, 98.53082, 2387.86, 3871.129, 918.0613, 51.40395, 3302.794, 1821.248, 2801.855, 2141.386, 555.2187, 1026.924, 68.23351, 1948.174, 2362.326, 334.8365, 888.0123, 44.5624, 2.471001, 1189.116, 80.34798, 5998.616, 1014.753, 1842.732, 692.5194, 1348.145, 1540.605, 1582.298, 4579.647, 2681.894, 0.2153506, 617.1692
248.6, 32.98123, 721.3979, 0.907351, 0.02956075, 88.73508, 1021.176, 1494.242, 2293.515, 324.0938, 495.488, 721.6356, 223.1582, 558.2628, 13.33716, 674.3171, 0.1683365, 1279.989, 1063.43, 94.02839, 2281.562, 3790.551, 912.3057, 48.90059, 3242.263, 1746.515, 2878.443, 2178.056, 538.1652, 1016.864, 64.81691, 1958.174, 2350.8, 371.5265, 864.5723, 42.59514, 2.358261, 1138.043, 76.92864, 6031.724, 969.3563, 1808.325, 661.4841, 1283.936, 1542.377, 1574.669, 4473.794, 2623.189, 0.2056972, 817.2791
248.7, 31.26297, 690.0253, 0.8636997, 0.02815198, 84.45326, 987.2282, 1496.054, 2318.489, 305.9826, 473.5645, 690.1989, 213.0327, 533.3549, 12.67566, 644.3458, 0.1604825, 1226.754, 1065.005, 89.7317, 2322.776, 3862.262, 889.2927, 46.51913, 3229.789, 1674.848, 2800.571, 2128.393, 606.5038, 974.4506, 61.57139, 1904.948, 2316.542, 355.2333, 872.8809, 40.71472, 2.250664, 1118.215, 73.65482, 5925.917, 955.5725, 1843.971, 631.8396, 1222.784, 1529.352, 1505.778, 4422.883, 2601.495, 0.1964765, 783.1089
248.8, 29.63423, 660.0171, 0.8221485, 0.02681034, 80.37807, 992.8301, 1474.123, 2211.273, 288.8835, 452.611, 660.1317, 203.3667, 509.5584, 12.04697, 652.0945, 0.152995, 1175.733, 1090.263, 85.63135, 2334.028, 3841.349, 932.5325, 44.25365, 3235.033, 1606.122, 2685.46, 2146.711, 633.2061, 1026.41, 58.48838, 1870.164, 2368.711, 339.6547, 918.5787, 38.91732, 2.147976, 1070.186, 70.52031, 5868.375, 936.1115, 1766.316, 657.0527, 1164.545, 1476.107, 1439.9, 4445.628, 2547.201, 0.1876692, 750.3674
248.9, 28.09035, 695.51, 0.7825962, 0.02553265, 76.49951, 1038.172, 1401.931, 2298.325, 272.7399, 432.5846, 673.7674, 194.1392, 486.8236, 11.44946, 706.8038, 0.1458569, 1160.78, 1043.889, 81.71837, 2268.513, 3682.24, 885.7164, 42.09851, 3181.34, 1690.112, 2647.162, 2058.527, 606.2326, 983.5989, 55.55974, 1837.916, 2257.775, 324.7592, 870.9353, 37.19926, 2.049974, 1146.919, 347.9684, 5851.248, 903.8203, 1752.209, 673.0692, 1335.582, 1416.788, 1531.112, 4584.092, 2779.086, 0.1792567, 718.9948
249, 26.6269, 665.2632, 0.7449468, 0.02431584, 72.80811, 982.3378, 1519.404, 2192.042, 288.8483, 413.4443, 683.7011, 185.3304, 465.1031, 10.88159, 681.2729, 0.1390518, 1112.503, 999.4865, 77.98419, 2259.265, 3756.741, 913.49, 40.04831, 3134.864, 1620.76, 2582.119, 2117.953, 619.28, 1246.722, 52.77774, 1770.089, 2266.455, 310.517, 825.763, 35.55705, 1.956443, 1097.658, 333.16, 5865.166, 906.3268, 1708.518, 756.6302, 1271.971, 1505.493, 1535.772, 4434.343, 2881.747, 0.1712212, 688.9339
249.1, 25.23969, 636.3318, 0.7091086, 0.02315703, 69.29484, 1013.289, 1455.658, 2158.514, 286.2201, 395.1509, 653.9169, 176.9213, 444.3517, 10.34189, 673.0688, 202.9292, 1066.234, 1014.382, 74.42065, 2158.691, 3748.425, 983.3088, 38.09797, 3126.145, 1554.253, 2584.092, 2136.745, 609.1529, 1194.722, 50.13505, 1742.143, 2290.986, 296.8994, 782.9337, 33.98734, 1.867179, 1050.512, 372.5696, 5848.415, 865.7808, 1809.547, 722.7217, 1211.389, 1481.411, 1468.582, 4323.297, 2872.805, 0.163546, 660.1298
249.2, 23.92475, 608.6586, 0.6749945, 0.02205344, 65.9511, 984.3176, 1441.747, 2274.282, 270.2254, 377.667, 625.4302, 254.0616, 424.5262, 9.828947, 748.3408, 193.4613, 1067.963, 971.2354, 71.01995, 2256.592, 3682.95, 950.0474, 36.2426, 3044.474, 1588.707, 2580.057, 2057.176, 635.3823, 1144.89, 47.62468, 1669.197, 2268.431, 283.879, 742.3257, 32.48692, 1.781989, 1005.392, 356.7143, 5774.696, 827.0486, 1781.022, 690.3329, 1229.591, 1411.027, 1514.895, 4343.656, 2815.321, 0.1562148, 632.53
249.3, 22.67832, 582.1889, 0.6425216, 0.02100244, 62.7687, 986.7515, 1371.141, 2222.797, 255.1245, 360.9566, 598.1845, 277.7437, 405.5853, 9.34145, 790.2449, 226.8982, 1100.863, 977.2493, 163.3636, 2199.37, 3668.783, 902.3519, 34.47758, 3013.369, 1566.819, 2601.46, 2169.374, 608.3161, 1097.137, 45.24001, 1664.338, 2179.021, 271.4296, 797.1951, 31.05275, 1.700684, 1070.108, 368.5168, 5810.36, 795.7057, 1840.353, 659.3955, 1231.491, 1343.987, 1448.618, 4331.286, 2875.34, 0.1492123, 606.0842
249.4, 21.49682, 556.8703, 0.6116109, 0.02000153, 59.73986, 933.6824, 1303.991, 2120.007, 240.8675, 344.9856, 627.4072, 265.1415, 387.4894, 8.878131, 770.5425, 340.0763, 1055.078, 946.5978, 155.8986, 2178.41, 3654.863, 912.724, 32.79853, 2928.747, 1502.526, 2586.759, 2080.26, 582.4029, 1051.376, 42.97475, 1697.583, 2174.709, 259.5262, 816.2972, 29.68188, 1.62309, 1024.146, 399.6491, 5789.111, 772.2366, 1802.737, 629.8446, 1172.837, 1370.802, 1385.241, 4327.938, 2754.641, 0.1425236, 580.744
249.5, 20.37688, 532.6528, 0.5821874, 0.01904832, 56.85718, 883.4675, 1314.861, 2156.435, 227.4072, 329.7213, 600.0754, 253.1111, 370.2009, 8.437792, 816.1054, 324.2097, 1025.615, 964.653, 148.7747, 2130.73, 3649.737, 866.9023, 31.20124, 3018.345, 1515.391, 2625.875, 2123.661, 557.5935, 1028.613, 40.82291, 1626.503, 2181.835, 248.1447, 797.447, 28.37154, 1.549036, 980.1581, 382.6414, 5739.743, 737.6894, 1803.086, 756.8292, 1294.931, 1316.342, 1423.176, 4433.229, 2816.326, 0.1361348, 556.4633
249.6, 19.31528, 509.4884, 0.5541793, 0.01814054, 54.1136, 835.9531, 1404.801, 2103.187, 259.3026, 315.1323, 573.9342, 333.2978, 353.6837, 8.019293, 779.8321, 309.0833, 982.9597, 1117.353, 141.9763, 2057.777, 3708.446, 864.0332, 29.68175, 3017.029, 1453.208, 2610.679, 2138.02, 594.4302, 1010.677, 38.77882, 1558.399, 2209.148, 314.0986, 781.3899, 27.11904, 1.47836, 938.0595, 472.4193, 5786.938, 781.5575, 1772.575, 741.3155, 1281.259, 1303.853, 1379.434, 4342.265, 2790.967, 0.1300324, 533.1977
249.7, 18.30899, 487.3315, 0.5275186, 0.01727602, 51.50241, 889.6078, 1336.003, 2192.983, 296.0625, 301.1888, 548.9318, 318.1749, 337.9035, 7.621551, 745.171, 294.6626, 942.0783, 1083.773, 135.4886, 2138.062, 3592.514, 820.6559, 28.23625, 3001.254, 1393.577, 2560.579, 2050.193, 692.1097, 968.5225, 36.83709, 1610.472, 2105.685, 300.3239, 872.1028, 25.92183, 1.410909, 897.769, 452.3147, 5708.026, 746.5933, 1723.318, 772.1129, 1220.235, 1241.906, 1351.084, 4445.086, 2774.365, 0.1242035, 510.9049
249.8, 17.35513, 505.276, 0.5021405, 0.0164527, 49.01722, 931.1767, 1270.575, 2209.93, 333.4036, 441.4473, 603.8914, 368.5276, 322.8274, 7.243536, 720.582, 280.9148, 902.8972, 1037.675, 129.2974, 2128.883, 3579.347, 779.4564, 26.86114, 2922.328, 1378.256, 2552.3, 2162.211, 662.627, 1006.749, 34.99257, 1549.689, 2007.067, 367.6607, 826.8699, 24.77748, 1.346536, 937.0463, 433.0656, 5696.038, 781.6761, 1650.744, 846.5323, 1254.48, 1227.851, 1304.729, 4412.214, 2733.717, 0.1186359, 489.5441
249.9, 16.45096, 495.5353, 0.4779834, 0.01566861, 46.65195, 964.0296, 1208.351, 2191.819, 314.7721, 421.9149, 577.584, 351.8063, 499.8293, 6.88427, 728.8401, 267.8084, 865.3457, 1027.524, 161.6059, 2127.91, 3653.593, 740.3251, 25.55301, 2966.437, 1387.166, 2562.769, 2150.938, 634.4001, 1013.398, 33.24042, 1484.801, 2019.914, 390.058, 809.9128, 23.68365, 1.2851, 896.7994, 414.6358, 5646.166, 774.5341, 1672.734, 823.2857, 1238.913, 1239.264, 1247.648, 4378.045, 2864.184, 0.1133179, 469.0764
250, 15.5939, 488.8633, 0.4549883, 0.0149219, 44.40081, 912.1825, 1149.174, 2305.728, 297.1818, 403.2467, 741.461, 348.6241, 550, 6.542823, 768.6199, 255.3135, 881.9662, 983.8184, 154.2212, 2179.206, 3542.211, 703.1584, 24.30858, 2948.987, 1558.794, 2516.178, 2281.485, 607.3758, 971.1295, 31.576, 1464.272, 1956.856, 372.9521, 767.9056, 22.6381, 1.226466, 1007.016, 396.9903, 5659.094, 739.8841, 1602.29, 870.6541, 1212.003, 1295.534, 1261.412, 4524.349, 2743.953, 0.1082383, 449.4645
250.1, 14.78149, 673.6453, 0.4330996, 0.01421077, 42.2583, 863.1238, 1114.876, 2334.36, 280.5745, 385.4045, 709.1606, 369.6084, 605.5829, 6.218311, 842.1764, 289.4755, 898.425, 1151.379, 228.5985, 2139.713, 3597.886, 738.5503, 392.0986, 3014.788, 1527.172, 2491.764, 2306.789, 621.8596, 968.3528, 29.99492, 1592.837, 1865.209, 459.6439, 814.9844, 21.63871, 1.170508, 1131.206, 380.0957, 5547.038, 706.7842, 1597.297, 1112.397, 1296.41, 1293.601, 1262.415, 4528.528, 2800.284, 0.1033863, 430.6725
250.2, 14.0114, 644.3494, 0.4122638, 0.01353353, 115.985, 816.7036, 1114.071, 2345.221, 264.8953, 368.3517, 678.2674, 352.838, 578.5638, 5.909894, 804.7443, 353.6586, 995.9489, 1135.288, 282.653, 2136.702, 3602.549, 701.4727, 834.0338, 3121.747, 1506.092, 2465.229, 2338.313, 595.3694, 1000.686, 28.49302, 1571.536, 1777.854, 439.4864, 999.7562, 20.68344, 1.117103, 1146.352, 363.92, 5603.1, 675.165, 1530.031, 1095.281, 1350.123, 1232.14, 1207.185, 4549.985, 2733.186, 0.0987519, 412.6662
250.3, 13.28144, 616.3275, 0.3924305, 0.01288856, 110.3882, 903.0565, 1197.383, 2236.769, 250.0922, 470.6957, 648.72, 375.3603, 552.7502, 5.616774, 787.4207, 337.1582, 996.0718, 1115.445, 269.737, 2161.95, 3577.074, 666.2565, 1219.306, 2999.251, 1491.422, 2446.935, 2329.125, 570.0077, 958.9482, 27.06631, 1590.89, 1804.6, 420.2128, 947.9025, 19.77035, 1.066135, 1235.91, 348.4328, 5583.77, 654.0997, 1540.803, 1046.196, 1343.709, 1173.6, 1315.206, 4507.202, 2708.233, 0.09432521, 395.4128
250.4, 12.5895, 636.0851, 0.3735513, 0.01227433, 105.0616, 854.4886, 1138.743, 2133.332, 236.1164, 531.4651, 620.4597, 358.3289, 528.0884, 5.338192, 766.0934, 321.4277, 956.8815, 1142.257, 257.4112, 2192.9, 3563.162, 696.3875, 1159.925, 2943.343, 1511.199, 2572.095, 2233.448, 545.7263, 956.7119, 25.71104, 1598.187, 1786.696, 401.7845, 898.7382, 18.89756, 1.017492, 1238.902, 333.6046, 5627.566, 641.1429, 1475.916, 1075.329, 1348.392, 1214.962, 1304.641, 4376.306, 2696.252, 0.09009695, 378.8807
250.5, 11.93361, 691.2158, 0.3555803, 0.01168938, 99.99194, 845.7894, 1135.158, 2135.213, 222.9216, 507.9497, 632.2029, 342.0702, 504.5268, 5.073428, 732.043, 306.4311, 941.7214, 1093.671, 245.6487, 2254.19, 3586.756, 740.8208, 1304.123, 2866.746, 1449.188, 2760.72, 2141.701, 597.8809, 916.8079, 24.42363, 1549.337, 1703.018, 421.9689, 852.1238, 18.0633, 0.9710687, 1230.079, 431.7955, 5519.353, 621.7834, 1439.016, 1042.244, 1284.17, 1279.389, 1300.736, 4283.102, 2695.887, 0.08605823, 363.0398
250.6, 11.31189, 695.6702, 0.3384739, 0.0111323, 95.16694, 884.1608, 1095.45, 2147.818, 210.4642, 485.4748, 632.7361, 391.1735, 482.0165, 4.821795, 823.2241, 292.1342, 928.4134, 1099.225, 333.8036, 2311.252, 3571.136, 747.2825, 1512.393, 2992.421, 1552.961, 2715.125, 2199.271, 572.4122, 878.5682, 23.20069, 1548.075, 1623.259, 551.198, 807.9272, 122.9045, 414.2378, 1258.282, 413.4197, 5394.829, 593.967, 1486.853, 1171.651, 1481.139, 1218.604, 1324.04, 4395.138, 2651.079, 0.08220055, 347.8612
250.7, 10.72257, 750.7275, 0.3221905, 0.01060177, 129.9528, 857.3317, 1041.803, 2144.927, 198.7029, 463.9943, 605.1722, 446.3813, 783.0412, 4.582644, 824.1829, 359.8299, 1017.654, 1052.469, 318.5502, 2280.476, 3554.585, 923.0776, 1847.845, 2870.335, 1682.898, 2793.748, 2332.622, 548.0284, 905.1637, 22.03898, 1483.255, 1593.339, 579.5643, 958.5486, 117.4787, 395.338, 1298.337, 395.8259, 5452.545, 567.3949, 1424.237, 1220.64, 1410.595, 1160.707, 1315.52, 4453.872, 2604.686, 0.0785158, 333.3173
250.8, 10.16394, 718.0793, 0.3066904, 0.01009652, 123.682, 1007.679, 1172.962, 2045.738, 187.5988, 443.4643, 691.3101, 426.1274, 893.6185, 4.355353, 916.4432, 379.4208, 975.3297, 1054.701, 303.9939, 2214.109, 3517.839, 1067.717, 2084.689, 2839.29, 1658.428, 2678.917, 2236.801, 524.6833, 909.1345, 20.93544, 1543.17, 1518.717, 554.1478, 933.0266, 112.2925, 377.3005, 1410.357, 378.9809, 5478.132, 542.0115, 1435.699, 1165.937, 1482.913, 1105.56, 1257.966, 4433.826, 2495.348, 0.07499622, 319.3814
250.9, 9.63442, 686.8511, 0.291936, 0.009615353, 117.7139, 1006.764, 1140.352, 1951.135, 177.1153, 525.9634, 661.1945, 406.7925, 853.7482, 4.139336, 875.7101, 541.0943, 934.7657, 1022.842, 303.3043, 2115.545, 3502.058, 1040.417, 2174.667, 2744.959, 1590.376, 2568.806, 2216.244, 560.8289, 871.215, 19.88716, 1599.743, 1597.365, 529.8458, 884.6339, 107.3352, 360.086, 1349.781, 362.8527, 5534.204, 548.013, 1375.238, 1192.439, 1412.285, 1053.033, 1272.801, 4446.182, 2581.997, 0.07163441, 306.0281
251, 9.132486, 722.3867, 0.2778914, 0.009157116, 112.0337, 952.6188, 1096.102, 1992.274, 167.2176, 502.6914, 632.3907, 388.3349, 815.6567, 3.934032, 876.5734, 515.8489, 895.8887, 1153.797, 358.2441, 2083.974, 3534.984, 1038.797, 2240.903, 2686.369, 1578.388, 2767.148, 2364.373, 536.9385, 967.2181, 18.89137, 1532.76, 1522.555, 506.6096, 838.751, 102.5967, 343.6569, 1386.649, 347.4109, 5567.378, 523.4968, 1317.323, 1187.149, 1345.02, 1003.003, 1310.495, 4362.553, 2598.241, 0.0684233, 293.2332
251.1, 8.656702, 756.7379, 0.2645225, 0.008720716, 106.6277, 901.3854, 1127.634, 1900.144, 157.8731, 480.4492, 604.8419, 370.7148, 779.2648, 3.738911, 837.6124, 491.7813, 858.6287, 1104.72, 341.8739, 2061.449, 3479.179, 1142.332, 2131.771, 2698.761, 1583.329, 2653.41, 2350.391, 514.0658, 939.2181, 17.94544, 1582.332, 1553.143, 484.3924, 846.6262, 98.06747, 327.9774, 1327.091, 332.6263, 5462.134, 500.0773, 1323.198, 1153.035, 1372.066, 1139.648, 1323.553, 4306.505, 2489.174, 0.06535613, 280.9732
251.2, 8.205705, 723.8284, 0.2517968, 0.008305115, 160.363, 852.9074, 1278.784, 1812.274, 149.0507, 459.1911, 578.493, 353.8942, 744.4966, 3.553468, 874.3375, 468.8367, 822.9183, 1114.173, 326.2517, 2127.143, 3477.136, 1177.776, 2027.954, 2674.291, 1560.592, 2544.348, 2253.84, 492.1674, 1013.122, 17.04687, 1634.31, 1513.273, 526.517, 993.9099, 154.1062, 313.0133, 1270.091, 318.4708, 5408.665, 477.7055, 1296.333, 1101.362, 1329.665, 1113.34, 1362.747, 4181.736, 2456.797, 0.06242645, 451.4899
251.3, 7.778203, 692.3501, 0.2396832, 0.007909319, 152.6248, 838.2421, 1216.158, 1906.153, 140.7214, 438.8736, 553.2921, 449.1686, 830.9926, 3.377223, 835.476, 446.9626, 788.6931, 1126.352, 311.3434, 2149.032, 3340.69, 1118.647, 1929.193, 2565.184, 1496.555, 2514.437, 2191.112, 575.0797, 970.8647, 16.1933, 1619.843, 1442.401, 503.4268, 1092.851, 147.303, 298.7319, 1260.363, 378.5714, 5455.789, 456.3346, 1321.638, 1170.794, 1314.9, 1060.444, 1303.127, 4222.943, 2440.602, 0.0596281, 502.6344
251.4, 7.372974, 662.2407, 0.2281525, 0.007532386, 145.2601, 839.6151, 1156.599, 1857.079, 132.8575, 419.455, 529.1889, 446.1529, 793.9164, 3.209719, 798.3417, 426.109, 755.8913, 1078.442, 297.1164, 2089.719, 3360.379, 1086.441, 2020.008, 2560.133, 1435.145, 2539.781, 2177.091, 557.301, 930.3704, 15.38246, 1559.593, 1374.847, 481.3492, 1036.169, 140.8001, 285.1021, 1390.34, 362.4606, 5425.104, 435.9197, 1423.786, 1118.325, 1311.805, 1010.061, 1364.413, 4213.864, 2573.313, 0.05695518, 481.6194
251.5, 6.988857, 633.4408, 0.2171764, 0.007173416, 138.2507, 794.4592, 1099.957, 1771.201, 125.4331, 465.4828, 506.1358, 425.9093, 758.4944, 3.050523, 762.8578, 406.2284, 724.4537, 1108.769, 283.5394, 1996.693, 3370.853, 1049.92, 1921.634, 2551.072, 1376.255, 2435.389, 2100.981, 533.5609, 891.5651, 14.61223, 1494.291, 1386.142, 460.2398, 982.4267, 202.2898, 272.0942, 1353.82, 436.6695, 5389.946, 416.4182, 1363.827, 1068.207, 1337.229, 1042.75, 1304.72, 4216.758, 2465.293, 0.05440209, 541.8972
251.6, 6.624751, 605.8933, 0.2067284, 0.006831554, 131.5796, 853.2432, 1046.088, 1839.184, 118.4235, 488.6399, 484.0869, 419.2835, 849.7354, 2.899222, 884.7386, 387.2753, 694.3237, 1061.608, 270.5829, 2008.892, 3362.355, 1124.925, 1911.783, 2446.993, 1359.067, 2385.293, 2100.152, 648.7024, 978.2711, 13.88056, 1431.723, 1321.224, 440.0562, 931.4717, 193.3595, 259.6798, 1295.673, 418.0862, 5304.957, 397.789, 1361.696, 1020.335, 1293.037, 993.2072, 1247.639, 4154.388, 2419.766, 0.05196344, 519.2407
251.7, 6.279614, 579.5438, 0.196783, 0.006505983, 125.2303, 854.1725, 1059.691, 1903.737, 111.8057, 467.0194, 462.9986, 409.5646, 811.8229, 2.755426, 845.4148, 369.2065, 665.4467, 1039.065, 317.1077, 2025.148, 3385.252, 1084.051, 1818.68, 2510.751, 1332.84, 2391.248, 2133.648, 621.0688, 937.4679, 13.18554, 1371.775, 1293.68, 420.7576, 883.1597, 184.8234, 247.8318, 1240.022, 501.7537, 5304.386, 379.9933, 1304.351, 974.6088, 1319.952, 1001.618, 1425.66, 4057.496, 2418.91, 0.04963411, 497.5314
251.8, 5.952459, 554.3403, 0.1873161, 0.006195929, 119.1875, 845.502, 1084.671, 1815.701, 105.5577, 527.809, 442.8289, 426.2216, 775.6021, 2.618762, 807.8387, 351.9807, 637.7708, 994.8678, 302.6173, 2015.763, 3367.64, 1029.628, 1935.733, 2574.781, 1278.149, 2292.961, 2046.001, 625.0688, 898.3665, 12.52531, 1384.561, 1361.505, 478.9903, 837.3533, 176.6641, 236.5244, 1280.207, 480.4007, 5323.991, 362.9937, 1274.856, 998.7578, 1257.085, 1051.882, 1460.392, 4061.366, 2480.323, 0.04740919, 476.7297
251.9, 5.642347, 530.2328, 0.1783046, 0.005900651, 113.4362, 842.4053, 1044.587, 1804.215, 99.65888, 504.4554, 631.6, 406.8825, 740.9973, 2.488876, 771.9328, 335.5587, 611.2458, 952.5508, 288.789, 2049.75, 3437.53, 1121.599, 1841.463, 2580.748, 1305.575, 2336.07, 1961.954, 613.4791, 954.3469, 11.89814, 1326.587, 1297.74, 467.9062, 793.9228, 193.1303, 225.7328, 1268.445, 459.9564, 5287.13, 385.1218, 1382.736, 1017.048, 1372.216, 1001.905, 1560.05, 4020.188, 2430.673, 0.04528401, 456.7978
252, 5.348392, 542.0248, 0.1697267, 0.005619444, 107.9625, 854.5463, 1041.582, 1825.122, 94.08968, 482.1351, 604.0856, 388.4208, 707.9364, 2.365433, 802.0348, 319.9028, 585.8241, 945.4629, 275.5926, 1958.504, 3325.93, 1167.494, 1751.784, 2638.703, 1298.966, 2334.075, 2063.435, 598.5244, 994.8393, 11.30237, 1271.041, 1365.199, 498.4819, 752.7449, 225.9945, 215.4337, 1281.032, 440.3822, 5073.846, 458.5452, 1324.505, 971.4689, 1306.859, 1049.047, 1603.605, 4131.452, 2459.135, 0.04325409, 437.6992
252.1, 5.069751, 555.1331, 0.1615614, 0.005351639, 173.1539, 808.5874, 1111.146, 1817.292, 88.8317, 460.8024, 577.7697, 411.3669, 676.3506, 2.248112, 766.3868, 304.9773, 561.4597, 1065.246, 262.9992, 1920.079, 3444.153, 1108.882, 1749.975, 2580.087, 1245.665, 2270.75, 2009.974, 660.0557, 953.345, 10.73644, 1298.947, 1331.486, 476.6212, 713.7027, 216.0177, 205.6044, 1252.353, 421.641, 5182.888, 458.5841, 1268.726, 927.9324, 1293.143, 999.205, 1533.448, 4056.892, 2724.769, 0.04131516, 419.3992
252.2, 4.805627, 530.9911, 0.1537889, 0.005096597, 191.5362, 779.5491, 1056.73, 1858.71, 83.86755, 440.4136, 552.6003, 476.0062, 646.1741, 2.13661, 751.8913, 290.7482, 538.1085, 1047.916, 250.9812, 1899.363, 3389.588, 1080.001, 1699.05, 2488.556, 1246.215, 2183.803, 2050.413, 631.9384, 913.5814, 10.19884, 1265.185, 1499.725, 455.7191, 820.0856, 206.4813, 196.2236, 1198.563, 403.6973, 5054.3, 438.0686, 1215.296, 946.4506, 1263.248, 951.7316, 1511.338, 3891.268, 3082.3, 437.7391, 401.8642
252.3, 4.555264, 507.8991, 0.1463904, 0.00485371, 182.2938, 775.0568, 1021.432, 1839.809, 79.18082, 464.0635, 528.5273, 476.6575, 617.3439, 2.030638, 962.6593, 277.183, 515.7286, 1003.343, 239.5125, 1913.951, 3370.778, 1036.026, 1718.826, 2531.651, 1272.167, 2213.071, 1966.185, 615.4197, 961.6469, 9.688165, 1335.606, 1429.487, 435.7337, 795.5521, 197.3659, 187.2708, 1147.084, 386.5173, 5030.5, 465.5566, 1259.294, 921.3698, 1310.378, 906.5136, 1569.654, 3939.02, 3127.571, 418.1169, 385.0624
