 , C000, C001, C002, C003, C004, C006, C007, C008, C009, C010, C012, C013, C016, C017, C018, C023, C025, C026, C028, C032, C034, C037, C041, C042, C044, C047, C048, C054, C055, C056, C057, C059, C061, C068, C069, C071, C072, C073, C075, C076, C079, C080, C081, C083, C085, C086, C088, C089, C092, C094, C098, C099, C100, C101, C102, C110, C112, C117, C118, C121, C123, C125, C126, C128, C131, C142
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
102.5, 1441.294, 239.303, 170.0668, 940.9451, 857.7726, 686.7025, 147.286, 577.195, 250.8336, 1256.421, 3074.573, 291.3916, 151.4689, 866.4453, 279.8839, 960.7021, 865.5081, 818.9497, 508.8962, 1017.503, 1237.493, 325.3208, 225.9817, 915.5189, 1105.47, 233.4044, 1077.561, 786.6092, 590.6489, 973.2354, 360.5171, 1222.168, 457.4266, 253.6009, 1075.119, 470.0476, 402.335, 793.6913, 411.9883, 1897.134, 1212.701, 1405.804, 966.292, 1050.172, 480.6488, 2042.78, 1082.242, 0.0001216615, 2183.806, 848.3312, 2517.767, 2145.844, 3036.828, 569.7184, 1636.41, 1612.817, 1947.319, 1853.62, 1521.816, 1325.997, 2060.336, 956.4661, 1222.791, 1265.354, 1559.607, 671.2986
102.6, 1428.764, 228.265, 162.9772, 897.1755, 879.1407, 744.1331, 140.9999, 551.4335, 239.8255, 1284.229, 3050.774, 279.0051, 145.0419, 822.0283, 267.1969, 920.194, 828.1449, 876.2711, 485.3005, 1113.366, 1176.516, 319.9994, 214.6752, 873.6772, 1074.915, 222.6414, 1031.955, 753.1653, 606.9768, 929.8207, 345.8247, 1286.949, 438.5652, 243.4006, 1027.663, 445.5456, 400.5926, 761.6068, 444.8448, 1968.431, 1212.365, 1341.252, 925.2819, 1026.025, 460.58, 1979.481, 1037.578, 0.0001160302, 2188.771, 870.283, 2440.243, 2208.103, 2999.532, 544.4827, 1564.093, 1541.18, 1868.102, 1800.177, 1528.716, 1271.455, 1971.183, 917.1139, 1167.779, 1317.207, 1491.474, 637.6458
102.7, 1426.645, 217.7361, 173.736, 855.4418, 841.0982, 704.8701, 134.9821, 526.8219, 298.6528, 1229.745, 3002.179, 267.1451, 138.8876, 779.8882, 255.085, 881.394, 792.3946, 836.0652, 462.7988, 1057.603, 1138.49, 304.202, 203.9344, 833.7479, 1029.853, 212.3746, 1083.276, 721.1434, 581.4589, 888.3428, 331.7311, 1279.199, 420.4817, 233.6106, 982.303, 422.3208, 383.5633, 905.289, 425.9221, 2076.981, 1201.113, 1279.664, 886.0123, 981.5644, 441.3492, 1941.815, 994.7572, 0.0001106595, 2301.264, 830.4621, 2516.457, 2115.175, 2970.594, 520.3648, 1494.972, 1571.854, 1837.494, 1722.121, 1661.26, 1219.156, 1969.834, 879.3808, 1210.588, 1286.032, 1426.317, 605.68
102.8, 1396.727, 207.6928, 166.4935, 844.0104, 804.7019, 704.3382, 129.2212, 503.3087, 285.5461, 1273.898, 2935.237, 255.7893, 132.9944, 739.9084, 282.1225, 844.23, 835.7931, 797.704, 441.3405, 1004.633, 1103.232, 306.3695, 193.731, 795.6433, 986.6796, 202.5813, 1108.696, 690.483, 557.0139, 848.7151, 318.2119, 1225.056, 403.1437, 224.2144, 938.9446, 400.3066, 367.2579, 868.6931, 407.8043, 1974.981, 1215.642, 1297.783, 848.4093, 1009.442, 422.9214, 1858.862, 953.7035, 0.0001055374, 2301.548, 843.7358, 2409.757, 2026.158, 2977.721, 497.3152, 1556.408, 1598.709, 1762.744, 1720.215, 1688.4, 1293.846, 2027.459, 843.2002, 1156.124, 1260.215, 1419.473, 575.3167
102.9, 1336.44, 198.1128, 282.1433, 831.7936, 858.0308, 667.175, 123.7061, 480.845, 273.0145, 1219.853, 2805.733, 244.9162, 127.3513, 790.9474, 355.5371, 808.633, 799.7126, 761.103, 460.9821, 954.3153, 1048.871, 317.7361, 184.038, 759.2803, 1041.245, 243.7595, 1061.772, 661.1261, 605.5463, 810.8552, 305.2436, 1173.205, 386.5207, 215.1961, 897.5001, 379.44, 351.6457, 833.5766, 390.4572, 2057.957, 1210.492, 1326.478, 944.1522, 1108.216, 405.2629, 1836.569, 922.7449, 0.0001006523, 2276.211, 862.8177, 2479.028, 2031.7, 2959.824, 475.2866, 1557.324, 1576.958, 1785.771, 1801.788, 1636.499, 1240.627, 2027.909, 808.5082, 1171.559, 1244.275, 1553.083, 648.2076
103, 1278.755, 215.7114, 270.3817, 888.0278, 820.9017, 631.9726, 118.4264, 459.3838, 261.0329, 1168.1, 2832.855, 234.5052, 125.0741, 750.4007, 442.1444, 774.5369, 765.1898, 726.1814, 439.608, 1085.825, 997.189, 309.8708, 174.8301, 760.9928, 1042.832, 249.1878, 1051.782, 633.0173, 642.4636, 901.9798, 292.8038, 1190.009, 370.583, 206.5406, 857.8849, 359.661, 336.6971, 799.8796, 373.8481, 2016.587, 1261.879, 1265.569, 921.0166, 1135.579, 537.7764, 1758.111, 884.6632, 9.599343e-05, 2295.07, 857.0543, 2452.987, 1965.657, 2921.175, 454.2337, 1488.502, 1612.221, 1738.118, 1738.874, 1679.287, 1207.222, 2078.919, 775.2435, 1149.193, 1275.828, 1485.235, 677.5771
103.1, 1296.205, 205.7616, 259.1103, 881.9696, 785.3794, 598.6276, 113.3721, 438.8805, 249.5771, 1175.205, 2882.57, 224.5368, 119.7671, 711.9325, 422.1023, 741.8785, 814.8163, 863.6249, 419.2249, 1073.45, 1005.645, 313.5174, 166.0828, 726.2134, 999.1147, 342.7932, 1188.109, 821.9103, 615.4539, 899.8066, 280.871, 1286.582, 383.5348, 198.2331, 820.0184, 340.9131, 372.2849, 959.3857, 357.9454, 2049.748, 1336.814, 1353.247, 927.5199, 1086.37, 515.3224, 1772.169, 979.4038, 9.155017e-05, 2329.275, 939.493, 2458.438, 1997.024, 2945.673, 434.1134, 1501.623, 1733.088, 1806.035, 1842.955, 1607.069, 1201.473, 2175.427, 743.3474, 1170.361, 1309.612, 1420.351, 643.6096
103.2, 1282.112, 196.2707, 248.3087, 840.9433, 807.4319, 567.0421, 108.5334, 419.2924, 263.2832, 1170.223, 2865.296, 214.9922, 114.6852, 765.6899, 517.5384, 710.5972, 779.6414, 836.9339, 399.7869, 1086.939, 956.0929, 298.0401, 269.1743, 693.0235, 957.2302, 338.0098, 1188.551, 881.2724, 589.5796, 943.9072, 269.4245, 1326.737, 442.2713, 190.2599, 783.8232, 323.1425, 356.459, 920.603, 342.7192, 2198.165, 1393.839, 1354.116, 888.1553, 1039.294, 493.8059, 1804.655, 938.9838, 8.731258e-05, 2303.834, 896.5052, 2433.059, 2054.974, 2968.714, 414.8843, 1510.224, 1656.108, 1732.565, 1807.486, 1702.914, 1246.228, 2292.928, 712.7637, 1117.707, 1379.785, 1358.302, 611.3448
103.3, 1226.772, 187.2175, 237.9575, 849.9588, 772.4924, 537.123, 103.9013, 400.5784, 251.7287, 1120.576, 2738.878, 222.6432, 109.819, 726.4379, 535.8947, 680.6349, 770.8625, 913.3029, 418.186, 1032.499, 908.9822, 333.3716, 255.7067, 695.9709, 917.1015, 322.423, 1138.246, 843.8038, 607.4751, 901.8009, 268.0126, 1327.767, 424.0349, 182.6073, 749.2257, 461.067, 341.3058, 883.3881, 328.1407, 2148.367, 1330.087, 1313.977, 950.632, 1010.04, 599.7601, 1727.561, 900.2318, 8.327113e-05, 2380.441, 855.4845, 2413.776, 1968.491, 2950.326, 396.507, 1443.484, 1645.353, 1749.488, 1779.062, 1698.671, 1194.967, 2295.702, 683.4382, 1210.249, 1438.449, 1471.61, 580.6975
103.4, 1173.821, 178.582, 228.0378, 810.4215, 915.3755, 571.9413, 99.46687, 382.6998, 240.6812, 1174.859, 2707.208, 213.1791, 105.1592, 689.1982, 511.6029, 651.9359, 737.5851, 906.7455, 398.7962, 1043.794, 901.1927, 316.9142, 242.913, 734.71, 924.4369, 307.5551, 1090.071, 807.9283, 581.9363, 939.8191, 257.0901, 1271.569, 406.5504, 175.2625, 716.1553, 437.0331, 326.7968, 847.6775, 331.7696, 2134.872, 1420.28, 1300.767, 910.2864, 1058.09, 613.0193, 1772.976, 863.0792, 7.941675e-05, 2278.807, 816.3407, 2311.429, 2052.07, 3044.002, 378.9437, 1503.968, 1715.969, 1752.311, 1760.881, 1625.619, 1145.815, 2196.364, 655.3193, 1212.819, 1451.167, 1500.771, 551.5866
103.5, 1228.439, 192.1638, 218.5316, 897.0721, 884.9051, 541.7638, 95.22169, 365.619, 252.0057, 1147.134, 2865.338, 204.1172, 187.314, 750.386, 569.7779, 699.1267, 773.077, 945.289, 429.9158, 1022.508, 856.7872, 301.2691, 230.7594, 701.1317, 955.26, 293.3727, 1067.86, 773.578, 557.4711, 1094.764, 246.6128, 1217.749, 484.8023, 168.2131, 684.5446, 414.252, 312.9046, 993.7767, 362.962, 2030.03, 1355.319, 1241.038, 871.6533, 1012.239, 587.4236, 1697.235, 865.7941, 7.574078e-05, 2349.889, 778.988, 2441.847, 1965.708, 3024.245, 362.1584, 1506.094, 1639.749, 1681.027, 1907.668, 1651.869, 1166.381, 2247.314, 863.3835, 1209.235, 1388.314, 1471.688, 645.4014
103.6, 1198.871, 183.3, 209.4217, 872.5125, 846.6132, 568.44, 91.1577, 444.6007, 299.2885, 1152.23, 2738.919, 195.4406, 179.366, 711.9186, 543.9503, 669.648, 850.343, 901.9164, 409.9821, 1095.667, 814.5697, 286.3964, 278.3438, 669.0881, 915.2139, 346.8113, 1221.399, 877.4898, 605.1298, 1045.928, 236.5624, 1314.948, 464.8122, 161.4473, 654.3292, 392.6585, 299.6029, 953.6038, 420.5991, 2058.625, 1293.329, 1252.406, 878.0095, 987.5952, 562.8966, 1785.878, 979.5884, 7.223495e-05, 2304.112, 930.8342, 2354.862, 1933.126, 3038.614, 346.1165, 1530.452, 1616.971, 1655.89, 1871.227, 1580.829, 1156.235, 2275.191, 827.8611, 1154.832, 1376.017, 1575.293, 660.3808
103.7, 1344.035, 174.8452, 200.6915, 863.0883, 873.4314, 620.8884, 87.26715, 424.7572, 382.2106, 1294.357, 3017.686, 208.7482, 171.7553, 675.4232, 573.2747, 709.9733, 1005.878, 878.4292, 390.9727, 1241.302, 1070.351, 405.9123, 264.4175, 815.64, 985.1353, 385.8072, 1320.192, 978.389, 579.6896, 1049.693, 253.7646, 1358.32, 537.5289, 154.9536, 717.6397, 422.2801, 286.8667, 1073.05, 402.7077, 2093.529, 1479.806, 1270.718, 840.7461, 1076.039, 728.7253, 1879.681, 941.6062, 6.88914e-05, 2321.332, 888.2427, 2579.814, 2103.083, 3017.527, 330.7852, 1462.818, 1545.149, 1814.81, 1944.352, 1749.343, 1168.951, 2264.485, 793.8002, 1506.396, 1686.576, 1613.07, 673.1484
103.8, 1632.257, 166.7803, 192.3253, 937.3125, 1013.877, 673.7869, 83.54265, 518.6025, 568.3098, 1461.336, 3197.005, 313.0519, 164.4675, 640.7986, 547.2886, 864.2834, 1110.237, 875.6287, 372.8446, 1209.191, 1315.289, 385.8737, 251.1879, 856.5888, 943.8368, 409.881, 1264.317, 1218.979, 669.5477, 1171.089, 327.8491, 1398.348, 666.2308, 148.7211, 876.4742, 536.8506, 274.6719, 1160.558, 385.5775, 2170.739, 1538.538, 1522.379, 899.0609, 1266.78, 775.4036, 1943.345, 966.913, 6.570262e-05, 2362.174, 847.6, 2760.892, 2065.712, 3033.958, 695.532, 1642.461, 1608.263, 1934.825, 1860.046, 1895.299, 1120.868, 2373.208, 761.1406, 1684.086, 1854.142, 1620.474, 672.0984
103.9, 1654.296, 282.258, 184.3079, 922.4483, 970.004, 691.4928, 79.9771, 495.4562, 674.9389, 1587.459, 3367.902, 375.5569, 165.1081, 607.949, 537.05, 843.1931, 1292.479, 963.4062, 355.5571, 1250.724, 1632.002, 366.8243, 272.9614, 968.0024, 904.2696, 390.98, 1210.806, 1301.028, 641.3993, 1265.998, 380.1121, 1386.897, 715.975, 142.7393, 874.6664, 879.4839, 262.9955, 1204.62, 369.1758, 2130.421, 1707.215, 1637.827, 860.9041, 1211.886, 881.542, 1879.528, 947.6687, 6.266143e-05, 2400.259, 808.817, 2726.162, 2109.547, 3102.167, 824.2971, 1684.084, 1562.991, 1987.718, 1902.08, 1922.242, 1120.61, 2270.517, 729.8248, 1678.35, 2127.388, 1676.511, 704.0925
104, 1695.967, 412.399, 176.6246, 1013.84, 967.2289, 675.4005, 76.56374, 473.3429, 645.3184, 1600.491, 3368.496, 359.5927, 158.1023, 576.7834, 512.7059, 952.1412, 1236.684, 919.2023, 379.3685, 1188.081, 1551.587, 348.7154, 402.2968, 1087.722, 915.3303, 398.2768, 1237.66, 1530.354, 695.691, 1209.524, 405.3393, 1384.191, 686.4529, 136.998, 836.0591, 833.6394, 251.8155, 1155.924, 353.4719, 2047.105, 1629.13, 1562.621, 824.3667, 1159.371, 844.7346, 1933.498, 949.2437, 5.976102e-05, 2477.464, 771.8085, 2723.941, 2046.719, 3126.176, 862.3624, 1704.69, 1611.262, 2031.62, 1848.04, 1839.575, 1074.516, 2172.269, 795.5185, 1602.842, 2366.851, 1603.271, 809.2707
104.1, 1717.399, 630.9044, 169.2617, 1076.981, 960.7267, 639.764, 73.29605, 625.5347, 813.5462, 1550.511, 3482.9, 344.3071, 151.3938, 547.2155, 532.7115, 911.9941, 1183.297, 877.0266, 361.7785, 1128.575, 1596.304, 331.5004, 382.1687, 1159.063, 919.1185, 652.3802, 1221.035, 1465.289, 666.4435, 1287.73, 436.449, 1325.605, 658.148, 131.4877, 984.1344, 790.1846, 241.1108, 1109.196, 338.436, 2085.636, 1554.616, 1601.563, 789.38, 1109.132, 835.6733, 1850.9, 990.2962, 5.699485e-05, 2417.097, 736.4935, 2685.244, 2127.64, 3095.064, 989.4675, 1753.673, 1539.693, 1991.067, 1871.967, 1760.463, 1075.524, 2078.272, 886.8987, 1530.731, 2264.338, 1655.582, 768.7012
104.2, 1914.5, 604.1815, 162.2057, 1037.621, 919.1537, 632.8755, 70.16782, 831.1708, 777.8427, 1635.562, 3817.566, 329.6712, 268.1969, 519.1633, 564.8885, 962.8521, 1132.215, 923.4842, 431.7429, 1103.876, 1582.953, 315.1353, 424.2393, 1273.931, 957.0525, 622.2968, 1169.356, 1402.99, 753.3881, 1269.333, 487.2726, 1348.994, 631.0103, 126.1991, 940.6953, 748.9949, 230.8611, 1213.371, 432.3323, 2032.085, 1483.51, 1711.673, 755.8782, 1224.136, 896.7906, 1771.83, 949.4266, 5.435672e-05, 2451.116, 702.7943, 2850.976, 2038.099, 2967.967, 945.639, 1676.174, 1545.133, 2077.069, 1920.553, 1905.341, 1031.284, 1988.343, 897.9881, 1594.421, 2209.155, 1658.365, 730.1655
104.3, 1952.083, 576.3132, 155.4438, 1089.243, 879.3798, 789.8453, 67.17311, 841.8278, 811.679, 1566.174, 4247.217, 315.6575, 362.672, 492.5492, 541.7323, 980.4343, 1083.339, 881.112, 468.9545, 1117.756, 1630.731, 299.5781, 476.9906, 1224.261, 916.9313, 698.014, 1204.464, 1343.34, 721.715, 1304.978, 467.4145, 1345.996, 604.9915, 121.1231, 899.1735, 709.9523, 221.0471, 1209.636, 413.9419, 2114.986, 1415.657, 1714.144, 844.4083, 1171.09, 907.8945, 1769.891, 980.7654, 5.184071e-05, 2346.465, 842.6126, 2766.119, 2057.667, 3020.938, 930.8149, 1795.634, 1476.502, 2197.337, 1960.03, 1823.401, 1038.32, 1941.65, 861.0419, 1635.16, 2299.359, 1585.917, 693.5616
104.4, 1889.878, 549.7303, 148.9639, 1038.575, 881.9514, 748.1704, 64.30621, 917.3524, 860.4949, 1620.324, 4402.59, 302.2395, 347.2834, 467.2994, 639.1205, 1038.342, 1036.572, 900.9825, 447.2108, 1061.773, 1628.846, 317.6989, 453.1254, 1325.136, 912.6507, 665.8263, 1153.486, 1423.594, 752.9028, 1246.765, 448.3656, 1289.026, 580.0455, 116.2513, 859.4844, 672.9448, 211.6503, 1160.737, 396.3337, 2137.679, 1350.907, 1741.075, 934.2737, 1120.343, 869.9868, 1694.281, 940.2892, 4.944115e-05, 2361.797, 804.0578, 2741.248, 2091.681, 3082.279, 978.087, 1716.281, 1410.919, 2107.949, 1875.044, 1849.093, 1073.122, 1888.668, 999.4953, 1641.282, 2235.653, 1754.275, 658.7927
104.5, 2074.955, 524.3735, 142.754, 999.7706, 865.7601, 708.6945, 61.56166, 892.9166, 1026.841, 1699.853, 4554.087, 289.3919, 332.5477, 443.344, 686.1766, 1028.51, 991.8237, 920.4388, 426.4752, 1008.594, 1851.598, 345.5508, 430.4542, 1393.265, 961.9133, 783.9834, 1124.414, 1363.068, 721.25, 1263.958, 430.0931, 1274.842, 556.1282, 111.5755, 821.5472, 637.8665, 202.653, 1166.782, 379.4746, 2032.699, 1289.118, 1661.128, 966.0063, 1113.358, 883.973, 1782.294, 1072.979, 4.715266e-05, 2286.82, 767.2671, 2836.363, 2003.653, 2955.707, 934.7626, 1831.69, 1403.751, 2022.197, 1793.743, 1905.741, 1059.714, 1806.943, 1141.131, 1567.441, 2278.244, 1692.283, 625.7667
104.6, 1985.394, 527.3864, 136.803, 953.2646, 898.943, 710.3859, 58.93425, 853.0638, 1119.311, 1627.737, 4592.739, 277.0904, 351.9365, 420.6166, 655.0727, 1048.038, 1083.81, 878.2064, 406.701, 1022.038, 1862.069, 374.0581, 408.9174, 1329.589, 1004.129, 747.8313, 1193.375, 1305.115, 690.928, 1207.574, 412.5653, 1339.453, 533.197, 107.0877, 785.2846, 604.6166, 194.0382, 1119.615, 363.3326, 2107.289, 1230.156, 1584.851, 925.0083, 1065.113, 847.0641, 1827.149, 1035.634, 4.49701e-05, 2251.246, 785.5339, 2716.098, 1968.409, 3059.18, 1057.086, 1923.446, 1432.459, 1939.934, 1826.927, 1841.209, 1016.125, 1728.755, 1127.608, 1563.284, 2263.261, 1721.386, 594.3964
104.7, 1899.698, 503.0603, 131.1001, 978.1566, 935.3556, 711.1958, 56.41898, 814.9898, 1070.189, 1558.68, 4558.33, 265.3118, 337.0034, 399.0544, 639.3387, 1054.046, 1129.376, 972.0925, 387.8437, 1053.493, 1770.317, 355.592, 388.4581, 1268.823, 1031.378, 713.3463, 1261.666, 1296.381, 661.8807, 1189.812, 415.0982, 1282.76, 511.2114, 102.7805, 750.6226, 573.1, 185.7896, 1174.1, 347.8773, 2208.131, 1173.891, 1512.078, 913.8794, 1018.958, 811.6962, 1767.211, 992.8932, 4.288857e-05, 2294.81, 832.0026, 2756.068, 2037.901, 2933.557, 1010.262, 1838.444, 1368.832, 1861.017, 1786.33, 1928.306, 1032.36, 1785.951, 1145.229, 1538.094, 2290.422, 1646.186, 564.5988
104.8, 1817.701, 505.7229, 125.635, 954.9343, 894.8806, 673.6707, 54.01105, 778.6151, 1023.222, 1604.102, 4495.239, 254.0339, 342.6839, 378.5974, 610.3579, 1009.602, 1080.622, 964.4575, 369.8607, 1000.729, 1759.727, 338.0376, 369.0224, 1210.835, 1065.278, 688.8644, 1208.267, 1337.91, 808.3847, 1224.364, 398.1815, 1228.467, 490.1324, 98.64648, 717.4905, 543.2262, 177.8916, 1193.393, 333.0793, 2130.08, 1120.199, 1520.683, 965.1102, 974.8034, 777.8051, 1811.282, 968.5872, 4.090338e-05, 2221.115, 793.9332, 2650.576, 1999.617, 2813.092, 965.5125, 1829.071, 1383.695, 1917.796, 1836.275, 2017.867, 989.8964, 1779.348, 1098.111, 1468.896, 2191.22, 1574.271, 536.2949
104.9, 1739.243, 482.3961, 145.6093, 912.8922, 856.1569, 638.1256, 51.7059, 743.8638, 978.3168, 1536.048, 4436.495, 243.2354, 328.1434, 359.1892, 582.6908, 1070.079, 1033.972, 990.9948, 403.5134, 950.6071, 1673.018, 321.3498, 350.5591, 1155.496, 1020.62, 732.3614, 1235.655, 1281.027, 774.3995, 1235.89, 381.9541, 1344.146, 469.9225, 94.67874, 685.8209, 514.9096, 170.3294, 1175.548, 318.9109, 2093.229, 1068.963, 1465.02, 1012.474, 932.562, 917.0034, 1733.904, 975.4811, 3.901008e-05, 2197.974, 757.6058, 2555.726, 1915.463, 2889.641, 957.8026, 1789.897, 1322.234, 1877.125, 1756.654, 1931.088, 949.179, 1740.145, 1123.92, 1487.688, 2190.722, 1554.339, 605.0786
105, 1686.822, 460.1452, 160.0577, 885.7289, 956.577, 604.456, 49.49913, 763.6304, 949.5054, 1598.123, 4358.514, 232.8959, 314.2198, 340.7759, 556.2778, 1024.959, 1020.15, 945.525, 438.239, 1020.408, 1735.068, 305.4857, 333.0197, 1102.687, 977.8339, 698.5898, 1215.99, 1226.562, 741.843, 1180.759, 366.3881, 1287.255, 450.5459, 90.8706, 655.5491, 488.0691, 163.0886, 1128.027, 305.3451, 2078.619, 1020.07, 1561.975, 1001.959, 1031.865, 878.7153, 1659.833, 935.2229, 3.720442e-05, 2198.437, 722.9406, 2602.043, 1930.372, 2813.547, 953.8373, 1812.857, 1323.431, 1887.934, 1836.686, 1848.041, 1068.684, 1735.894, 1077.678, 1420.757, 2133.311, 1518.914, 574.7454
105.1, 1705.789, 438.9206, 153.3854, 908.8109, 915.1837, 687.5752, 47.38654, 893.85, 934.215, 1648.604, 4529.913, 226.9001, 300.8871, 323.3065, 578.8333, 981.742, 1013.458, 902.1415, 475.9567, 1100.727, 1649.574, 290.4049, 316.3578, 1355.034, 973.575, 754.9274, 1164.524, 1174.413, 769.7089, 1216.492, 351.4565, 1232.771, 559.9413, 87.21562, 626.6136, 462.6277, 156.1557, 1082.427, 292.3564, 2114.506, 973.4134, 1623.003, 959.4355, 987.1506, 842.0259, 1789.423, 896.6262, 3.548233e-05, 2179.883, 689.8615, 2623.776, 1895.031, 2928.572, 951.5812, 1732.742, 1321.332, 1811.132, 1816.528, 1768.565, 1024.726, 1759.92, 1033.339, 1356.838, 2190.6, 1481.854, 604.121
105.2, 1764.256, 418.6751, 146.9912, 916.5339, 875.5815, 724.8654, 45.36411, 1077.86, 893.2157, 1578.662, 4552.465, 217.2551, 288.1201, 306.7327, 552.5952, 940.3468, 1054.379, 888.7256, 637.9805, 1102.039, 1693.256, 276.0685, 300.5295, 1358.333, 1049.569, 720.1152, 1115.237, 1124.481, 737.3495, 1224.098, 337.1334, 1180.594, 567.376, 83.70766, 598.9552, 438.5125, 149.5175, 1038.67, 279.9202, 2010.664, 928.891, 1662.175, 980.085, 944.3741, 892.6631, 1748.171, 859.6223, 3.383995e-05, 2184.428, 658.296, 2630.444, 1867.751, 2808.311, 955.9149, 1887.618, 1262.641, 1809.254, 1797.187, 1763.831, 982.5756, 1766.873, 1181.943, 1360.632, 2153.402, 1584.813, 632.085
105.3, 1831.267, 399.3634, 140.8636, 873.8998, 887.8623, 686.619, 43.42801, 1156.318, 854.0157, 1511.688, 4436.057, 208.0199, 318.0976, 291.0085, 527.5464, 900.697, 1154.795, 861.8785, 608.3996, 1046.843, 1609.823, 262.4399, 285.4931, 1390.582, 1084.897, 753.3231, 1126.679, 1310.717, 860.6896, 1474.552, 323.394, 1130.625, 575.5052, 80.34079, 572.5176, 415.6543, 143.1615, 996.6827, 268.0131, 2053.501, 1063.706, 1627.272, 938.4894, 903.4514, 855.3913, 1700.574, 824.1456, 3.22736e-05, 2198.601, 628.1749, 2634.824, 1789.147, 2854.732, 913.5725, 1904.656, 1307.702, 1735.653, 1719.261, 1687.977, 1047.772, 1750.374, 1174.875, 1392.809, 2060.135, 1515.579, 628.7675
105.4, 1886.425, 380.9424, 134.9914, 936.6657, 849.4424, 650.3907, 41.57453, 1201.623, 824.7944, 1491.477, 4661.106, 199.1774, 366.8292, 276.0904, 503.6331, 862.7191, 1104.944, 885.1954, 627.4543, 1080.5, 1530.5, 249.4841, 271.2091, 1338.017, 1039.417, 792.4329, 1175.513, 1254.99, 1027.802, 1465.339, 310.2145, 1082.771, 620.5633, 77.10934, 547.247, 393.9876, 137.0756, 1082.564, 256.6124, 2062.115, 1015.054, 1748.689, 941.4423, 930.527, 819.6757, 1627.926, 790.1331, 3.077975e-05, 2141.438, 599.4319, 2603.449, 1896.245, 2971.297, 898.0144, 1820.484, 1249.617, 1665.047, 1793.572, 1615.385, 1004.674, 1741.355, 1126.536, 1330.147, 2072.393, 1586.631, 705.7537
105.5, 1961.865, 363.3712, 164.2359, 898.2164, 812.685, 647.2637, 39.80016, 1187.562, 828.0544, 1428.201, 4661.024, 273.8956, 351.2642, 261.937, 480.8038, 826.3425, 1163.378, 844.58, 598.3614, 1046.025, 1500.304, 237.1678, 257.6397, 1368.461, 1058.469, 755.8912, 1125.761, 1201.633, 984.592, 1460.757, 297.5721, 1036.942, 672.64, 74.00787, 523.0919, 373.4503, 131.2485, 1038.802, 245.6967, 2064.861, 1004.262, 1723.088, 919.5986, 890.2042, 887.8639, 1599.264, 757.5242, 2.935504e-05, 2050.009, 572.0042, 2672.014, 1919.562, 2849.282, 871.0756, 1881.634, 1194.112, 1668.856, 1791.634, 1545.914, 1024.136, 1666.004, 1132.316, 1270.304, 1982.634, 1609.225, 694.298
105.6, 2031.795, 398.5706, 157.3894, 883.4608, 925.7178, 613.1119, 38.10151, 1201.996, 879.597, 1394.634, 4592.481, 315.6724, 400.8986, 248.5092, 540.8781, 791.4998, 1142.38, 805.8282, 617.9169, 1081.698, 1461.308, 225.4596, 416.7079, 1330.196, 1014.096, 721.0345, 1123.794, 1150.543, 1040.291, 1469.776, 285.445, 993.0533, 644.9047, 71.03115, 500.0029, 353.9836, 125.6691, 1045.902, 235.2453, 2151.27, 1056.053, 1643.967, 922.8912, 891.4589, 897.6533, 1530.944, 726.2612, 2.799628e-05, 2043.276, 705.5376, 2605.682, 1973.055, 3024.015, 919.4337, 1898.342, 1252.141, 1732.329, 1713.95, 1479.431, 1038.033, 1722.443, 1085.729, 1333.282, 2040.601, 1538.924, 659.4922
105.7, 1944.096, 380.1862, 154.0053, 976.9183, 885.6598, 612.3398, 36.47537, 1170.26, 840.9948, 1426.52, 4406.841, 302.2538, 383.888, 235.7698, 691.1072, 758.1262, 1122.515, 768.8544, 681.6324, 1079.056, 1491.669, 214.3294, 395.8588, 1269.403, 1182.696, 687.7853, 1137.584, 1101.626, 996.5566, 1535.593, 273.8121, 951.022, 618.313, 68.17416, 477.933, 335.5317, 120.3269, 1003.622, 225.2385, 2089.011, 1099.258, 1604.727, 883.7231, 900.9837, 860.1731, 1465.542, 696.2883, 2.670042e-05, 2081.967, 673.2548, 2495.198, 1890.019, 2916.836, 878.7073, 1814.45, 1278.87, 1749.983, 1639.634, 1646.395, 1013.278, 1647.911, 1239.842, 1371.265, 2006.883, 1500.44, 789.5957
