 , C001, C002, C003, C004, C005, C007, C010, C011, C012, C013, C016, C017, C018, C019, C020, C021, C022, C024, C025, C027, C028, C029, C031, C032, C033, C034, C035, C036, C037, C038, C039, C043, C045, C046, C047, C051, C052, C053, C054, C055, C056, C063, C064, C068, C070, C077, C082, C089, C092, C099, C106
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
165.1, 1022.545, 2868.102, 923.7741, 396.144, 0.4525894, 29.6099, 1226.939, 936.4776, 598.9061, 1431.729, 2539.744, 1235.889, 737.8286, 189.6156, 3111.435, 2053.337, 367.1096, 2247.004, 66.27941, 1831.045, 1032.909, 1268.624, 12.64435, 416.0633, 424.0556, 907.7645, 414.027, 3751.524, 3931.154, 11301.09, 5830.328, 2303.078, 0.5191154, 606.2001, 4079.14, 829.4149, 7733.777, 4634.56, 2260.171, 1761.554, 3091.753, 2571.875, 5939.062, 1659.084, 2309.526, 0.09019424, 2137.05, 2543.705, 1598.485, 3049.14, 177.0365
165.2, 971.4761, 3111.772, 882.0136, 378.7759, 0.4333585, 28.08028, 1170.857, 988.5638, 571.885, 1361.884, 2515.595, 1180.599, 705.9014, 180.8222, 3039.722, 2027.347, 435.3493, 2129.779, 63.23757, 1849.772, 1030.523, 1516.958, 12.04886, 395.0378, 405.815, 867.5497, 429.1583, 3806.511, 3905.007, 11422.71, 5707.174, 2353.37, 0.4942473, 692.7741, 4144.175, 791.5327, 7648.866, 4451.699, 2228.284, 1681.036, 3088.998, 2621.171, 5914.764, 1615.076, 2412.567, 179.7843, 2083.525, 2483.326, 1555.368, 2921.646, 169.6315
165.3, 922.9574, 3050.665, 883.9034, 362.1692, 0.4149447, 26.62968, 1222.362, 992.6844, 546.083, 1469.916, 2459.265, 1127.782, 675.3558, 172.4365, 2971.365, 1932.29, 416.9874, 2129.202, 60.33533, 1751.274, 1053.04, 1699.168, 11.48141, 375.0749, 447.3642, 874.7982, 649.9875, 3635.226, 3803.785, 11027.23, 5581.936, 2308.248, 0.4705704, 716.7283, 4066.842, 755.3806, 7693.658, 4475.028, 2178.15, 1782.024, 3041.691, 2556.172, 5895.56, 1538.408, 2302.396, 171.7757, 1987.454, 2421.195, 1488.895, 3000.332, 162.5363
165.4, 876.8618, 2906.222, 933.9913, 346.2906, 0.3973134, 25.25402, 1166.49, 949.0966, 521.4451, 1398.209, 2413.354, 1077.328, 736.3582, 164.4398, 2918.989, 1899.372, 447.7035, 2167.634, 57.56628, 1658.021, 1004.081, 1896.142, 10.94069, 356.1208, 428.121, 836.0438, 754.6414, 3621.973, 3766.257, 11182.24, 5346.567, 2245.962, 0.4480278, 685.7432, 3998.781, 720.8798, 7578.677, 4418.156, 2212.272, 2068.314, 3016.83, 2558.807, 5717.698, 1592.264, 2412.187, 295.4726, 2055.405, 2307.769, 1480.697, 3049.756, 155.7378
165.5, 833.0684, 2901.929, 891.7689, 331.1082, 0.3804313, 23.94942, 1169.185, 907.4227, 497.9189, 1330, 2476.842, 1029.131, 704.4946, 156.8138, 2855.446, 1894.601, 428.8205, 2054.55, 54.92432, 1569.734, 1060.058, 1814.367, 10.42543, 338.1245, 535.992, 799.0063, 720.0142, 3501.024, 3676.089, 11107.56, 5265.661, 2147.615, 0.4265651, 656.0976, 3927.958, 687.9547, 7385.091, 4231.338, 2114.031, 1994.526, 2886.718, 2484.641, 5645.449, 1516.679, 2302.032, 282.3106, 1960.631, 2312.588, 1504.474, 3046.025, 149.2237
165.6, 791.4622, 2866.758, 851.4553, 316.5915, 0.3642665, 22.71222, 1250.943, 918.0813, 475.454, 1312.306, 2367.68, 1089.189, 674.0098, 149.5416, 2821.843, 1911.599, 506.4536, 2019.313, 52.40361, 1486.147, 1123.318, 1736.119, 9.934438, 321.0376, 564.8488, 805.2029, 686.9758, 3343.486, 3520.627, 10878.06, 5229.163, 2135, 0.4061306, 627.7336, 3868.987, 656.5334, 7432.924, 4232.072, 2197.6, 1985.665, 2830.951, 2448.333, 5676.559, 1531.074, 2366.685, 269.7349, 1921.55, 2386.199, 1555.557, 2998.974, 142.982
165.7, 751.934, 2731.023, 938.8271, 302.7112, 0.3487885, 21.53893, 1246.172, 895.4598, 454.0028, 1310.396, 2345.401, 1040.462, 644.8441, 142.6066, 2689.859, 1940.474, 485.0927, 2144.402, 49.99858, 1488.694, 1098.715, 1763.432, 9.46657, 304.8142, 721.3007, 1068.841, 667.4952, 3255.279, 3575.815, 11007.66, 5246.861, 2052.166, 0.386675, 634.0552, 3844.674, 626.5472, 7461.867, 4196.535, 2257.192, 1992.702, 2898.979, 2659.31, 5864.471, 1458.394, 2380.025, 337.7558, 1959.139, 2341.004, 1489.075, 3064.105, 137.0014
165.8, 714.3799, 2715.936, 896.3861, 289.4394, 0.3339682, 20.42625, 1445.703, 899.5499, 433.5193, 1296.953, 2394.142, 993.9143, 616.9406, 135.9932, 2634.684, 2020.228, 464.6327, 2032.53, 47.70393, 1409.423, 1047.632, 1832.558, 9.020736, 426.9367, 690.2742, 1021.49, 636.8666, 3192.452, 3596.145, 10869.44, 5161.276, 2101.171, 0.3681514, 606.6442, 3836.054, 597.9307, 7402.124, 4041.178, 2156.957, 1901.618, 2821.486, 2537.887, 5803.551, 1493.433, 2392.23, 453.778, 1868.804, 2432.306, 1557.377, 3102.458, 131.271
165.9, 678.7014, 2715.581, 978.0667, 276.7495, 0.3197776, 19.37105, 1379.622, 860.0515, 413.9601, 1233.683, 2387.77, 949.4491, 664.8087, 129.6865, 2628.25, 1958.303, 445.0357, 1926.494, 45.5146, 1412.166, 1045.925, 1753.526, 8.595899, 405.3618, 660.5823, 1089.077, 636.2178, 3118.771, 3677.386, 10652.33, 5014.182, 2009.164, 561.4878, 666.8676, 3892.259, 570.6211, 7331.365, 4060.306, 2095.755, 1861.284, 2743.356, 2506.552, 5753.803, 1422.54, 2370.913, 539.0065, 1782.634, 2376.069, 1490.818, 3004.95, 125.7803
166, 644.8047, 2673.524, 933.8518, 264.616, 0.30619, 18.37036, 1316.561, 822.2874, 395.2832, 1173.5, 2282.533, 906.9731, 724.374, 123.6723, 2505.321, 1967.734, 426.2652, 1932.077, 43.42574, 1377.083, 1076.629, 1914.835, 8.19107, 384.8772, 632.1675, 1040.83, 631.2524, 3072.843, 3610.547, 10909.96, 4984.054, 2018.16, 534.5898, 638.038, 3785.607, 544.5588, 7072.912, 3888.62, 2050.399, 1804.626, 2784.82, 2630.565, 5600.881, 1355.012, 2334.512, 514.9962, 1862.601, 2320.834, 1427.103, 2879.303, 120.5192
166.1, 612.6011, 2589.509, 891.6357, 253.0145, 0.2931798, 17.42137, 1256.383, 916.6299, 377.4491, 1116.253, 2334.852, 866.3975, 693.029, 117.937, 2475.454, 1993.546, 489.3857, 1831.282, 41.43274, 1303.755, 1139.067, 1897.592, 7.805306, 463.6189, 604.9751, 1214.38, 602.2869, 2934.572, 3495.028, 10857.67, 4773.896, 1965.888, 508.9803, 610.4548, 3808.344, 519.687, 7063.384, 3918.07, 2021.972, 1768.573, 2664.714, 2575.369, 5629.41, 1290.689, 2281.896, 694.9681, 1776.717, 2398.628, 1435.264, 2916.009, 115.4782
166.2, 582.0057, 2614.499, 851.328, 241.9216, 0.2807223, 16.52139, 1198.956, 910.8842, 360.4195, 1092.971, 2291.728, 827.637, 663.0403, 112.4676, 2488.595, 1956.126, 516.3347, 1861.996, 39.53122, 1234.332, 1270.892, 1815.754, 7.437711, 493.875, 578.9523, 1160.581, 574.6506, 2802.523, 3547.995, 10511.24, 4705.747, 1896.982, 592.649, 584.0641, 3829.37, 495.951, 7006.292, 3829.247, 2136.327, 1763.293, 2611.006, 2478.284, 5540.72, 1229.42, 2295.344, 842.3069, 1694.793, 2389.528, 1392.024, 2892.74, 110.648
166.3, 552.9384, 2550.55, 893.8718, 231.315, 0.2687942, 15.66792, 1144.153, 890.548, 344.1583, 1039.652, 2190.724, 827.2017, 634.3494, 107.2519, 2372.198, 1948.053, 523.3917, 1764.857, 37.71696, 1199.87, 1211.805, 1804.731, 7.087427, 468.9174, 554.0489, 1144.192, 609.9116, 2890.302, 3521.912, 10696.03, 4637.229, 1840.827, 564.2583, 558.8142, 3749.153, 473.2992, 6829.396, 3804.49, 2121.873, 1783.003, 2572.738, 2521.605, 5495.834, 1171.06, 2269.258, 955.0146, 1642.25, 2277.585, 1471.197, 2862.056, 106.0199
166.4, 525.3228, 2445.861, 926.2833, 221.1735, 0.257373, 14.85853, 1091.855, 966.4556, 328.6308, 1116.224, 2094.173, 800.5109, 606.8999, 102.2781, 2261.245, 1913.59, 607.0139, 1715.749, 35.98597, 1322.676, 1155.465, 1834.031, 6.753641, 445.221, 530.2167, 1189.171, 581.9254, 2760.245, 3508.984, 10680.86, 4500.7, 1960.917, 537.2276, 534.6559, 3765.28, 451.682, 6951.056, 3780.897, 2105.058, 1701.505, 2697.961, 2602.843, 5637.765, 1115.47, 2165.631, 928.4115, 1698.527, 2334.671, 1408.321, 2948.971, 101.5853
166.5, 499.0865, 2489.953, 920.2621, 211.4766, 0.246437, 14.09095, 1299.463, 981.355, 313.8038, 1276.566, 2001.877, 824.7776, 580.6382, 255.7567, 2155.481, 1989.766, 651.2088, 1692.938, 34.33442, 1652.772, 1161.51, 2011.083, 6.435574, 422.7221, 703.7791, 1165.308, 566.5587, 2676.738, 3444.631, 10449.15, 4310.923, 1901.858, 511.4918, 511.5421, 3727.826, 431.0521, 6825.311, 3809.726, 2158.651, 1623.731, 2643.113, 2977.935, 5569.733, 1062.518, 2195.037, 921.8427, 1620.209, 2401.304, 1348.132, 2920.55, 97.33628
166.6, 474.1604, 2388.14, 893.51, 202.2048, 226.5355, 13.36303, 1302.528, 973.9589, 299.6458, 1393.586, 2060.889, 787.8792, 555.5129, 243.896, 2054.664, 1896.472, 802.5732, 1733.235, 32.75867, 1587.818, 1107.509, 2542.744, 6.132487, 401.3602, 743.2937, 1113.684, 540.5618, 2708.563, 3453.2, 10606.67, 4275.716, 1917.052, 548.9807, 489.4275, 3632.331, 411.3644, 6745.244, 3648.635, 2062.791, 1601.005, 2570.981, 2908.478, 5478.651, 1012.08, 2340.948, 967.9018, 1652.037, 2288.81, 1290.516, 2948.09, 93.26495
166.7, 450.4793, 2332.851, 875.977, 193.3395, 293.3947, 833.8766, 1266.687, 931.1932, 286.1266, 1544.56, 2081.098, 752.6315, 531.4749, 375.1163, 1958.563, 1862.326, 768.7228, 1843.22, 355.0353, 1669.736, 1056.017, 2800.651, 5.843674, 513.5573, 890.5991, 1212.782, 552.5368, 2586.684, 3456.057, 10176.36, 4095.426, 1868.666, 670.4414, 640.1385, 3614.035, 392.576, 6795.432, 3746.225, 2061.946, 1594.129, 2460.098, 2775.679, 5592.985, 964.0369, 2318.945, 996.3159, 1575.862, 2491.824, 1327.757, 3042.167, 89.36391
166.8, 427.9808, 2334.559, 836.3772, 184.863, 435.8087, 1292.166, 1208.789, 890.3054, 273.2173, 1502.685, 2151.588, 718.9606, 508.477, 357.7202, 1866.956, 1866.333, 736.3, 1747.061, 477.6813, 1580.825, 1006.92, 2771.99, 5.568462, 487.6051, 900.9747, 1244.912, 527.1832, 2470.289, 3474.726, 9763.51, 4013.218, 1786.839, 698.8661, 756.6684, 3649.188, 374.6457, 6761.813, 3611.428, 1970.38, 1521.264, 2566.386, 2751.712, 5561.943, 1181.613, 2326.771, 951.9343, 1651.106, 2375.09, 1271.011, 3314.076, 85.62604
166.9, 406.606, 2296.169, 798.5676, 176.758, 417.2908, 1800.798, 1379.938, 890.4839, 260.8904, 1429.38, 2128.163, 872.9807, 486.4742, 558.31, 1779.634, 1882.508, 727.3738, 1683.801, 455.7585, 1496.648, 960.1055, 2945.335, 5.306212, 462.9643, 908.8231, 1189.761, 502.993, 2359.131, 3435.783, 9792.593, 4165.248, 1727.745, 778.0731, 723.9566, 3670.692, 357.5343, 6548.69, 3547.939, 1903.315, 1451.729, 2455.701, 2719.204, 5527.442, 1215.436, 2220.518, 948.9013, 1619.711, 2263.823, 1216.691, 3248.112, 82.04452
167, 386.2988, 2187.451, 793.3104, 169.0084, 399.5598, 4001.954, 1426.839, 948.1139, 249.1197, 1359.65, 2261.539, 1253.073, 465.4236, 850.3901, 1696.396, 2064.91, 726.2129, 2261.863, 880.3551, 1416.954, 915.4675, 3226.623, 5.056313, 439.5688, 869.7303, 1137.054, 531.0678, 2380.701, 3368.732, 10097.15, 4259.425, 1734.125, 1376.498, 692.659, 3848.743, 341.2044, 6435.622, 3397.918, 1818.794, 1474.484, 2349.789, 2595.047, 5619.995, 1157.739, 2119.117, 1319.041, 1545.027, 2338.555, 1164.692, 3112.298, 78.6128
167.1, 484.073, 2306.784, 757.4477, 161.5986, 382.5822, 5049.608, 1533.823, 990.2207, 237.88, 1360.321, 2180.343, 1204.302, 445.2838, 810.9531, 1617.052, 2052.875, 695.5831, 2213.642, 839.9518, 1450.182, 979.6708, 3087.468, 4.818183, 417.3555, 832.3192, 1086.681, 506.6994, 2332.908, 3352.835, 9986.668, 4237.201, 1722.607, 1310.557, 662.7144, 3773.024, 325.6205, 6166.532, 3334.829, 1945.986, 1454.756, 2248.445, 2476.558, 5676.565, 1163.419, 2102.921, 1260.284, 1535.832, 2337.351, 1114.915, 2982.163, 778.1196
167.2, 459.8968, 2197.563, 790.7825, 154.5136, 366.326, 5235.598, 1552.249, 946.741, 227.1475, 1293.96, 2231.513, 1356.839, 426.0156, 773.3451, 1722.12, 1956.621, 766.498, 2524.274, 801.4029, 1423.922, 1003.72, 3279.651, 4.591268, 396.2647, 963.0381, 1038.54, 483.4491, 2533.854, 3211.043, 10213.22, 4157.558, 1683.983, 1247.775, 634.0644, 3954.038, 310.7482, 6042.406, 3295.917, 2033.83, 1914.88, 2151.472, 2451.881, 5633.149, 1108.191, 2028.687, 1204.144, 1527.067, 2227.853, 1067.266, 2857.469, 745.5728
167.3, 436.928, 2127.828, 830.829, 147.7393, 350.7605, 5322.183, 1520.045, 905.1705, 216.8992, 1230.836, 2250.258, 1334.469, 519.0949, 737.4811, 1684.406, 2001.527, 734.1691, 3292.535, 764.6231, 1394.679, 1092.265, 3219.054, 4.375039, 376.2398, 1021.602, 992.5319, 461.2657, 2419.836, 3147.506, 10100.95, 4064.199, 1610.244, 1188.001, 606.653, 3972.988, 296.5553, 6052.364, 3316.662, 1943.514, 2297.551, 2058.682, 2339.929, 5856.762, 1055.585, 2079.545, 1150.504, 1456.654, 2317.755, 1021.653, 2783.813, 843.809
167.4, 415.1064, 2182.872, 793.2702, 141.262, 335.8564, 5290.355, 1450.566, 865.4254, 207.1133, 1170.792, 2264.023, 1274.768, 522.7335, 703.2804, 1664.308, 1907.681, 746.815, 3502.248, 729.5313, 1320.414, 1041.483, 3308.119, 4.168994, 357.2268, 1000.561, 948.5618, 440.1002, 2388.263, 3113.016, 10188.78, 4009.221, 1539.733, 1131.09, 580.4266, 4077.038, 283.0106, 5799.299, 3209.948, 1857.208, 2468.405, 1969.893, 2296.139, 5760.097, 1005.477, 1984.581, 1099.254, 1443.317, 2209.175, 977.9898, 2696.49, 860.701
167.5, 484.2893, 2079.517, 757.4093, 135.0686, 321.5856, 5181.612, 1434.229, 874.0235, 197.7688, 1113.677, 2245.458, 1217.739, 500.1139, 670.6657, 1615.26, 1818.235, 891.1948, 3701.41, 696.05, 1250.104, 993.0611, 3189.125, 3.972653, 339.1746, 957.5224, 906.5396, 419.9058, 2280.796, 3086.83, 9971.554, 3840.168, 1525.399, 1076.905, 555.334, 3991.71, 270.0845, 5716.674, 3137.144, 1774.734, 2453.988, 1939.79, 2298.261, 5792.61, 1042.832, 1893.954, 1050.287, 1376.766, 2105.681, 1011.488, 2709.72, 863.8984
167.6, 460.1023, 2144.507, 723.1696, 129.1468, 307.9212, 5144.611, 1368.672, 835.6459, 188.846, 1059.348, 2146.495, 1195.289, 478.4731, 639.5635, 1686.271, 1849.791, 853.6065, 3508.309, 664.1053, 1183.538, 946.8909, 3204.357, 3.785558, 404.461, 961.1749, 866.379, 400.6381, 2178.166, 3018.624, 9913.504, 3851.507, 1458.604, 1025.316, 531.3262, 3880.055, 257.7488, 5533.67, 3126.363, 1855.329, 2496.597, 1882.409, 2335.032, 5880.83, 993.3286, 1880.51, 1003.501, 1416.463, 2137.687, 1029.515, 2596.418, 940.9707
167.7, 470.8347, 2042.969, 779.6433, 123.4846, 294.8374, 5134.322, 1360.329, 839.856, 180.3258, 1130.744, 2096.786, 1211.527, 658.0952, 609.9037, 1625.792, 1800.073, 817.6036, 3570.248, 633.6266, 1195.102, 902.8672, 3191.679, 3.607275, 457.8006, 919.8303, 827.9976, 382.2545, 2080.153, 2964.491, 9816.664, 3771.9, 1394.734, 976.1984, 508.3562, 3987.519, 245.9765, 5634.818, 3131.297, 1825.797, 2419.632, 1845.28, 2469.596, 5805.471, 946.1752, 1866.001, 958.7998, 1452.505, 2037.542, 985.5158, 2641.933, 1108.551
167.8, 447.3197, 2019.161, 744.3984, 506.6797, 282.3095, 5030.55, 1298.151, 918.3777, 172.1899, 1097.993, 2058.416, 1157.326, 714.8858, 581.6194, 1549.75, 1771.58, 783.1191, 3383.99, 604.5468, 1154.928, 1023.175, 3054.032, 3.437388, 561.9003, 957.5209, 791.3165, 364.7145, 2037.421, 2889.949, 9762.25, 3647.32, 1422.341, 929.4338, 486.3793, 3824.224, 234.7419, 5536.307, 3110.644, 1744.719, 2430.124, 1886.192, 2356.836, 5751.217, 901.2603, 1905.072, 916.0894, 1385.53, 2044.427, 1024.665, 2689.137, 1062.183
167.9, 424.979, 2046.554, 710.7468, 484.4653, 270.314, 4868.302, 1238.814, 878.0526, 164.4212, 1063.783, 2112.919, 1168.48, 711.6776, 554.6467, 1511.305, 1732.109, 750.0892, 3389.531, 576.8016, 1105.638, 1074.467, 3118.608, 3.275502, 533.5051, 1029.195, 756.2604, 347.9793, 2024.181, 2767.733, 9774.946, 3635.559, 1360.058, 884.9094, 465.3525, 3800.295, 224.0204, 5372.631, 2979.113, 1667.24, 2348.337, 1943.128, 2537.069, 5646.959, 858.4774, 1855.998, 875.2816, 1583.503, 1948.651, 1024.273, 2705.838, 1154.067
168, 403.7542, 2119.006, 678.6165, 542.5086, 258.8281, 4931.477, 1182.19, 892.3613, 157.0029, 1011.889, 2111.789, 1116.205, 680.882, 528.9249, 1440.618, 1732.158, 718.4523, 3427.418, 550.3297, 1243.127, 1024.512, 3105.01, 3.121241, 555.5292, 1050.977, 722.7573, 332.012, 1933.098, 2778.374, 9682.765, 3555.588, 1300.503, 842.5179, 445.2347, 3802.559, 213.7886, 5285.409, 3151.132, 1725.406, 2240.998, 1999.514, 2466.215, 5711.716, 1063.34, 1837.237, 836.2916, 1510.488, 1857.363, 980.4976, 2645.163, 1144.405
168.1, 428.3081, 2035.358, 676.1295, 650.163, 247.8303, 4781.98, 1240.732, 895.3845, 149.9193, 1029.642, 2072.471, 1066.269, 757.4877, 613.0143, 1405.273, 1684.42, 688.1498, 3403.887, 525.0728, 1176.932, 976.8794, 3018.69, 2.974244, 697.3878, 1081.577, 776.1973, 316.7774, 1891.225, 2811.89, 9289.937, 3452.767, 1308.247, 802.1572, 501.535, 3720.013, 204.0241, 5238.704, 3017.89, 1673.998, 2257.339, 1913.277, 2492.952, 5667.479, 1012.864, 1813.614, 799.0385, 1478.057, 2016.787, 938.593, 2785.48, 1096.537
168.2, 406.917, 2039.038, 645.5641, 746.4341, 237.2998, 4748.146, 1184.02, 856.069, 143.1553, 979.4129, 2032.211, 1149.729, 825.3444, 584.5857, 1339.545, 1653.898, 659.1254, 3288.718, 500.9749, 1114.262, 931.4615, 2998.359, 2.83417, 662.1459, 1035.054, 767.4268, 302.2419, 1877.426, 2953.57, 9405.286, 3510.928, 1304.29, 763.7299, 479.853, 3777.702, 194.7056, 5069.512, 3093.62, 1608.91, 2214.697, 1855.995, 2560.691, 5609.131, 1010.179, 1812.146, 763.4448, 1409.905, 1949.801, 898.4794, 2669.01, 1278.098
168.3, 414.217, 1942.494, 732.2852, 1390.034, 227.2168, 4548.736, 1129.9, 950.6495, 136.6965, 931.634, 1995.35, 1139.754, 789.6302, 557.4755, 1327.31, 1619.207, 631.3252, 3270.114, 477.983, 1054.929, 951.2579, 2981.814, 2.700693, 693.1402, 990.5311, 733.429, 288.3733, 1792.946, 2828.663, 9438.589, 3479.047, 1313.882, 727.1436, 567.0132, 3623, 185.8128, 4953.357, 3115.803, 1651.384, 2243.914, 1802.642, 2544.08, 5534.937, 962.2258, 1729.394, 729.4366, 1518.075, 1887.73, 918.4621, 2653.359, 1268.671
168.4, 393.5296, 1991.017, 709.9442, 1730.052, 217.5621, 4640.555, 1078.254, 908.9073, 130.5291, 917.415, 2084.958, 1149.507, 895.9374, 531.6225, 1265.229, 1785.253, 604.6975, 3099.514, 456.0464, 998.7557, 1022.631, 2888.686, 2.573502, 841.0851, 1163.442, 761.7907, 275.1411, 1750.851, 2967.273, 9248.964, 3402.511, 1256.348, 692.3099, 542.5005, 3569.12, 177.326, 5131.641, 3030.505, 1701.789, 2342.385, 1741.864, 2668.826, 5649.044, 997.668, 1851.634, 696.9434, 1448.077, 2001.604, 968.4936, 2861.809, 1359.7
168.5, 430.5382, 1896.746, 677.8502, 1897.214, 279.1199, 4550.029, 1028.969, 868.998, 124.64, 872.6606, 2057.507, 1163.446, 857.1686, 506.9684, 1286.754, 1701.547, 579.1929, 3013.18, 435.1165, 945.5733, 975.0856, 3087.029, 2.452302, 826.4514, 1222.675, 801.9948, 262.516, 1672.067, 2952.047, 9216.853, 3362.612, 1361.138, 659.1449, 519.0475, 3573.604, 169.2269, 5118.254, 2968.882, 1856.675, 2332.778, 1811.872, 2546.969, 5635.406, 950.3087, 1877.472, 665.8976, 1568.755, 1907.834, 1006.716, 2742.147, 1414.039
168.6, 409.0357, 1906.639, 647.207, 1857.232, 292.8951, 4428.589, 981.9362, 913.9178, 119.0166, 830.0894, 2083.284, 1111.396, 989.1205, 523.4896, 1226.57, 1669.688, 554.764, 3243.337, 415.1471, 1260.241, 967.9058, 2953.894, 2.336809, 831.6966, 1220.172, 766.4656, 250.4702, 1696.263, 2941.912, 9188.357, 3287.446, 1301.535, 627.5687, 496.6084, 3674.283, 161.4978, 5020.667, 3035.49, 1796.65, 2262.331, 1901.018, 2603.8, 5553.9, 968.4465, 1791.736, 636.2348, 1496.42, 2020.245, 1023.808, 2778.071, 1501.248
168.7, 388.6071, 1944.688, 707.0588, 1775.805, 280.4498, 4283.091, 1057.222, 906.2116, 113.6469, 988.057, 1991.468, 1114.649, 946.3194, 651.2315, 1169.2, 1653.434, 531.3655, 3074.134, 396.0942, 1193.135, 922.9051, 2826.502, 2.226756, 789.6674, 1167.687, 758.977, 238.9772, 1619.935, 2877.112, 9107.974, 3238.859, 1244.543, 597.5051, 475.1394, 3523.816, 154.1216, 4838.145, 2927.728, 1716.866, 2158.923, 1876.767, 2768.897, 5510.128, 1061.181, 1754.78, 607.8933, 1662.612, 1975.499, 980.0527, 2737.865, 1493.707
168.8, 369.1988, 1927.036, 675.0952, 1829.535, 386.6837, 4289.463, 1008.898, 866.4207, 108.5194, 1008.21, 2068.243, 1064.783, 939.3823, 621.0306, 1114.514, 1575.909, 508.9539, 2913.758, 377.9158, 1129.602, 1010.294, 2806.919, 2.121885, 978.7576, 1198.778, 725.3536, 228.0116, 1578.27, 2828.4, 8924.394, 3291.808, 1230.771, 568.8817, 454.5985, 3485.884, 147.0823, 4741.546, 2803.932, 1640.625, 2196.88, 1795.824, 2666.889, 5435.99, 1010.806, 1789.194, 580.8143, 1621.258, 1882.952, 938.1672, 2838.912, 1488.093
168.9, 350.7597, 1869.542, 658.6522, 1983.009, 370.2532, 4173.458, 962.7827, 907.3745, 103.6233, 959.0264, 1977.089, 1017.147, 898.7335, 592.2302, 1062.386, 1618.369, 487.4875, 2861.607, 360.5716, 1069.453, 1053.109, 2709.876, 2.021954, 952.7947, 1181.087, 818.6771, 217.5491, 1507.251, 2826.385, 8759.454, 3206.062, 1180.226, 541.6295, 434.9456, 3343.132, 140.3646, 4755.55, 2824.903, 1567.769, 2148.196, 1853.961, 2771.053, 5432.224, 962.8232, 1726.525, 554.9416, 1579.786, 1951.971, 1002.346, 2822.445, 1425.85
169, 333.2416, 1823.235, 628.8768, 1914.551, 354.5209, 4229.734, 1041.729, 867.5325, 98.94806, 912.242, 1975.03, 1022.232, 885.6456, 564.7655, 1012.695, 1723.983, 466.9265, 3131.639, 344.0234, 1012.506, 1099.645, 2766.184, 1.926729, 904.646, 1301.207, 811.8925, 207.5667, 1573.757, 2848.391, 8735.39, 3083.792, 1160.769, 515.6828, 416.1424, 3388.803, 133.9536, 4704.705, 2705.454, 1581.674, 2050.005, 1774.002, 2676.956, 5406.371, 1034.531, 1771.962, 530.2214, 1506.943, 1860.526, 1135.373, 2723.589, 1534.824
169.1, 316.5984, 1788.853, 600.4476, 1914.087, 339.457, 4276.327, 994.1126, 889.7653, 94.48378, 867.7399, 2010.899, 976.5004, 889.2424, 619.6835, 965.3292, 1643.15, 447.2328, 2968.263, 328.2347, 958.5911, 1245.336, 2681.293, 1.835988, 901.8749, 1245.236, 862.4535, 198.0423, 1599.169, 2873.327, 8654.139, 2992.197, 1147.056, 490.9791, 398.152, 3392.279, 127.8355, 4525.405, 2684.999, 1523.607, 2018.415, 1844.174, 2626.034, 5448.511, 1004.086, 1730.823, 506.6023, 1437.458, 1997.18, 1143.496, 2648.17, 1470.627
169.2, 300.7865, 1831.032, 592.0815, 1951.481, 377.0195, 4055.417, 948.6732, 850.6965, 90.22092, 910.3629, 1939.321, 932.8143, 850.7633, 590.9456, 920.1785, 1656.608, 428.3697, 2955.864, 313.1707, 907.5474, 1268.141, 2663.119, 1.749521, 856.2993, 1274.461, 824.246, 188.955, 1527.21, 2885.25, 8506.413, 3120.104, 1115.94, 467.4588, 380.9394, 3364.035, 121.9968, 4529.333, 2571.466, 1652.174, 1926.156, 1799.044, 2650.006, 5344.433, 1010.679, 1651.784, 484.0354, 1489.521, 1919.665, 1297.28, 2803.223, 1409.114
169.3, 458.1212, 1744.336, 565.3156, 1920.756, 360.9997, 4065.036, 905.3107, 813.3432, 86.15038, 966.4363, 1903.432, 891.0825, 813.9492, 563.5405, 877.1395, 1624.43, 410.3021, 2801.658, 298.7979, 859.2217, 1263.549, 2548.266, 1.667127, 813.0269, 1283.787, 955.1819, 180.2847, 1458.489, 2981.423, 8447.12, 2988.541, 1139.302, 445.0652, 364.4709, 3548.66, 116.4248, 4503.995, 2508.726, 1619.27, 1894.714, 1852.397, 2631.598, 5384.245, 1035.984, 1623.335, 462.4737, 1462.663, 1984.589, 1447.135, 2749.049, 1638.909
169.4, 455.1597, 1750.329, 587.2649, 1886.813, 365.5477, 4077.053, 863.9302, 777.6301, 82.2635, 934.7613, 1888.53, 851.2178, 778.7281, 537.4062, 958.3155, 1633.492, 392.9966, 2776.296, 285.0848, 813.4693, 1221.74, 2463.349, 1.588612, 801.7235, 1228.565, 912.8665, 172.0122, 1392.86, 2855.338, 8447.329, 2981.854, 1124.885, 423.7445, 348.7143, 3620.794, 111.1073, 4444.108, 2552.104, 1568.567, 1847.785, 1772.506, 2680.017, 5265.373, 986.8057, 1549.204, 441.8725, 1395.22, 1940.362, 1485.251, 2788.126, 1648.804
