 , C01, C02, C04, C05, C10, C12, C13, C43, C52, C55, C62
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
320.3, 2766.952, 52.91576, 126.0287, 810.5692, 778.7806, 1262.649, 13.43026, 23.23818, 472.6383, 676.9182, 858.5854
320.4, 2769.261, 50.27951, 118.7054, 762.1725, 744.1266, 1203.748, 12.74187, 22.01384, 449.0169, 632.7412, 813.7516
320.5, 2685.576, 47.77459, 111.8075, 716.6656, 775.1439, 1134.532, 12.08877, 20.85401, 426.5761, 591.4473, 849.8155
320.6, 2606.033, 45.39447, 105.3105, 717.0511, 942.4205, 1196.175, 11.46914, 19.75528, 405.2569, 552.8483, 1117.793
320.7, 2462.892, 43.13293, 99.19102, 674.2382, 1100.706, 1127.395, 10.88128, 18.71444, 518.8144, 516.7684, 1059.424
320.8, 2419.375, 40.98405, 93.42713, 633.9814, 1051.728, 1144.478, 10.32354, 17.72844, 741.1904, 483.0431, 1004.103
320.9, 2365.198, 38.94223, 87.99818, 596.1284, 1404.53, 1078.669, 9.794392, 16.79438, 704.1475, 451.5188, 951.6703
321, 2312.681, 37.00214, 82.8847, 560.5353, 2102.68, 1016.645, 9.292366, 15.90954, 668.9559, 422.0518, 901.9756
321.1, 2246.806, 35.1587, 78.06837, 527.0675, 2236.734, 958.1877, 8.816072, 15.07132, 635.5231, 394.5079, 854.876
321.2, 2145.665, 33.4071, 73.5319, 495.5979, 2157.958, 921.0555, 8.364192, 14.27726, 603.7612, 368.7615, 810.2358
321.3, 2230.511, 31.74276, 69.25904, 536.296, 2128.878, 905.3326, 7.935473, 13.52504, 573.5867, 344.6955, 767.9266
321.4, 2151.459, 30.16134, 65.23447, 614.0566, 2173.09, 963.7649, 7.528728, 12.81245, 544.9202, 322.2, 727.8268
321.5, 2059.53, 28.65871, 61.44377, 604.9847, 2076.393, 991.2582, 7.142832, 12.13741, 517.6863, 301.1726, 689.8209
321.6, 1948.587, 27.23094, 57.87334, 568.863, 1983.998, 934.2604, 6.776716, 11.49793, 491.8136, 281.5175, 653.7996
321.7, 1958.769, 25.8743, 54.51038, 534.8979, 1895.715, 1007.626, 6.429365, 10.89214, 467.234, 263.1451, 619.6592
321.8, 1851.179, 24.58525, 51.34284, 526.6252, 1816.541, 949.6869, 6.099819, 10.31827, 443.8828, 245.9718, 587.3017
321.9, 1828.439, 23.36041, 48.35936, 500.706, 1911.064, 895.0794, 5.787163, 9.774632, 421.6985, 229.9192, 556.6338
322, 1728.008, 22.1966, 53.00395, 470.8104, 1826.026, 848.1818, 5.490534, 9.25964, 400.6231, 214.9142, 527.5673
322.1, 1692.677, 21.09077, 49.92395, 525.4621, 1769.22, 799.4108, 5.209108, 8.77178, 380.6009, 200.8885, 500.0186
322.2, 1679.408, 20.04003, 47.02292, 494.0884, 1690.494, 952.5267, 4.942108, 8.309624, 361.5794, 187.7782, 473.9085
322.3, 1635.215, 19.04164, 44.29047, 464.5879, 1676.149, 948.1072, 4.688793, 7.871817, 343.5085, 175.5234, 449.1618
322.4, 1545.398, 18.09299, 41.7168, 436.8488, 1741.307, 893.5905, 4.448462, 7.457077, 326.3408, 164.0684, 425.7073
322.5, 1460.514, 17.1916, 39.29268, 410.7659, 1684.557, 842.2086, 4.220449, 7.064188, 310.0311, 153.361, 403.4776
322.6, 1416.922, 16.33512, 37.00942, 386.2403, 1609.599, 801.7258, 4.004124, 6.692, 294.5365, 143.3524, 382.4087
322.7, 1418.261, 15.52131, 34.85884, 363.1791, 1580.404, 755.6262, 3.798886, 6.339421, 279.8163, 133.9969, 362.44
322.8, 1380.833, 14.74804, 32.83323, 341.4948, 1510.08, 712.1772, 3.604169, 6.005418, 265.8317, 125.252, 343.514
322.9, 1304.988, 14.01329, 30.92533, 321.1052, 1639.39, 671.2267, 3.419432, 5.689012, 252.5461, 117.0778, 325.5763
323, 1233.309, 13.31515, 29.12829, 419.1434, 1566.441, 686.1425, 3.244164, 5.389277, 239.9244, 109.4371, 308.5752
323.1, 1190.045, 12.65179, 27.43568, 394.1177, 1496.738, 646.689, 3.077879, 5.105334, 227.9336, 102.295, 292.4619
323.2, 1124.679, 12.02148, 25.84142, 370.5861, 1731.375, 609.504, 2.920118, 4.83635, 216.542, 95.61906, 277.1901
323.3, 1064.03, 11.42257, 24.3398, 363.571, 1654.333, 601.6618, 2.770443, 4.581539, 346.2621, 89.37878, 262.7157
323.4, 1057.098, 10.8535, 22.92544, 341.8633, 1580.719, 567.0659, 2.62844, 4.340153, 668.7718, 83.54575, 248.9971
323.5, 999.0346, 10.31278, 21.59327, 339.2124, 1510.38, 632.3293, 2.493716, 4.111485, 635.3482, 78.0934, 235.9949
323.6, 944.1606, 9.799002, 20.33851, 322.2424, 1554.004, 668.2629, 2.365896, 3.894865, 635.0469, 72.99687, 223.6716
323.7, 1017.791, 9.310817, 19.15666, 303.0023, 1528.495, 698.4957, 2.244629, 3.689657, 603.3088, 68.23296, 211.9919
323.8, 969.6848, 8.846953, 18.04349, 284.911, 1540.867, 709.1213, 2.129577, 3.495261, 689.3888, 63.77995, 200.922
323.9, 916.423, 8.406199, 16.995, 267.8998, 1472.302, 668.3464, 2.020422, 3.311107, 681.0379, 59.61755, 190.4302
324, 866.0866, 7.987404, 16.00744, 251.9043, 1518.682, 629.9161, 1.916863, 3.136656, 670.0045, 931.5677, 586.1435
324.1, 854.1995, 22.44075, 15.07726, 236.8639, 1451.104, 593.6956, 1.818611, 2.971396, 700.5875, 1469.815, 694.2902
324.2, 807.2809, 21.32276, 14.20114, 222.7215, 1386.533, 559.5578, 1.725396, 2.814843, 665.5739, 1532.676, 768.3284
324.3, 762.9394, 20.26046, 13.37593, 209.4235, 1324.836, 527.3829, 1.636958, 2.666538, 632.3101, 1590.397, 728.2076
324.4, 721.0334, 77.79093, 12.59867, 196.9194, 1265.884, 497.0581, 1.553053, 2.526047, 600.7087, 1486.604, 690.1818
324.5, 681.4293, 136.8856, 11.86657, 185.162, 1209.555, 468.477, 1.473449, 2.392958, 570.6868, 1474.377, 654.1417
324.6, 674.7203, 471.298, 11.17702, 174.1065, 1155.732, 441.5393, 1.397925, 2.266881, 712.2404, 1445.326, 619.9835
324.7, 637.6599, 447.8181, 10.52753, 163.7112, 1230.278, 416.1506, 1.326272, 2.147447, 676.6443, 1533.596, 587.6089
324.8, 602.6352, 425.5078, 9.91579, 153.9365, 1252.565, 392.2217, 1.258292, 2.034305, 642.8272, 1433.511, 556.925
324.9, 569.5342, 404.3091, 9.339594, 144.7454, 1196.829, 369.6687, 1.193797, 1.927124, 610.7003, 1339.957, 690.7194
325, 538.2515, 384.1665, 8.79688, 136.1031, 1143.573, 355.7656, 1.132607, 1.82559, 580.1789, 1252.509, 654.6512
325.1, 508.6869, 365.0274, 8.285703, 127.9768, 1092.686, 359.4512, 1.074553, 1.729406, 551.1829, 1170.768, 620.4664
325.2, 480.7463, 346.8418, 7.804229, 120.3357, 1165.042, 378.818, 1.019476, 1.638289, 523.6361, 1094.362, 588.0667
325.3, 489.9023, 329.5622, 7.350734, 113.1508, 1148.466, 357.0357, 0.967221, 1.551973, 497.466, 1022.941, 557.3589
325.4, 495.6571, 313.1435, 6.923591, 106.3949, 1098.979, 336.506, 0.9176446, 746.8927, 472.6039, 956.1824, 832.5016
325.5, 468.4321, 297.5427, 6.521268, 100.0424, 1068.764, 317.1567, 0.8706094, 947.2665, 448.9843, 893.7801, 942.3992
325.6, 453.1922, 282.7192, 6.142324, 94.0692, 1021.207, 298.92, 0.825985, 897.3582, 426.5451, 835.4503, 893.1887
325.7, 428.2997, 268.6342, 5.7854, 88.45261, 1123.892, 281.732, 0.783648, 850.0794, 405.2274, 1007.571, 846.5479
325.8, 404.7745, 255.2509, 5.449217, 83.17138, 1073.881, 265.5322, 0.7434809, 805.2916, 384.9752, 941.8147, 871.9648
325.9, 420.2334, 242.5343, 5.132569, 102.6099, 1094.908, 250.264, 0.7053727, 762.8634, 365.735, 953.5537, 826.4323
326, 423.762, 230.4513, 4.834321, 177.9333, 1046.187, 239.2291, 0.6692178, 722.6707, 347.4565, 1068.15, 783.2774
326.1, 400.4861, 218.9702, 4.553403, 278.6629, 1193.982, 360.4121, 0.634916, 684.5955, 330.0914, 998.4402, 1097.242
326.2, 378.4886, 208.0612, 4.28881, 415.4655, 1140.853, 405.1893, 0.6023725, 648.5264, 313.5942, 1100.369, 1039.946
326.3, 357.6993, 197.6956, 4.039592, 420.3526, 1258.864, 381.8907, 0.571497, 692.3632, 297.9215, 1028.557, 985.642
326.4, 338.052, 187.8465, 3.804855, 395.2546, 1202.848, 360.9447, 0.542204, 655.8848, 283.0321, 961.4312, 934.1735
326.5, 323.8558, 178.488, 3.583759, 371.6552, 1149.324, 372.1698, 0.5144126, 621.3284, 268.8869, 1226.977, 885.3925
326.6, 306.0674, 169.5957, 3.375511, 349.4648, 1098.181, 350.7698, 0.4880456, 588.5927, 255.4485, 1146.902, 839.1588
326.7, 289.256, 161.1465, 3.179364, 328.5993, 1053.959, 330.6004, 0.4630301, 604.2725, 242.6818, 1072.053, 795.3394
326.8, 273.368, 153.1182, 2.994614, 308.9797, 1120.615, 311.5907, 0.4392968, 572.4354, 230.5532, 1002.089, 753.808
326.9, 258.3528, 159.4668, 2.820601, 290.9454, 1070.75, 293.674, 0.41678, 542.2756, 219.0307, 936.6904, 714.4454
327, 244.1622, 151.5222, 2.656698, 273.574, 1023.104, 276.7876, 0.3954173, 513.705, 345.7556, 875.5602, 677.1383
327.1, 230.7511, 143.9733, 2.502321, 257.2397, 977.5781, 312.4438, 0.3751496, 486.6395, 328.4756, 818.4194, 641.7793
327.2, 218.0766, 136.8006, 2.356913, 284.5781, 934.0781, 294.4781, 0.3559208, 541.0979, 516.5005, 765.0078, 608.2667
327.3, 206.0984, 164.2882, 2.219956, 267.5869, 898.2707, 277.5454, 0.3376775, 512.5892, 490.687, 715.082, 576.504
327.4, 194.778, 165.0223, 2.090956, 251.6101, 858.2997, 261.5864, 0.3203694, 518.7012, 466.1637, 842.4608, 546.4
327.5, 184.0794, 255.7787, 1.969453, 236.5872, 945.0958, 246.5451, 0.3039483, 529.1523, 442.866, 1047.825, 517.8679
327.6, 173.9685, 243.0359, 1.85501, 222.4613, 958.067, 232.3686, 0.288369, 663.8729, 420.7326, 979.4417, 490.8257
327.7, 164.4129, 230.9279, 1.747218, 209.1788, 978.7084, 219.0073, 0.2735882, 688.4432, 399.7054, 915.5214, 465.1956
327.8, 155.3822, 219.4231, 1.645689, 196.6894, 935.1581, 206.4142, 0.2595651, 652.1714, 379.7291, 855.7728, 440.9039
327.9, 146.8475, 238.2659, 1.55006, 184.9457, 893.5457, 194.5453, 0.2462607, 617.8107, 360.7511, 799.9234, 417.8806
328, 138.7817, 227.8622, 1.459987, 173.9031, 853.785, 183.3589, 0.2336382, 585.2603, 342.7216, 747.7189, 396.0596
328.1, 131.1588, 240.3414, 1.375149, 163.5199, 853.3878, 172.8156, 0.2216628, 587.1296, 325.5932, 698.9213, 375.378
328.2, 123.9546, 228.8432, 1.295241, 153.7566, 815.4139, 162.8786, 0.2103011, 556.1957, 309.3209, 653.3084, 355.7764
328.3, 117.1462, 217.4423, 1.219975, 144.5763, 917.4683, 153.513, 0.1995218, 526.8915, 293.8618, 610.6722, 337.1984
328.4, 110.7117, 206.6094, 1.149084, 135.9441, 876.643, 144.6859, 0.189295, 499.1314, 279.1753, 570.8186, 319.5904
328.5, 104.6306, 196.3161, 1.082312, 127.8273, 837.6344, 136.3664, 0.1795924, 531.0483, 265.2227, 533.5659, 302.9019
328.6, 98.88359, 186.5357, 1.01942, 120.1951, 800.3616, 128.5253, 0.1703871, 503.0692, 251.9675, 498.7444, 287.0849
328.7, 93.45221, 177.2425, 0.9601826, 113.0186, 886.7912, 121.135, 0.1616537, 476.5641, 239.3748, 466.1954, 272.0938
328.8, 88.31916, 168.4123, 0.9043874, 106.2706, 847.331, 114.1697, 0.1533679, 451.4555, 227.4114, 435.7706, 257.8856
328.9, 83.46806, 160.022, 0.8518344, 138.674, 809.6267, 107.6049, 0.1455068, 427.6698, 216.046, 407.3314, 244.4192
329, 78.88341, 152.0498, 12.39419, 130.3941, 830.7299, 101.4175, 0.1380486, 429.6423, 205.2485, 380.7481, 231.6561
329.1, 74.55058, 144.4747, 44.10794, 122.6087, 794.1407, 95.58595, 0.1309727, 407.0059, 194.9907, 355.8998, 219.5594
329.2, 70.45574, 325.0217, 95.25436, 115.2881, 758.8033, 90.08971, 0.1242595, 487.2758, 185.2455, 332.6731, 208.0943
329.3, 66.58582, 554.3148, 98.26733, 108.4046, 762.4388, 84.9095, 0.1178904, 461.6028, 175.9874, 310.9622, 197.228
329.4, 103.5031, 709.5962, 92.92172, 138.9696, 728.512, 80.02716, 0.1118478, 517.6667, 167.192, 290.6682, 186.9291
329.5, 148.1673, 674.2442, 87.52214, 130.6722, 696.0949, 221.0956, 0.1061149, 490.3925, 158.8361, 271.6987, 177.168
329.6, 188.7898, 640.6534, 82.43633, 185.2073, 665.1202, 208.3824, 0.1006758, 464.5554, 150.8979, 253.9671, 167.9165
329.7, 178.4201, 608.7362, 77.64604, 174.1491, 635.5239, 196.4003, 0.0955155, 440.0795, 143.3563, 665.1061, 969.3157
329.8, 168.62, 578.4091, 73.13412, 163.7512, 607.2446, 185.1072, 0.09061971, 416.8932, 136.1917, 680.8978, 1641.501
329.9, 159.3582, 549.5928, 68.88437, 183.0602, 580.2236, 174.4635, 0.08597486, 394.9284, 129.3852, 693.1727, 1804.48
330, 281.5362, 528.6573, 64.88157, 178.3566, 554.405, 164.4317, 0.08156809, 374.121, 122.9188, 647.9349, 1710.253
330.1, 266.0723, 502.3197, 61.11137, 167.7075, 606.9517, 262.2856, 0.0773872, 354.4098, 116.7756, 740.6656, 1707.519
330.2, 426.7189, 477.2942, 82.00558, 161.9036, 579.9437, 346.6723, 0.07342061, 335.7371, 110.9395, 692.3284, 1644.879
330.3, 907.664, 453.5155, 79.55503, 152.2369, 554.1376, 456.0978, 0.06965733, 469.0963, 105.395, 647.1458, 1599.683
330.4, 857.8088, 430.9214, 74.93217, 143.1473, 529.4797, 430.8997, 0.06608693, 444.3812, 100.1276, 604.9118, 1516.151
330.5, 859.9119, 409.453, 106.7205, 134.6004, 540.8467, 490.7484, 0.06269955, 420.9682, 95.12347, 565.4341, 1520.068
330.6, 812.6796, 591.7925, 110.0923, 126.5638, 587.8699, 462.5301, 0.05948579, 398.7888, 90.36942, 528.5328, 1516.419
330.7, 768.0415, 562.3095, 112.5848, 119.0071, 564.6198, 441.2652, 0.05643676, 421.7885, 258.57, 494.0397, 1437.234
330.8, 725.8553, 690.5298, 106.0426, 111.9015, 548.6756, 415.8922, 0.05354401, 490.9812, 393.635, 461.7978, 1408.382
330.9, 685.9863, 656.1277, 99.88059, 105.2202, 524.2608, 391.9782, 0.05079953, 465.1131, 373.9621, 1452.002, 1723.615
331, 648.3071, 623.4396, 238.4014, 98.93785, 500.9324, 394.5571, 0.04819572, 440.6078, 355.2724, 1630.545, 1753.43
331.1, 697.3503, 592.3799, 224.5482, 93.03058, 540.3845, 387.1906, 0.04572538, 417.3936, 337.5167, 1524.132, 1810.961
331.2, 732.0389, 622.5034, 270.64, 87.47601, 573.7375, 364.927, 0.04338166, 395.4025, 510.5243, 1592.675, 1750.019
331.3, 739.421, 591.4904, 689.3379, 113.5769, 548.2075, 343.9435, 0.04115807, 374.5701, 485.0096, 1488.734, 1658.635
331.4, 698.8068, 562.0224, 1166.613, 106.7956, 546.9865, 324.1665, 0.03904845, 354.8352, 496.7177, 1391.577, 1625.91
331.5, 660.4234, 751.3206, 1376.499, 138.0164, 522.6469, 305.5268, 0.03704696, 336.1401, 471.893, 1300.76, 1541.008
331.6, 720.9139, 783.442, 1296.512, 129.7759, 528.1763, 287.9588, 0.03514807, 377.1479, 572.3828, 1215.87, 1589.146
331.7, 681.3162, 744.411, 1221.173, 122.0274, 504.6736, 271.401, 0.0333465, 390.1045, 543.7765, 1136.52, 1506.163
331.8, 648.2411, 707.3246, 1347.318, 146.8472, 482.2168, 255.7953, 0.03163728, 369.5512, 516.5999, 1202.965, 1427.514
331.9, 665.4777, 672.0858, 1435.172, 138.0794, 460.7592, 241.0869, 0.03001566, 432.0129, 650.7346, 1124.457, 1352.972
332, 635.7939, 638.6026, 1351.776, 129.8351, 440.2565, 227.2243, 0.02847717, 432.3161, 786.1272, 1051.073, 1525.755
332.1, 611.7092, 606.7875, 1273.225, 122.083, 420.6661, 214.1588, 0.02701753, 409.5388, 811.5862, 982.4777, 1446.083
332.2, 578.1099, 576.5575, 1199.24, 114.7938, 401.9474, 201.8446, 0.0256327, 387.9615, 834.5363, 999.3918, 1617.493
332.3, 546.356, 547.8335, 1130.335, 107.9398, 384.0616, 190.2384, 0.02431886, 367.5211, 792.8281, 1732.467, 1558.844
332.4, 526.3854, 520.5405, 1064.653, 101.4951, 366.9718, 179.2996, 0.02307236, 939.2153, 753.2045, 2200.105, 1525.985
332.5, 497.4727, 494.6073, 1002.787, 95.43511, 350.6424, 168.9897, 0.02188975, 967.7954, 874.4365, 2261.74, 1826.239
332.6, 470.148, 469.9661, 948.105, 89.73698, 335.0396, 159.2728, 0.02076776, 952.2307, 899.9037, 2360.473, 2208.632
332.7, 444.3242, 446.5524, 893.0117, 84.37906, 320.1311, 150.1145, 0.01970328, 972.0375, 938.8647, 2306.498, 2255.049
332.8, 419.9188, 451.7454, 841.1197, 79.34104, 305.886, 141.4828, 0.01869336, 990.0809, 971.1808, 2213.463, 2308.184
332.9, 396.8539, 468.7364, 867.8631, 74.60383, 292.2747, 133.3475, 0.0177352, 972.8141, 1003.309, 2069.009, 2510.702
333, 379.6098, 500.8068, 824.3901, 70.14946, 279.2692, 125.6799, 0.01682616, 921.5598, 1031.883, 2157.088, 2379.597
333.1, 358.759, 475.8567, 876.7659, 65.96105, 266.8423, 118.4533, 0.01596371, 873.0059, 1025.239, 2016.313, 2255.339
333.2, 339.0534, 452.1496, 852.5776, 62.02272, 254.9684, 111.6421, 0.01514547, 827.0101, 973.9996, 2113.431, 2137.569
333.3, 320.4302, 504.4775, 803.0353, 58.31953, 243.6229, 105.2226, 0.01436916, 783.4376, 982.0511, 1975.505, 2173.716
333.4, 302.83, 516.1671, 771.2902, 54.83746, 232.7823, 99.17229, 0.01363265, 861.4526, 1128.632, 1846.58, 2060.208
333.5, 286.1964, 542.3026, 813.6983, 51.56328, 222.424, 93.46983, 0.01293389, 816.0656, 1072.226, 1808.72, 1952.627
333.6, 270.4765, 520.8572, 823.4732, 48.48459, 216.0543, 88.09526, 0.01227094, 773.0698, 1018.639, 1845.647, 2017.129
333.7, 255.62, 494.9082, 853.5422, 45.58973, 234.8455, 83.56451, 0.01164198, 784.2739, 967.7296, 1725.196, 2011.785
333.8, 241.5796, 470.2519, 855.2751, 42.8677, 224.3954, 134.3488, 0.01104525, 888.2625, 919.3647, 1612.607, 2061.015
333.9, 228.3104, 475.4284, 838.8897, 40.3082, 214.4103, 150.6988, 0.01047911, 1006.744, 873.4171, 1507.365, 1953.393
334, 313.5608, 451.7426, 790.1427, 37.90153, 236.8747, 142.0335, 0.009941988, 953.702, 829.7658, 1408.991, 2049.152
334.1, 296.3378, 429.2369, 792.3798, 35.63854, 226.3343, 133.8665, 0.009432397, 1263.254, 910.0422, 1603.678, 1942.149
334.2, 280.0609, 407.8524, 746.3355, 33.51067, 216.2629, 126.1691, 0.008948925, 1396.045, 864.5604, 1499.019, 1840.733
334.3, 264.6779, 387.5333, 702.9667, 31.50985, 254.1797, 118.9143, 0.008490235, 1376.019, 821.3517, 1401.191, 1801.319
334.4, 250.14, 368.2264, 662.1181, 29.6285, 242.8693, 112.0767, 0.008055056, 1424.266, 780.3026, 1309.746, 1751.531
334.5, 236.4005, 349.8814, 623.6431, 27.85947, 232.0622, 105.6322, 0.007642182, 1349.226, 741.3049, 1449.099, 1660.069
334.6, 223.4158, 332.4504, 587.4039, 26.19607, 221.736, 99.55831, 0.00725047, 1309.755, 704.2563, 1354.528, 1573.383
334.7, 211.1442, 315.8878, 679.018, 24.63198, 217.0831, 93.83366, 0.006878837, 1283.634, 669.0593, 1353.911, 1602.052
334.8, 199.5467, 300.1503, 639.561, 23.16128, 207.4234, 88.43817, 0.006526252, 1253.826, 845.989, 1307.344, 1709.36
334.9, 188.5862, 285.1969, 602.3968, 21.77839, 198.1935, 83.35293, 0.006191739, 1308.66, 803.7084, 1291.712, 1620.1
335, 208.4214, 345.5733, 719.8397, 20.47807, 223.6087, 78.56009, 0.005874372, 1239.711, 834.1382, 1267.801, 1651.811
335.1, 196.9734, 421.024, 729.8694, 113.3826, 251.8909, 74.04284, 0.005573272, 1190.321, 883.642, 1228.517, 1565.556
335.2, 186.1543, 409.3866, 687.4575, 106.6129, 240.6824, 69.78534, 0.005287606, 1193.06, 904.1848, 1323.556, 1632.278
335.3, 175.9294, 414.2244, 647.5101, 337.6479, 229.9725, 275.9486, 0.005016582, 1130.202, 858.9958, 1453.894, 1547.043
335.4, 166.2661, 393.5878, 609.884, 1458.593, 234.7804, 260.0815, 0.00475945, 1300.393, 816.0653, 1359.01, 1606.738
335.5, 157.1336, 378.4651, 708.867, 1966.622, 224.3332, 245.1266, 73.0263, 1231.88, 775.2803, 1708.41, 1522.837
335.6, 148.5027, 380.9171, 764.8999, 1863.325, 214.3509, 241.0549, 69.28323, 1288.37, 736.5337, 1596.916, 1643.27
335.7, 140.3459, 361.9398, 768.4596, 1809.544, 218.7083, 227.1942, 68.72495, 1220.49, 699.7235, 1492.698, 1557.461
335.8, 132.6371, 343.9081, 723.8052, 1701.502, 208.9763, 214.1304, 65.20235, 1243.401, 664.753, 1395.282, 1591.091
335.9, 125.3518, 340.6103, 683.1337, 1643.091, 199.6774, 201.8178, 61.86031, 1924.127, 631.5302, 1304.223, 1604.332
336, 118.4666, 323.6411, 680.2347, 1657.012, 190.7922, 190.2131, 58.68957, 2328.448, 668.6586, 1219.107, 1520.557
336.1, 111.9596, 307.5174, 640.707, 1567.255, 182.3023, 179.2758, 55.68135, 2317.737, 799.1873, 1139.546, 1441.156
336.2, 255.9156, 292.1969, 603.4763, 1576.751, 174.1903, 168.9673, 52.82732, 2300.185, 815.5087, 1065.177, 1365.901
336.3, 241.8589, 277.6397, 568.4089, 1542.627, 166.4392, 159.2516, 50.11958, 2293.773, 856.1654, 995.6613, 1294.576
336.4, 228.5743, 263.8078, 535.3793, 1482.461, 159.0331, 191.4525, 47.55062, 2208.693, 813.3763, 930.6826, 1226.975
336.5, 216.0194, 250.6649, 504.269, 1414.434, 151.9564, 180.4439, 45.11334, 2092.324, 772.7258, 869.9445, 1321.085
336.6, 204.1541, 238.1768, 594.2584, 1419.384, 145.1947, 170.0683, 42.80099, 2086.638, 734.1068, 987.13, 1252.1
336.7, 192.9405, 226.3109, 559.7267, 1350.872, 138.7339, 160.2892, 40.60716, 1976.7, 895.0488, 1119.473, 1186.717
336.8, 182.3429, 215.0361, 527.2015, 1270.216, 132.5605, 151.0725, 38.52578, 1872.555, 929.1379, 1170.124, 1244.657
336.9, 172.3273, 204.3231, 496.5664, 1194.375, 126.6619, 142.3858, 36.55109, 1819.823, 882.7018, 1093.759, 1179.663
337, 162.8619, 194.1437, 467.7115, 1123.062, 121.0257, 178.264, 34.6776, 1723.943, 838.5865, 1022.378, 1118.063
337.1, 153.9164, 184.4715, 440.5333, 1081.174, 115.6404, 168.0137, 32.90015, 1633.114, 796.676, 955.6561, 1059.679
337.2, 145.4622, 175.2812, 414.9344, 1034.1, 110.4946, 199.144, 31.21381, 1547.071, 991.8812, 893.2882, 1071.69
337.3, 137.4724, 192.2514, 429.9458, 972.3568, 105.5779, 187.6931, 29.6139, 1589.485, 942.3094, 834.9905, 1424.512
337.4, 129.9215, 257.8567, 404.9621, 973.2388, 100.8799, 176.9007, 28.09599, 1635.594, 1107.925, 1250.646, 1350.127
337.5, 122.7853, 250.5693, 381.4302, 966.6869, 96.39096, 179.4104, 26.65589, 1549.42, 1052.553, 1169.026, 1279.625
337.6, 116.0411, 238.086, 378.9102, 908.969, 124.4552, 169.0942, 25.2896, 1932.929, 999.9493, 1092.733, 1212.806
337.7, 109.6673, 254.2582, 356.8922, 854.6973, 118.9172, 159.3712, 24.94735, 2171.024, 949.9742, 1021.419, 1149.475
337.8, 103.6436, 241.5911, 336.1535, 812.1176, 113.6257, 150.2073, 23.66864, 2186.114, 902.4968, 954.7595, 1089.451
337.9, 97.95075, 229.5551, 316.62, 763.6285, 108.5696, 141.5703, 22.45547, 2281.019, 857.3922, 892.4501, 1032.562
338, 92.57061, 218.1187, 756.4105, 718.0346, 124.0208, 291.7932, 69.11572, 2232.86, 814.5418, 834.2071, 978.6432
338.1, 87.48598, 348.4821, 1489.365, 675.163, 118.5022, 1720.075, 779.4317, 2322.034, 773.8329, 779.7651, 927.5402
338.2, 82.68064, 341.7617, 1424.128, 634.8511, 113.2291, 2374.165, 800.0601, 2206.489, 735.1586, 728.8762, 879.1056
338.3, 78.13924, 401.6384, 1467.688, 724.7076, 179.4634, 2457.244, 759.0519, 2265.11, 698.4172, 681.3083, 833.2002
338.4, 73.84729, 418.2309, 1426.602, 681.4376, 171.4777, 2334.482, 720.1456, 2202.644, 663.512, 636.8448, 789.6919
338.5, 69.79108, 472.839, 1343.703, 640.751, 188.2497, 2344.355, 683.2335, 2086.594, 630.3513, 595.2831, 748.4555
338.6, 65.95767, 481.5556, 1373.91, 749.9969, 282.7646, 2259.324, 648.2133, 2023.536, 598.8478, 556.4338, 709.3724
338.7, 62.33482, 457.5645, 1333.413, 705.2169, 270.1822, 2310.585, 692.6884, 2226.14, 568.9189, 520.1199, 672.3302
338.8, 58.91095, 434.7688, 1255.93, 663.1106, 258.1597, 2190.107, 657.1837, 2108.852, 540.4857, 486.1759, 637.2222
338.9, 55.67515, 413.1087, 1325.93, 623.5183, 246.6722, 2080.509, 623.4987, 2077.458, 645.3713, 454.4471, 603.9476
339, 52.61708, 392.5277, 1248.882, 586.29, 235.6958, 2057.996, 591.5403, 2109.739, 625.3596, 424.789, 572.4105
339.1, 49.72699, 372.972, 1176.311, 551.2844, 225.2079, 1939.66, 617.3018, 2006.943, 731.2258, 397.0665, 542.5201
339.2, 46.99563, 386.9872, 1173.638, 518.3689, 219.9731, 1887.724, 585.6611, 2032.867, 694.6808, 371.1532, 514.1907
339.3, 44.4143, 490.3764, 1222.024, 487.4187, 210.1848, 1779.178, 561.2195, 2036.841, 659.9623, 346.931, 487.3405
339.4, 41.97476, 465.946, 1290.456, 458.3164, 200.832, 1712.29, 554.6077, 1983.584, 626.979, 324.2896, 461.8924
339.5, 39.66921, 442.7326, 1215.469, 464.9753, 191.8955, 1613.832, 526.1805, 1879.076, 595.6441, 303.1259, 437.7732
339.6, 37.4903, 444.2408, 1213.661, 444.7802, 183.3566, 1522.206, 499.2103, 1780.073, 565.8752, 283.3433, 414.9134
339.7, 35.43107, 429.6034, 1143.136, 418.2237, 195.6745, 1508.114, 473.6226, 1767.258, 537.5942, 264.8518, 393.2473
339.8, 33.48495, 408.2006, 1076.71, 393.2529, 186.9674, 1421.397, 449.3463, 1674.147, 607.1398, 247.5671, 372.7126
339.9, 31.64572, 387.8641, 1041.412, 369.7729, 178.6478, 1479.44, 432.7745, 1646.026, 631.911, 231.4104, 353.2502
340, 29.90752, 368.5408, 1087.847, 427.4174, 170.6984, 1488.914, 410.592, 1559.302, 600.3296, 216.3081, 334.804
340.1, 28.26479, 354.5782, 1024.633, 461.9885, 163.1027, 2046.086, 389.5465, 1477.148, 570.3265, 202.1914, 317.3211
