 , C00, C01, C03, C05, C06, C10, C17, C23, C27, C51
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
125.1, 17.36795, 385.5165, 74.06657, 1399.03, 512.0721, 343.5129, 109.1467, 1364.702, 1211.015, 739.5352
125.2, 16.37692, 374.8763, 70.66924, 1506.636, 497.994, 325.5933, 102.4918, 1291.636, 1151.033, 757.9889
125.3, 15.44244, 355.1873, 67.42774, 1418.862, 468.7783, 308.6084, 97.97389, 1454.373, 1094.022, 714.9065
125.4, 14.56129, 356.96, 64.33493, 1336.202, 478.9051, 292.5096, 92.00022, 1376.505, 1120.964, 674.2728
125.5, 13.73041, 338.2119, 61.38398, 1379.547, 450.8092, 277.2506, 86.39078, 1302.807, 1164.689, 635.9487
125.6, 12.94694, 320.4486, 58.56838, 1334.883, 491.8978, 262.7876, 81.12335, 1399.546, 1107.002, 687.7991
125.7, 12.20818, 303.6182, 55.88194, 1257.115, 463.0397, 249.079, 82.76051, 1324.614, 1085.738, 648.7061
125.8, 11.51157, 287.6718, 53.31871, 1183.878, 435.8747, 272.052, 77.71443, 1317.571, 1226.484, 611.8351
125.9, 10.85471, 272.5629, 50.87306, 1114.907, 410.3033, 272.4988, 88.38068, 1247.027, 1197.768, 738.358
126, 10.23533, 258.2475, 48.53959, 1186.513, 386.2322, 283.0846, 82.99193, 1251.412, 1138.443, 838.7319
126.1, 9.651296, 244.684, 46.31314, 1117.389, 363.5732, 375.548, 77.93174, 1204.579, 1098.64, 1016.39
126.2, 9.100585, 364.6976, 44.18883, 1052.292, 342.2435, 355.9572, 73.18008, 1150.915, 1120.247, 958.6211
126.3, 8.581299, 345.5432, 42.16195, 1098.893, 322.1652, 337.3884, 68.71813, 1202.118, 1064.761, 904.1353
126.4, 8.091643, 327.3948, 40.22804, 1034.874, 346.0582, 319.7882, 64.52824, 1137.756, 1012.023, 852.7463
126.5, 7.629928, 325.7616, 38.38284, 974.5839, 369.3417, 303.1062, 60.59382, 1076.84, 961.897, 804.2781
126.6, 7.194558, 308.6522, 36.62227, 1127.072, 347.6736, 287.2944, 56.89929, 1019.186, 969.0786, 758.5648
126.7, 6.784031, 292.4413, 34.94246, 1061.411, 327.2767, 272.3074, 53.43002, 964.6185, 921.0798, 781.327
126.8, 6.396929, 279.3461, 33.3397, 999.5751, 308.0765, 258.1023, 50.17228, 1099.171, 941.5541, 880.3765
126.9, 6.031915, 291.5596, 31.81045, 941.3417, 290.0026, 244.6381, 47.11317, 1040.321, 894.9186, 924.7599
127, 5.687729, 276.9862, 30.35135, 886.5009, 272.9891, 231.8764, 44.24059, 984.6221, 1026.986, 896.6046
127.1, 5.363183, 262.4385, 28.95918, 941.1388, 256.9737, 219.7803, 41.54314, 1116.308, 976.1194, 874.842
127.2, 5.057156, 248.6549, 27.63086, 978.3834, 241.8979, 230.2163, 39.01017, 1241.765, 927.7719, 861.3215
127.3, 4.76859, 235.5952, 26.36348, 921.3846, 227.7065, 218.2069, 36.63164, 1175.28, 881.819, 812.366
127.4, 4.496491, 223.2214, 25.15422, 940.2796, 214.3477, 213.9237, 81.41022, 1140.509, 838.1423, 766.1929
127.5, 4.239918, 211.4975, 24.00043, 885.5006, 222.8049, 364.472, 76.44647, 1079.446, 967.0886, 831.6838
127.6, 3.997985, 200.3894, 22.89957, 833.913, 209.7336, 367.8407, 71.78537, 1021.652, 919.1884, 891.96
127.7, 3.769856, 189.8647, 21.8492, 785.3307, 197.4292, 348.652, 83.46706, 1020.615, 873.6606, 841.2631
127.8, 3.554745, 179.8927, 20.847, 778.6961, 185.8467, 330.4643, 78.3779, 965.9715, 906.5765, 922.1187
127.9, 3.351909, 206.8643, 19.89078, 733.3307, 174.9437, 313.2253, 73.59904, 946.6625, 904.7874, 1034.902
128, 3.160646, 251.3473, 18.97842, 690.6082, 164.6803, 296.8857, 69.11155, 1003.541, 891.682, 976.0804
128.1, 2.980298, 267.4862, 18.10791, 650.3746, 155.019, 281.6346, 64.89767, 949.811, 852.3164, 1206.87
128.2, 2.81024, 318.1569, 17.27732, 616.6841, 145.9246, 326.5338, 60.94073, 898.9579, 827.0424, 1138.274
128.3, 2.649885, 301.4469, 16.48484, 580.7572, 137.3636, 309.4998, 57.22504, 872.636, 811.2201, 1284.677
128.4, 2.498681, 285.6145, 15.7287, 560.5179, 129.3049, 293.3545, 53.73591, 833.5336, 830.303, 1211.659
128.5, 2.356104, 270.6136, 15.00725, 608.2289, 121.719, 374.101, 50.45952, 788.906, 789.1778, 1187.352
128.6, 2.221663, 299.0399, 14.31889, 573.275, 114.5782, 354.5857, 47.3829, 746.6678, 750.0895, 1319.244
128.7, 2.094893, 283.3339, 13.6621, 539.8771, 107.8563, 410.3707, 44.49387, 765.2151, 712.9374, 1244.261
128.8, 1.975357, 268.4529, 13.03544, 508.4248, 105.9328, 420.1396, 41.78098, 790.1187, 677.6254, 1319.633
128.9, 1.862641, 254.3533, 12.43752, 478.8049, 111.2402, 398.2227, 39.23351, 747.8156, 644.0624, 1244.628
129, 1.756358, 240.9944, 11.86703, 478.8097, 104.7141, 396.0391, 36.84136, 707.7773, 612.1617, 1173.886
129.1, 1.656138, 228.337, 11.32271, 450.9151, 98.57088, 375.3794, 34.59506, 669.8828, 646.0452, 1107.165
129.2, 1.561638, 216.3445, 10.80335, 424.6456, 128.787, 355.7974, 32.48573, 799.6707, 651.2256, 1044.236
129.3, 1.47253, 204.9818, 10.30782, 507.2365, 197.5611, 346.0459, 30.50501, 756.8561, 618.9702, 984.8842
129.4, 1.388506, 194.2158, 9.835011, 518.39, 185.9709, 327.9941, 28.64505, 716.3339, 635.3801, 928.9056
129.5, 1.309277, 184.0154, 9.383893, 488.1895, 175.0605, 310.884, 26.8985, 728.8298, 603.9095, 1064.892
129.6, 1.234568, 174.3506, 8.953467, 567.2666, 164.7903, 294.6665, 25.25844, 802.6115, 573.9977, 1004.366
129.7, 1.164123, 206.026, 8.542785, 599.0892, 155.1226, 279.295, 23.71838, 759.6395, 592.3363, 982.8503
129.8, 1.097697, 273.3329, 8.150939, 564.1873, 146.0221, 264.7253, 67.10967, 718.9683, 582.0945, 990.9642
129.9, 1.035062, 329.9864, 7.777067, 622.0229, 137.4554, 250.9157, 63.01786, 680.4745, 553.2631, 1010.836
130, 0.9760003, 331.9439, 7.420344, 585.785, 129.3914, 311.2508, 59.17553, 731.7662, 525.8598, 1374.257
130.1, 13.80779, 322.7828, 129.5971, 614.2816, 121.8004, 295.0141, 55.56747, 798.023, 499.8138, 1296.148
130.2, 13.01991, 305.8298, 195.2603, 578.4947, 114.6547, 279.6245, 52.17941, 931.85, 475.0578, 1222.478
130.3, 12.27698, 357.4885, 215.1262, 608.2019, 107.9283, 265.0376, 61.25562, 1005.116, 451.5281, 1152.995
130.4, 37.90166, 338.7127, 205.2586, 572.7692, 101.5965, 251.2117, 174.2761, 951.3016, 429.1638, 1296.28
130.5, 109.0861, 320.923, 195.8437, 542.3959, 95.63618, 238.107, 163.6501, 925.1358, 471.932, 1676.465
130.6, 167.6928, 359.8339, 186.8606, 606.2849, 90.02551, 225.686, 218.4725, 878.532, 448.5571, 1679.529
130.7, 158.1241, 401.1476, 178.2896, 611.1055, 178.1013, 213.9129, 205.1517, 893.3448, 426.3399, 1754.626
130.8, 149.1014, 430.1191, 170.1117, 575.5036, 167.9345, 202.7539, 192.6432, 845.5149, 405.2231, 1726.005
130.9, 140.5936, 407.5287, 162.3089, 541.9758, 158.0823, 215.462, 180.8974, 800.2458, 385.1523, 1703.455
131, 132.5712, 421.7726, 154.8641, 537.1574, 148.8081, 204.2222, 169.8677, 917.5145, 366.0756, 1606.634
131.1, 125.0066, 464.0664, 147.7607, 505.8636, 140.078, 193.5688, 159.5105, 892.4219, 582.6855, 1580.362
131.2, 117.8736, 439.693, 140.9831, 514.2081, 131.8601, 183.4711, 149.7848, 844.6414, 794.0629, 1534.869
131.3, 111.1476, 416.5998, 134.5164, 484.2513, 152.7729, 173.9002, 140.6521, 852.6141, 932.9529, 1540.074
131.4, 104.8055, 440.3042, 128.3463, 456.0397, 179.4685, 164.8285, 132.2958, 806.9649, 1044.43, 1576.694
131.5, 98.82519, 417.1789, 122.4593, 520.5192, 168.9396, 156.2301, 124.2295, 816.5325, 992.6987, 1487.078
131.6, 93.18614, 395.2681, 116.8422, 490.1947, 159.0285, 148.0802, 125.6526, 772.8151, 1021.541, 1562.175
131.7, 87.86887, 377.7099, 111.4828, 461.6369, 149.6988, 140.3555, 117.9913, 731.4384, 976.0736, 1473.384
131.8, 82.855, 357.872, 106.3693, 434.7427, 140.9164, 133.0337, 110.7971, 692.277, 1121.216, 1389.641
131.9, 78.12724, 339.0761, 101.4903, 409.4154, 147.6091, 126.0939, 104.0416, 684.612, 1065.682, 1450.742
132, 73.66924, 321.2674, 96.83507, 385.5636, 138.9493, 129.9728, 97.69794, 655.9007, 1012.898, 1436.443
132.1, 89.32976, 304.394, 92.39338, 494.4359, 130.7976, 161.0372, 91.74109, 700.9028, 962.729, 1354.798
132.2, 88.80168, 288.4068, 88.15543, 483.1461, 123.1242, 152.6365, 86.14745, 663.3763, 915.0447, 1345.091
132.3, 97.03854, 273.2593, 105.0598, 599.4578, 115.9009, 144.6741, 80.89485, 627.859, 869.7223, 1268.639
132.4, 91.50144, 258.9073, 230.599, 564.5345, 109.1013, 137.1271, 75.96252, 677.3266, 826.6447, 1226.472
132.5, 115.1567, 246.5676, 220.0218, 531.6458, 102.7007, 129.9737, 71.33093, 692.1619, 785.7007, 1232.36
132.6, 108.5857, 233.6176, 209.9297, 500.673, 252.6872, 123.1935, 66.98174, 655.1034, 746.7847, 1301.415
132.7, 102.3898, 255.6361, 200.3005, 471.5047, 237.8629, 116.767, 62.89772, 709.7709, 709.7962, 1227.445
132.8, 96.54732, 242.2098, 191.113, 444.0357, 223.9082, 125.8232, 59.06271, 671.7696, 674.6398, 1233.017
132.9, 91.03825, 229.4886, 182.3469, 418.167, 210.7723, 119.2596, 55.46154, 635.8029, 641.2247, 1710.378
133, 118.2473, 217.4355, 173.9829, 393.8054, 198.407, 113.0383, 52.07993, 601.7619, 609.4646, 1969.375
133.1, 122.8914, 206.0155, 166.0026, 370.863, 186.7671, 209.2922, 48.90451, 569.5435, 579.2776, 1982.821
133.2, 115.8791, 195.1953, 158.3883, 407.5058, 175.81, 269.8947, 45.9227, 684.7783, 550.5858, 2032.279
133.3, 109.267, 184.9434, 151.1232, 394.2973, 165.4958, 255.8154, 43.12269, 648.1151, 523.3151, 1955.2
133.4, 103.0321, 175.2299, 144.1914, 371.3263, 155.7867, 242.4706, 40.49341, 620.5247, 497.3951, 1913.878
133.5, 104.1412, 186.72, 137.5776, 349.6935, 146.6472, 230.9546, 38.02444, 606.516, 472.759, 1805.098
133.6, 98.1988, 176.9132, 141.2961, 329.321, 143.717, 245.2199, 35.70601, 574.043, 449.3431, 1702.5
133.7, 92.5955, 167.6215, 134.8151, 326.0059, 135.2856, 232.4278, 33.52894, 602.2248, 427.087, 1605.734
133.8, 87.31193, 158.8178, 128.6313, 307.0134, 127.3488, 220.303, 31.48461, 569.9816, 405.9333, 1877.704
133.9, 82.32984, 191.2015, 122.7312, 289.1273, 119.8777, 276.6159, 29.56493, 539.4646, 385.8272, 2004.668
134, 77.63203, 181.1594, 117.1017, 467.8057, 112.8448, 262.186, 27.76229, 600.86, 366.7171, 2165.622
134.1, 73.20229, 200.4258, 111.7304, 440.5522, 106.2246, 252.2473, 26.06957, 575.152, 348.5535, 2042.533
134.2, 69.02531, 277.4125, 114.9539, 414.8864, 99.99273, 239.0886, 28.93233, 946.1378, 331.2895, 2141.755
134.3, 65.08668, 263.8391, 262.135, 390.7159, 94.12648, 226.6163, 27.16826, 1183.004, 314.8806, 2020.023
134.4, 61.37278, 249.9819, 744.4157, 367.9535, 88.60439, 287.511, 25.51175, 1238.601, 299.2845, 2180.652
134.5, 57.8708, 236.8526, 779.4807, 346.5172, 83.40625, 272.5128, 23.95625, 1777.511, 284.4608, 2175.437
134.6, 54.56865, 287.6536, 832.9823, 326.3297, 78.51308, 311.3203, 22.49559, 2093.167, 270.3714, 2051.79
134.7, 51.45492, 272.5457, 794.7746, 452.5687, 73.90697, 295.08, 21.12398, 2051.121, 256.9798, 1992.955
134.8, 48.51886, 258.2312, 829.7464, 426.2029, 69.57108, 279.6869, 19.83601, 2071.993, 244.2515, 1924.921
134.9, 45.75034, 244.6685, 791.6871, 401.3731, 65.48957, 265.0968, 18.62657, 2149.487, 232.1537, 1898.347
135, 43.13979, 278.6123, 755.3736, 377.9898, 61.64751, 251.2678, 17.49087, 2369.639, 220.655, 2185.622
135.1, 40.6782, 263.9792, 754.7921, 406.29, 58.03085, 270.2616, 16.42441, 2242.768, 209.7259, 2542.574
135.2, 38.35707, 250.1147, 933.621, 702.2251, 61.02784, 256.1632, 15.42298, 2367.019, 199.3381, 2528.029
135.3, 36.16838, 236.9783, 890.7972, 908.0785, 57.44753, 242.8002, 14.48261, 2448.396, 189.4648, 2440.709
135.4, 34.10459, 245.1331, 849.9376, 1160.954, 120.5533, 230.1344, 13.59958, 2458.532, 180.0806, 2534.529
135.5, 32.15855, 232.2584, 810.9521, 1093.319, 297.2603, 218.1292, 12.77038, 2574.911, 171.1611, 2458.41
135.6, 30.32356, 220.0599, 773.7549, 1098.773, 513.4417, 206.7503, 11.99174, 2831.161, 162.6835, 2459.351
135.7, 28.59328, 271.8047, 738.2639, 1034.761, 608.693, 195.965, 26.85764, 2798.872, 154.6257, 2375.478
135.8, 26.96172, 257.5292, 704.4008, 974.4775, 572.983, 185.7423, 25.22007, 2649.019, 146.967, 2406.902
135.9, 25.42327, 244.0034, 672.0909, 917.7062, 539.3679, 176.0529, 23.68235, 2619.509, 139.6877, 2577.949
136, 23.97259, 325.8661, 641.2631, 864.2423, 507.7249, 166.869, 22.23839, 2612.594, 132.7689, 2665.251
136.1, 22.6047, 308.7512, 611.8492, 813.8931, 579.4989, 158.1641, 20.88247, 2510.058, 126.1928, 2536.312
136.2, 21.31486, 292.5352, 583.7846, 766.4772, 545.5016, 149.9133, 19.60922, 2660.289, 119.9425, 2413.057
136.3, 20.09861, 277.1708, 557.0073, 780.4154, 513.4988, 142.093, 18.4136, 2556.22, 114.0017, 2448.831
136.4, 18.95177, 262.6135, 627.9695, 1249.224, 483.3735, 134.6806, 17.29089, 2471.217, 108.3551, 2309.645
136.5, 17.87037, 251.8488, 608.1839, 1309.56, 500.6396, 127.6548, 16.23663, 2392.75, 102.9883, 2263.477
136.6, 16.85067, 238.6214, 687.1823, 1429.777, 502.6347, 120.9956, 15.24664, 2428.255, 97.88724, 2134.826
136.7, 15.88916, 226.0887, 655.6622, 1346.481, 473.1468, 114.6838, 14.31703, 2397.733, 322.0373, 2258.108
136.8, 14.98251, 214.2142, 625.588, 1304.146, 445.3888, 108.7012, 13.44409, 2351.719, 792.13, 2191.596
136.9, 18.21429, 202.9634, 612.1254, 1228.169, 419.2592, 235.6024, 12.62437, 2225.808, 939.5465, 2067.031
137, 17.17497, 312.5067, 585.4355, 1265.396, 394.6627, 223.312, 11.85464, 2261.208, 916.2059, 2216.407
137.1, 44.47528, 329.8159, 566.2547, 1191.676, 452.4508, 211.6628, 11.13183, 2170.052, 870.8259, 2143.362
137.2, 41.93748, 312.4935, 540.2814, 1222.191, 425.907, 251.9825, 10.4531, 2104.198, 965.6218, 2117.193
137.3, 39.5445, 320.8731, 517.8207, 1150.988, 400.9204, 252.0338, 9.815757, 2147.801, 917.7943, 2058.119
137.4, 37.28806, 318.8677, 641.547, 1083.934, 377.3997, 238.8862, 9.21727, 2077.296, 872.3356, 1941.141
137.5, 35.16037, 302.1204, 612.1202, 1020.786, 355.2589, 226.4245, 8.655273, 2164.487, 829.1285, 1934.043
137.6, 33.15409, 366.0255, 627.5332, 990.1696, 334.417, 214.6129, 8.127543, 2048.6, 788.0615, 1824.116
137.7, 118.7368, 346.8013, 607.2173, 1202.417, 314.7979, 225.4599, 7.63199, 2044.807, 813.2731, 1720.438
137.8, 111.9616, 363.909, 579.3652, 1132.366, 296.3297, 213.6986, 7.166652, 1956.308, 900.0732, 1767.882
137.9, 105.5729, 344.796, 552.7905, 1066.397, 278.945, 210.6586, 6.729686, 1947.549, 855.4922, 1779.714
138, 99.54887, 326.6869, 579.5189, 1009.166, 262.5802, 199.6694, 6.319363, 1843.277, 1026.832, 1758.709
138.1, 93.86854, 309.5288, 591.2239, 999.4271, 398.0633, 189.2535, 5.934058, 1817.493, 975.9726, 1731.972
138.2, 91.57433, 446.3967, 564.1053, 1099.517, 374.7102, 179.381, 5.572246, 1720.184, 927.6323, 1751.144
138.3, 175.4446, 422.9513, 621.209, 1035.461, 405.7061, 170.0234, 5.232494, 1747.933, 881.6864, 1902.11
138.4, 165.4336, 413.6083, 592.7151, 975.1372, 381.9046, 198.3844, 4.913458, 1746.088, 838.0162, 1793.998
138.5, 155.9939, 391.885, 565.5281, 992.6279, 359.4995, 188.0356, 4.613874, 1652.602, 796.509, 1811.734
138.6, 147.0927, 375.8839, 539.5881, 934.7993, 370.3711, 178.2265, 4.332556, 1779.536, 757.0576, 1892.706
138.7, 140.8426, 356.1419, 514.838, 968.4036, 348.6426, 168.9292, 4.068391, 1684.259, 719.5603, 1834.23
138.8, 136.3437, 337.4369, 569.0798, 985.2044, 328.1889, 160.1168, 3.820333, 1594.084, 741.7932, 1756.791
138.9, 128.5638, 319.7143, 542.9769, 986.5774, 308.9351, 151.7642, 3.587399, 1620.218, 769.451, 1786.68
139, 121.2279, 311.568, 518.0714, 929.1012, 290.8109, 195.6266, 3.368668, 1533.471, 731.3398, 1685.129
139.1, 114.3105, 385.7343, 494.3082, 874.9734, 321.0323, 185.4216, 3.163273, 1451.369, 695.1163, 1626.723
139.2, 107.7879, 378.0832, 471.6349, 907.5211, 302.1983, 252.0469, 2.970402, 1373.662, 733.1755, 1886.519
139.3, 101.6374, 403.0259, 450.0017, 854.6505, 284.4693, 238.8986, 2.78929, 1496.789, 696.8611, 2061.087
139.4, 95.83791, 381.8585, 429.3608, 883.2554, 267.7804, 226.4363, 2.619221, 1426.514, 662.3453, 2332.593
139.5, 90.36933, 423.4825, 409.6666, 831.7986, 252.0706, 214.624, 2.459522, 1350.138, 629.5392, 2229.995
139.6, 85.21278, 401.2406, 401.8896, 802.295, 237.2825, 203.428, 2.30956, 1346.508, 598.3579, 2304.87
139.7, 80.35048, 380.1669, 383.4555, 755.5548, 223.3619, 192.816, 2.168741, 1274.416, 641.4582, 2229.249
139.8, 75.76562, 360.2, 365.8669, 711.5375, 210.2579, 182.7576, 2.036509, 1262.554, 609.6866, 2243.408
139.9, 71.44238, 384.609, 349.0851, 681.5064, 197.9228, 173.2239, 1.912338, 1194.957, 579.4886, 2115.898
140, 67.36581, 364.4088, 333.0731, 641.8031, 186.3113, 164.1875, 1.795739, 1218.739, 550.7863, 2153.431
140.1, 63.52187, 472.9359, 317.7955, 604.4128, 175.381, 155.6225, 1.686249, 1272.688, 523.5057, 2681.787
140.2, 83.46113, 448.0967, 303.2187, 758.4016, 190.2369, 147.5043, 1.583435, 1209.989, 571.5177, 3071.087
140.3, 78.69877, 424.562, 289.3105, 714.2185, 179.0763, 139.8096, 1.48689, 1145.206, 543.2103, 3107.277
140.4, 74.20815, 449.874, 276.0402, 672.6094, 168.5705, 132.5163, 1.396231, 1121.117, 566.4566, 3085.606
140.5, 69.97378, 496.4044, 263.3787, 633.4244, 158.681, 125.6035, 1.3111, 1113.692, 538.3998, 3279.498
140.6, 65.98102, 520.3073, 251.2979, 669.9244, 166.1055, 119.0513, 5.86289, 1181.996, 536.8452, 3269.214
140.7, 62.21609, 529.5675, 477.9912, 630.8958, 180.9563, 112.8409, 5.505417, 1118.712, 565.4327, 3388.009
140.8, 116.2757, 501.7539, 456.0665, 594.141, 170.3402, 106.9544, 5.16974, 1058.816, 537.4266, 3195.442
140.9, 190.8532, 487.6406, 435.1473, 656.1385, 201.5299, 101.3751, 4.85453, 1122.247, 510.8077, 3282.686
141, 179.963, 511.3714, 441.6251, 621.0564, 189.7068, 96.08675, 4.558539, 1062.161, 485.5072, 3188.817
141.1, 169.6942, 484.5135, 421.3684, 584.8748, 178.5773, 137.0599, 4.280596, 1031.869, 461.4599, 3368.354
141.2, 160.0113, 459.0662, 402.0408, 550.801, 168.1008, 129.9101, 4.019599, 1009.538, 438.6036, 3247.387
141.3, 150.8809, 434.9554, 383.5998, 518.7123, 158.2389, 233.037, 3.774516, 961.1942, 416.8795, 3193.406
141.4, 142.2715, 412.111, 366.0046, 559.1148, 148.9555, 220.8804, 3.544375, 1030.882, 396.2313, 3274.358
141.5, 134.1534, 390.4664, 349.2165, 526.5418, 140.2168, 209.358, 50.44836, 996.2278, 376.6058, 3088.251
141.6, 126.4985, 369.9586, 333.1984, 541.6393, 131.9907, 198.4367, 47.37241, 1188.006, 357.9524, 3033.783
141.7, 119.2804, 510.3672, 372.4988, 530.6087, 124.2472, 188.0851, 52.21558, 1212.858, 393.5695, 3167.312
141.8, 361.9895, 682.0654, 355.4128, 537.4517, 116.9581, 178.2734, 781.4969, 1147.921, 374.0758, 2987.29
141.9, 1409.685, 1382.966, 384.5013, 506.1408, 110.0965, 168.9736, 1756.238, 1153.319, 477.6981, 2920.438
142, 1491.239, 1310.331, 366.8647, 594.7817, 226.8667, 160.159, 1897.256, 1147.203, 454.0375, 2754.447
142.1, 1533.766, 1251.504, 350.0372, 560.1309, 220.7771, 151.8042, 1962.667, 1085.782, 431.5489, 2759.603
142.2, 1454.99, 1231.474, 333.9815, 527.4987, 207.8248, 143.8852, 1976.656, 1027.649, 410.1741, 2602.754
142.3, 1564.487, 1166.796, 318.6622, 496.7675, 195.6324, 136.3793, 1919.758, 995.4962, 389.8581, 2686.271
142.4, 1571.986, 1221.056, 304.0457, 520.0903, 184.1553, 129.2649, 2092.189, 1019.196, 370.5483, 2740.435
142.5, 1575.724, 1335.41, 290.0995, 489.7908, 173.3515, 122.5217, 1964.644, 964.6284, 352.1949, 2704.953
142.6, 1531.798, 1320.065, 483.7281, 564.7364, 163.1815, 116.1303, 1976.278, 912.9819, 334.7506, 2551.209
142.7, 1444.392, 2129.601, 461.5402, 531.8359, 153.6082, 110.0722, 1885.131, 864.1006, 318.1703, 2406.205
142.8, 1459.616, 2551.448, 443.5585, 500.8521, 144.5965, 104.3302, 1820.941, 817.8365, 302.4112, 2269.441
142.9, 1461.768, 2745.271, 449.3862, 471.6733, 136.1135, 98.88775, 1852.92, 832.9604, 287.4327, 2140.451
143, 1378.358, 3010.221, 428.7735, 444.1945, 128.1282, 93.72919, 1754.683, 788.3635, 273.1961, 2018.793
143.1, 1454.099, 3362.354, 582.9128, 418.3166, 129.3886, 88.83972, 1930.673, 878.5197, 259.6646, 1904.049
143.2, 1938.716, 3618.886, 827.9241, 393.9462, 121.7978, 84.20532, 1812.956, 831.4836, 246.8033, 1884.012
143.3, 2443.029, 3622.709, 789.9484, 370.9956, 114.6523, 79.81268, 1873.996, 786.9658, 234.5791, 1870.775
143.4, 2519.937, 3432.44, 941.2643, 349.3821, 107.926, 75.64918, 2069.045, 744.8314, 222.9603, 1870.904
143.5, 2611.03, 3275.608, 948.6325, 329.0277, 145.6509, 71.70287, 2302.395, 704.953, 211.917, 1764.566
143.6, 2569.471, 3303.794, 1130.902, 309.8592, 137.106, 67.96243, 2183.969, 667.2097, 201.4207, 1724.12
143.7, 2674, 3392.805, 1092.653, 291.8073, 129.0625, 64.41711, 2050.808, 631.4871, 191.4443, 1626.125
143.8, 2667.256, 3214.61, 1142.959, 274.8072, 121.4908, 61.05674, 2258.796, 676.2916, 181.962, 1586.223
143.9, 2515.06, 3180, 1111.086, 258.7974, 114.3633, 57.87166, 2357.575, 640.0828, 172.9493, 1496.065
144, 2520.967, 3116.9, 1246.528, 272.1133, 107.654, 54.85274, 2302.168, 605.8126, 164.3831, 1653.855
144.1, 2390.358, 3105.273, 1191.201, 324.8445, 101.3383, 51.9913, 2357.232, 573.3772, 156.2411, 1559.854
144.2, 2432.192, 3087.386, 1136.562, 305.9197, 95.3931, 49.27913, 2387.311, 542.6785, 148.5025, 1626.016
144.3, 2293.41, 3153.419, 1316.494, 288.0974, 89.7967, 46.70844, 2390.24, 513.6234, 141.1471, 1533.597
144.4, 2379.15, 3013.224, 1901.714, 348.3445, 84.52862, 44.27185, 2283.196, 486.1238, 134.156, 1446.431
144.5, 2388.505, 2971.099, 1946.294, 328.0506, 79.5696, 41.96238, 2454.906, 460.0966, 127.5112, 1364.219
144.6, 2322.832, 2936.184, 2167.673, 308.9389, 74.9015, 39.77337, 2494.934, 435.463, 121.1956, 1495.931
144.7, 2458.883, 2781.971, 2611.954, 290.9407, 70.50728, 37.69856, 2407.382, 412.1482, 115.1927, 1608.34
144.8, 2547.323, 2928.212, 3618.728, 273.991, 66.37084, 35.73198, 2540.521, 390.0817, 109.4872, 1516.926
144.9, 2842.036, 2994.448, 3922.082, 366.0895, 62.47708, 33.86799, 2464.651, 369.1966, 104.0642, 1430.707
145, 2684.143, 2970.82, 3742.182, 356.8479, 58.81175, 32.10123, 2634.64, 349.4297, 98.9099, 1349.389
145.1, 2707.558, 2926.317, 3760.997, 336.0586, 55.36145, 30.42665, 2604.598, 330.7212, 94.01086, 1272.693
145.2, 2692.283, 2849.292, 3987.25, 316.4804, 52.11357, 28.83941, 2449.3, 313.0143, 89.35447, 1200.356
145.3, 2714.498, 2906.862, 4089.792, 298.0429, 49.05624, 27.33498, 2507.485, 296.2555, 84.92871, 1381.05
145.4, 2753.24, 2921.167, 4285.521, 280.6794, 46.17827, 25.90903, 2442.072, 280.3939, 80.72216, 1302.555
145.5, 2650.651, 3047.193, 4651.699, 264.3276, 43.46914, 24.55746, 2515.589, 265.3815, 76.72397, 1299.333
145.6, 2951.219, 2889.23, 4500.177, 248.9283, 40.91895, 23.2764, 2627.205, 251.1729, 72.92381, 1225.482
145.7, 3224.095, 2824.618, 4293.761, 234.4262, 60.0886, 22.06217, 2467.019, 237.7251, 69.31187, 1233.675
145.8, 3581.042, 2766.159, 4096.812, 220.769, 56.5634, 20.91127, 2600.574, 333.8026, 65.87883, 1163.556
