 , C000, C002, C003, C004, C005, C006, C008, C009, C010, C011, C012, C014, C015, C016, C019, C022, C026, C029, C044, C045, C052, C055, C082, C090, C113, C116
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
261.7, 27.45587, 2608.836, 1753.861, 575.8329, 1001.478, 741.1599, 384.9465, 148.8087, 169.2936, 0.5000879, 28.39872, 45.06303, 116.2543, 1688.913, 62.78745, 0.5304896, 3542.734, 682.6823, 1465.608, 248.4528, 334.0277, 1.81393, 2289.259, 903.9872, 3375.286, 1647.874
261.8, 26.25945, 2680.811, 1684.245, 676.4506, 955.2194, 703.1041, 505.7318, 166.048, 202.1584, 0.4755268, 27.03152, 43.05115, 110.3978, 1714.841, 98.67249, 0.5016487, 3488.876, 657.9575, 1525.071, 259.952, 311.3679, 1.71374, 2232.536, 883.0353, 3456.233, 1669.564
261.9, 25.11517, 2614.86, 1817.65, 645.9802, 911.0972, 667.0024, 478.8021, 157.3366, 190.8923, 0.452172, 25.73014, 41.12909, 104.8363, 1652.019, 154.8142, 0.4743758, 3566.578, 749.3616, 1642.612, 247.7809, 325.1301, 1.619084, 2135.425, 849.9465, 3309.778, 1595.922
262, 24.02074, 2485.937, 1795.616, 616.8823, 869.0131, 632.7544, 453.3064, 149.0823, 244.3055, 0.4299642, 24.49141, 39.29284, 175.2306, 1606.899, 160.9079, 0.4485857, 3662.53, 740.9275, 1564.709, 236.1796, 303.0738, 1.529657, 2116.556, 807.6077, 3610.73, 1620.348
262.1, 22.97401, 2702.59, 1721.373, 589.0952, 841.1125, 674.2073, 429.1683, 141.261, 326.1626, 0.4088472, 23.31232, 37.53858, 193.4655, 1572.509, 295.5709, 0.4241976, 3483.722, 696.6857, 1490.501, 225.1216, 292.1827, 1.445168, 2294.375, 845.2051, 3457.728, 1825.351
262.2, 21.9729, 2569.342, 1758.541, 595.5878, 851.8344, 745.1144, 406.3156, 145.6154, 332.1088, 0.3887672, 22.18999, 35.86263, 317.4663, 1753.679, 281.1023, 0.4011355, 3559.505, 810.5943, 1419.812, 214.5812, 272.3615, 1.365347, 2210.063, 803.1025, 3400.517, 1744.837
262.3, 21.0154, 2442.662, 1695.4, 582.6518, 812.4877, 712.6351, 499.8102, 243.7419, 313.6006, 0.3696735, 21.1217, 34.26151, 301.4735, 1663.888, 267.342, 0.3793271, 3544.696, 762.1926, 1370.628, 204.5344, 253.885, 1.289934, 2131.274, 763.0971, 3421.988, 1667.875
262.4, 20.09963, 2432.613, 1667.126, 556.4065, 818.1562, 816.6182, 473.1958, 230.9545, 308.3646, 0.3515176, 20.10484, 32.73188, 286.2863, 1739.406, 254.2553, 0.3587044, 3371.641, 716.6811, 1541.014, 194.958, 236.6619, 1.218686, 2105.09, 725.0845, 3533.122, 1753.29
262.5, 19.22377, 2312.675, 1686.719, 531.3434, 788.8882, 774.688, 447.9986, 218.8379, 346.193, 0.3342533, 19.13693, 31.27053, 461.0943, 1731.691, 321.9086, 0.3392029, 3397.601, 673.8871, 1467.93, 185.8299, 220.6071, 1.151374, 2169.641, 688.9655, 3383.409, 1805.474
262.6, 18.38607, 2506.748, 1755.598, 507.4093, 752.449, 794.3715, 424.1432, 207.357, 353.3712, 0.317837, 18.21562, 29.87443, 1367.518, 1757.983, 462.1397, 0.3207616, 3351.005, 717.1202, 1602.005, 177.1292, 205.6415, 1.087779, 2075.266, 654.6457, 3392.402, 1925.328
262.7, 17.58488, 2383.155, 1661.736, 484.5533, 717.693, 753.5835, 401.558, 196.4785, 382.6531, 0.3022269, 17.33867, 28.54066, 1645.389, 1783.562, 443.6149, 0.3033229, 3234.335, 674.3, 1526.028, 168.8359, 191.6912, 1.027697, 2115.774, 697.165, 3500.975, 2090.496
262.8, 16.8186, 2367.272, 1697.207, 462.7268, 684.5424, 756.456, 402.9165, 186.1707, 361.3281, 0.2873834, 16.50393, 27.26644, 1577.519, 1692.241, 421.8994, 0.2868323, 3076.433, 634.0366, 1568.02, 160.9309, 178.6872, 0.9709341, 2172.269, 780.7979, 3474.586, 1998.287
262.9, 16.08571, 2319.26, 1660.652, 441.8835, 652.923, 717.6149, 433.5204, 176.4036, 341.1915, 0.273269, 15.70938, 26.0491, 1516.933, 1605.595, 401.2469, 0.2712382, 3088.794, 596.1774, 1493.655, 153.396, 166.5653, 0.9173059, 2221.621, 741.9036, 3327.353, 1910.145
263, 15.38476, 2507.387, 1724.893, 421.9791, 676.7242, 680.7681, 410.4359, 174.2854, 395.0428, 0.2598478, 14.95308, 24.88612, 1477.441, 1649.153, 389.2269, 0.256492, 2937.997, 560.5789, 1422.817, 146.2139, 155.2658, 0.8666399, 2142.45, 952.7274, 3343.282, 1999.134
263.1, 14.71435, 2383.762, 1632.672, 402.9712, 645.4659, 720.9395, 388.5806, 249.0812, 387.3486, 0.2470858, 14.2332, 23.77505, 1510.294, 1650.823, 496.8564, 0.2425474, 2808.817, 527.106, 1355.339, 139.3681, 144.7329, 0.8187723, 2049.257, 988.4621, 3373.308, 1910.955
263.2, 14.07315, 2399.647, 1588.653, 493.62, 615.6515, 683.9219, 598.9607, 236.0136, 365.7619, 0.2349505, 13.54797, 22.7136, 1434.21, 1687.043, 472.5347, 0.2293609, 2671.688, 495.6317, 1291.06, 132.8428, 134.9145, 0.7735486, 2156.375, 939.2233, 3293.407, 2144.259
263.3, 13.4599, 2303.629, 1556.434, 471.3851, 594.097, 648.8052, 567.0667, 223.6317, 345.3782, 0.2234113, 12.89573, 21.69953, 1361.96, 1600.664, 471.2224, 0.2168914, 2541.254, 466.0369, 1369.301, 170.533, 125.7621, 0.7308228, 2190.417, 1064.962, 3197.059, 2276.074
263.4, 12.87337, 2190.051, 1665.853, 450.1518, 566.6553, 615.4915, 547.5104, 211.8993, 439.8959, 0.2124388, 12.27489, 20.73073, 1318.191, 1579.722, 541.0782, 0.2050997, 2529.419, 438.2092, 1334.683, 191.1198, 117.2306, 0.6904569, 2095.138, 1011.912, 3232.488, 2257.353
263.5, 12.3124, 2398.187, 1586.387, 429.8749, 540.4812, 617.7709, 518.3561, 258.8661, 415.3808, 23.49459, 11.68394, 19.80519, 1251.785, 1601.025, 524.9323, 0.1939492, 2405.931, 412.0432, 1307.495, 182.1714, 109.2779, 0.6523205, 2101.839, 961.5054, 3324.856, 2157.784
263.6, 11.77587, 2308.839, 1501.572, 477.1898, 590.3331, 586.0508, 490.7542, 245.2852, 392.2318, 22.34068, 11.12144, 18.92097, 1296.657, 1519.05, 499.2362, 0.1834048, 2288.472, 387.4395, 1245.486, 271.584, 101.8647, 0.6162905, 2010.412, 913.6094, 3275.015, 2333.125
263.7, 11.26272, 2195.004, 1457.328, 494.0836, 563.0653, 555.9593, 464.622, 384.0332, 372.0977, 42.93846, 10.58602, 18.07623, 1231.336, 1660.031, 474.798, 0.1734338, 2389.192, 364.305, 1186.417, 258.8683, 94.95435, 295.0108, 2074.587, 868.0992, 3136.239, 2230.215
263.8, 10.77194, 2086.781, 1379.412, 490.1437, 537.057, 527.4129, 439.8814, 674.5215, 351.3609, 40.8296, 10.07638, 17.2692, 1201.294, 1575.035, 451.556, 0.1640048, 2272.55, 342.5518, 1130.15, 271.6319, 88.51282, 278.7163, 2037.463, 824.8561, 3185.727, 2131.843
263.9, 10.30254, 1983.894, 1453.265, 473.4005, 584.5471, 500.3323, 423.6883, 639.1341, 357.6375, 38.82431, 9.591269, 16.4982, 1140.777, 1494.391, 429.4518, 0.1550884, 2161.602, 322.0976, 1076.552, 258.9139, 82.50826, 315.2038, 2103.293, 836.6756, 3050.734, 2037.81
264, 9.853595, 2063.523, 1429.91, 551.3992, 557.5466, 474.6421, 401.1273, 605.6033, 337.7065, 36.91751, 9.129517, 15.76162, 1083.309, 1417.875, 408.4295, 0.1466568, 2056.071, 302.8647, 1093.199, 246.7914, 76.91105, 297.794, 2011.803, 794.9978, 2967.145, 2182.154
264.1, 9.424213, 2053.155, 1353.461, 526.5616, 531.7932, 450.2711, 438.7877, 573.8315, 318.8864, 35.10437, 8.689994, 15.05793, 1028.735, 1374.174, 454.008, 0.1386836, 1955.692, 284.7803, 1047.784, 235.2365, 71.69353, 339.6117, 1924.293, 755.3961, 3153.716, 2085.902
264.2, 9.013543, 2031.684, 1326.284, 502.8429, 507.2293, 427.1514, 415.4227, 543.7267, 301.115, 33.38027, 8.271631, 14.38565, 1035.623, 1305.974, 431.7837, 0.1311438, 1960.901, 267.7757, 998.0919, 224.2225, 66.82997, 320.8538, 1840.59, 869.8032, 3250.152, 1993.896
264.3, 8.620768, 1963.177, 1255.374, 480.1926, 483.8001, 405.2188, 393.3019, 515.2012, 310.8684, 31.74085, 7.87341, 13.74339, 983.4517, 1239.106, 410.6473, 0.124014, 1865.168, 251.7864, 1064.434, 213.7243, 62.29634, 303.1319, 1847.494, 826.4752, 3112.429, 1905.948
264.4, 8.245108, 1866.384, 1188.256, 458.5625, 461.4532, 384.4124, 511.9804, 488.1722, 293.5439, 30.18194, 7.49436, 13.12981, 933.9087, 1175.662, 406.8811, 0.1172718, 1798.633, 236.7519, 1013.952, 203.7176, 58.07027, 456.0387, 1955.256, 800.9496, 2980.542, 2019.828
264.5, 7.885818, 1811.983, 1218.308, 437.9068, 440.1384, 441.7408, 516.5345, 507.1572, 300.4343, 28.6996, 7.133559, 12.54362, 905.0793, 1320.226, 407.6694, 0.1108961, 1710.823, 222.6151, 1048.527, 194.1794, 82.32436, 430.8501, 1870.206, 761.0515, 3161.761, 1960.544
264.6, 7.542185, 1739.825, 1153.171, 418.1815, 419.8081, 513.9131, 489.0296, 480.5502, 361.2666, 27.29006, 6.790128, 11.98359, 859.4845, 1566.756, 387.7135, 0.1048671, 1627.299, 209.3225, 998.7999, 185.0878, 76.73962, 407.0527, 1788.855, 723.1408, 3149.123, 1972.352
264.7, 7.213526, 1726.352, 1115.027, 399.3447, 400.417, 487.5256, 476.9833, 696.2831, 341.1334, 25.94975, 6.463231, 11.44858, 876.2416, 1486.536, 535.6818, 0.09916581, 1742.436, 196.8236, 951.4307, 176.4219, 119.2863, 384.5698, 1827.792, 687.1186, 3085.108, 1947.358
264.8, 6.899189, 1641.235, 1055.413, 381.3564, 381.9215, 462.493, 451.5845, 659.7541, 322.1223, 24.67527, 6.152071, 10.93744, 852.5323, 1549.414, 509.4595, 0.09377451, 1657.369, 185.071, 1032.628, 168.1617, 111.1941, 363.3286, 1780.506, 652.8907, 3063.926, 2058.225
264.9, 6.598548, 1560.316, 1054.792, 364.1784, 364.2803, 438.7458, 427.5381, 625.1415, 304.1706, 23.46338, 5.855892, 10.44913, 849.6212, 1470.082, 484.5208, 0.08867632, 1576.455, 174.0201, 983.6542, 160.2883, 103.6509, 448.8447, 1703.057, 652.6241, 3054.544, 2031.417
265, 6.311009, 1537.92, 998.3976, 347.7741, 347.454, 506.5908, 404.7721, 592.3447, 287.2193, 22.31101, 5.573971, 9.982621, 806.8201, 1394.811, 468.2994, 0.08385529, 1499.491, 163.6292, 937.0034, 152.7835, 203.8223, 424.0534, 1909.011, 780.9529, 2925.111, 1941.814
265.1, 6.036, 1560.616, 1098.94, 332.1088, 331.4049, 575.8289, 422.9699, 567.6477, 271.2128, 21.21524, 5.305624, 9.536938, 772.7006, 1467.028, 445.3756, 0.07929637, 1474.905, 153.8586, 971.7982, 145.63, 215.3334, 508.2812, 1825.973, 742.0509, 2939.328, 1856.163
265.2, 5.772975, 1493.688, 1040.185, 317.1491, 316.0971, 546.2623, 400.4472, 537.8672, 256.0982, 20.17328, 5.050195, 38.61898, 733.7746, 1533.127, 548.3177, 0.0749853, 1554.461, 144.6715, 948.5878, 138.8115, 200.7255, 480.2071, 1774.16, 763.7418, 2849.09, 1774.29
265.3, 5.521411, 1593.188, 984.5723, 302.8633, 337.1188, 518.2138, 430.6404, 547.2281, 282.9545, 282.5222, 4.807063, 36.8948, 696.8095, 1463.883, 521.4769, 0.07090861, 1478.571, 136.033, 903.6, 204.0608, 187.1087, 622.5325, 1709.718, 725.6971, 3000.87, 1696.029
265.4, 384.5139, 1514.638, 981.9172, 289.221, 321.5471, 491.6055, 464.3257, 518.5189, 267.1856, 945.2945, 4.575636, 60.16098, 661.7066, 1599.251, 560.6023, 0.06705356, 1565.057, 213.7212, 891.5066, 194.5066, 174.4155, 604.6957, 1754.766, 689.5475, 3057.236, 1621.219
265.5, 824.4438, 1490.51, 989.489, 276.1931, 323.5118, 493.6516, 439.6009, 499.4981, 323.2947, 1519.571, 4.355351, 125.7769, 686.2354, 1529.987, 716.6864, 0.06340808, 1612.581, 235.7403, 849.226, 211.1151, 162.5835, 771.4749, 1770.051, 655.1987, 2927.688, 1747.404
265.6, 890.0625, 1417.021, 992.9664, 263.7522, 308.5686, 468.3044, 551.7531, 473.2929, 305.2777, 1667.616, 4.145672, 145.2056, 667.5609, 1474.122, 681.6037, 0.05996081, 1533.854, 221.664, 808.9505, 214.8928, 151.5541, 728.8636, 1803.868, 622.5609, 2969.714, 1677.986
265.7, 899.0746, 1607.967, 943.5262, 251.8716, 294.3157, 444.2588, 569.3445, 448.4626, 288.2648, 1610.939, 3.946087, 138.7228, 633.9314, 1649.115, 648.2383, 0.05670095, 1458.97, 258.8295, 817.6016, 204.8314, 141.2729, 688.6059, 1725.403, 591.549, 3008.493, 1777.769
265.8, 943.2479, 1528.688, 893.0809, 284.3211, 280.7211, 480.4343, 539.0275, 457.1525, 272.2, 1619.886, 3.75611, 132.5294, 601.9961, 1609.067, 616.5062, 3.76995, 1387.742, 243.3744, 778.8259, 195.241, 131.6892, 650.5718, 1709.606, 562.0818, 3018.537, 1699.354
265.9, 902.1448, 1453.317, 1017.405, 271.514, 267.7544, 455.7658, 510.3249, 433.1689, 345.8158, 1540.328, 3.57528, 126.6125, 571.6696, 1670.146, 586.3275, 3.564991, 1319.991, 228.8422, 741.8893, 186.0997, 122.7557, 731.1221, 1758.199, 742.4744, 2890.629, 1667.868
266, 862.8328, 1517.037, 1074.668, 259.2838, 333.5953, 467.4482, 483.1506, 431.6352, 352.9857, 1464.677, 3.403155, 120.9598, 542.8708, 1651.308, 663.9142, 3.371175, 1255.548, 215.1777, 775.0016, 177.3864, 114.4281, 690.7397, 1842.755, 705.4891, 2816.819, 1594.301
266.1, 900.324, 1442.241, 1037.909, 247.6044, 318.1863, 497.0348, 457.4234, 408.9903, 364.101, 1480.351, 3.239317, 115.5594, 515.5228, 1624.424, 631.4147, 3.187896, 1194.252, 224.3906, 743.2016, 169.0811, 106.6655, 652.5877, 1791.884, 670.3462, 2941.418, 1697.754
266.2, 861.0914, 1510.385, 1011.686, 236.4512, 303.4891, 488.9295, 433.0661, 387.5335, 343.8098, 1462.018, 3.083366, 110.4001, 489.5526, 1650.904, 692.8381, 3.014581, 1135.947, 260.0355, 707.9545, 161.1646, 106.1974, 801.6342, 1806.97, 636.9539, 2849.586, 1622.868
266.3, 882.74, 1553.381, 1089.928, 225.8004, 289.4708, 463.8248, 430.0831, 367.2023, 324.6495, 1444.51, 2.934924, 120.8963, 518.9023, 1566.375, 658.9229, 77.46008, 1080.49, 267.4484, 717.353, 153.6188, 98.99315, 898.8612, 1761.365, 677.2297, 2890.8, 1832.6
266.4, 844.2736, 1498.029, 1031.656, 215.6293, 276.0999, 440.0092, 407.1816, 347.9378, 306.557, 1373.565, 2.793628, 177.4314, 492.7617, 1550.267, 626.6677, 87.53149, 1027.739, 251.4787, 683.3317, 146.4262, 92.27763, 1033.17, 1701.595, 643.4944, 2912.033, 1774.473
266.5, 807.4835, 1424.17, 976.4986, 205.9164, 263.3467, 417.4164, 385.4997, 329.684, 308.7754, 1306.105, 2.659134, 169.5098, 467.9381, 1581.43, 595.9915, 82.77271, 977.5644, 236.4626, 650.924, 169.9963, 86.01767, 976.1047, 1627.579, 611.4397, 2788.638, 1720.113
266.6, 772.2964, 1405.61, 1122.115, 196.641, 251.1826, 395.9836, 436.3214, 343.7573, 291.5675, 1289.539, 2.531115, 161.9418, 444.365, 1558.847, 585.4396, 78.27264, 929.839, 263.5304, 620.0533, 162.0369, 80.18238, 922.191, 1823.877, 580.9817, 2938.097, 1683.784
266.7, 738.6428, 1554.833, 1062.121, 187.7834, 239.5803, 375.6514, 413.0877, 410.7834, 275.3187, 1330.887, 2.40926, 154.7118, 421.9794, 1488.223, 556.7816, 74.01723, 884.4435, 247.7946, 732.9858, 154.4503, 74.74295, 871.2552, 1776.308, 658.7981, 2813.597, 1609.514
266.8, 768.2645, 1478.173, 1005.335, 179.3247, 228.514, 356.3631, 391.0912, 389.2325, 389.9837, 1344.616, 2.293271, 197.4529, 474.9753, 1635.642, 529.5264, 158.9217, 841.2643, 232.9985, 698.2231, 147.2188, 69.67252, 823.1327, 2018.81, 625.981, 2694.373, 1538.521
266.9, 739.2598, 1405.293, 1204.132, 171.2471, 362.9022, 338.0652, 433.5569, 368.8123, 368.2501, 1328.31, 2.182866, 316.4573, 451.0476, 1730.108, 503.6054, 150.2816, 800.1932, 339.0079, 733.7527, 140.3259, 64.94605, 777.6682, 1930.995, 756.7302, 2704.484, 1760.581
267, 735.3378, 1511.054, 1139.753, 163.5334, 346.1395, 395.9493, 424.8282, 349.4633, 347.7278, 1323.967, 2.077776, 302.3288, 428.3254, 1645.381, 532.074, 142.1114, 1130.336, 328.6216, 698.9537, 476.1978, 60.54023, 734.7148, 1987.87, 719.0347, 2803.043, 1698.021
267.1, 777.6514, 1436.552, 1167.904, 156.1671, 330.1511, 375.6188, 402.2066, 331.1294, 328.3491, 1361.275, 1.977746, 288.8311, 406.7478, 1561.135, 506.0284, 134.3853, 1075.153, 522.1311, 730.8688, 453.9019, 56.43328, 1017.118, 1955.646, 683.217, 2891.554, 1623.124
267.2, 743.7643, 1365.724, 1105.462, 149.1326, 352.9037, 356.3322, 380.7895, 313.7574, 310.0504, 1337.098, 1.882531, 275.9359, 386.2572, 1481.203, 481.2576, 162.6152, 1098.269, 490.9539, 696.2065, 432.6499, 52.60495, 960.9387, 1887.77, 786.6043, 2874.623, 1551.53
267.3, 711.354, 1298.389, 1046.359, 142.415, 361.5528, 338.0359, 360.5129, 457.8182, 433.2301, 1314.693, 1.7919, 263.6165, 366.7989, 1405.363, 457.6995, 289.0801, 1044.651, 461.6384, 727.4821, 415.0048, 49.03632, 907.8627, 1805.655, 838.6536, 2752.813, 1513.461
267.4, 745.9508, 1258.226, 1160.22, 136, 344.8524, 399.3951, 341.3159, 433.7997, 409.0865, 1257.273, 1.705633, 251.8472, 430.3379, 1333.406, 435.2945, 273.3638, 1161.537, 434.0734, 692.9805, 395.574, 45.70979, 857.7182, 1806.651, 796.8773, 2890.578, 1548.52
267.5, 775.5463, 1196.191, 1098.189, 129.8739, 328.9235, 434.5685, 323.1412, 411.0413, 386.2884, 1207.748, 1.623518, 240.6032, 408.659, 1387.731, 413.9863, 258.502, 1104.83, 408.1543, 672.0516, 377.053, 42.60891, 810.3434, 1728.065, 757.182, 2811.902, 1480.217
267.6, 805.9791, 1328.037, 1039.475, 124.0238, 317.7179, 412.2551, 305.9343, 389.4769, 364.7607, 1178.599, 1.545357, 229.8613, 425.7904, 1446.804, 393.7211, 244.4481, 1050.891, 383.7829, 761.6469, 359.3991, 39.7184, 765.5853, 1726.567, 815.8793, 2852.573, 1542.072
267.7, 894.7915, 1262.559, 983.9001, 118.4372, 478.2872, 460.5418, 289.6436, 369.0438, 344.4329, 1169.223, 8.659138, 219.5989, 426.1895, 1465.817, 374.448, 299.8949, 1196.546, 360.8667, 725.525, 342.5718, 37.02397, 723.2993, 1813.123, 959.5995, 2966.084, 1474.054
267.8, 863.3535, 1200.31, 954.1073, 113.1023, 494.5771, 445.0336, 274.2204, 349.6826, 355.2705, 1111.798, 8.242261, 209.7947, 404.7195, 1474.407, 374.0139, 283.5906, 1236.284, 551.4805, 779.8277, 326.5324, 51.74015, 683.3489, 1909.658, 911.7985, 2885.506, 1556.941
267.9, 825.7319, 1192.551, 964.7512, 108.0076, 471.7323, 547.6227, 259.6184, 397.9325, 425.2927, 1057.194, 80.08339, 200.4282, 415.6592, 1423.299, 367.9006, 271.5539, 1225.927, 518.5508, 770.2573, 311.2439, 48.23019, 645.6051, 1826.591, 920.3079, 2897.115, 1591.287
268, 896.8103, 1133.753, 913.1711, 103.1425, 449.9427, 519.5044, 245.794, 377.0558, 401.5914, 1005.271, 76.22794, 191.4799, 394.7197, 1615.367, 349.8914, 310.8727, 1166.076, 487.5875, 846.7642, 296.6713, 44.95834, 609.946, 1747.137, 874.4641, 2952.786, 1573.857
268.1, 857.7308, 1077.854, 868.3007, 98.49648, 451.4933, 492.8298, 253.2873, 357.2744, 468.4042, 955.899, 72.55809, 182.9311, 409.8564, 1532.658, 332.7638, 323.0569, 1109.148, 458.473, 806.6055, 282.7809, 41.90844, 576.2566, 1747.171, 830.9039, 2984.565, 1653.732
268.2, 820.3542, 1024.712, 821.8773, 94.05975, 430.6385, 467.5249, 280.968, 346.9389, 442.3003, 1009.299, 87.64494, 174.764, 389.2093, 1474.835, 316.4745, 305.4935, 1172.36, 431.0969, 823.176, 269.541, 39.06545, 544.4279, 1671.172, 789.5136, 2967.056, 1661.059
268.3, 784.6063, 1195.079, 887.4202, 89.82288, 410.7471, 507.8911, 266.0067, 328.7375, 417.6512, 959.729, 83.42545, 166.9615, 427.2086, 1399.321, 405.0609, 288.8849, 1115.125, 405.3556, 784.136, 256.9209, 36.41532, 514.3572, 1696.982, 750.1851, 3023.932, 1640.567
268.4, 812.9205, 1195.435, 839.9747, 85.77685, 391.7744, 481.8128, 251.8422, 311.491, 394.3757, 912.5933, 256.4597, 159.5074, 439.0852, 1327.673, 385.2326, 301.8972, 1073.668, 381.1512, 746.9476, 244.8917, 33.94497, 485.9475, 1665.526, 847.6533, 2957.468, 1568.204
268.5, 777.4965, 1136.495, 795.0658, 81.91307, 373.6782, 505.9594, 238.4318, 295.1492, 372.3974, 867.7726, 244.113, 152.386, 416.9656, 1448.761, 514.6271, 285.4841, 1021.25, 358.3922, 711.5228, 233.4257, 31.6422, 459.1069, 1628.414, 928.7812, 2981.199, 1499.033
268.6, 887.9514, 1080.461, 834.8624, 78.22334, 356.4178, 603.8071, 405.8815, 279.6648, 460.7257, 862.0022, 350.1187, 145.5826, 395.9603, 1423.605, 506.605, 269.9633, 971.3923, 336.9921, 677.7781, 222.4965, 60.7079, 433.7488, 1668, 882.5153, 3194.292, 1745.774
268.7, 849.2579, 1027.19, 849.4625, 74.6998, 339.9546, 611.293, 397.0008, 281.6606, 481.3941, 819.6663, 333.2629, 139.0829, 376.0131, 1541.771, 481.8061, 255.2863, 940.5342, 316.8698, 645.6338, 212.0791, 56.58958, 409.7913, 1809.122, 838.554, 3058.936, 1828.178
268.8, 812.2505, 976.5455, 804.0463, 71.33498, 381.9854, 579.9054, 375.8609, 266.8838, 454.5663, 802.5931, 317.2187, 132.8735, 357.0709, 1575.102, 458.221, 241.4073, 894.6167, 297.9491, 615.0139, 202.1494, 52.75064, 387.1571, 1830.901, 796.7827, 2929.316, 1747.54
268.9, 776.8558, 928.3978, 897.6907, 68.12173, 417.7519, 550.1295, 355.8467, 252.8823, 530.0277, 919.0436, 301.9468, 126.9412, 354.7286, 1494.454, 435.7905, 228.2828, 933.4714, 280.1582, 585.8463, 192.6847, 49.17213, 365.773, 1751.26, 863.4373, 2885.716, 1801.797
269, 743.0034, 882.6239, 866.3992, 65.05322, 398.4557, 521.8824, 336.8983, 286.2044, 500.4896, 873.9062, 287.4102, 121.2738, 336.8586, 1418.226, 414.458, 215.8719, 887.8986, 263.4296, 558.0619, 183.663, 45.83638, 502.0805, 1750.46, 820.4264, 2763.436, 1756.587
269.1, 710.6262, 886.2653, 914.6052, 62.12293, 435.7806, 495.0857, 318.9588, 271.1892, 472.5976, 876.0761, 273.5734, 115.8594, 319.8888, 1378.274, 394.1698, 204.1357, 844.5508, 247.6998, 531.5952, 175.0638, 42.72692, 474.3488, 1674.318, 829.5724, 2701.096, 1710.462
269.2, 808.2916, 842.5688, 865.7062, 59.32463, 537.3956, 469.6649, 301.9745, 256.9619, 446.26, 845.2532, 260.4027, 110.6868, 303.7739, 1373.849, 374.8747, 198.4084, 803.3192, 232.9093, 506.3838, 166.8672, 39.8284, 448.1489, 1708.381, 788.2484, 2633.678, 1707.159
269.3, 786.1521, 801.0267, 873.9808, 56.65238, 512.573, 445.5494, 285.8947, 243.4809, 421.3902, 833.7394, 247.8661, 105.7451, 288.4708, 1303.505, 392.6176, 187.6216, 922.5282, 219.002, 482.368, 159.0544, 37.12651, 575.537, 1764.105, 748.983, 2690.508, 1764.137
269.4, 757.7529, 844.8541, 949.1212, 54.1005, 584.2026, 422.6722, 270.6711, 230.7072, 397.9064, 792.7915, 235.9331, 101.024, 273.9386, 1358.464, 387.3293, 177.4213, 877.4897, 205.9251, 459.4912, 151.6074, 34.60792, 701.6837, 1721.149, 711.6735, 2790.144, 1736.871
269.5, 741.8628, 803.1993, 934.311, 51.66357, 557.218, 440.5981, 256.2581, 218.6036, 375.7313, 753.8547, 224.5746, 124.5729, 260.1385, 1384.069, 368.369, 193.2648, 834.65, 193.629, 437.6993, 144.509, 32.26018, 754.9266, 1646.282, 676.2225, 2671.914, 1881.966
269.6, 709.5353, 763.5983, 934.7611, 49.33641, 531.4797, 417.9751, 242.6127, 207.135, 354.7921, 822.1549, 213.7629, 119.0113, 247.0336, 1361.894, 350.3369, 182.7577, 911.6744, 182.0672, 416.941, 137.743, 30.0717, 800.7026, 1844.086, 642.5374, 2558.694, 1883.331
269.7, 678.6165, 725.9498, 884.7845, 47.11407, 534.9432, 396.5137, 229.6938, 221.5658, 335.0197, 781.776, 203.4717, 193.2894, 234.5889, 1336.008, 333.1874, 172.8218, 867.1658, 171.1957, 397.1671, 131.2938, 28.03169, 756.4769, 1770.984, 610.5303, 2525.249, 1800.26
269.8, 649.045, 690.1575, 837.4799, 44.99184, 580.5869, 376.1542, 217.4628, 226.3862, 374.0044, 859.3794, 193.6759, 227.6831, 222.7711, 1267.602, 403.0674, 163.4261, 824.8301, 160.9734, 378.3311, 125.1465, 26.13007, 818.2433, 1754.82, 752.8185, 2662.366, 1720.853
269.9, 669.9962, 656.1299, 792.7043, 42.9652, 553.7692, 356.8401, 285.8867, 214.5093, 353.1613, 817.1722, 184.3518, 271.1824, 211.5487, 1202.699, 383.3368, 154.5412, 784.5613, 151.3615, 360.3883, 119.2871, 24.35745, 773.0488, 1842.51, 715.3179, 2549.551, 1644.948
270, 670.5111, 623.78, 798.5007, 41.02985, 602.2198, 338.5177, 287.6407, 203.2555, 333.4799, 777.038, 175.4765, 259.0752, 200.8916, 1257.527, 364.572, 188.7825, 746.2585, 142.3235, 343.2965, 160.1757, 22.70509, 752.9904, 1762.364, 847.6431, 2441.516, 1752.406
