 , C001, C002, C003, C004, C006, C007, C008, C009, C010, C015, C016, C017, C018, C019, C023, C024, C026, C027, C028, C030, C032, C034, C035, C036, C037, C039, C040, C043, C045, C048, C049, C052, C055, C059, C061, C062, C063, C065, C071, C073, C074, C077, C079, C080, C082, C083, C084, C088, C089, C093, C095, C096, C099, C100, C102, C103, C106, C108, C109, C111, C112, C114, C117
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
443, 166.4074, 146.4556, 274.7762, 371.135, 974.2876, 125.4128, 231.0407, 873.7709, 2510.248, 1005.779, 1593.462, 586.6414, 1594.511, 290.4088, 1918.62, 320.3901, 613.0403, 399.93, 83.64819, 442.7409, 673.4979, 245.0707, 2892.995, 720.4041, 877.6506, 313.4454, 583.5921, 265.8182, 440.6241, 1525.695, 443.8196, 665.0154, 685.0526, 1124.948, 785.5813, 2590.033, 411.2848, 1082.068, 614.1069, 543.9916, 398.4243, 1203.308, 439.1176, 478.3495, 514.5208, 406.5108, 0.01839021, 488.1132, 441.0331, 213.5872, 1081.091, 1260.423, 61.43253, 826.5995, 742.7864, 2358.156, 1378.364, 1881.759, 1742.584, 1984.412, 174.2194, 267.9962, 3322.878
443.1, 159.1457, 140.0092, 262.9696, 354.6906, 995.0756, 119.3826, 248.2491, 949.7101, 2474.253, 998.7867, 1552.831, 575.8326, 1582.657, 275.4919, 1871.202, 341.5002, 593.4679, 379.8883, 79.81432, 466.5808, 643.9576, 266.737, 2807.738, 703.4998, 839.2112, 299.4054, 554.6094, 253.947, 418.7968, 1566.105, 422.8604, 635.5759, 707.7384, 1069.268, 746.556, 2582.285, 391.1462, 1064.23, 583.3934, 628.323, 380.9475, 1171.395, 417.8888, 457.8347, 491.8766, 388.9851, 0.01763041, 466.8997, 422.4923, 193.7058, 1142.534, 1201.434, 58.67128, 883.5728, 709.282, 2260.141, 1337.445, 1900.762, 1697.043, 2099.929, 166.4065, 254.5283, 3475.551
443.2, 288.1395, 133.8466, 276.9836, 338.9749, 977.1403, 113.6423, 313.0139, 907.9805, 2398.047, 962.3033, 1582.547, 551.2223, 1595.256, 357.3307, 1851.774, 324.0917, 567.5715, 430.9938, 76.15617, 446.4058, 707.9178, 254.7417, 2893.661, 668.4766, 802.4554, 285.9943, 576.3792, 242.6059, 398.0507, 1778.868, 402.8909, 658.2202, 761.6154, 1016.343, 709.4693, 2708.843, 371.9937, 1137.374, 625.2234, 600.5475, 364.2374, 1164.867, 397.6862, 491.3507, 470.2291, 372.215, 0.01690201, 546.1874, 404.7309, 475.8502, 1092.982, 1162.876, 56.03415, 966.0297, 677.2888, 2193.5, 1346.971, 1820.469, 1741.437, 2072.135, 158.9439, 241.7371, 3635.989
443.3, 275.5656, 127.9552, 265.0822, 323.9554, 930.7529, 108.1781, 358.993, 868.0845, 2350.764, 953.069, 1516.668, 527.6638, 1524.464, 338.9764, 1829.565, 307.5706, 614.6647, 409.3954, 72.66569, 650.6862, 761.4584, 243.2859, 2774.593, 722.6485, 767.3094, 273.1839, 587.2381, 231.7713, 378.3324, 1705.622, 446.4999, 629.0815, 727.3152, 966.0376, 674.225, 2690.816, 353.779, 1093.437, 593.954, 627.151, 348.2602, 1152.112, 378.4604, 470.2784, 449.5343, 356.1678, 0.0162037, 549.0275, 387.7162, 431.5563, 1149.741, 1153.875, 53.51554, 924.7498, 716.3643, 2181.949, 1285.257, 1778.36, 1788.303, 2056.96, 151.8161, 229.5888, 3477.963
443.4, 263.5404, 122.3231, 253.6921, 353.6371, 904.5225, 102.9765, 339.9987, 829.9416, 2386.678, 1065.573, 1583.007, 505.1121, 1557.894, 321.5648, 1845.51, 291.8918, 587.8433, 436.9979, 69.33518, 710.9638, 728.0602, 232.3453, 2748.44, 695.763, 852.8, 260.9473, 593.7835, 221.4206, 359.5909, 1705.144, 425.4141, 688.5406, 780.3649, 1035.155, 740.2938, 2643.667, 336.4561, 1068.023, 638.7484, 599.4273, 332.9838, 1197.533, 360.164, 564.2474, 464.061, 340.8125, 0.01553425, 525.1666, 371.4168, 391.3855, 1099.876, 1111.079, 51.11015, 903.656, 735.8909, 2248.955, 1311.511, 1816.289, 1724.017, 2082.167, 145.0079, 218.0509, 3326.804
443.5, 252.04, 116.9389, 242.7914, 337.968, 861.5824, 98.0251, 322.0094, 793.4746, 2286.402, 1016.794, 1517.109, 483.5243, 1527.6, 305.0475, 1768.656, 277.0121, 562.1923, 415.0986, 66.15733, 680.2217, 696.1268, 221.8967, 2635.347, 1042.092, 846.4011, 316.7019, 595.0871, 211.5322, 341.7777, 1624.577, 405.324, 658.0598, 803.1703, 983.9185, 703.5182, 2535.876, 319.9815, 1013.897, 657.5666, 572.9292, 318.3775, 1194.947, 342.7522, 647.5779, 443.6376, 326.1192, 0.01489245, 597.3298, 419.4947, 713.4928, 1052.175, 1136.84, 48.81287, 968.9906, 702.6975, 2155.479, 1378.264, 1739.564, 1692.654, 1991.946, 138.505, 207.0929, 3182.215
443.6, 241.0414, 111.7918, 262.0407, 322.9932, 951.2159, 93.31175, 342.94, 917.4181, 2240.169, 970.2485, 1519.386, 462.8591, 1577.633, 289.3787, 1812.37, 262.891, 537.6606, 394.2968, 63.12512, 751.6827, 665.594, 211.9179, 2756.116, 1114.577, 809.3303, 352.0591, 565.5335, 336.903, 324.847, 2005.829, 386.1827, 628.9282, 766.9986, 935.2181, 668.5695, 2643.225, 304.3135, 1015.161, 624.6796, 573.4881, 304.412, 1236.112, 326.1821, 619.8055, 424.1131, 312.0594, 0.01427716, 571.3697, 401.8593, 647.0782, 1006.542, 1102.792, 46.61885, 927.5841, 736.6475, 2095.741, 1315.116, 1666.081, 1703.188, 2000.034, 132.2937, 196.6856, 3375.251
443.7, 230.5228, 106.8711, 303.5724, 308.6819, 1268.863, 88.82504, 324.7951, 877.1074, 2229.913, 925.8332, 1456.137, 529.2794, 1507.623, 274.5147, 1839.213, 249.4897, 619.2809, 374.5374, 60.23189, 766.8193, 954.4023, 202.3879, 2792.789, 1154.108, 844.8726, 381.504, 571.9005, 321.8571, 308.755, 2063.98, 367.9454, 601.0863, 732.4559, 888.9282, 635.357, 2649.76, 289.4128, 963.7133, 593.4373, 558.9266, 291.059, 1212.406, 310.413, 593.2242, 405.4478, 298.6057, 0.0136873, 546.5378, 445.7384, 586.8458, 1178.453, 1092.995, 44.52344, 995.2478, 703.42, 2373.942, 1254.861, 1682.049, 1812.551, 2214.513, 126.361, 186.8013, 3769.816
443.8, 220.4632, 102.1671, 338.4318, 330.9813, 1335.477, 84.55405, 307.6102, 901.1381, 2453.319, 883.4511, 1493.381, 506.6587, 1440.719, 260.4142, 1934.773, 236.7716, 592.2581, 501.5457, 57.47126, 733.6619, 912.5413, 362.7185, 2937.114, 1096.651, 848.7872, 364.4155, 543.4985, 382.4068, 377.9315, 2208.605, 407.5943, 643.1771, 699.4689, 1035.017, 603.7944, 2769.106, 356.3618, 914.8732, 651.2097, 534.2188, 278.2917, 1267.787, 295.4063, 567.7828, 530.3332, 285.732, 0.01312181, 522.7852, 426.9998, 532.22, 1168.41, 1041.843, 42.52222, 952.7193, 671.6912, 2313.368, 1197.367, 1791.859, 1800.348, 2292.323, 120.6943, 177.4137, 3605.973
443.9, 210.8425, 97.67011, 342.7072, 441.5687, 1327.36, 80.48843, 291.3346, 898.7842, 2437.113, 947.5234, 1582.658, 485.0047, 1417.323, 247.038, 1954.45, 224.7018, 566.4144, 501.0619, 54.83717, 742.8934, 872.5164, 346.407, 2995.679, 1042.055, 847.2047, 348.0924, 516.507, 379.8188, 449.5738, 2416.987, 388.3458, 614.7044, 769.1094, 1140.449, 769.7692, 2676.932, 338.9125, 868.5082, 618.6406, 536.8188, 266.0845, 1270.604, 281.1252, 543.4325, 506.9932, 273.4134, 0.01257968, 500.0648, 409.0489, 482.679, 1187.191, 1069.678, 40.61094, 988.9226, 773.2439, 2217.214, 1219.588, 1879.371, 1725.234, 2192.996, 115.2817, 168.4979, 3449.251
444, 201.6418, 93.37106, 349.0415, 422.0035, 1324.183, 76.6183, 275.9201, 888.8698, 2334.718, 970.8771, 1516.774, 464.2763, 1409.272, 234.3488, 1918.029, 213.2473, 541.6985, 475.9522, 52.3238, 807.1508, 834.2471, 330.8289, 2936.744, 1042.43, 810.0988, 332.5005, 490.8559, 362.8565, 427.3031, 2422.133, 370.0063, 587.4921, 773.1053, 1084.001, 731.5294, 2621.621, 348.2352, 917.4784, 587.7004, 513.0883, 254.4128, 1276.13, 267.5344, 520.1265, 484.6803, 261.6258, 0.01205995, 478.3318, 391.8527, 437.7495, 1135.703, 1019.617, 38.78558, 1014.794, 803.1871, 2168.241, 1163.71, 1799.981, 1747.062, 2097.973, 110.1119, 160.0302, 3423.312
444.1, 192.8425, 268.1201, 367.3234, 403.3052, 1433.577, 72.93426, 261.3212, 870.8967, 2298.285, 926.4331, 1570.93, 444.4337, 1388.119, 222.3115, 1983.905, 202.3767, 559.8773, 452.1008, 49.92563, 796.6979, 1011.613, 315.9515, 2904.368, 1026.281, 801.8692, 395.6182, 466.4787, 420.4944, 434.9048, 2428.895, 394.552, 561.4846, 738.2876, 1093.581, 695.1891, 2750.68, 331.1838, 870.9814, 558.3076, 565.8375, 243.253, 1258.545, 254.6006, 497.8201, 595.3211, 325.769, 0.01156169, 457.5434, 406.7109, 397.0022, 1086.447, 989.0318, 37.04226, 1052.11, 766.9583, 2343.581, 1133.005, 1821.411, 1732.497, 2170.494, 105.1739, 151.988, 3466.785
444.2, 184.4272, 256.3185, 366.0118, 385.4355, 1391.588, 69.42735, 247.4947, 875.5878, 2324.491, 984.5752, 1719.525, 425.4392, 1480.273, 304.6168, 1946.602, 192.0602, 535.4466, 429.4447, 47.63737, 856.7626, 967.2428, 301.743, 2891.066, 975.1887, 841.7827, 377.8975, 468.85, 401.7155, 413.3608, 2447.291, 375.9194, 536.6283, 705.0379, 1108.572, 727.8404, 2714.892, 476.5178, 937.9156, 572.3374, 570.4934, 232.5828, 1256.31, 242.2921, 476.4702, 569.121, 339.4148, 0.01108402, 437.6585, 411.2917, 360.0477, 1138.335, 987.3051, 35.37729, 1054.46, 732.3635, 2358.612, 1081.094, 1936.472, 1792.87, 2184.312, 100.4574, 144.3499, 3480.258
444.3, 176.3791, 320.5724, 383.3656, 368.3575, 1395.357, 66.08907, 234.3998, 853.977, 2356.032, 939.5041, 1742.908, 467.5655, 1491.595, 288.9701, 1911.675, 182.2697, 585.4727, 495.1004, 45.45399, 910.0034, 1104.038, 288.1736, 2917.158, 926.6397, 831.9708, 360.9705, 482.5884, 415.5192, 392.8841, 2404.853, 358.1667, 512.8724, 673.2857, 1053.702, 691.6835, 2756.698, 453.185, 935.4883, 604.2828, 545.2744, 222.3806, 1260.387, 230.5787, 456.036, 544.0739, 380.8527, 0.01062609, 418.6377, 474.4355, 326.5332, 1252.778, 1017.358, 33.78717, 1114.448, 699.3292, 2377.728, 1031.562, 1995.894, 1779.894, 2170.481, 95.95234, 137.0957, 3795.273
444.4, 168.6822, 306.4621, 371.6958, 352.0361, 1329.116, 62.91131, 221.9977, 855.1577, 2462.023, 959.88, 1824.329, 447.5823, 1518.653, 274.1271, 1932.234, 172.9782, 599.8964, 523.8529, 43.37069, 922.9888, 1055.614, 275.2143, 2816.218, 880.5077, 839.3358, 344.8018, 458.6218, 451.7106, 454.6412, 2512.363, 341.2524, 490.1681, 686.7698, 1116.882, 708.9688, 2763.714, 430.9947, 888.0786, 600.1936, 521.1701, 212.6259, 1203.501, 219.4315, 436.4782, 520.1292, 364.4332, 0.01018707, 504.3272, 454.4904, 296.1383, 1242.87, 969.7452, 32.26851, 1076.676, 667.785, 2451.117, 1018.197, 1966.234, 1828.266, 2256.703, 91.64934, 130.206, 3760.229
444.5, 161.3212, 292.9729, 355.7248, 336.438, 1266.019, 59.88634, 210.2518, 817.5828, 2358.582, 915.9394, 1774.419, 428.4532, 1516.809, 260.0465, 1922.797, 164.1604, 610.7062, 497.6011, 41.38287, 883.0787, 1118.822, 262.8379, 2843.989, 895.7878, 802.5745, 329.3572, 471.4075, 431.5376, 432.1195, 2407.203, 325.1369, 468.4689, 689.0881, 1088.172, 726.0751, 2729.337, 409.891, 862.3818, 570.176, 498.1314, 203.2991, 1235.966, 208.8233, 417.7591, 497.2382, 348.7215, 0.009766188, 482.4091, 435.3839, 268.5726, 1238.848, 951.8161, 30.81812, 1030.668, 637.6636, 2496.365, 1036.841, 1925.141, 1904.837, 2195.228, 87.53931, 123.6626, 3734.807
444.6, 154.2814, 280.0774, 340.4399, 321.531, 1205.918, 57.00682, 199.1274, 965.0723, 2324.259, 984.4937, 1761.74, 410.1417, 1567.448, 246.6891, 1855.675, 155.7921, 629.8748, 472.6648, 39.48616, 850.9882, 1069.749, 251.018, 2726.964, 851.1917, 863.5673, 314.6045, 447.9962, 412.2655, 410.7135, 2503.239, 348.4433, 447.7303, 688.9663, 1066.839, 776.4609, 2742.276, 389.8206, 855.7512, 610.4257, 476.1111, 194.3814, 1261.172, 198.7279, 399.8429, 475.3547, 333.6873, 0.009362698, 461.4435, 417.0805, 243.5729, 1185.119, 1020.547, 29.43292, 994.6999, 695.9947, 2406.929, 1082.06, 2024.37, 1825.363, 2215.677, 83.61359, 117.448, 3572.486
444.7, 147.5489, 267.7495, 325.8119, 307.2845, 1148.67, 54.26576, 210.7474, 945.4885, 2261.406, 1029.852, 1688.402, 392.6128, 1537.16, 234.0179, 1778.398, 147.8503, 630.1878, 448.9781, 37.67638, 814.1913, 1022.829, 239.7296, 2718.492, 808.8159, 848.7115, 371.2737, 448.5733, 393.8541, 390.3679, 2492.23, 331.9882, 427.9099, 657.9379, 1130.657, 804.9207, 2630.464, 370.733, 812.3824, 626.9615, 455.0643, 185.8549, 1204.251, 189.1205, 382.6949, 454.4343, 319.3011, 0.008975877, 441.389, 399.5467, 220.9002, 1133.72, 972.7853, 28.10998, 1001.07, 706.5893, 2349.263, 1084.207, 1985.294, 1793.6, 2119.671, 79.86393, 111.5458, 3460.407
444.8, 141.1101, 255.9642, 311.8124, 293.6692, 1094.139, 130.7818, 223.7525, 942.8838, 2215.641, 1065.854, 1646.057, 375.8331, 1568.035, 221.9975, 1704.339, 140.3134, 620.5685, 488.2913, 131.2861, 778.9857, 977.9668, 228.9489, 2606.632, 768.5496, 811.5396, 354.6434, 426.296, 376.2649, 371.0302, 2374.475, 316.3102, 408.9668, 678.2098, 1074.694, 874.8201, 2523.212, 352.58, 834.8071, 731.8289, 494.2166, 266.2619, 1186.612, 179.9776, 484.6886, 434.4346, 305.5352, 0.008605039, 422.2061, 382.7499, 200.338, 1084.55, 927.2584, 26.8465, 958.2922, 747.7141, 2251.617, 1074.863, 1901.43, 1718.767, 2027.826, 76.28242, 623.6772, 3310.011
444.9, 134.9523, 244.6977, 298.4144, 280.6572, 1042.198, 167.5806, 227.7553, 995.558, 2141.307, 1017.062, 1622.079, 386.6769, 1549.131, 210.5946, 1661.412, 166.5335, 593.4895, 463.8215, 125.2688, 784.6445, 935.0723, 218.653, 2499.374, 807.2789, 802.4133, 338.7581, 405.125, 359.4612, 352.6504, 2262.283, 301.3725, 390.8623, 686.9078, 1021.5, 831.3616, 2432.05, 335.3159, 886.8269, 695.2278, 472.3694, 254.5824, 1133.056, 171.2767, 463.9019, 415.3151, 292.3628, 0.008249521, 403.857, 366.6593, 181.6898, 1143.51, 883.8622, 25.63982, 972.212, 713.9874, 2158.03, 1025.616, 1828.11, 1647.057, 2048.487, 72.86152, 592.3347, 3178.682
445, 223.4117, 233.9271, 304.4354, 268.2217, 992.7216, 159.5228, 300.3828, 1197.596, 2175.828, 970.5038, 1709.16, 370.1508, 1711.495, 275.4025, 1745.669, 164.7769, 567.5921, 545.6923, 119.5273, 750.7164, 894.0591, 208.8201, 2641.951, 799.8389, 798.924, 323.5843, 415.336, 343.408, 335.181, 2414.768, 287.1403, 466.5323, 709.2625, 970.9398, 790.0621, 2488.054, 318.8971, 850.2632, 686.0274, 464.9356, 243.4151, 1274.204, 162.9965, 444.0068, 397.037, 376.8571, 0.007908692, 386.3052, 351.2451, 164.7775, 1093.916, 874.3018, 24.48737, 930.6678, 681.782, 2291.016, 1058.066, 1884.99, 1578.338, 2094.762, 69.59403, 562.5673, 3320.352
445.1, 253.0906, 379.8703, 291.3544, 256.3373, 1007.896, 151.8524, 284.4895, 1144.974, 2110.119, 926.0769, 1638.011, 365.6766, 1816.36, 261.2564, 1710.532, 156.3772, 542.8248, 518.346, 139.0941, 718.2554, 854.8449, 199.4294, 2809.097, 996.0381, 763.9327, 375.6609, 394.7094, 402.6151, 372.157, 2468.879, 273.5801, 445.8794, 739.736, 922.8818, 750.8141, 2507.96, 303.2823, 876.8796, 711.3558, 444.3828, 232.7378, 1216.694, 335.5854, 518.2719, 379.5634, 360.6098, 0.007581944, 369.5163, 336.4789, 574.364, 1095.634, 895.9979, 23.38672, 1005.539, 651.0292, 2237.804, 1086.432, 1805.363, 1578.178, 2108.556, 66.47308, 534.2959, 3422.942
445.2, 242.0462, 363.1499, 305.0008, 244.9794, 1021.5, 144.5509, 269.4372, 1094.665, 2107.722, 883.6837, 1586.014, 444.4287, 1851.664, 247.8369, 1690.308, 220.6227, 519.1382, 492.3701, 132.719, 687.1979, 817.3506, 190.461, 2747.402, 1022.693, 779.3895, 388.954, 522.1941, 474.9225, 353.7214, 2491.069, 260.6604, 443.2874, 777.499, 877.2025, 713.5159, 2412.232, 288.432, 832.4401, 704.4644, 454.3025, 222.5288, 1161.781, 432.5952, 496.0449, 362.8588, 345.063, 0.007268695, 353.4571, 322.3335, 520.9, 1125.595, 896.1398, 22.33554, 1105.188, 621.6636, 2191.586, 1151.379, 1771.261, 1602.017, 2029.26, 63.49208, 507.4452, 3627.179
445.3, 231.4837, 347.1655, 291.8954, 234.1248, 1082.238, 137.6004, 255.1813, 1046.566, 2028.7, 843.2311, 1533.363, 443.2186, 1769.493, 235.1067, 1747.685, 209.3761, 496.4852, 467.696, 126.6361, 657.4835, 781.5009, 181.896, 2853.949, 1030.111, 825.7639, 403.5705, 505.0948, 565.1259, 336.199, 2373.369, 277.5401, 423.6636, 818.621, 833.7842, 678.0706, 2454.88, 274.3089, 834.5262, 669.2318, 502.3515, 212.7676, 1286.042, 411.6817, 521.7565, 346.8893, 330.1864, 0.006968388, 570.3016, 308.7828, 744.2584, 1076.778, 920.0995, 405.5267, 1246.611, 593.6226, 2278.178, 1098.626, 1738.716, 1558.817, 2014.843, 60.64477, 481.9439, 3538.977
445.4, 221.3822, 331.8847, 279.3532, 223.7511, 1212.728, 130.9842, 241.6797, 1000.581, 2054.95, 804.6304, 1557.903, 424.276, 1690.968, 223.0304, 1758.872, 198.7028, 494.8684, 444.2584, 120.8319, 629.0538, 913.6846, 173.716, 2782.557, 1088.401, 844.706, 426.0257, 559.2223, 554.855, 319.5446, 2387.545, 264.4334, 436.42, 835.9398, 792.5149, 644.3861, 2467.072, 260.8773, 792.2331, 635.7614, 480.1447, 203.4346, 1299.344, 391.7793, 615.458, 331.6227, 315.9512, 0.006680489, 545.5162, 295.8017, 674.9801, 1069.162, 877.0384, 387.2993, 1193.341, 640.1406, 2333.339, 1048.291, 1665.268, 1628.672, 1978.263, 57.92514, 457.7241, 3486.219
445.5, 211.7215, 317.2764, 267.35, 275.8468, 1239.733, 124.6861, 228.8925, 956.616, 2028.949, 767.7966, 1530.611, 406.143, 1615.928, 211.5744, 1776.404, 188.5736, 578.6957, 421.9953, 115.2938, 624.222, 901.0785, 165.904, 2682.902, 1041.586, 896.9404, 467.9136, 538.918, 614.6968, 303.7153, 2395.994, 251.9456, 481.2323, 798.2923, 814.0657, 612.3749, 2414.022, 248.1034, 752.0834, 603.9648, 490.3022, 194.511, 1240.7, 372.839, 589.0631, 317.028, 302.3298, 0.006404484, 521.8079, 283.3663, 612.1505, 1185.461, 835.9926, 369.8911, 1142.348, 805.403, 2291.697, 1000.261, 1653.773, 1705.095, 2008.609, 55.32748, 434.7215, 3334.702
445.6, 202.4823, 303.3112, 255.8625, 263.6245, 1304.121, 118.6908, 216.7818, 914.5831, 2004.318, 732.649, 1485.353, 425.2452, 1544.218, 200.7068, 1739.295, 178.9608, 579.7151, 400.8479, 110.0095, 597.2306, 1057.054, 158.4432, 2748.334, 1037.5, 857.6561, 446.9546, 629.6463, 610.924, 288.6701, 2332.218, 278.8321, 459.9287, 762.3403, 850.7723, 581.954, 2497.236, 235.955, 736.6487, 573.7586, 519.7475, 185.9788, 1184.703, 354.8144, 563.8002, 382.5558, 289.2956, 0.006139882, 499.13, 271.4537, 555.1693, 1164.787, 1058.378, 353.2654, 1093.533, 769.0742, 2276.49, 954.4319, 1606.611, 1742.109, 1985.827, 52.84631, 412.8748, 3222.108
445.7, 193.6463, 289.9606, 244.8685, 251.9437, 1671.326, 112.9838, 205.3119, 874.397, 2002.163, 699.1104, 1423.52, 501.5001, 1475.691, 190.3975, 1736.173, 169.838, 612.1268, 380.7602, 104.9674, 633.9846, 1010.691, 151.318, 2642.583, 1178.117, 887.3817, 426.9344, 634.1675, 612.9065, 274.3701, 2473.622, 265.6643, 439.5682, 728.0074, 808.6622, 553.0443, 2396.927, 224.4014, 699.316, 545.063, 519.3068, 177.8209, 1131.234, 389.0002, 539.6207, 365.7195, 276.8233, 0.005886212, 477.4377, 387.6072, 503.4921, 1353.719, 1052.036, 337.3869, 1046.805, 734.384, 2419.807, 910.7026, 1645.824, 1749.146, 2077.805, 50.47641, 392.1261, 3732.847
445.8, 185.196, 277.1977, 363.8062, 321.7598, 1814.715, 107.5512, 194.4488, 835.9766, 2229.449, 667.1071, 1432.651, 480.0667, 1410.204, 180.6177, 1993.99, 180.64, 585.4161, 361.6792, 100.1564, 606.571, 966.3608, 144.5132, 2899.746, 1309.065, 948.377, 407.811, 659.7126, 641.1543, 260.7786, 2791.956, 342.0631, 519.8403, 695.2207, 828.6783, 525.5707, 2588.081, 213.4136, 663.8752, 587.5534, 528.6523, 170.0208, 1080.177, 370.1942, 516.4781, 534.3053, 334.908, 0.005643023, 456.6881, 371.3124, 456.6252, 1295.008, 1002.8, 322.2222, 1115.992, 701.2585, 2439.931, 868.9769, 1621.015, 1803.005, 2205.708, 48.21279, 372.42, 3570.61
445.9, 177.1143, 264.9966, 348.1741, 336.2241, 1728.566, 102.3798, 184.1606, 799.2444, 2159.619, 636.5688, 1470.97, 459.5492, 1347.624, 171.3402, 1918.468, 230.3095, 559.871, 343.5544, 194.4785, 637.6898, 923.9753, 138.0144, 2780.428, 1276.412, 906.8398, 389.5441, 682.616, 612.5209, 247.8603, 2660.04, 325.9093, 527.7039, 681.1003, 787.6618, 499.4619, 2482.556, 202.9637, 668.8551, 611.0736, 505.2828, 162.5629, 1031.425, 352.2975, 494.3282, 510.7905, 320.4692, 0.005409881, 436.8403, 355.7026, 414.1208, 1238.844, 1160.747, 307.739, 1068.304, 669.6273, 2414.735, 923.6555, 1839.615, 1769.69, 2131.469, 46.05068, 353.7043, 3445.399
446, 169.3854, 253.3325, 333.2137, 370.9694, 1646.506, 97.45704, 174.4167, 764.1263, 2068.883, 607.4285, 1505.553, 439.9087, 1493.655, 162.5393, 1838.577, 218.5691, 535.4406, 326.3378, 185.5649, 769.8731, 883.4489, 131.8079, 2666.019, 1212.867, 917.31, 372.0955, 686.0909, 585.1662, 235.582, 2534.356, 334.4898, 514.6122, 714.6605, 930.0177, 556.9506, 2381.334, 325.4913, 785.6241, 580.5118, 482.9464, 268.3583, 984.8734, 393.4828, 473.1281, 488.3105, 306.653, 0.005186372, 417.8551, 340.7491, 375.5729, 1185.115, 1249.789, 293.9069, 1022.654, 639.4228, 2314.368, 942.5463, 1761.904, 1695.854, 2039.112, 43.98553, 335.9291, 3295.656
446.1, 370.7882, 242.1818, 318.8962, 406.8741, 1568.342, 92.771, 230.234, 958.4271, 1981.959, 835.9168, 1527.556, 421.1076, 1575.451, 327.7016, 1762.012, 207.4272, 525.7922, 466.9394, 177.0599, 736.5837, 844.7, 125.8804, 2556.318, 1152.485, 1048.851, 355.4284, 747.299, 559.0332, 293.2016, 2414.61, 318.6936, 708.5981, 886.2202, 1018.595, 999.4807, 2284.239, 309.5535, 745.8093, 786.6254, 561.6924, 359.4896, 1249.403, 374.4602, 812.6175, 519.039, 293.4323, 0.004972096, 399.695, 357.2994, 340.6132, 1133.716, 1491.61, 410.1266, 978.9539, 696.34, 2218.173, 1423.045, 1687.477, 1625.1, 1950.757, 42.01299, 761.7675, 3152.42
446.2, 354.6076, 231.5219, 305.1938, 388.8462, 1493.889, 88.31029, 218.0524, 1059.226, 1954.763, 814.0747, 1668.389, 403.11, 1762.175, 310.8691, 1708.175, 196.8533, 502.8489, 502.4896, 168.9446, 814.0884, 807.6507, 120.2196, 2515.096, 1095.11, 1056.354, 339.5079, 710.1862, 534.0673, 278.6772, 2300.522, 341.9177, 677.2293, 946.6332, 1146.879, 949.8294, 2227.22, 294.3962, 744.7158, 793.9883, 536.8624, 450.7157, 1260.517, 356.3572, 777.7671, 496.196, 280.7817, 0.004766673, 382.3242, 342.2787, 308.9077, 1084.547, 1599.647, 391.6924, 968.7915, 739.5482, 2197.489, 1390.826, 1798.767, 1557.297, 1967.021, 40.12891, 847.2065, 3135.473
446.3, 339.1332, 221.3313, 292.0802, 498.2093, 1422.97, 84.06406, 206.5153, 1012.685, 1921.177, 816.2405, 1771.606, 385.8816, 1691.94, 346.6083, 1720.156, 186.8184, 488.0044, 477.3083, 161.2013, 778.8871, 772.2264, 114.8132, 2483.512, 1104.737, 1060.141, 324.3005, 674.9164, 580.178, 313.1732, 2314.31, 325.7707, 647.2491, 943.2152, 1090.112, 971.802, 2235.372, 346.3052, 732.7025, 754.2784, 642.4319, 459.5555, 1241.147, 339.1294, 744.4113, 474.3584, 268.6765, 0.004569738, 365.7083, 365.822, 280.1534, 1037.51, 1669.634, 374.0868, 927.3935, 706.1898, 2253.806, 1400.058, 1722.783, 1531.788, 1881.79, 38.32932, 804.6307, 2999.2
446.4, 324.334, 211.5891, 279.5301, 476.1345, 1355.418, 80.022, 195.5886, 968.1882, 1840.459, 863.8044, 1717.112, 369.3895, 1616.857, 328.8047, 1648.522, 177.2951, 506.1708, 453.389, 153.813, 745.208, 738.3558, 109.6501, 2487.36, 1133.35, 1062.514, 309.7743, 641.3983, 654.8753, 384.0257, 2281.142, 310.3863, 618.5962, 900.7364, 1036.156, 1062.744, 2144.228, 329.3484, 708.7309, 716.5544, 614.0328, 445.1492, 1340.774, 322.7344, 795.6994, 453.4818, 257.0931, 0.004380939, 349.8145, 350.443, 438.1207, 992.5128, 1631.63, 454.291, 930.3759, 733.2352, 2220.155, 1421.205, 1698.146, 1542.97, 1800.252, 36.61044, 764.1945, 2868.849
