 , C001, C002, C011, C012, C014, C016, C017, C021, C022, C023, C025, C026, C028, C031, C035, C036, C039, C040, C042, C044, C049, C050, C051, C055, C058, C059, C061, C064, C069, C075, C079, C080, C081, C084, C085, C088, C094, C099, C100, C113
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
5.9, 298.2816, 0, 347.3076, 216.5963, 580.7154, 889.1627, 701.9929, 627.2276, 1259.515, 999.1487, 396.627, 338.5926, 439.3098, 331.0947, 1271.884, 1103.193, 824.5801, 450.6773, 777.8796, 184.3638, 0, 672.3893, 427.3016, 1892.952, 995.9059, 1070.198, 760.5988, 508.5731, 1196.996, 895.0573, 714.5737, 795.7277, 397.9033, 735.4379, 1941.236, 945.3584, 2399.664, 1685.661, 1194.839, 1321.939
6, 353.2252, 0, 332.6667, 247.2699, 552.9524, 881.0369, 673.0458, 600.0178, 1262.823, 1055.447, 379.4289, 324.8324, 421.0486, 317.7313, 1284.906, 1055.188, 841.6365, 430.2383, 744.7119, 176.4047, 0, 728.8868, 409.2893, 1945.747, 983.3939, 1021.609, 725.7546, 485.3993, 1144.122, 887.0993, 761.8073, 759.678, 517.2661, 793.8191, 2008.957, 993.3835, 2300.428, 1851.071, 1233.32, 1358.297
6.1, 348.7584, 0, 318.6431, 236.52, 526.5167, 948.6933, 645.2923, 573.9884, 1252.484, 1040.935, 362.9764, 311.6314, 449.0013, 304.9073, 1256.798, 1159.112, 859.1272, 470.1784, 712.9584, 168.7892, 0, 846.717, 392.0362, 1889.242, 961.7714, 975.2268, 739.8537, 463.2814, 1129.155, 926.537, 725.4306, 825.6966, 494.4043, 759.5624, 1915.999, 945.9647, 2205.297, 1838.821, 1181.682, 1397.821
6.2, 361.2415, 0, 305.2106, 268.198, 501.345, 938.7656, 618.6833, 549.0882, 1198.185, 1035.747, 392.7213, 321.1377, 430.3371, 292.6008, 1250.807, 1108.674, 835.4521, 448.855, 794.5112, 161.5025, 0, 806.793, 375.5104, 1897.726, 1064.246, 973.9496, 705.9598, 468.5558, 1079.277, 886.4514, 755.8942, 894.9112, 472.553, 726.7839, 2000.693, 900.8094, 2349.51, 1781.559, 1132.207, 1363.148
6.3, 345.7222, 0, 292.3443, 256.5382, 477.3766, 898.353, 593.1714, 525.2682, 1303.811, 1097.699, 375.6924, 308.0869, 412.4488, 280.791, 1271.876, 1145.438, 905.7809, 428.4987, 760.6343, 154.5304, 0, 768.7514, 359.6812, 1856.267, 1011.988, 929.7309, 673.6187, 657.6038, 1059.443, 848.1, 719.7999, 854.3681, 451.6675, 703.2768, 1922.44, 974.8709, 2366.385, 1806.497, 1202.35, 1396.443
6.4, 343.1866, 0, 280.0204, 245.3853, 454.5541, 896.3112, 568.7117, 502.4815, 1247.286, 1087.425, 359.4019, 295.5664, 476.246, 269.4579, 1275.811, 1095.594, 857.4476, 409.0655, 728.2018, 147.8592, 0, 877.9009, 344.5193, 1793.021, 962.2962, 972.5314, 691.2662, 798.1594, 1090.119, 811.408, 685.4292, 815.6617, 431.7051, 702.0964, 1887.223, 928.3358, 2324.186, 1732.333, 1152.009, 1335.963
6.5, 328.4429, 0, 268.2161, 234.7172, 432.8227, 866.6473, 545.2605, 480.6833, 1193.212, 1059.195, 343.8179, 328.864, 456.4493, 258.5822, 1218.76, 1047.92, 811.6935, 390.5137, 697.1523, 141.4761, 0, 872.4445, 329.9965, 1879.336, 915.0442, 928.377, 659.5982, 914.0814, 1074.257, 776.3033, 652.6997, 844.6112, 459.2734, 704.3166, 1845.174, 884.0221, 2311.77, 1746.956, 1136.689, 1308.915
6.6, 314.3326, 0, 256.9094, 224.513, 617.0667, 829.3393, 522.7764, 459.8308, 1208.414, 1062.963, 328.9095, 380.2928, 437.4756, 248.1455, 1224.702, 1052.2, 791.5564, 444.8542, 703.3349, 135.3685, 0, 894.6663, 316.0859, 1798.776, 870.1124, 971.2383, 687.6462, 872.43, 1042.537, 920.0782, 621.533, 806.3469, 451.5415, 776.6702, 1873.725, 950.0903, 2313.239, 1911.415, 1111.816, 1410.078
6.7, 374.2055, 0, 373.3997, 214.7523, 677.0278, 863.718, 501.2193, 439.8828, 1264.416, 1018.166, 314.6476, 431.9897, 478.1995, 238.13, 1269.222, 1079.258, 749.3183, 424.6793, 726.7103, 129.5245, 0, 1005.89, 302.7617, 1721.67, 827.3868, 965.6736, 694.6778, 896.3688, 1173.589, 956.6878, 794.4374, 769.816, 498.4198, 771.6432, 1787.024, 904.7381, 2258.741, 1894.049, 1181.042, 1374.656
6.8, 391.4024, 0, 357.6589, 282.7029, 644.6603, 826.5361, 480.5512, 420.8003, 1209.599, 975.2574, 301.0042, 414.4339, 496.706, 228.5188, 1212.466, 1080.142, 709.334, 405.4193, 695.7244, 123.9329, 0, 1124.619, 289.9991, 1760.874, 786.7593, 921.8306, 662.8536, 895.5065, 1148.338, 949.7547, 756.5027, 902.3152, 504.3165, 738.3434, 1760.14, 861.5507, 2165.333, 2047.17, 1199.649, 1435.112
6.9, 374.5873, 0, 379.4405, 270.4126, 613.8403, 821.5727, 460.7354, 402.5455, 1157.159, 1065.683, 287.9523, 397.5916, 476.0589, 219.2954, 1226.389, 1033.14, 684.3874, 387.0329, 710.7016, 118.5826, 0, 1125.794, 277.7746, 1856.796, 748.1266, 945.9285, 632.4872, 854.7014, 1097.613, 988.4263, 856.3162, 861.4367, 561.2012, 824.233, 1715.096, 820.425, 2132.551, 2036.579, 1259.781, 1372.957
7, 409.1264, 118.2646, 363.4451, 258.6565, 584.4937, 909.1067, 441.7367, 385.0827, 1182.54, 1020.772, 378.9632, 381.4337, 456.2701, 210.4444, 1216.067, 988.1831, 755.8275, 369.4802, 680.3982, 113.4634, 0, 1072.711, 266.0653, 1777.202, 711.3911, 902.9819, 603.512, 838.9191, 1090.55, 945.6631, 815.4267, 822.4102, 646.5992, 788.6638, 1635.735, 967.5018, 2209.974, 2254.075, 1350.502, 1452.609
7.1, 391.5498, 113.0816, 348.1239, 247.4115, 556.5501, 877.0277, 423.5214, 368.3774, 1131.273, 1045.698, 362.5309, 479.253, 437.3038, 201.9506, 1161.688, 1090.953, 931.9625, 352.7236, 750.4451, 108.5651, 0, 1166.095, 254.8497, 1803.888, 676.4594, 888.752, 611.0005, 800.6926, 1042.378, 990.3768, 776.4897, 785.1516, 618.0214, 796.0897, 1573.933, 921.3184, 2310.852, 2496.415, 1293.958, 1418.44
7.2, 374.7284, 122.9649, 333.4487, 236.6554, 529.9424, 920.6654, 406.0572, 352.3968, 1118.25, 1027.189, 356.5541, 501.7491, 419.1259, 193.7996, 1236.478, 1043.481, 1029.374, 336.727, 739.8458, 103.8783, 0, 1111.112, 244.1068, 1830.608, 643.2429, 848.4014, 583.0096, 874.9135, 1091.844, 947.5292, 739.412, 749.5811, 665.8192, 859.483, 1641.749, 968.3758, 2279.53, 2573.613, 1430.759, 1427.202
7.3, 358.6296, 117.5759, 319.392, 226.3669, 504.6069, 881.032, 389.3132, 337.1095, 1069.77, 1070.947, 377.6794, 497.449, 401.7036, 185.9776, 1228.88, 998.0739, 974.4453, 321.4559, 708.2997, 99.39381, 26.83519, 1141, 233.8168, 1814.586, 611.6574, 911.2183, 661.4995, 835.0469, 1078.757, 906.5354, 764.6829, 715.622, 696.296, 822.3927, 1565.782, 970.9515, 2185.262, 2686.641, 1455.356, 1365.39
7.4, 343.2224, 159.1062, 305.9279, 222.0893, 581.1993, 843.1047, 373.2596, 322.4854, 1125.731, 1037.599, 554.4417, 581.9236, 389.1255, 178.4712, 1173.927, 1009.675, 1170.134, 343.4983, 718.0641, 95.10293, 91.37315, 1218.373, 223.9605, 1801.392, 581.6229, 914.4904, 631.1951, 796.9968, 1092.327, 962.5399, 728.169, 898.0239, 685.4661, 807.9584, 1529.472, 936.3955, 2176.889, 2857.411, 1394.422, 1376.271
7.5, 344.8165, 152.1333, 293.0315, 251.707, 553.4132, 806.8102, 357.868, 308.4956, 1185.766, 1079.195, 538.5644, 558.2745, 372.9503, 171.2679, 1131.889, 1021.741, 1118.402, 327.9201, 687.4468, 90.99729, 87.59026, 1160.924, 214.5197, 1848.062, 553.0632, 872.9712, 602.2791, 760.6805, 1149.927, 920.8967, 761.5075, 857.3398, 742.7155, 978.3911, 1458.7, 921.929, 2086.866, 3003.56, 1336.039, 1316.665
7.6, 382.4948, 145.4659, 351.2865, 310.4567, 620.4997, 772.0781, 343.1111, 295.1127, 1190.51, 1136.944, 515.2116, 535.5865, 357.4474, 164.3553, 1276.508, 1101.94, 1070.41, 313.0483, 658.1351, 87.06889, 83.96398, 1145.698, 205.4769, 1820.117, 525.9059, 833.3369, 634.1079, 726.0191, 1209.801, 881.0551, 872.8064, 818.4988, 931.022, 969.014, 1391.203, 925.0619, 2122.084, 3058.106, 1428.543, 1351.74
7.7, 366.0624, 139.0908, 336.4779, 296.9597, 590.8348, 851.1608, 328.9627, 282.3104, 1138.897, 1089.03, 534.4848, 571.0424, 361.6282, 157.7217, 1219.426, 1108.595, 1123.62, 366.3194, 732.3903, 83.31009, 80.48784, 1091.677, 196.8153, 1851.462, 500.0822, 851.7448, 605.0585, 851.7132, 1178.158, 927.5693, 831.1295, 848.1475, 928.92, 981.908, 1408.276, 880.9044, 2134.109, 3059.979, 1368.732, 1316.148
7.8, 350.3359, 206.3038, 322.2935, 326.0597, 605.4371, 814.5195, 315.3977, 270.0635, 1119.746, 1172.528, 521.632, 547.8356, 381.3325, 151.3558, 1164.896, 1090.107, 1063.663, 349.7062, 701.1621, 79.71355, 77.15561, 1121.651, 188.5188, 1772.097, 475.5264, 881.7482, 577.3398, 812.9037, 1201.244, 900.8461, 791.4427, 879.2151, 887.8643, 1017.731, 1343.113, 838.8549, 2110.365, 3038.478, 1434.726, 1362.266
7.9, 382.8892, 197.2624, 308.7072, 311.8844, 576.4922, 779.4555, 478.2734, 323.7837, 1113.743, 1219.501, 554.0305, 525.5718, 365.4812, 145.2469, 1240.886, 1161.632, 1006.905, 333.8464, 837.7474, 76.27228, 73.96133, 1068.763, 180.572, 1844.596, 452.1764, 864.163, 605.082, 775.8627, 1254.129, 941.9432, 753.651, 839.3831, 920.699, 973.8119, 1467.555, 904.256, 2069.46, 3058.434, 1416.979, 1324.213
8, 416.658, 188.6173, 421.1937, 298.3253, 1001.231, 745.9009, 458.5515, 309.7376, 1129.929, 1307.395, 530.0071, 564.3719, 454.5138, 306.8154, 1196.033, 1173.408, 1195.013, 318.7059, 802.027, 72.97956, 70.8993, 1099.394, 172.9602, 1814.861, 429.973, 897.1562, 677.5153, 944.6324, 1278.038, 901.1911, 1019.562, 852.5858, 1007.472, 1020.579, 1532.801, 1023.869, 1983.88, 3112.379, 1561.507, 1360.612
8.1, 398.7579, 180.351, 403.4381, 305.9971, 953.3638, 713.7909, 439.6429, 319.282, 1080.943, 1252.297, 507.0254, 603.9366, 435.6205, 294.4319, 1142.55, 1155.348, 1418.577, 381.6139, 767.8296, 69.829, 67.96404, 1088.827, 165.6693, 1876.156, 408.8598, 856.424, 814.912, 901.5889, 1221.584, 941.0828, 1118.491, 813.9602, 1145.934, 1100.839, 1533.414, 1123.583, 2030.252, 2984.605, 1580.1, 1351.795
8.199999999999999, 397.6965, 172.4469, 467.9897, 400.9012, 907.7852, 683.0631, 421.5139, 305.4312, 1034.081, 1232.485, 485.0402, 645.8846, 417.5126, 282.5482, 1124.791, 1127.154, 1502.138, 364.3071, 735.0904, 66.81445, 65.15029, 1037.487, 158.6857, 2041.106, 388.7834, 817.541, 1179.422, 860.5068, 1272.016, 900.3679, 1065.082, 777.0845, 1211.927, 1053.333, 1605.94, 1412.594, 2120.051, 3033.558, 1663.067, 1363.851
8.300000000000001, 418.982, 164.8893, 448.2615, 401.8828, 864.3856, 653.6582, 557.3525, 292.1813, 989.2503, 1312.467, 483.817, 619.6362, 400.1574, 271.1442, 1074.494, 1147.703, 1441.028, 347.7851, 703.7471, 63.93003, 62.45304, 988.5681, 151.9965, 1953.612, 369.6928, 780.4234, 1167.033, 865.5177, 1215.828, 915.9078, 1094.154, 864.6475, 1158.363, 1007.877, 1555.44, 1420.433, 2032.379, 3210.319, 1813.932, 1337.114
8.4, 431.5462, 157.6629, 429.3649, 384.4111, 823.061, 667.062, 534.3698, 279.5062, 1020.799, 1348.568, 472.2384, 594.4546, 383.5237, 260.2004, 1026.445, 1182.069, 1364.134, 332.0124, 673.7403, 61.17015, 59.86746, 941.9555, 145.5893, 1869.868, 351.5396, 744.991, 1208.465, 826.0792, 1368.71, 933.4476, 1041.908, 825.4755, 1232.865, 1100.536, 1515.326, 1383.431, 2038.844, 3078.524, 1737.985, 1347.76
8.5, 413.0065, 180.31, 411.2649, 377.9909, 783.7119, 716.5548, 512.3347, 267.3809, 1006.104, 1291.735, 451.7617, 686.1843, 367.5813, 249.6984, 980.5453, 1130.632, 1315.199, 316.9551, 645.0129, 58.5294, 57.38892, 897.5408, 139.4521, 1896.234, 334.2778, 798.4988, 1239.413, 788.4378, 1308.25, 924.4275, 1055.698, 788.0781, 1178.375, 1082.061, 1494.666, 1349.89, 2053.21, 3020.901, 1665.217, 1289.389
8.6, 395.2632, 172.4077, 393.9279, 400.4862, 746.2441, 685.7081, 491.2082, 255.7816, 962.4861, 1289.454, 445.0727, 736.7454, 352.3017, 239.6202, 1092.937, 1081.433, 1245.019, 302.5806, 694.0231, 56.00266, 55.01299, 956.8741, 133.5737, 1814.95, 317.8636, 762.2458, 1182.633, 830.5742, 1295.007, 884.4332, 1005.289, 884.8494, 1126.294, 1059.495, 1425.505, 1285.453, 1987.197, 3018.152, 1595.497, 1233.546
8.699999999999999, 378.2823, 164.8519, 384.5057, 383.0753, 710.5675, 656.1892, 470.9529, 244.6856, 920.7593, 1235.113, 564.6443, 728.0306, 337.6571, 279.391, 1044.064, 1034.375, 1235.627, 288.8581, 758.1475, 53.58499, 52.73543, 911.756, 127.9431, 1773.601, 302.2554, 727.6387, 1185.476, 792.728, 1237.804, 1034.235, 982.4129, 844.7622, 1076.515, 1042.994, 1503.216, 1265.225, 2000.566, 3118.097, 1528.695, 1180.121
8.800000000000001, 362.0308, 181.0962, 368.2967, 366.4212, 676.5966, 627.9411, 451.5329, 234.0709, 940.1476, 1183.061, 540.1607, 752.7851, 323.6214, 268.1144, 1038.179, 1138.832, 1244.434, 275.7578, 725.8211, 51.2717, 50.55216, 1032.052, 122.5498, 1816.623, 287.4136, 694.6028, 1131.167, 756.6062, 1231.72, 989.4897, 1089.143, 939.2266, 1061.169, 1032.311, 1433.66, 1204.83, 1955.806, 3132.858, 1464.691, 1198.359
8.9, 346.4775, 173.1595, 352.7711, 350.4912, 644.2498, 690.1139, 432.9137, 223.9166, 899.3892, 1133.203, 516.7388, 836.059, 310.1691, 300.3908, 991.7545, 1089.276, 1245.643, 304.8196, 694.8731, 49.05827, 48.45928, 983.3895, 117.3838, 1814.323, 273.3006, 663.0668, 1148.329, 777.1484, 1249.92, 946.6805, 1037.136, 995.2509, 1088.076, 1012.107, 1429.321, 1147.318, 1994.653, 3097.816, 1403.366, 1146.458
9, 331.5924, 165.5707, 337.8999, 383.9836, 613.4493, 660.4054, 704.2263, 229.5746, 860.3978, 1184.937, 636.6274, 899.3361, 297.2759, 288.2667, 947.4059, 1065.349, 1198.239, 290.9955, 692.9911, 46.9404, 46.45304, 937.0212, 112.4357, 1789.852, 259.8806, 632.9626, 1115.761, 752.2225, 1194.708, 905.7234, 987.6125, 1004.531, 1068.246, 1025.274, 1363.183, 1250.93, 1943.218, 3077.517, 1344.608, 1160.356
9.1, 317.3468, 158.3144, 459.5623, 438.4845, 584.1215, 687.221, 675.1871, 275.1294, 869.6573, 1211.465, 609.0225, 868.1071, 284.9187, 276.6318, 934.1639, 1018.991, 1187.834, 277.7984, 752.6497, 44.91396, 44.52987, 973.2363, 107.6961, 1713.129, 247.1196, 604.2252, 1124.105, 812.4117, 1224.354, 905.426, 940.4536, 959.0221, 1021.033, 991.92, 1548.217, 1265.885, 1862.859, 3085.276, 1288.311, 1110.101
9.199999999999999, 396.162, 151.3762, 448.019, 419.4216, 556.1957, 657.6371, 647.3453, 263.194, 937.4344, 1160.41, 582.6146, 832.8277, 273.0752, 314.6595, 963.7117, 1034.99, 1136.881, 265.1998, 720.5578, 42.975, 42.68631, 927.3467, 103.1563, 1812.063, 234.9852, 576.7924, 1072.608, 853.8172, 1253.283, 866.2537, 895.5466, 950.0936, 1032.847, 1059.748, 1580.107, 1205.458, 2013.069, 3127.532, 1430.695, 1225.012
9.300000000000001, 387.2273, 239.414, 429.1326, 449.7078, 529.605, 669.7584, 620.6516, 251.7764, 896.7936, 1184.464, 557.3518, 814.9741, 261.724, 348.2777, 920.6172, 1105.777, 1076.216, 327.4022, 730.0255, 41.11975, 40.91908, 883.6209, 98.80785, 1844.985, 223.4466, 708.9222, 1073.316, 916.8691, 1197.922, 828.7762, 963.8903, 907.0505, 987.1979, 1076.33, 1633.474, 1147.916, 1929.821, 3090.627, 1370.793, 1171.957
9.4, 370.5916, 228.9216, 411.0424, 480.3062, 504.2856, 711.979, 595.0587, 295.7928, 898.7932, 1134.547, 614.3409, 781.8541, 250.8446, 334.2207, 879.4497, 1057.659, 1199.295, 312.554, 820.5263, 39.34459, 39.22501, 841.9568, 94.64273, 1781.076, 212.4746, 676.7361, 1102.224, 888.0523, 1145.007, 938.5007, 978.7523, 1017.714, 943.5666, 1029.882, 1678.493, 1194.453, 1922.527, 3104.68, 1421.209, 1154.857
9.5, 400.6121, 218.8889, 520.5938, 459.4251, 480.1766, 712.8965, 570.5211, 282.961, 1023.068, 1185.871, 642.6602, 803.5093, 240.4175, 320.7311, 905.0639, 1032.835, 1192.994, 298.3791, 785.5401, 37.64606, 37.60108, 802.2572, 90.65318, 1912.771, 388.0323, 646.0112, 1051.729, 944.158, 1094.429, 897.8976, 1080.521, 971.6071, 933.0404, 1097.879, 1639.168, 1198.218, 1966.636, 3147.914, 1471.311, 1152.42
9.6, 455.7967, 209.2959, 580.9191, 439.4518, 457.2202, 682.2073, 546.9952, 270.6858, 978.7143, 1265.123, 638.2984, 819.3201, 230.4238, 307.786, 1026.304, 1038.505, 1129.335, 284.8471, 868.9528, 36.02087, 36.04438, 833.3312, 86.8318, 1865.428, 382.4161, 616.6813, 1054.045, 901.1361, 1177.25, 929.0952, 1091.798, 927.5894, 965.9367, 1066.439, 1606.299, 1141.021, 1885.308, 3179.38, 1567.904, 1157.104
9.699999999999999, 436.2151, 200.1234, 571.368, 420.3467, 435.3614, 652.8392, 524.4396, 258.9432, 996.9044, 1211.806, 657.002, 786.0235, 220.8455, 295.3633, 980.4103, 1100.63, 1281.802, 271.9288, 831.9017, 34.46583, 34.55213, 794.0383, 83.17152, 1835.526, 421.2746, 588.683, 1018.247, 952.9531, 1205.419, 948.9045, 1039.664, 1037.322, 923.245, 1020.417, 1597.221, 1086.555, 2042.492, 3125.796, 1502.257, 1161.266
9.800000000000001, 421.3383, 191.3528, 547.2819, 402.0723, 414.5475, 715.1793, 502.814, 247.71, 1014.457, 1316.067, 662.0045, 754.08, 211.6654, 283.4421, 936.569, 1052.737, 1213.404, 259.5963, 796.4306, 32.97792, 33.12165, 791.2789, 79.66553, 1756.845, 400.5885, 611.0097, 1080.172, 1010.719, 1210.278, 907.8513, 1166.451, 990.3271, 882.4402, 987.2823, 1694.306, 1248.918, 1984.161, 3090.532, 1578.749, 1243.885
9.9, 424.3999, 201.6242, 524.211, 384.5924, 394.7288, 782.1608, 482.0801, 283.81, 970.4774, 1260.604, 633.2992, 788.2719, 202.8669, 272.002, 919.1893, 1006.927, 1148.656, 247.8232, 812.6352, 31.55424, 31.7504, 838.3652, 76.30733, 1774.381, 380.9182, 583.2689, 1030.688, 964.6646, 1220.109, 868.574, 1135.958, 1035.106, 961.2034, 1012.145, 1615.907, 1189.301, 1992.049, 3114.35, 1512.648, 1286.152
10, 406.1672, 192.7878, 546.1426, 367.8724, 375.8575, 748.4897, 462.2013, 283.6358, 988.2977, 1258.171, 674.6321, 756.2369, 194.4341, 337.4061, 934.3843, 963.1109, 1182.828, 236.584, 854.8787, 30.19203, 30.43592, 798.835, 73.09068, 1762.263, 362.2138, 589.825, 1111.755, 979.2988, 1166.214, 856.7983, 1081.715, 988.2114, 918.7209, 968.4669, 1622.459, 1132.531, 2081.175, 3025.362, 1511.398, 1275.894
10.1, 388.7178, 184.3388, 523.1198, 351.8793, 357.8884, 716.2682, 443.1421, 334.137, 973.3829, 1205.148, 645.3793, 725.504, 186.3518, 323.7879, 892.6013, 1026.659, 1119.711, 225.8545, 818.4279, 28.88863, 29.17586, 761.1686, 70.00963, 1761.343, 344.4279, 563.0461, 1060.824, 934.6757, 1114.7, 878.7198, 1210.822, 943.4414, 878.116, 980.2131, 1547.385, 1143.544, 2024.742, 3104.695, 1477.846, 1220.635
10.2, 407.8912, 176.26, 518.0838, 336.5815, 340.7784, 685.4338, 424.8688, 319.6418, 1040.337, 1154.359, 617.3949, 696.02, 178.6055, 310.7194, 852.6866, 981.9842, 1059.962, 215.6116, 783.5312, 27.64149, 27.96797, 725.2784, 67.05846, 1685.841, 327.5153, 537.483, 1045.328, 892.0859, 1096.902, 840.703, 1153.005, 1005.696, 839.3057, 1009.579, 1597.229, 1142.136, 2055.389, 3052.124, 1509.811, 1279.724
10.3, 390.3677, 168.5352, 496.2438, 321.9487, 324.4865, 655.9268, 407.3491, 305.7754, 995.2354, 1175.899, 630.9438, 667.7341, 171.1812, 298.1783, 889.4377, 1014.838, 1003.402, 205.8332, 750.1225, 26.44819, 26.81008, 735.8683, 64.2317, 1810.596, 311.4332, 572.5701, 1072.288, 851.4368, 1162.707, 852.953, 1199.162, 1045.165, 802.2108, 966.011, 1538.123, 1123.97, 1970.391, 2989.103, 1446.597, 1224.3
10.4, 432.2645, 161.1491, 475.3245, 307.9521, 308.9734, 689.2582, 390.5518, 292.5106, 1047.614, 1222.383, 666.4254, 721.7301, 164.0655, 286.1435, 849.6646, 970.6775, 949.8594, 196.4983, 801.6627, 25.30641, 25.70013, 701.171, 61.52409, 1732.983, 296.1407, 546.5746, 1023.165, 890.7464, 1180.437, 816.051, 1141.901, 1020.483, 766.7553, 987.8403, 1511.309, 1070.318, 1888.908, 3046.991, 1460.524, 1207.188
10.5, 413.6939, 154.0866, 455.287, 294.564, 294.2019, 677.6974, 374.4471, 313.8999, 1002.196, 1170.868, 637.5284, 692.3994, 157.2456, 274.5943, 859.0188, 1116.592, 936.7814, 187.5868, 839.9568, 24.21392, 24.63614, 668.1096, 164.8288, 1784.602, 352.8979, 521.7593, 976.2922, 850.1583, 1181.328, 811.523, 1087.375, 1073.337, 732.8669, 950.4401, 1485.968, 1093.066, 2028.222, 3122.9, 1399.373, 1181.914
10.6, 415.4039, 147.3336, 442.137, 281.7579, 280.1366, 648.5234, 359.0066, 300.2826, 1018.682, 1121.523, 609.8845, 748.3414, 150.7092, 263.5114, 967.3695, 1068.004, 946.0735, 179.0794, 804.1422, 23.16859, 23.61619, 670.2215, 157.8806, 1780.804, 335.5694, 498.0706, 1087.244, 811.4196, 1163.513, 776.4133, 1075.09, 1066.92, 779.4946, 918.2535, 1500.406, 1151.265, 2005.216, 2994.694, 1402.244, 1257.693
10.7, 399.7449, 140.8766, 423.4986, 269.5086, 266.7438, 696.4354, 344.2027, 458.2838, 974.5192, 1126.593, 601.7114, 717.9293, 144.4445, 252.8757, 924.1115, 1021.53, 972.7151, 170.9578, 819.9324, 22.16839, 22.63847, 695.1425, 151.2254, 1745.179, 347.4366, 475.4574, 1068.647, 849.5699, 1191.014, 788.7601, 1056.961, 1066.995, 760.8613, 878.627, 1533.048, 1096.31, 1922.293, 3009.009, 1343.534, 1228.469
10.8, 426.2982, 174.6269, 466.2426, 271.1551, 253.9913, 751.9016, 330.0093, 438.403, 1003.517, 1237.268, 579.2597, 866.614, 155.2117, 242.6693, 1020.694, 1035.226, 976.2248, 163.2046, 881.899, 21.21137, 21.70123, 662.3654, 204.5541, 1700.904, 528.83, 453.8709, 1019.69, 957.3256, 1331.811, 777.5767, 1006.49, 1208.206, 797.5461, 849.5621, 1628.015, 1043.978, 1842.799, 2885.478, 1456.904, 1233.729
10.9, 407.9839, 232.3416, 493.5774, 259.3667, 241.8484, 719.5331, 316.4012, 590.8375, 1030.89, 1185.126, 593.4879, 831.3953, 227.9405, 288.0917, 991.9686, 990.1786, 1048.408, 357.1439, 844.2961, 20.29566, 20.80279, 631.1339, 234.5183, 1878.323, 502.8626, 570.8851, 972.9769, 942.7062, 1340.607, 975.42, 1085.402, 1153.469, 762.2968, 1103.405, 1768.225, 994.1443, 1766.592, 2960.06, 1592.403, 1180.297
11, 428.8368, 222.159, 472.7705, 272.4688, 230.2861, 706.3056, 303.3542, 565.2063, 1019.123, 1135.181, 567.7536, 897.3218, 326.7924, 435.6366, 947.6105, 1013.42, 992.4642, 539.9802, 808.2964, 19.41949, 19.94154, 601.3749, 457.5463, 1928.313, 478.1703, 708.0834, 1079.164, 978.0306, 1281.39, 1058.931, 1108, 1209.993, 825.9385, 1149.324, 1990.324, 946.6892, 1834.056, 3029.424, 1584.493, 1129.178
11.1, 437.5104, 212.4228, 591.9519, 268.4575, 219.2765, 675.9001, 290.8452, 545.1914, 1006.916, 1180.794, 543.1352, 939.8737, 419.6259, 418.0537, 905.236, 1003.367, 1000.02, 515.4912, 874.5476, 18.58114, 19.11596, 798.2683, 483.4373, 1845.654, 454.6905, 675.9354, 1029.725, 933.4653, 1296.897, 1074.951, 1123.404, 1155.175, 789.4344, 1271.297, 2261.695, 901.4994, 1856.188, 3038.493, 1518.152, 1080.274
11.2, 509.8939, 203.1132, 641.3507, 256.7864, 208.7933, 681.853, 278.852, 572.0026, 1049.655, 1131.032, 519.5842, 1004.219, 436.5715, 401.1805, 864.7563, 959.7059, 946.6581, 560.9787, 837.2581, 17.77898, 18.32455, 760.6287, 694.0748, 1924.807, 432.3636, 808.4479, 982.5521, 890.9307, 1239.61, 1137.998, 1085.077, 1102.841, 754.5436, 1291.453, 2612.27, 858.4667, 1779.428, 3142.89, 1454.589, 1126.367
11.3, 487.9883, 194.2116, 614.3143, 245.6227, 198.8113, 652.5001, 267.3533, 547.1885, 1004.149, 1083.367, 497.0545, 1068.287, 418.4241, 384.9883, 884.4057, 1051.5, 1025.869, 550.6389, 801.5585, 17.01145, 17.5659, 724.7639, 719.9766, 1842.299, 411.1331, 955.8445, 937.5399, 850.3342, 1279.435, 1088.764, 1142.832, 1052.878, 721.1949, 1563.747, 2611.335, 817.4881, 1841.557, 3070.109, 1540.068, 1138.113
11.4, 467.0237, 185.7001, 600.5438, 261.938, 189.3065, 659.8417, 256.3288, 523.4509, 1001.369, 1037.71, 475.5016, 1024.872, 401.031, 369.4496, 844.8575, 1005.745, 971.1281, 525.6664, 767.3811, 248.1647, 16.83867, 690.5901, 828.069, 1796.682, 390.945, 912.4477, 894.5897, 850.1058, 1337.767, 1041.66, 1088.261, 1005.178, 788.4799, 1529.728, 2788.68, 778.4656, 1846.513, 3002.187, 1534.745, 1088.821
