 , C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C016, C018, C020, C021, C022, C023, C026, C027, C030, C031, C032, C034, C035, C036, C037, C038, C039, C040, C044, C045, C046, C049, C050, C060, C062, C063, C064, C072, C081, C082, C083, C086, C093
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
221.6, 5484.141, 643.2442, 335.1923, 1.809254, 111.9323, 178.1756, 319.1664, 948.7964, 517.0972, 538.4861, 124.4377, 212.0522, 429.3497, 68.47142, 2675.655, 134.8942, 1398.491, 761.599, 266.8516, 1561.291, 1278.43, 3698.289, 4620.293, 926.0944, 7080.129, 1914.99, 2631.602, 3613.196, 1112.506, 952.4374, 6546.72, 3865.941, 1395.166, 192.211, 1359.741, 2085.475, 1067.87, 60.16531, 2283.839, 2396.862, 239.9412, 1680.063, 2904.278, 1846.547, 3484.459, 1283.091
221.7, 5580.62, 681.1984, 357.3192, 1.729142, 107.0635, 170.4234, 301.0476, 906.9375, 495.4581, 513.1236, 114.904, 202.0943, 408.0691, 65.06984, 2724.647, 129.138, 1419.363, 723.3783, 255.347, 1591.005, 1240.076, 3630.595, 4634.287, 902.7001, 7208.279, 1894.351, 2516.801, 3567.264, 1141.288, 1020.047, 6457.458, 4042.131, 1424.724, 276.084, 1372.726, 2157.994, 1078.845, 57.67444, 2252.613, 2380.436, 229.1725, 1602.096, 2901.832, 1765.707, 3629.367, 1224.269
221.8, 5408.169, 644.234, 339.9715, 1.652577, 102.4064, 163.0085, 283.9573, 896.3121, 524.2703, 488.9556, 106.1007, 192.604, 488.3754, 61.83724, 2714.387, 123.6274, 1520.456, 849.8062, 244.3384, 1680.128, 1185.165, 3803.184, 4731.709, 1004.457, 7172.333, 1893.036, 2585.257, 3499.658, 1251.971, 1040.566, 6425.643, 4044.539, 1439.623, 263.6664, 1301.772, 2100.938, 1026.129, 55.28669, 2284.645, 2565.452, 218.8871, 1640.863, 3014.039, 1688.407, 3691.325, 1168.142
221.9, 5474.29, 739.8781, 446.8008, 1.579403, 97.95198, 155.9162, 267.8373, 1018.204, 513.5331, 503.6482, 97.97193, 183.5594, 545.7892, 58.76524, 2739.94, 118.3519, 1452.26, 828.7653, 233.8044, 1621.044, 1132.685, 3992.023, 4699.808, 961.7733, 7256.998, 1908.141, 2528.139, 3629.558, 1191.882, 990.6392, 6605, 4082.858, 1383.358, 251.8073, 1333.294, 2140.619, 1189.816, 52.9978, 2297.461, 2470.377, 209.0633, 1750.593, 3412.412, 1686.742, 3798.832, 1276.44
222, 5374.726, 699.7295, 425.1089, 1.509469, 93.69128, 149.1325, 252.6324, 973.2831, 554.912, 479.9265, 90.4659, 174.9395, 600.916, 55.84585, 2769.534, 113.3016, 1586.469, 921.5167, 223.7246, 1752.307, 1404.536, 3991.6, 4717.121, 1142.044, 7206.205, 1827.361, 2529.949, 3728.046, 1221.841, 943.1078, 6756.474, 4134.597, 1456.729, 240.4815, 1387.568, 2033.993, 1245.9, 50.80367, 2193.871, 2401.787, 199.6804, 1669.353, 3658.915, 1722.874, 3769.66, 1217.922
222.1, 5366.398, 661.7595, 404.4701, 1.442631, 89.61591, 142.6439, 238.2907, 1063.842, 531.6906, 505.0997, 83.53493, 166.7244, 620.9782, 53.07149, 2720.497, 108.4668, 1515.312, 875.2706, 214.0793, 1670.294, 1386.151, 3897.358, 4817.455, 1093.514, 7350.268, 1929.049, 2419.583, 3749.516, 1163.199, 897.8569, 6868.074, 4110.46, 1545.115, 229.6652, 1363.579, 2186.459, 1208.65, 48.70037, 2305.922, 2403.044, 190.7186, 1591.883, 3895.307, 1701.694, 3738.007, 1392.435
222.2, 5307.823, 625.85, 384.8333, 1.378753, 85.7178, 136.4377, 224.7631, 1016.907, 694.8461, 612.8503, 77.13497, 158.8951, 590.1995, 50.43496, 2687.401, 103.8383, 1570.067, 914.6562, 204.8498, 1772.713, 1357.702, 3906.136, 4823.134, 1047.046, 7328.257, 1847.384, 2528.82, 3597.942, 1107.371, 854.7773, 6920.069, 3940.702, 1539.555, 219.3354, 1541.54, 2166.346, 1222.453, 46.68416, 2412.017, 2602.484, 182.159, 1631.355, 3930.804, 1627.196, 3800.855, 1328.599
222.3, 5286, 591.889, 366.1499, 1.317703, 81.98927, 130.5015, 212.0035, 1027.596, 665.7688, 628.7584, 71.22534, 151.4335, 609.1259, 47.92941, 2662.53, 99.4073, 1566.904, 908.033, 196.0183, 1738.562, 1297.582, 3884.176, 4890.281, 1132.948, 7412.596, 1814.571, 2418.503, 3613.167, 1054.222, 954.864, 6831.401, 4146.953, 1568.512, 209.4701, 1461.86, 2221.506, 1189.838, 44.75142, 2303.261, 2584.75, 173.9836, 1709.717, 3910.487, 1555.959, 3827.328, 1321.191
222.4, 5172.558, 559.7709, 348.3736, 1.259356, 78.4229, 124.8235, 199.9682, 982.2607, 637.9083, 599.144, 65.76847, 144.3222, 578.9346, 45.54833, 2589.648, 95.16537, 1720.043, 1017.284, 187.5675, 1826.25, 1345.007, 4010.226, 4914.177, 1084.804, 7407.181, 1737.753, 2426.431, 3678.299, 1019.81, 909.0491, 7001.178, 4167.801, 1577.944, 200.0486, 1386.299, 2172.227, 1131.698, 42.89869, 2199.41, 2685.907, 166.1751, 1709.833, 3901.517, 1620.563, 3997.878, 1260.622
222.5, 5240.247, 616.1605, 331.4603, 1.203593, 75.01167, 119.3926, 188.6162, 995.1204, 611.2136, 570.9246, 60.72968, 137.5449, 588.6611, 43.28554, 2579.658, 91.10447, 1651.946, 988.3687, 179.481, 1814.235, 1285.449, 4044.039, 4814.751, 1143.252, 7400.119, 1772.741, 2480.184, 3795.083, 1085.547, 865.4324, 7031.315, 4297.396, 1600.856, 247.3533, 1397.715, 2268.888, 1076.4, 41.12266, 2190.109, 2570.166, 158.717, 1848.681, 3840.889, 1721.242, 3858.344, 1366.291
222.6, 5091.965, 680.0642, 315.3681, 1.150299, 71.74883, 114.198, 177.9086, 1036.028, 585.636, 544.0342, 56.07692, 131.0858, 680.8422, 41.13517, 2601.356, 87.21685, 1675.381, 938.7676, 171.7431, 1817.554, 1260.303, 4085.781, 4924.188, 1186.877, 7444.78, 1697.694, 2371.988, 3654.215, 1203.906, 872.8992, 7073.893, 4119.917, 1717.356, 236.2279, 1325.469, 2188.363, 1069.492, 39.42017, 2337.393, 2487.304, 151.5937, 1762.889, 3826.692, 1645.888, 4020.229, 1303.654
222.7, 5136.501, 705.4435, 300.0572, 1.099365, 68.62791, 109.2294, 167.8089, 1018.664, 561.1288, 518.4103, 51.78064, 124.9301, 647.0963, 39.09162, 2702.812, 83.49512, 1811.009, 947.6702, 164.3389, 2075.541, 1204.496, 4338.664, 5082.312, 1136.441, 7453.799, 1825.193, 2413.715, 3832.742, 1146.124, 880.9666, 6784.341, 4217.76, 1690.522, 225.6029, 1256.958, 2451.278, 1182.409, 37.78815, 2375.112, 2703.02, 144.7901, 1681.079, 3842.713, 1662.749, 3846.142, 1314.378
222.8, 4922.318, 667.1635, 285.4896, 1.050687, 65.64274, 104.477, 158.2825, 973.7225, 537.6472, 513.4367, 47.81351, 119.0634, 615.0231, 37.14959, 2736.021, 79.93221, 1743.008, 900.1115, 157.2539, 1978.4, 1151.16, 4319.856, 5096.276, 1088.149, 7567.977, 1747.925, 2491.143, 3712.992, 1091.115, 838.6973, 7091.336, 4129.913, 1750.41, 215.4558, 1425.648, 2415.605, 1124.633, 36.22371, 2330.011, 2721.533, 138.2918, 1767.698, 3794.274, 1589.956, 3951.915, 1254.121
222.9, 4871.26, 630.9606, 271.6293, 1.004163, 62.78742, 99.93134, 149.2969, 930.764, 515.1482, 489.254, 44.15032, 113.4722, 584.5395, 35.30404, 2627.35, 76.52134, 1664.829, 854.9396, 150.4743, 2049.239, 1100.186, 4384.184, 5190.153, 1041.909, 7477.485, 1762.005, 2441.523, 3980.333, 1243.051, 895.0918, 7106.888, 4077.073, 1683.176, 205.765, 1445.507, 2295.282, 1144.896, 34.72403, 2224.954, 2622.269, 132.0852, 1840.68, 3824.463, 1613.262, 3915.854, 1196.626
223, 4668.137, 596.7224, 258.4418, 0.9596999, 60.0563, 95.58347, 140.8215, 969.9925, 493.5907, 466.2103, 40.76778, 108.1436, 555.5668, 33.55017, 2506.158, 73.25601, 1730.838, 903.6241, 143.987, 2054.283, 1205.866, 4434.057, 5260.979, 1098.92, 7764.146, 1687.412, 2335.014, 4183.326, 1183.391, 1045.766, 7661.406, 4042.308, 1652.171, 394.5627, 1370.79, 2180.952, 1232.147, 33.28644, 2366.009, 2554.37, 126.1571, 1860.242, 3697.009, 1542.635, 4070.613, 1293.028
223.1, 4656.003, 564.3419, 245.8947, 0.9172054, 57.44398, 91.42476, 132.8271, 927.1985, 472.9353, 506.9834, 37.64439, 103.0652, 528.0302, 31.88344, 2562.71, 70.13003, 1653.205, 890.0577, 137.7794, 2079.67, 1299.702, 4341.994, 5318.008, 1106.798, 7926.061, 1687.383, 2233.152, 4054.304, 1126.594, 1180.983, 7492.412, 3991.085, 1651.925, 526.0651, 1377.672, 2072.317, 1234.898, 31.90837, 2372.097, 2814.146, 351.476, 1773.914, 3635.235, 1573.375, 3980.737, 1294.412
223.2, 4747.462, 611.7646, 233.9566, 0.8765925, 54.94529, 87.44699, 125.2866, 959.2481, 536.1601, 510.0633, 34.7603, 98.22534, 501.8585, 30.29951, 2631.591, 67.13744, 1605.658, 869.7155, 131.8394, 2256.854, 1242.15, 4427.387, 5327.202, 1059.766, 8095.387, 1830.578, 2302.366, 3953.86, 1203.062, 1279.653, 7185.729, 4066.625, 1690.414, 502.4038, 1366.851, 1969.094, 1425.044, 30.58735, 2265.141, 2692.878, 357.0512, 1925.942, 3779.108, 1715.605, 4025.02, 1357.338
223.3, 4883.205, 602.9178, 222.5982, 0.8377779, 52.55529, 83.64229, 118.1742, 1023.193, 513.7233, 486.0395, 410.5428, 93.61272, 476.9839, 28.79426, 2610.643, 64.27254, 1533.64, 919.0626, 126.1555, 2282.226, 1359.246, 4371.938, 5493.904, 1038.688, 8011.149, 1753.082, 2201.928, 4243.659, 1229.515, 1218.254, 7122.404, 4055.738, 1610.615, 479.8068, 1433.545, 1871.012, 1640.342, 29.32102, 2163.009, 2643.735, 341.0265, 2094.252, 3783.109, 1896.449, 4037.809, 1360.255
223.4, 4763.207, 570.2012, 211.7912, 0.8006819, 50.26925, 80.00313, 111.4656, 978.0517, 492.2255, 463.1472, 379.0894, 89.2167, 523.0488, 27.3638, 2692.036, 61.52989, 1534.228, 1019.504, 120.7166, 2269.157, 1469.164, 4435.175, 5531.766, 1180.785, 7970.554, 1908.188, 2212.044, 4189.752, 1170.504, 1224.213, 7137.037, 4145.591, 1713.139, 458.2261, 1393.302, 1777.815, 1616.1, 28.10712, 2203.558, 2529.811, 325.721, 1997.064, 3709.491, 2018.942, 4221.481, 1297.895
223.5, 4818.417, 539.2599, 201.5089, 0.7652285, 48.08264, 76.5223, 105.1378, 1013.567, 471.6272, 505.6708, 491.6961, 85.02711, 497.124, 26.00439, 2755.524, 58.90428, 1465.413, 968.3408, 115.5122, 2252.136, 1427.114, 4249.256, 5564.129, 1130.608, 7971.246, 1882.885, 2201.787, 4305.749, 1114.325, 1165.474, 7430.871, 4089.254, 1740.706, 437.6161, 1440.891, 1689.261, 1537.132, 26.94347, 2104.202, 2637.327, 355.2746, 2018.391, 3663.607, 1980.273, 4323.812, 1473.901
223.6, 4754.407, 559.6749, 191.7257, 0.731345, 45.99115, 73.19292, 99.16917, 1030.094, 451.891, 481.8539, 454.0252, 81.03427, 472.4841, 24.71253, 2790.043, 56.39071, 1522.825, 919.7449, 110.5322, 2232.531, 1363.921, 4557.927, 5517.245, 1108.931, 8148.448, 1933.103, 2176.842, 4130.314, 1085.222, 1109.554, 7252.882, 4082.291, 1747.79, 417.9331, 1366.414, 1792.196, 1784.363, 25.828, 2192.203, 2523.678, 408.5662, 2058.948, 3690.083, 1903.504, 4281.433, 1406.33
223.7, 4724.451, 529.3049, 182.4176, 0.6989618, 43.99063, 70.00839, 93.53942, 984.6483, 432.9806, 459.1587, 765.2056, 77.22893, 694.9448, 23.48484, 2746.548, 53.9844, 1461.815, 1013.018, 105.7669, 2344.224, 1435.421, 4654.602, 5595.964, 1230.426, 8095.332, 1851.267, 2207.205, 4312.389, 1033.136, 1109.649, 7527.973, 3913.696, 1798.003, 399.1354, 1295.786, 1739.62, 1697.173, 24.75871, 2093.359, 2485.931, 435.5255, 2051.635, 3632.836, 1936.38, 4380.19, 1341.858
223.8, 4643.312, 500.5828, 173.5613, 0.6680125, 42.07714, 66.96243, 88.22926, 1044.467, 539.5389, 517.1938, 746.9885, 73.60229, 660.4999, 22.31814, 2702.811, 51.68077, 1444.028, 1095.992, 318.6216, 2385.724, 1455.047, 4485.167, 5442.415, 1230.766, 7958.874, 1772.895, 2110.917, 4302.226, 1200.018, 1056.408, 7697.595, 4159.092, 1834.838, 381.1832, 1487.264, 1812.662, 1748.535, 23.73369, 2108.291, 2658.398, 415.9789, 2113.563, 3588.52, 1851.607, 4535.982, 1280.341
223.9, 4737.68, 473.4193, 165.135, 0.6384336, 40.24687, 64.04898, 83.22056, 1086.194, 516.9608, 492.8342, 924.2833, 70.14595, 627.7623, 21.2094, 2696.854, 49.47545, 1427.632, 1286.861, 304.8851, 2509.317, 1451.261, 4433.454, 5517.065, 1178.466, 8021, 1824.098, 2018.831, 4485.714, 1165.347, 1092.617, 7832.066, 4039.695, 1797.819, 364.0384, 1441.849, 1822.396, 1663.096, 22.7511, 2131.748, 2543.841, 397.3094, 2141.163, 3565.298, 1826.091, 4398.919, 1221.644
224, 4775.175, 482.0553, 211.2709, 0.6101644, 38.49622, 61.26229, 78.49619, 1088.314, 495.3274, 469.6218, 853.4702, 66.85192, 596.6473, 20.15574, 2580.662, 47.36423, 1428.841, 1222.281, 291.7408, 2402.493, 1445.567, 4530.021, 5586.303, 1128.388, 8020.01, 1746.876, 2127.97, 4531.378, 1109.416, 1040.193, 7868.328, 4015.062, 1732.101, 347.6648, 1367.322, 1731.621, 1581.832, 21.8092, 2238.456, 2570.055, 379.4779, 2077.196, 3520.96, 1746.146, 4335.528, 1165.638
224.1, 4701.854, 516.0756, 201.0138, 0.5831469, 36.82172, 58.59686, 74.04002, 1140.516, 474.5994, 447.5028, 788.0823, 63.71258, 567.0746, 19.15442, 2587.579, 45.3431, 1459.166, 1160.941, 279.1631, 2290.051, 1381.556, 4459.704, 5476.673, 1185.561, 7889.636, 1765.67, 2035.14, 4560.868, 1281.756, 1130.192, 7828.671, 4005.047, 1801.378, 332.0276, 1326.703, 1763.564, 1673.124, 20.90629, 2172.206, 2534.734, 362.4467, 2100.073, 3456.914, 1823.572, 4469.42, 1280.775
224.2, 4641.886, 549.4844, 191.2547, 0.5573258, 35.22005, 56.04739, 69.83683, 1090.199, 454.7387, 506.6834, 727.704, 60.72066, 538.9676, 18.20285, 2601.548, 43.40821, 1535.158, 1102.679, 267.1278, 2610.001, 1320.38, 4477.102, 5445.3, 1135.182, 7860.807, 1756.351, 2111.963, 4606.368, 1220.238, 1412.329, 7722.624, 4178.618, 1716.341, 317.0937, 1469.699, 1821.731, 1591.37, 20.04076, 2074.263, 2500.117, 346.1799, 2077.209, 3557.856, 1764.579, 4519.158, 1267.549
224.3, 4615.556, 567.1287, 181.9694, 0.532648, 33.68805, 53.60884, 65.87225, 1042.102, 435.7092, 482.8188, 671.9516, 57.86924, 512.2537, 17.29856, 2600.163, 41.55589, 1466.302, 1047.341, 255.6113, 2500.752, 1261.912, 4653.128, 5343.49, 1135.895, 7892.296, 1681.997, 2108.997, 4793.283, 1161.672, 1504.087, 7597.896, 4006.045, 1759.914, 302.8315, 1509.543, 1950.658, 1700.271, 19.21106, 2183.498, 2710.796, 440.925, 1980.812, 3516.108, 1687.327, 4384.718, 1265.168
224.4, 4527.269, 615.1964, 173.1349, 0.5090629, 32.22269, 51.27639, 62.13274, 996.1264, 417.476, 460.0781, 620.4706, 55.15172, 486.8639, 16.43918, 2550.32, 39.78262, 1516.491, 994.7807, 244.5913, 2383.711, 1366.695, 4723.441, 5463.074, 1087.626, 7982.111, 1760.59, 2042.492, 4849.625, 1220.229, 1431.92, 7787.452, 4000.364, 1972.795, 289.2108, 1431.517, 1853.494, 1617.19, 18.41571, 2085.047, 2748.406, 449.0887, 2045.135, 3458.201, 1814.86, 4456.53, 1207.167
224.5, 4522.835, 581.8135, 164.7293, 0.4865221, 30.82108, 49.04543, 58.60551, 1027.654, 400.0058, 443.3011, 572.9338, 52.56181, 462.7326, 15.6225, 2600.645, 38.08501, 1691.638, 944.8578, 378.5576, 2465.629, 1306.177, 4707.57, 5439.936, 1096.655, 7866.923, 1785.647, 2094.831, 5018.79, 1161.663, 1363.216, 7504.838, 4024.998, 1879.665, 276.2028, 1442.907, 1831.285, 1628.223, 17.6533, 2287.792, 2738.458, 428.9333, 2011.771, 3508.516, 1769.367, 4263.55, 1273.603
224.6, 4403.299, 667.7935, 156.7318, 0.4649794, 29.48042, 46.91153, 55.27853, 982.316, 478.1764, 575.8649, 529.0389, 50.09353, 439.7973, 14.84639, 2522.84, 36.45984, 1705.163, 897.4404, 362.2371, 2381.383, 1304.558, 4605.824, 5354.082, 1117.956, 8063.601, 1710.053, 2095.019, 4814.304, 1161.518, 1297.808, 7741.028, 3978.585, 1898.467, 263.7798, 1368.325, 2095.346, 1548.662, 16.92244, 2232.814, 2732.342, 409.6825, 1968.495, 3385.363, 1691.906, 4512.824, 1243.454
224.7, 4381.982, 631.5565, 149.1226, 0.4443906, 28.19809, 44.87047, 52.14041, 1055.944, 458.166, 548.7418, 488.5071, 47.74115, 417.9988, 14.10884, 2534.186, 34.90402, 1628.682, 852.4025, 346.6202, 2403.897, 1298.882, 4719.667, 5326.613, 1070.45, 8052.052, 1639.94, 2113.066, 4805.545, 1308.603, 1235.538, 7833.434, 4055.538, 1852.603, 251.9156, 1496.253, 1990.975, 1685.678, 16.22185, 2245.446, 2750.49, 391.2956, 2032.992, 3650.345, 1805.474, 4507.185, 1338.767
224.8, 4441.586, 597.2858, 141.8828, 0.4247134, 26.97153, 42.91821, 49.18044, 1009.358, 438.9931, 522.8962, 451.0805, 45.49924, 397.2807, 13.40793, 2488.878, 33.41459, 1555.631, 809.6249, 331.6766, 2429.221, 1342.53, 4673.093, 5415.334, 1067.16, 7935.741, 1744.811, 2145.356, 5035.933, 1245.796, 1303.109, 7815.73, 4064.194, 1952.477, 240.585, 1418.914, 1891.803, 1603.311, 15.55025, 2170.374, 2685.827, 407.352, 2081.935, 3971.767, 1748.671, 4558.29, 1277.392
224.9, 4366.183, 564.8748, 134.9945, 0.4059075, 25.79833, 41.0509, 46.3885, 1117.997, 458.6031, 498.268, 605.1279, 43.36262, 377.5895, 12.74184, 2479.212, 31.98872, 1485.857, 768.994, 317.3772, 2521.204, 1310.561, 4677.376, 5372.053, 1021.812, 8037.26, 1700.926, 2051.767, 4953.853, 1200.633, 1444.992, 7837.404, 4008.227, 1913.46, 229.764, 1501.718, 1899.416, 1524.968, 14.90647, 2072.514, 2722.626, 451.5247, 2185.659, 4402.7, 2051.435, 4583.84, 1350.269
225, 4391.412, 534.2226, 128.4406, 0.3879344, 24.67616, 39.26483, 43.75507, 1068.673, 508.6737, 474.7997, 558.7666, 41.32632, 358.8743, 12.10884, 2474.451, 30.6237, 1553.111, 730.4022, 303.6944, 2403.205, 1252.529, 4622.112, 5397.275, 1065.613, 8051.188, 1628.919, 2036.464, 4998.845, 1262.223, 1375.66, 7766.219, 4103.203, 1931.621, 219.4297, 1424.096, 1983.212, 1572.371, 14.28933, 2013.323, 2758.356, 500.8336, 2084.229, 4504.848, 1961.626, 4627.461, 1288.366
225.1, 4346.62, 505.2337, 193.0541, 0.370757, 23.6028, 37.55647, 41.27113, 1021.526, 487.3871, 483.2017, 697.4467, 39.38565, 341.0868, 11.50729, 2420.501, 29.31692, 1483.45, 693.7471, 367.6875, 2371.771, 1197.066, 4717.17, 5414.706, 1058.502, 8057.053, 1788.419, 2039.15, 4968.245, 1326.538, 1384.898, 7801.325, 3933.744, 1872.573, 209.5602, 1530.577, 1938.538, 1539.594, 13.69775, 2130.51, 2813.167, 478.3558, 1987.505, 4633.192, 1911.774, 4487.213, 1229.302
225.2, 4351.298, 477.8178, 193.2751, 0.3543403, 22.57613, 35.92244, 38.9282, 976.458, 466.9913, 460.443, 644.0124, 37.53612, 324.1808, 10.93562, 2405.278, 28.0659, 1586.338, 658.9316, 351.8356, 2326.846, 1144.059, 4527.711, 5330.271, 1013.522, 7872.734, 1720.44, 2058.138, 5002.959, 1363.222, 1440.838, 7679.957, 3969.452, 1983.381, 200.1347, 1451.464, 2217.958, 1619.737, 13.13066, 2057.627, 2955.323, 456.8869, 1895.271, 4534.123, 1931.001, 4292.905, 1172.945
