 , C000, C001, C002, C003, C005, C006, C007, C008, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C023, C025, C028, C029, C030, C031, C033, C039, C045, C046, C051, C054, C097
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
7, 748.2466, 3905.951, 1577.423, 1199.729, 1958.596, 3181.593, 985.0627, 779.9563, 458.4395, 1095.907, 2558.662, 248.3972, 1432.159, 2140.912, 1876.737, 447.2687, 768.2529, 1620.772, 898.564, 1524.177, 230.0746, 0, 975.1217, 1534.834, 2060.242, 477.9854, 1699.792, 441.6154, 2739.485, 1294.644, 1785.361, 1553.477, 1638.378
7.1, 711.4599, 4011.853, 1614.901, 1205.174, 1856.02, 3188.68, 938.2532, 881.4228, 517.3123, 1098.633, 2590.011, 233.7961, 1476.883, 2358.681, 1805.569, 422.494, 871.9563, 1591.607, 904.8268, 1529.74, 220.6327, 0, 976.8965, 1641.511, 2030.024, 490.81, 1618.706, 417.7153, 2676.288, 1265.986, 1695.313, 1482.694, 1662.239
7.2, 676.4818, 4264.952, 1588.592, 1230.911, 1758.817, 3202.1, 893.668, 828.3586, 551.025, 1197.263, 2818.232, 220.0533, 1400.067, 2317.662, 1933.182, 399.0916, 833.745, 1602.622, 943.0087, 1452.099, 211.5782, 0, 1087.766, 1560.968, 2065.681, 524.6265, 1708.077, 395.1087, 2818.61, 1340.392, 1609.806, 1684.656, 1615.475
7.3, 704.7786, 4131.998, 1629.865, 1296.939, 1666.704, 3292.586, 971.7719, 989.0225, 565.8798, 1127.985, 2724.184, 207.1184, 1649.151, 2217.518, 1940.526, 507.0959, 1032.072, 1528.633, 896.8038, 1599.851, 202.8953, 0, 1034.966, 1494.789, 2032.247, 545.8243, 1626.596, 373.7255, 2871.868, 1344.75, 1528.612, 1650.731, 1581.308
7.4, 670.129, 4177.424, 1670.609, 1326.841, 1814.642, 3229.204, 925.5939, 929.4805, 574.5205, 1390.829, 2597.011, 194.9437, 1563.375, 2121.7, 1898.089, 479.0073, 971.7913, 1458.059, 852.8627, 1536.869, 231.4073, 0, 984.7296, 1421.446, 2030.093, 518.2521, 1571.446, 353.4996, 2731.788, 1364.426, 1580.672, 1813.184, 1554.188
7.5, 637.1828, 4021.018, 1593.635, 1298.475, 1994.292, 3322.19, 911.2644, 1017.013, 565.564, 1327.654, 2596.27, 183.4847, 1644.207, 2096.902, 1805.722, 452.4746, 915.0316, 1598.553, 811.0746, 1544.064, 238.6356, 0, 1036.009, 1483.773, 1933.122, 492.0726, 1496.483, 334.3683, 2698.271, 1327.407, 1500.948, 1730.567, 1626.861
7.6, 703.8221, 4062.102, 1546.29, 1241.249, 2029.366, 3211.886, 867.9617, 970.8613, 533.8011, 1325.133, 2608.061, 198.7839, 1558.688, 2223.037, 1717.85, 427.4115, 861.587, 1524.751, 771.3341, 1515.786, 228.8423, 0, 985.7221, 1427.936, 1880.154, 467.2157, 1502.747, 316.2724, 2566.659, 1367.06, 1538.453, 1812.425, 1826.055
7.7, 669.2194, 3962.577, 1542.032, 1260.866, 1986.222, 3173.877, 826.7168, 999.1804, 503.822, 1265.93, 2601.466, 187.0992, 1603.555, 2220.874, 1634.254, 403.7368, 811.2639, 1496.485, 733.5407, 1455.458, 219.451, 0, 937.8759, 1357.873, 1914.821, 532.8442, 1572.365, 299.1558, 2482.096, 1293.055, 1493.477, 1791.908, 1736.849
7.8, 636.3181, 3908.184, 1470.982, 1205.297, 2034.53, 3096.784, 787.4318, 939.0268, 475.5266, 1380.165, 2517.86, 249.7964, 1588.637, 2124.911, 1615.414, 424.4145, 763.8801, 1572.292, 779.7938, 1381.587, 210.445, 0, 914.6177, 1342.729, 1823.356, 505.9277, 1614.048, 282.9656, 2361.028, 1309.597, 1418.15, 1736.697, 1895.538
7.9, 605.0342, 3992.478, 1403.205, 1201.98, 1997.564, 3107.84, 750.0136, 902.0428, 448.8203, 1300.303, 2400.318, 339.3439, 1506.009, 2192.749, 1609.786, 400.9057, 758.3901, 1499.702, 915.1743, 1410.465, 287.86, 0, 1007.274, 1323.544, 1757.151, 480.3709, 1537.053, 267.6516, 2245.865, 1238.703, 1417.044, 1657.565, 1802.937
8, 624.1763, 3790.911, 1448.255, 1275.871, 2040.239, 2989.433, 802.7999, 912.5334, 423.6139, 1225.062, 2465.259, 340.8318, 1626, 2098.002, 1531.449, 378.6991, 714.0945, 1514.886, 881.871, 1347.571, 279.2086, 0, 958.3818, 1299.378, 1861.916, 456.105, 1511.744, 253.1663, 2328.049, 1171.647, 1572.404, 1757.92, 1714.86
8.1, 652.613, 3863.676, 1494.458, 1259.991, 2123.276, 2968.951, 764.6514, 986.1788, 399.8231, 1276.076, 2414.606, 320.7974, 1541.429, 2017.52, 1713.407, 357.7226, 672.3862, 1454.588, 838.6617, 1279.176, 267.7503, 0, 911.8627, 1235.622, 1807.463, 560.4681, 1574.953, 239.465, 2383.831, 1224.708, 1641.937, 1738.622, 1743.873
8.199999999999999, 684.1262, 3865.479, 1425.599, 1204.461, 2110.979, 2846.832, 759.9402, 1013.931, 377.3684, 1223.444, 2467.43, 301.9406, 1461.255, 2118.769, 1755.659, 337.9079, 633.1138, 1387.433, 807.681, 1437.268, 256.7622, 0, 947.8134, 1174.995, 1773.5, 532.1561, 1499.822, 531.8693, 2267.556, 1158.409, 1559.122, 1659.403, 1716.148
8.300000000000001, 650.4919, 3749.606, 1469.737, 1283.021, 2165.836, 2842.792, 785.085, 952.8892, 356.1748, 1152.65, 2561.949, 284.1922, 1462.889, 2234.506, 1670.223, 319.1909, 596.1353, 1473.104, 839.5579, 1364.32, 246.225, 0, 972.7365, 1177.335, 1796.627, 505.2744, 1428.275, 533.6415, 2275.927, 1131.677, 1480.484, 1583.793, 1632.31
8.4, 618.5112, 3591.137, 1402.018, 1377.496, 2182.263, 2834.406, 819.9333, 1214.933, 336.1715, 1085.953, 2442.35, 267.4871, 1386.801, 2196.378, 1716.516, 301.5106, 649.6772, 1495.88, 865.8419, 1317.245, 236.1203, 0, 993.0305, 1119.568, 1778.321, 479.7505, 1387.837, 682.3401, 2392.845, 1176.351, 1405.813, 1511.629, 1552.569
8.5, 762.1396, 3861.609, 1398.178, 1316.787, 2157.305, 2875.665, 924.9127, 1141.791, 317.2916, 1023.115, 2518.155, 251.7639, 1465.29, 2101.474, 1632.985, 284.8095, 766.2429, 1495.928, 1013.405, 1250.389, 226.4303, 0, 1057.161, 1276.652, 1829.903, 540.2826, 1506.691, 645.4121, 2437.168, 1156.888, 1334.907, 1589.251, 1521.672
8.6, 724.6699, 3722.854, 1333.756, 1258.754, 2218.661, 2997.871, 918.4371, 1194.408, 561.3621, 1122.466, 2400.6, 236.965, 1389.077, 2093.498, 1633.181, 269.0336, 721.4887, 1426.864, 1127.023, 1366.353, 217.1379, 0, 1406.071, 1230.402, 1770.955, 512.9904, 1634.012, 610.4826, 2583.366, 1300.038, 1359.326, 1516.838, 1562.627
8.699999999999999, 800.3167, 3751.555, 1535.523, 1296.598, 2366.943, 2977.9, 925.2836, 1244.655, 529.8351, 1057.515, 2603.211, 223.0359, 1546.245, 2236.752, 1737.879, 254.1316, 827.9271, 1414.57, 1158.379, 1497.541, 208.2268, 0, 1639.871, 1212.702, 1773.922, 653.506, 1556.064, 577.4435, 2625.268, 1297.832, 1531.406, 1447.724, 1570.195
8.800000000000001, 870.2856, 3792.425, 1636.967, 1239.454, 2401.233, 2975.936, 917.2442, 1169.724, 561.5657, 1081.7, 2523.533, 209.9257, 1536.748, 2234.117, 1888.411, 240.055, 798.87, 1374.894, 1125.328, 1465.516, 199.6815, 0, 1629.613, 1219.079, 1870.631, 620.4943, 1592.164, 546.1924, 2685.548, 1509.752, 1521.42, 1572.885, 1652.802
8.9, 827.499, 3786.02, 1561.542, 1310.223, 2355.93, 2898.166, 894.1096, 1143.087, 555.2726, 1143.062, 2539.292, 197.586, 1584.364, 2242.529, 1844.888, 226.7581, 781.8099, 1453.113, 1070.19, 1543.088, 191.4868, 0, 1733.359, 1257.655, 1781.276, 589.1501, 1562.98, 516.6326, 2851.049, 1428.023, 1620.006, 1546.94, 1783.871
9, 808.0979, 3958.977, 1588.444, 1252.479, 2322.531, 2966.049, 851.6221, 1126.146, 789.1052, 1226.815, 2621.719, 185.9717, 1571.683, 2295.495, 1948.197, 282.0397, 1078.214, 1462.448, 1150.877, 1620.808, 183.6285, 0, 1776.298, 1195.947, 1726.216, 559.3893, 1683.752, 488.6726, 3032.688, 1384.742, 1538.297, 1606.434, 1857.283
9.1, 860.8076, 4239.136, 1515.255, 1197.28, 2200.895, 2936.519, 831.3973, 1391.26, 883.4507, 1319.656, 2852.503, 175.0401, 1664.706, 2400.75, 2206.704, 438.5361, 1033.162, 1467.237, 1188.236, 1783.16, 176.0926, 0, 2299.251, 1178.027, 1643.76, 531.1319, 1771.142, 462.2258, 3095.634, 1692.135, 1590.737, 1955.55, 1766.551
9.199999999999999, 818.4869, 4269.759, 1457.859, 1165.504, 2272.813, 2954.89, 835.2446, 1341.693, 878.3246, 1243.296, 2719.34, 164.7511, 1777.31, 2331.676, 2299.692, 465.6145, 1105.33, 1491.166, 1289.241, 1692.657, 168.866, 0, 2229.849, 1291.988, 1698.127, 504.3019, 1686.652, 564.2319, 3091.821, 1600.533, 1730.942, 2024.573, 1793.372
9.300000000000001, 1007.198, 4247.122, 1390.688, 1114.138, 2153.781, 2881.935, 842.6636, 1331.63, 828.9966, 1171.353, 2787.548, 155.0668, 1687.733, 2431.056, 2342.093, 439.8236, 1040.771, 1425.117, 1296.254, 1700.403, 161.936, 0, 2279.859, 1299.925, 1815.981, 640.5516, 1795.192, 533.6959, 3190.379, 1615.701, 1643.638, 1973.359, 1735.782
9.4, 1070.463, 4090.179, 1507.107, 1099.676, 2136.354, 2918.603, 821.6812, 1251.462, 782.439, 1284.453, 2708.755, 145.9518, 1817.011, 2465.484, 2462.441, 415.4613, 979.9819, 1580.908, 1377.274, 1752.29, 155.2904, 0, 2169.197, 1318.474, 1753.782, 704.4654, 1709.555, 538.499, 3034.763, 1671.88, 1747.136, 1990.094, 1800.604
9.5, 1017.835, 4092.402, 1529.443, 1087.55, 2222.268, 2776.233, 963.3292, 1460.44, 880.2726, 1221.698, 2638.261, 137.3727, 1722.505, 2433.674, 2439.711, 405.6458, 1170.576, 1508.324, 1368.202, 1784.363, 148.9174, 0, 2298.048, 1273.267, 1765.07, 747.2768, 1662.025, 509.3556, 3015.38, 1598.292, 1705.335, 1899.417, 1973.828
9.6, 1136.74, 4044.627, 1548.947, 1164.037, 2170.234, 2821.02, 917.5525, 1372.517, 830.8351, 1379.209, 2846.022, 129.2977, 1707.891, 2593.357, 2320.987, 418.4593, 1154.878, 1472.984, 1527.778, 1827.234, 142.8061, 0, 2186.503, 1210.793, 1817.675, 793.2068, 1767.171, 481.7894, 2891.438, 1669.083, 1619.323, 1925.026, 2031.11
9.699999999999999, 1080.854, 4073.948, 1628.069, 1191.426, 2227.144, 2789.081, 924.09, 1479.38, 784.1741, 1299.402, 2968.35, 121.6975, 1619.059, 2733.736, 2533.329, 395.2803, 1204.178, 1465.561, 1452.921, 1916.891, 136.9455, 0, 2225.34, 1330.528, 1980.01, 753.1381, 1682.87, 585.1397, 3078.355, 1578.729, 1987.708, 2087.04, 1931.886
9.800000000000001, 1027.715, 4028.191, 1745.901, 1138.918, 2271.417, 2842.943, 947.2803, 1390.318, 833.7259, 1224.213, 2845.371, 114.544, 1775.25, 2674.149, 2640.05, 543.6165, 1195.932, 1494.464, 1381.731, 1819.6, 131.3255, 0, 2117.323, 1323.675, 1885.431, 802.7943, 1602.592, 618.3649, 2977.716, 1662.268, 2316.506, 2035.458, 2062.945
9.9, 1143.743, 3917.11, 1765.563, 1138.582, 2405.12, 2804.92, 969.059, 1715.729, 786.9025, 1181.808, 2716.069, 107.811, 1776.299, 2627.14, 2824.409, 513.505, 1379.67, 1542.515, 1621.672, 1727.247, 125.936, 0, 2231.292, 1294.571, 1826.821, 891.8688, 1526.142, 725.7932, 3005.342, 1572.283, 2268.587, 2064.19, 2178.576
10, 1260.836, 3949.058, 1717.979, 1140.951, 2387.549, 2814.953, 1464.05, 1617.184, 742.7089, 1236.629, 2937.867, 101.4737, 1683.91, 2779.646, 2686.965, 485.0614, 1306.923, 1592.964, 1664.629, 1823.236, 162.8378, 0, 2196.547, 1231.051, 1739.559, 892.0443, 2046.932, 710.236, 3103.033, 1650.399, 2290.229, 2189.883, 2198.991
10.1, 1210.316, 4076.08, 1973.132, 1090.667, 2376.635, 2705.111, 1495.853, 1519.825, 700.9973, 1297.621, 2953.305, 95.509, 1622.865, 2811.764, 2767.318, 458.1933, 1276.111, 1519.421, 1733.861, 1775.857, 220.5978, 0, 2387.316, 1218.391, 1892.297, 914.6652, 2415.951, 724.9243, 2998.941, 1594.662, 2229.434, 2090.102, 2091.566
10.2, 1241.925, 3970.628, 2015.947, 1042.6, 2252.166, 2787.299, 1702.248, 1481.835, 661.6282, 1222.535, 2815.436, 89.89487, 1666.903, 2769.036, 2814.832, 523.7148, 1306.252, 1605.278, 1707.432, 1738.414, 211.5448, 0, 2311.497, 1306.759, 1801.908, 937.9982, 2300.702, 685.6916, 3074.045, 1508.336, 2253.82, 2250.17, 2299.784
10.3, 1228.907, 3833.07, 1923.061, 1038.311, 2206.117, 2651.334, 1651.969, 1392.624, 624.4702, 1151.794, 2807.238, 84.61076, 1792.303, 2691.302, 2725.453, 494.7056, 1229.957, 1531.166, 1646.461, 1763.253, 202.8633, 0, 2199.299, 1403.378, 1846.916, 890.6154, 2298.923, 930.0629, 3002.127, 1485.945, 2289.45, 2147.642, 2474.818
10.4, 1168.489, 3906.885, 1909.44, 1090.651, 2090.578, 2644.195, 1622.522, 1308.784, 653.0039, 1142.085, 2721.666, 79.63725, 1806.324, 2851.393, 2625.323, 497.7833, 1264.594, 1581.229, 1728.536, 1801.999, 194.538, 0, 2181.631, 1376.205, 1821.788, 870.097, 2241.887, 879.7281, 2981.948, 1532.026, 2213.7, 2171.103, 2387.406
10.5, 1186.339, 3817.787, 1839.997, 1060.679, 1981.09, 2656.86, 1808.925, 1466.109, 616.3301, 1075.999, 2594.611, 74.95609, 1790.683, 2752.563, 2554.324, 470.2105, 1190.732, 1579.777, 1756.755, 1764.386, 186.5544, 0, 2075.737, 1393.256, 1823.971, 826.1443, 2249.49, 832.1176, 2890.52, 1449.091, 2102.047, 2203.509, 2368.858
10.6, 1159.551, 3802.381, 1797.842, 1072.575, 1877.336, 2549.607, 1722.966, 1377.845, 581.7161, 1201.837, 2590.298, 70.55009, 1697.546, 2759.592, 2515.87, 444.165, 1169.219, 1506.843, 1670.679, 1674.835, 178.8985, 0, 2184.822, 1324.895, 1850.014, 806.5958, 2214.507, 898.8756, 2912.186, 1451.109, 1996.025, 2103.107, 2365.629
10.7, 1102.543, 3918.656, 1892.044, 1025.304, 2083, 2627.79, 1746.881, 1294.895, 580.5056, 1192.681, 2710.884, 66.40308, 1697.677, 2725.095, 2636.102, 509.378, 1100.928, 1566.773, 1725.232, 1614.32, 171.5567, 0, 2092.494, 1273.916, 1779.667, 940.7797, 2145.694, 850.2287, 2849.283, 1372.555, 2036.434, 2199.571, 2452.907
10.8, 1048.338, 3741.641, 1939.904, 980.1174, 2139.037, 2509.612, 1696.99, 1294.59, 547.9034, 1123.667, 2717.761, 62.49984, 1761.526, 2651.995, 2507.821, 486.5869, 1036.625, 1494.439, 1640.7, 1640.578, 164.5163, 0, 2071.293, 1211.41, 1959.119, 893.2563, 2148.142, 1022.205, 2813.59, 1447.908, 2098.635, 2099.349, 2505.98
10.9, 996.7977, 3711.35, 1887.53, 936.9219, 2027.011, 2579.995, 1672.314, 1216.651, 517.1324, 1058.647, 2590.888, 175.5735, 1746.105, 2537.404, 2385.783, 537.9229, 976.0789, 1518.328, 1652.11, 1557.311, 157.7648, 0, 2040.569, 1315.645, 1907.702, 848.1337, 2213.547, 1043.421, 2797.305, 1451.875, 2017.192, 2146.986, 2480.116
11, 947.7913, 3751.586, 1838.003, 1093.595, 2016.034, 2454.142, 1592.847, 1143.406, 488.0894, 1082.727, 2756.002, 165.2531, 1723.233, 2764.056, 2269.683, 508.1268, 968.4453, 1468.191, 1585.922, 1487.447, 151.2903, 0, 1941.521, 1251.091, 2033.279, 805.2903, 2120.568, 986.9517, 2695.377, 1436.567, 1981.915, 2187.159, 2453.97
11.1, 950.5413, 3710.166, 1817.015, 1088.662, 2064.667, 2423.133, 1766.041, 1354.435, 460.6776, 1020.075, 2657.495, 193.3805, 1644.233, 2644.623, 2436.708, 498.3639, 931.5374, 1400.408, 1508.216, 1524.909, 145.0816, 0, 2006.63, 1286.128, 2046.804, 764.6113, 2019.41, 933.5381, 2680.472, 1396.433, 1937.419, 2087.503, 2495.584
11.2, 903.809, 3766.17, 1813.062, 1040.683, 2232.805, 2482.274, 1735.481, 1272.894, 434.8052, 1023.606, 2565.346, 182.0134, 1624.721, 2815.112, 2502.436, 515.9266, 877.1288, 1522.747, 1788.132, 1603.389, 139.1276, 0, 2099.351, 1223.023, 2054.343, 913.3306, 2239.172, 883.0153, 2865.982, 1320.838, 2057.636, 2217.812, 2482.168
11.3, 859.3743, 3909.169, 1918.126, 1123.72, 2115.868, 2584.976, 1883.698, 1380.006, 546.099, 983.5167, 2654.52, 171.3145, 1714.81, 2840.501, 2615.425, 655.4575, 1151.048, 1635.522, 1700.518, 1593.652, 133.418, 0, 2129.522, 1205.118, 2049.591, 897.6931, 2175.496, 893.0239, 2922.77, 1400.348, 2073.977, 2291.381, 2441.91
11.4, 860.6196, 3779.792, 1863.97, 1074.196, 2005.055, 2499.094, 1794.186, 1420.495, 536.7976, 926.6063, 2749.175, 161.2445, 1659.339, 2717.765, 2608.28, 619.151, 1083.818, 1696.595, 1944.313, 1563.474, 127.9427, 0, 2178.815, 1243.218, 2103.838, 883.2172, 2075.795, 924.6345, 3006.658, 1468.469, 2200.75, 2264.935, 2444.856
11.5, 818.3082, 3974.6, 1964.08, 1045.636, 2037.328, 2513.033, 1708.927, 1527.736, 605.525, 1058.299, 2625.65, 159.2777, 1573.033, 2837.622, 2549.935, 594.3769, 1020.516, 1652.471, 1849.046, 1497.977, 122.6921, 0, 2179.121, 1287.099, 2003.344, 990.5016, 2025.939, 874.5935, 2997.662, 1489.153, 2089.75, 2369.129, 2397.135
11.6, 778.077, 4144.737, 1890.07, 999.5533, 2086.67, 2861.074, 1705.192, 1546.314, 617.9152, 1282.067, 2693.369, 149.9152, 1579.819, 2715.01, 2613.276, 791.9714, 960.9099, 1639.601, 1809.371, 1421.948, 117.657, 0, 2561.644, 1330.81, 2386.721, 940.4666, 2296.139, 827.2607, 3006.042, 1680.127, 1984.349, 2413.372, 2430.297
11.7, 739.8237, 4206.375, 1815.626, 1019.937, 1977.386, 2993.572, 1838.119, 1499.842, 583.212, 1207.881, 2569.596, 226.8674, 1699.138, 2654.476, 2696.953, 748.1033, 904.7856, 1603.927, 1792.599, 1349.777, 112.8285, 0, 2624.44, 1290.557, 2272.714, 892.9592, 2332.618, 782.4896, 2966.385, 1589.175, 1941.194, 2371.429, 2380.705
11.8, 703.4511, 4021.518, 1821.363, 974.9861, 1873.826, 3024.717, 1750.773, 1528.823, 801.8064, 1137.988, 2605.615, 223.7616, 1650.797, 2687.346, 2565.711, 771.6741, 851.9395, 1766.379, 1750.037, 1542.112, 108.1982, 0, 2669.338, 1227.234, 2164.154, 847.8515, 2353.633, 740.1415, 2821.695, 1503.147, 1894.851, 2393.658, 2298.531
11.9, 668.8667, 4040.962, 1949.538, 1072.936, 2011.921, 3071.211, 1671.8, 1436.784, 1013.439, 1072.139, 2611.42, 303.0609, 1564.936, 2571.227, 2440.855, 728.9302, 802.1799, 1706.205, 1664.29, 1463.843, 128.8919, 0, 2743.225, 1167.018, 2145.654, 805.0225, 2333.568, 700.0853, 2684.063, 1421.775, 1799.28, 2352.809, 2231.306
12, 773.4797, 3943.899, 1871.055, 1094.358, 2148.186, 2944.111, 1657.619, 1350.285, 972.6117, 1010.101, 2501.395, 363.9841, 1483.54, 2460.126, 2322.075, 688.554, 755.3267, 1638.396, 1582.744, 1389.546, 158.5208, 0, 2610.07, 1202.929, 2123.999, 764.3569, 2395.623, 662.1969, 2690.816, 1344.809, 1771.561, 2297.121, 2162.073
12.1, 735.4524, 3797.66, 1784.845, 1046.128, 2163.623, 2897.548, 1709.276, 1268.994, 917.9883, 951.6523, 2384.622, 365.6936, 1444.575, 2383.308, 2209.076, 650.4142, 711.21, 1562.755, 1751.968, 1391.013, 152.0154, 0, 2685.42, 1220.411, 2123.481, 725.7455, 2281.344, 626.3589, 2559.567, 1272.009, 1790.33, 2308.888, 2157.021
12.2, 699.2947, 3812.617, 1812.159, 1236.392, 2089.339, 2803.885, 1712.42, 1192.597, 966.8671, 896.5857, 2331.706, 380.8485, 1445.068, 2476.958, 2217.659, 614.3871, 669.6701, 1490.606, 1666.126, 1320.412, 169.7652, 0, 2555.072, 1198.55, 2022.049, 689.0847, 2172.516, 592.4606, 2587.192, 1203.15, 1815.164, 2255.325, 2100.506
12.3, 664.9147, 3620.131, 1728.662, 1181.902, 2125.178, 2754.422, 1631.047, 1299.147, 1471.959, 949.5775, 2222.855, 358.4619, 1550.658, 2369.93, 2109.741, 580.3555, 630.5565, 1431.846, 1640.184, 1253.396, 281.897, 0, 2561.617, 1139.741, 1972.805, 760.6285, 2225.828, 560.3968, 2460.998, 1138.018, 1779.422, 2307.546, 2069.681
12.4, 632.2249, 3659.816, 1694.222, 1204.728, 2142.136, 2720.919, 1587.596, 1234.803, 1574.172, 991.9857, 2119.085, 337.3911, 1547.436, 2399.438, 2007.074, 548.209, 615.6485, 1534.866, 1559.82, 1189.78, 270.3284, 0, 2597.937, 1166.77, 1899.519, 722.2056, 2206.163, 530.0683, 2340.959, 1076.413, 1982.268, 2402.904, 2100.404
12.5, 601.1423, 3620.356, 1703.49, 1213.544, 2337.057, 2659.069, 1567.615, 1160.464, 1485.764, 934.5853, 2148.978, 317.5589, 1466.951, 2368.791, 2141.681, 580.4055, 579.6901, 1464.005, 1483.393, 1178.629, 259.2345, 0, 2471.834, 1142.564, 1919.363, 794.5875, 2108.594, 591.1242, 2398.719, 1235.255, 1960.559, 2293.417, 2057.425
12.6, 571.5878, 3613.682, 1625, 1282.241, 2214.661, 2630.102, 1600.989, 1090.601, 1479.438, 880.5062, 2048.657, 298.8925, 1624.557, 2477.604, 2086.86, 548.2562, 633.8404, 1396.415, 1439.887, 1137.649, 248.5958, 0, 2422.164, 1086.503, 2043.744, 754.449, 2117.752, 559.1328, 2360.341, 1168.386, 1897.255, 2308.816, 2116.975
12.7, 543.4863, 3585.137, 1637.225, 1225.73, 2284.813, 2657.609, 1564.275, 1024.943, 1396.35, 865.5945, 2081.353, 281.3232, 1562.846, 2469.415, 2042.743, 517.8878, 596.8195, 1372.506, 1369.336, 1079.908, 238.3938, 0, 2390.238, 1033.192, 2131.967, 716.3381, 2176.612, 528.8726, 2245.212, 1105.136, 1823.307, 2203.616, 2013.557
12.8, 516.7665, 3573.703, 1561.789, 1309.507, 2165.153, 2555.435, 1503.901, 963.239, 1422.323, 941.0533, 1984.189, 264.7868, 1597.791, 2362.713, 1943.337, 566.7701, 561.9608, 1309.141, 1302.242, 1025.098, 228.6105, 0, 2464.795, 1097.771, 2304.837, 680.1525, 2116.374, 500.2502, 2479.336, 1045.311, 1821.957, 2103.21, 1943.464
12.9, 491.3602, 3394.268, 1489.828, 1426.102, 2153.703, 2504.239, 1517.821, 905.2491, 1345.5, 886.6, 1909.555, 249.2224, 1531.893, 2317.681, 1848.768, 555.0495, 529.1381, 1248.701, 1295.67, 973.0692, 227.3886, 0, 2345.156, 1043.907, 2194.742, 645.7947, 2053.233, 564.2141, 2784.053, 988.7239, 1812.754, 2007.378, 1926.762
13, 467.203, 3329.787, 1438.498, 1363.251, 2227.938, 2518.105, 1496.806, 850.7505, 1313.839, 835.2976, 1902.86, 234.5728, 1452.216, 2232.673, 1965.813, 524.3047, 498.2326, 1191.051, 1282, 1089.187, 218.0569, 0, 2296.103, 1007.878, 2311.918, 613.1725, 2047.563, 681.0835, 2648.257, 935.2002, 1721.324, 2084.454, 1832.636
13.1, 585.6201, 3315.618, 1495.903, 1330.164, 2164.068, 2560.469, 1636.061, 799.5329, 1305.704, 786.9638, 1986.911, 220.7844, 1496.602, 2261.745, 1910.567, 495.2629, 469.1321, 1287.53, 1325.027, 1033.906, 209.1081, 0, 2317.584, 1054.114, 2231.419, 582.1982, 2001.069, 644.2234, 2792.929, 884.574, 1741.35, 2031.21, 1743.108
13.2, 689.1456, 3478.297, 1468.557, 1271.541, 2050.731, 2495.664, 1558.317, 751.3987, 1271.351, 853.0361, 1974.279, 207.8064, 1434.638, 2257.178, 1925.276, 467.8298, 441.7314, 1259.789, 1334.199, 1022.104, 211.1779, 0, 2299.485, 1007.082, 2276.436, 552.7886, 2016.528, 609.3583, 2765.122, 970.2368, 1769.876, 2132.812, 1815.505
13.3, 655.2645, 3390.809, 1467.845, 1234.704, 1943.33, 2453.235, 1484.267, 850.8161, 1199.95, 803.6758, 2193.246, 195.5914, 1449.152, 2213.523, 1852.226, 441.9162, 415.931, 1201.628, 1279.038, 970.2279, 202.5114, 0, 2268.304, 973.5866, 2167.697, 663.9238, 2010.233, 576.38, 2746.638, 1099.483, 1680.608, 2035.632, 1886.672
13.4, 781.7021, 3305.735, 1426.056, 1180.288, 2027.566, 2531.601, 1413.735, 799.5945, 1132.559, 757.1718, 2106.756, 184.0943, 1373.778, 2251.02, 1762.091, 417.438, 549.9758, 1212.543, 1216.369, 1012.669, 214.2861, 0, 2158.203, 1181.25, 2253.771, 630.3858, 2027.616, 545.1865, 2891.13, 1039.964, 1667.891, 1942.88, 1811.675
13.5, 767.8893, 3233.37, 1557.65, 1128.271, 1993.518, 2408.109, 1375.113, 751.4566, 1222.836, 817.3865, 2024.241, 173.2731, 1409.97, 2233.815, 1849.004, 443.6956, 517.8532, 1310.181, 1240.455, 982.0583, 205.4921, 0, 2095.22, 1123.291, 2308.968, 598.542, 1930.892, 515.6812, 2837.867, 983.6661, 1685.483, 2023.196, 1792.874
13.6, 837.3881, 3275.061, 1532.117, 1099.652, 1939.289, 2351.895, 1485.787, 1016.438, 1275.964, 836.3475, 1929.744, 181.0202, 1336.634, 2233.626, 1759.026, 432.7643, 487.6068, 1269.339, 1179.676, 1086.971, 197.0589, 0, 2033.989, 1068.175, 2617.457, 568.3068, 1838.781, 487.7726, 2758.176, 930.4163, 1747.797, 2038.255, 1822.554
13.7, 796.2189, 3109.714, 1474.101, 1143.28, 1837.725, 2328.067, 1415.184, 1230.34, 1204.304, 787.9529, 1839.658, 170.3796, 1358.773, 2234.788, 1730.465, 408.7931, 459.1269, 1241.176, 1257.181, 1031.802, 188.9719, 0, 2083.987, 1015.764, 3001.34, 539.5988, 1801.624, 461.3745, 2760.126, 880.0491, 1659.643, 1945.384, 1733.518
13.8, 842.1806, 3100.709, 1406.181, 1092.893, 1741.479, 2333.243, 1514.257, 1156.27, 1161.485, 840.5748, 1809.766, 160.3645, 1288.101, 2189.561, 1646.255, 433.1295, 561.8721, 1209.71, 1195.582, 979.4335, 181.2168, 0, 1982.832, 1046.509, 3087.498, 512.3411, 1854.186, 436.4051, 2625.497, 882.6798, 1642.78, 1972.471, 1648.832
