 , C000, C003, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C016, C017, C019, C020, C022, C023, C024, C025, C026, C027, C029, C031, C034, C035, C036, C039, C041, C043, C044, C045, C046, C047, C048, C049, C050, C052, C054, C058, C059, C060, C062, C063, C064, C065, C066, C068, C072, C074, C075, C080, C081, C083, C085, C088, C089, C090, C093, C095, C096, C099, C100, C101, C103, C105, C106, C109, C111, C114, C115, C121, C122, C130, C132, C133
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
161.2, 423.4117, 107.7638, 226.449, 547.5997, 0.8731006, 0.0002681708, 395.4948, 200.9795, 155.9975, 3612.781, 1869.164, 2410.406, 245.9113, 4.08736, 1651.763, 3333.222, 0.00947394, 349.9837, 415.0222, 105.0203, 342.5279, 315.0588, 335.6308, 0.0002083962, 1950.283, 9.689621, 863.1477, 0.04525704, 10.57509, 1818.216, 1068.232, 597.3655, 3152.838, 731.7449, 1906.649, 3.821234, 627.8419, 2462.924, 782.2537, 5035.556, 1742.094, 292.8072, 2000.818, 1285.939, 746.7283, 1874.137, 360.9021, 125.8624, 608.3967, 1943.649, 2051.939, 0.05414182, 390.9123, 1188.967, 0.003082866, 514.4014, 1710.172, 2.199182, 1056.12, 240.7727, 3.565431, 487.183, 1967.955, 4.350916e-05, 819.3001, 1203.699, 78.51605, 1879.079, 1061.693, 584.2504, 1513.579, 2.271737, 1234.969, 394.8591, 2585.47, 0.0837308
161.3, 404.9057, 102.4559, 214.3343, 521.6537, 0.8324128, 0.0002567165, 377.6843, 192.1604, 147.6639, 3585.21, 2282.464, 2469.843, 276.0938, 3.890417, 1629.778, 3281.094, 0.009049142, 333.7761, 396.969, 100.3486, 327.2991, 299.0039, 320.7295, 0.0001990351, 1944.266, 9.168668, 856.9474, 0.0432043, 10.11551, 1792.597, 1108.472, 569.8268, 3193.942, 776.2989, 1867.858, 3.647268, 635.4036, 2404.905, 746.2557, 4932.726, 1719.793, 279.6684, 2015.191, 1228.366, 712.6384, 1893.082, 343.3484, 119.954, 578.4503, 1862.073, 2109.346, 0.05155775, 371.7528, 1200.336, 0.002949361, 491.0846, 1633.595, 2.101437, 1006.326, 230.0626, 3.403583, 461.9843, 2028.019, 4.155328e-05, 807.8671, 1261.557, 74.9981, 1829.73, 1112.003, 555.592, 1455.806, 2.176188, 1350.421, 378.1861, 2535.885, 0.08030183
161.4, 387.2086, 97.40935, 222.9415, 496.9371, 0.7936211, 0.0002457515, 360.6758, 183.7283, 139.7756, 3717.014, 2426.787, 2440.055, 263.1403, 3.702962, 1687.357, 3259.806, 0.008643391, 318.3189, 379.7012, 95.88481, 454.9131, 283.7672, 306.4899, 0.0001900946, 1991.296, 8.675723, 820.0239, 0.04124467, 9.675902, 1750.731, 1080.616, 543.5577, 3208.306, 754.1467, 1783.97, 3.481223, 604.8985, 2520.127, 830.9619, 5070.252, 1774.823, 377.986, 2007.128, 1295.895, 835.2781, 1809.229, 326.6485, 114.323, 549.9778, 1783.922, 2126.866, 0.04909701, 353.5324, 1220.755, 208.2893, 468.8247, 1621.253, 2.008037, 958.8801, 219.8289, 3.249081, 584.9944, 2046.365, 3.968533e-05, 768.556, 1243.154, 71.63777, 2006.485, 1059.432, 528.3393, 1392.374, 2.084659, 1290.081, 362.2171, 2428.169, 0.07701328
161.5, 426.7928, 92.6114, 297.5566, 473.3916, 0.7566371, 0.0002352548, 344.4333, 175.6662, 132.3086, 3747.99, 2502.155, 2447.747, 250.7944, 3.52454, 1616.162, 3453.172, 281.9921, 303.5776, 363.1844, 91.61954, 434.6876, 269.3069, 468.4525, 0.0001815557, 2062.561, 8.209281, 896.9041, 0.03937392, 9.255401, 1788.137, 1031.976, 518.4995, 3184.923, 714.9717, 1882.895, 3.322737, 750.1194, 2564.93, 827.6503, 5199.831, 1717.678, 361.025, 2002.326, 1237.876, 797.1458, 1791.834, 310.7609, 108.9563, 522.9069, 2025.528, 2033.551, 0.04675372, 336.2051, 1166.32, 222.7156, 447.5739, 1589.185, 1.918788, 960.0889, 210.0505, 3.101593, 554.7366, 2085.305, 3.790135e-05, 731.1577, 1188.088, 68.42801, 2001.976, 1194.731, 502.4234, 1457.884, 1.996979, 1232.438, 346.9225, 2469.802, 0.0738594
161.6, 408.139, 138.4684, 281.6377, 480.6451, 0.7213767, 0.0002252065, 328.9223, 167.9578, 125.2405, 3772.671, 2564.72, 2473.987, 239.0278, 3.354715, 1607.673, 3331.689, 293.5723, 405.5252, 347.3862, 87.54401, 415.3614, 370.6383, 564.2774, 0.0001734003, 2204.915, 7.767917, 858.2589, 0.03758803, 8.853173, 1828.892, 985.5264, 494.5966, 3222.331, 677.8317, 1798.332, 3.171466, 943.3907, 2458.26, 899.3715, 5277.846, 1819.334, 424.2072, 2148.191, 1282.488, 760.7542, 1764.149, 295.646, 103.8416, 497.1684, 2013.126, 2022.718, 0.04452226, 319.727, 1183.791, 213.0708, 427.2863, 1608.499, 1.833506, 914.8227, 200.707, 2.960801, 569.4874, 2092.478, 3.619756e-05, 695.5792, 1135.462, 65.36206, 2030.312, 1303.275, 477.7787, 1546.189, 1.912987, 1273.015, 332.2736, 2528.258, 0.07083468
161.7, 483.229, 169.8087, 266.5704, 544.938, 0.6877594, 0.0002155873, 314.1098, 160.5878, 118.55, 3729.204, 2555.352, 2522.362, 227.8133, 3.193073, 1621.023, 3404.389, 307.4365, 386.7454, 332.2752, 109.6285, 447.2038, 351.7511, 608.9304, 0.0001656113, 2304.558, 7.350282, 821.2789, 0.03588314, 8.468427, 1743.997, 1139.068, 471.7955, 3284.818, 784.6172, 1809.388, 3.027081, 898.0994, 2606.583, 857.9839, 5264.519, 1874.826, 405.1722, 2059.403, 1252.682, 835.0025, 1717.883, 281.2663, 98.96696, 472.6968, 1928.634, 2040.676, 0.04239731, 304.0565, 1267.001, 253.6701, 407.9183, 1536.476, 1.752014, 986.0937, 191.7791, 2.826399, 540.0317, 2033.757, 3.457037e-05, 661.732, 1191.692, 62.43348, 2032.665, 1266.603, 454.3429, 1497.695, 1.832527, 1332.051, 318.2433, 2420.867, 0.06793384
161.8, 462.1086, 161.4447, 252.3092, 519.1181, 0.6557087, 0.000206379, 299.9643, 153.5411, 112.2169, 3821.761, 2520.276, 2569.769, 217.1249, 3.039219, 1571.737, 3442.65, 342.5691, 368.8353, 317.8215, 104.7519, 427.3211, 333.8264, 758.377, 0.0001581721, 2233.158, 6.955101, 785.8922, 0.03425558, 8.1004, 1663.042, 1106.627, 515.8137, 3309.572, 743.8594, 1890.136, 2.889271, 893.1854, 2547.07, 889.965, 5417.827, 1895.149, 386.9913, 2062.755, 1291.04, 796.8828, 1705.619, 267.586, 94.32114, 449.4297, 1938.358, 2011.481, 0.04037378, 289.154, 1210.503, 242.6848, 425.3938, 1467.677, 1.674144, 960.9604, 183.2483, 2.698098, 584.4756, 2120.44, 3.301632e-05, 756.3789, 1199.093, 59.63612, 2007.656, 1281.031, 432.0566, 1469.288, 1.755452, 1317.599, 304.8055, 2318.037, 0.06515178
161.9, 441.9113, 153.4927, 238.811, 494.5216, 0.6251517, 0.000197564, 286.4558, 146.8036, 106.2222, 3821.008, 2495.764, 2481.604, 206.938, 2.892778, 1548.644, 3471.381, 327.2087, 351.7546, 303.9965, 174.1511, 408.3224, 316.8152, 737.3601, 0.0001510671, 2226.033, 6.581167, 778.8189, 0.03270184, 7.748368, 1704.606, 1056.817, 555.9973, 3380.52, 824.6714, 1834.616, 2.757734, 955.1128, 2642.6, 849.0103, 5319.063, 1813.65, 369.6262, 1977.497, 1233.239, 822.082, 1630.07, 254.5711, 89.89342, 605.362, 1965.409, 1991.488, 0.03844683, 274.9819, 1190.619, 232.1753, 406.1116, 1401.959, 1.599735, 915.6532, 175.097, 2.575622, 554.2447, 2104.602, 3.153213e-05, 767.4512, 1254.743, 56.9641, 2112.402, 1329.679, 410.8635, 1467.295, 1.681618, 1268.697, 291.935, 2510.857, 0.06248366
162, 422.5968, 145.9323, 226.0349, 471.0906, 0.5960187, 0.0001891256, 348.5758, 140.3618, 100.5477, 3871.623, 2538.269, 2542.966, 197.229, 2.753394, 1483.302, 3456.462, 312.5371, 417.0971, 290.7729, 166.4043, 390.1683, 364.4748, 726.1442, 0.0001442813, 2258.571, 6.227337, 912.716, 0.03121857, 7.411634, 1739.348, 1105.174, 530.3657, 3304.953, 781.8329, 1828.357, 2.632185, 909.2587, 2697.019, 828.8764, 5246.938, 1760.842, 353.0403, 2090.9, 1178.025, 792.8977, 1661.693, 242.1892, 85.67355, 575.5649, 2055.145, 1983.983, 0.03661184, 261.5045, 1236.912, 222.1209, 428.1154, 1470.47, 1.528633, 1045.55, 324.2263, 2.458705, 600.8239, 2014.474, 3.011466e-05, 730.1067, 1199.164, 54.41179, 2032.277, 1362.413, 390.71, 1545.083, 1.61089, 1270.884, 279.608, 2543.632, 0.05992481
162.1, 404.1265, 138.7443, 325.3252, 448.7697, 0.5682433, 0.0001810475, 332.8782, 134.2026, 95.17632, 3835.938, 2509.595, 2547.83, 187.9755, 2.620725, 1471.776, 3493.043, 412.9996, 397.7814, 278.1245, 159.0021, 372.8214, 345.9017, 693.905, 0.0001378003, 2253.204, 5.89253, 873.3896, 0.02980258, 7.089535, 1658.609, 1055.429, 505.9157, 3400.432, 810.6937, 1746.243, 2.512352, 865.606, 2662.347, 851.947, 5385.722, 1776.419, 337.1987, 2061.336, 1125.283, 876.34, 1588.09, 230.4095, 81.65176, 547.2345, 1968.89, 2009.735, 0.03486444, 248.6876, 1317.707, 306.727, 408.7097, 1573.169, 1.460692, 996.2543, 309.804, 2.347095, 652.9062, 2076.928, 2.876091e-05, 848.0476, 1291.78, 51.97385, 2081.787, 1298.004, 371.545, 1516.184, 1.543137, 1353.193, 267.8015, 2542.84, 0.05747074
162.2, 386.4634, 131.9104, 353.2024, 427.5064, 0.5417622, 0.0001733145, 338.0326, 128.3137, 90.09189, 3906.098, 2465.874, 2506.896, 229.0281, 2.494449, 1448.386, 3515.839, 394.4812, 379.3602, 266.0263, 151.9291, 481.9262, 328.2751, 730.9644, 0.0001316104, 2269.764, 5.575724, 982.7556, 0.02845082, 6.781433, 1649.987, 1110.021, 482.5928, 3366.515, 862.9815, 1667.817, 2.397975, 824.049, 2672.929, 898.1041, 5674.393, 1751.98, 322.0679, 2115.209, 1193.364, 836.3331, 1517.747, 219.2028, 77.81878, 520.2986, 2090.521, 2030.337, 0.03320044, 236.4989, 1340.451, 293.4441, 390.1838, 1502.727, 1.39577, 949.283, 296.0232, 2.240552, 698.8788, 2076.83, 2.746802e-05, 806.7812, 1234.56, 49.64513, 2153.765, 1315.196, 353.3201, 1464.757, 1.478233, 1292.729, 256.4936, 2434.829, 0.05511718
162.3, 369.5724, 125.4131, 401.3337, 431.965, 0.5165153, 0.0001659118, 322.8098, 122.6833, 85.27908, 3886.168, 2440.074, 2406.283, 218.2827, 2.374258, 1445.727, 3382.824, 376.7932, 457.9754, 254.4543, 145.1708, 460.4998, 311.5468, 698.5112, 0.0001256985, 2251.453, 5.27595, 940.4114, 0.02716037, 6.486721, 1702.26, 1060.058, 460.3452, 3421.729, 889.9967, 1703.058, 2.288805, 953.4921, 2561.768, 856.7748, 5450.739, 1676.638, 307.616, 2135.363, 1157.085, 862.8708, 1450.52, 288.0591, 136.8361, 494.6885, 2067.313, 2095.613, 0.03161585, 224.9076, 1343.4, 280.7365, 372.4975, 1435.44, 1.333734, 1055.533, 282.8555, 2.138845, 662.7307, 1987.892, 2.623324e-05, 767.5229, 1229.458, 47.42076, 2146.159, 1364.579, 335.9892, 1469.124, 1.416059, 1419.983, 245.6631, 2534.236, 0.05286
162.4, 353.4196, 119.2358, 379.8628, 507.5137, 0.4924448, 0.0001588253, 368.1617, 117.2998, 80.72337, 3898.799, 2391.394, 2698.033, 208.0415, 2.259857, 1470.259, 3382.691, 359.8983, 436.7666, 243.3858, 138.7132, 440.0259, 351.3325, 764.8629, 0.0001200522, 2258.842, 4.992293, 899.8917, 0.02592845, 6.204817, 1623.243, 1055.543, 439.1231, 3418.853, 947.6588, 1764.674, 2.184605, 978.2068, 2670.444, 916.0358, 5550.528, 1712.201, 293.8127, 2104.771, 1221.119, 848.5638, 1605.899, 274.0484, 130.4126, 470.339, 2040.471, 2080.263, 0.03010689, 213.8844, 1300.652, 268.5791, 446.7526, 1484.179, 1.274454, 1005.767, 270.2734, 2.041755, 628.4521, 2082.483, 2.505398e-05, 730.1749, 1174.999, 45.29605, 2158.99, 1422.789, 319.5084, 1594.217, 1.3565, 1377.312, 235.2899, 2604.191, 0.05069526
162.5, 337.9727, 138.1307, 359.5406, 483.467, 0.4694962, 0.0001520415, 351.582, 112.1527, 76.41104, 3914.64, 2368.428, 2620.948, 198.2807, 2.150969, 1445.248, 3538.27, 419.4501, 449.5017, 232.7987, 132.5428, 420.4623, 360.9569, 759.7133, 0.0001146595, 2224.539, 4.723887, 948.099, 0.0247524, 5.935164, 1557.642, 1124.278, 496.2843, 3547.088, 955.8419, 1746.811, 2.085149, 931.244, 2837.388, 873.8814, 5726.009, 1818.967, 280.6287, 2115.71, 1166.448, 961.8461, 1534.767, 340.9489, 124.2906, 447.188, 1954.831, 2011.188, 0.02866996, 203.4015, 1242.654, 256.9482, 426.5022, 1417.722, 1.21781, 958.3475, 258.2511, 1.949072, 632.683, 2097.907, 2.392772e-05, 694.6442, 1233.892, 43.26654, 2269.475, 1385.44, 303.8359, 1549.727, 1.299446, 1315.77, 225.3548, 2493.574, 0.04861916
162.6, 323.201, 131.327, 340.3056, 460.5598, 0.4476169, 0.0001455474, 335.7491, 107.2313, 72.32908, 3830.808, 2391.755, 2549.731, 242.5573, 2.047328, 1384.269, 3573.042, 418.5229, 529.3041, 222.6721, 126.6468, 401.7686, 444.0049, 805.3647, 0.0001095091, 2212.266, 4.469912, 907.248, 0.0236297, 5.67723, 1593.964, 1073.673, 489.4758, 3448, 935.9277, 1668.36, 1.99022, 915.4254, 2806.159, 833.6669, 5649.066, 1958.375, 445.2744, 2083.395, 1142.716, 917.9356, 1466.786, 379.9272, 118.456, 425.1765, 2026.611, 2013.202, 0.0273016, 193.4323, 1209.757, 245.821, 407.1697, 1450.553, 1.163683, 913.1635, 246.7635, 1.860596, 599.9586, 2030.815, 2.285209e-05, 660.8425, 1233.542, 41.32796, 2172.724, 1501.416, 288.9323, 1574.78, 1.244792, 1368.969, 215.8391, 2499.429, 0.04662809
162.7, 309.075, 169.1187, 463.3067, 552.269, 0.4267573, 0.0001393307, 382.9848, 102.526, 222.9576, 3847.741, 2564.293, 2662.773, 239.0702, 1.94868, 1500.928, 3656.814, 399.7569, 504.7921, 212.986, 121.0132, 383.9059, 431.6732, 769.6084, 0.00010459, 2113, 4.229591, 868.1572, 0.02255792, 5.430505, 1519.974, 1222.582, 477.8826, 3494.18, 986.9066, 1710.394, 1.899613, 961.7422, 2761.418, 843.9017, 5552.474, 1899.03, 425.294, 1997.284, 1117.853, 969.499, 1401.817, 361.4482, 112.8953, 404.2485, 2132.502, 1946.073, 0.02599856, 183.9518, 1230.56, 235.1757, 388.7136, 1478.666, 1.111962, 947.7133, 284.9891, 1.776137, 641.1208, 1943.848, 2.182482e-05, 703.6747, 1178.902, 39.47625, 2147.043, 1430.436, 274.7597, 1515.816, 1.192437, 1432.499, 206.7253, 2428.298, 0.04471856
162.8, 295.5663, 160.7887, 515.3236, 526.1018, 0.4068697, 0.0001333795, 365.7376, 98.02705, 211.0469, 3907.95, 2507.645, 2646.509, 263.518, 1.854785, 1453.396, 3504.722, 428.9636, 481.4153, 203.7213, 115.6301, 366.8374, 493.2525, 817.7648, 9.989191e-05, 2187.054, 4.002192, 922.1266, 0.02153475, 5.194503, 1449.418, 1219.944, 545.3549, 3472.52, 1005.891, 1802.147, 1.813132, 915.5698, 2828.308, 843.1962, 5649.998, 1944.959, 406.2102, 2033.824, 1142.714, 929.5193, 1437.713, 363.5022, 107.5957, 384.3506, 2043.001, 1896.756, 0.0247577, 174.9359, 1204.568, 224.9913, 371.094, 1509.163, 1.06254, 990.4034, 363.3331, 1.695512, 623.743, 1860.604, 2.084372e-05, 669.4335, 1237.585, 37.70749, 2142.593, 1459.11, 261.2823, 1565.542, 1.142283, 1406.052, 197.9963, 2522.929, 0.04288723
162.9, 282.648, 152.869, 609.4525, 532.5023, 0.387909, 0.0001276825, 367.0606, 93.72557, 216.9474, 3822.579, 2435.324, 2766.92, 264.3675, 1.765415, 1392.072, 3563.938, 409.7295, 459.121, 194.8596, 110.4865, 440.1252, 468.1172, 802.7054, 9.540482e-05, 2088.919, 3.787018, 935.7557, 0.020558, 4.968757, 1523.05, 1165.034, 520.2139, 3428.973, 1053.657, 1757.877, 1.730587, 871.6141, 2815.475, 871.9308, 5681.587, 1861.318, 387.9828, 2067.487, 1180.021, 947.3467, 1374.031, 345.8221, 102.5448, 365.4321, 2198.189, 1902.157, 0.02357607, 166.362, 1150.854, 215.248, 354.273, 1483.034, 1.015315, 943.7079, 408.1153, 1.618546, 632.9326, 2033.817, 1.990673e-05, 636.8586, 1215.178, 36.01799, 2266.287, 1595.991, 248.4659, 1497.328, 1.094239, 1392.424, 281.0314, 2415.764, 0.0411309
163, 270.2944, 169.0002, 647.1752, 507.2717, 0.3698318, 0.0001222289, 350.5306, 89.61284, 234.5845, 4006.757, 2387.849, 2662.603, 379.6794, 1.680351, 1356.297, 3612.023, 523.3915, 476.8857, 186.3833, 105.5717, 455.2065, 444.2627, 902.3442, 9.11193e-05, 2110.737, 3.583412, 895.4365, 0.01962554, 4.752821, 1503.602, 1112.594, 496.2319, 3448.832, 998.9233, 1702.457, 1.651801, 829.7687, 2769.702, 910.0315, 5740.914, 1781.274, 438.3529, 2033.964, 1159.953, 904.0982, 1313.17, 329.0019, 97.73103, 347.4449, 2105.93, 1853.839, 0.02245084, 158.2082, 1194.481, 205.9267, 338.2146, 1416.628, 0.970188, 1022.577, 481.5221, 1.545074, 600.1954, 1946.721, 1.901186e-05, 605.8688, 1161.352, 34.40419, 2169.672, 1520.54, 236.2783, 1494.908, 1.048216, 1330.207, 358.0662, 2618.938, 0.03944649
163.1, 258.4807, 160.676, 667.0905, 583.3934, 0.3525971, 0.0001170082, 463.5197, 85.68057, 222.0528, 3928.059, 2415.24, 2706.957, 361.8659, 1.599386, 1399.109, 3721.716, 499.9233, 467.9712, 178.2758, 100.8755, 434.968, 617.419, 862.2822, 8.702627e-05, 2016.026, 3.390754, 881.155, 0.01873538, 4.54627, 1477.395, 1222.391, 473.3555, 3527.312, 1031.496, 1774.262, 1.576601, 789.9323, 2835.51, 891.0316, 5635.351, 1836.567, 418.6831, 2043.09, 1164.464, 915.9689, 1371.677, 382.4301, 93.14323, 330.343, 2023.545, 1827.801, 0.02137931, 150.4541, 1177.221, 197.009, 322.884, 1406.857, 0.927067, 974.365, 565.5209, 1.474938, 598.8464, 1989.906, 1.815722e-05, 576.3869, 1246.284, 32.86269, 2241.385, 1581.391, 462.1461, 1602.667, 1.004129, 1422.124, 342.9468, 2507.694, 0.03783106
163.2, 247.1833, 152.7618, 797.598, 578, 0.3361655, 0.0001120104, 442.6458, 81.92086, 343.8506, 3914.47, 2357.999, 2709.925, 344.8881, 1.522322, 1340.077, 3712.127, 548.3434, 499.2562, 170.521, 96.38826, 497.7362, 585.9563, 823.9988, 8.311711e-05, 2070.52, 3.208453, 843.1885, 0.01788559, 4.348696, 1432.972, 1241.882, 451.5337, 3529.777, 1124.128, 1694.578, 1.504825, 752.0084, 2803.781, 972.801, 5770.874, 1798.561, 416.4816, 1993.698, 1112.329, 998.7399, 1394.017, 387.0846, 88.77081, 314.0828, 2094.377, 1779.854, 0.02035892, 143.08, 1198.156, 244.0627, 360.9835, 1343.862, 0.8858627, 1033.102, 540.3653, 1.407985, 636.133, 1987.044, 1.7341e-05, 645.8509, 1269.453, 31.39026, 2196.047, 1571.323, 597.0569, 1560.091, 0.9618955, 1417.628, 328.4658, 2483.667, 0.03628179
163.3, 236.3798, 237.1609, 839.0605, 561.6465, 0.3204997, 0.0001072262, 422.7119, 78.32613, 325.4818, 4075.225, 2351.508, 2760.256, 328.7069, 1.448971, 1283.534, 3746.75, 523.7564, 523.5999, 163.1034, 92.10059, 475.6068, 556.0969, 816.4092, 7.938354e-05, 1996.646, 3.035954, 940.9774, 0.01707435, 4.159708, 1366.456, 1185.984, 430.7178, 3601.365, 1065.734, 1701.083, 1.436316, 715.9051, 2937.33, 928.0344, 5969.598, 1816.818, 444.8121, 2082.456, 1062.529, 953.1452, 1454.871, 368.2575, 84.60363, 298.623, 2108.564, 1793.005, 0.01938723, 136.0674, 1144.728, 319.7129, 344.6208, 1367.024, 0.8464897, 984.3937, 516.3287, 1.344071, 734.3763, 1993.304, 1.656146e-05, 614.4235, 1213.222, 29.98381, 2254.902, 1673.965, 567.7703, 1544.728, 0.9214385, 1354.286, 314.5963, 2378.17, 0.03479596
163.4, 226.0484, 225.4794, 794.1718, 617.2278, 0.3055639, 0.0001026463, 403.6757, 74.88913, 308.0941, 4013.165, 2371.399, 2697.879, 313.2849, 1.379154, 1283.309, 3699.38, 520.2267, 570.6229, 156.0085, 88.00366, 454.4613, 527.7591, 908.884, 7.581768e-05, 2029.266, 2.872728, 973.3385, 0.01629991, 3.978932, 1420.979, 1294.469, 509.0092, 3535.373, 1092.677, 1797.578, 1.370926, 681.5352, 2815.174, 936.5909, 5841.461, 1905.824, 424.8525, 2067.424, 1137.722, 971.0919, 1390.429, 461.097, 80.63207, 283.9243, 2186.772, 1744.071, 0.01846192, 129.3984, 1093.683, 305.8676, 328.9999, 1347.937, 0.8088667, 1070.439, 493.3613, 1.283059, 696.3921, 2010.048, 1.581697e-05, 584.5253, 1351.94, 28.64037, 2158.772, 1762.048, 539.9203, 1614.652, 0.8826832, 1450.453, 301.3124, 2562.958, 0.03337098
163.5, 216.1685, 214.3733, 886.6466, 629.6229, 0.2913241, 9.8262e-05, 509.5453, 71.60295, 291.6354, 4010.722, 2272.111, 2822.31, 298.5864, 1.312701, 1237.329, 3708.404, 534.0182, 659.613, 149.2223, 84.08897, 473.2067, 500.8653, 902.9108, 7.2412e-05, 1980.669, 2.718279, 931.4, 0.01556059, 3.806013, 1355.019, 1236.204, 505.8802, 3528.465, 1068.143, 1805.299, 1.308514, 762.4966, 2925.94, 964.719, 5870.172, 1861.093, 405.7885, 2037.6, 1210.541, 926.7593, 1328.841, 449.1686, 76.84695, 383.7794, 2137.24, 1762.351, 0.01758078, 123.0563, 1044.914, 292.622, 322.4069, 1481.028, 0.7729158, 1174.377, 471.4155, 1.224816, 660.3725, 1950.955, 1.510595e-05, 577.335, 1292.056, 27.35712, 2306.835, 1695.71, 513.4363, 1657.501, 0.8455579, 1385.644, 288.5895, 2490.946, 0.03200436
163.6, 206.7205, 203.8142, 839.2121, 599.7905, 0.277748, 9.406498e-05, 486.5986, 68.46098, 276.0559, 3972.891, 2280.747, 2933.08, 284.5775, 1.249451, 1238.461, 3698.778, 510.0735, 629.0665, 142.7312, 80.34843, 542.7058, 475.342, 862.8236, 6.915929e-05, 2028.399, 2.572133, 942.1594, 0.0148548, 3.640609, 1301.326, 1214.34, 497.9025, 3547.662, 1042.844, 1802.819, 1.248942, 823.2107, 2933.19, 1004.269, 6102.548, 1921.776, 387.58, 2202.967, 1200.694, 965.4095, 1269.982, 485.9167, 73.23952, 456.2008, 2047.539, 1803.317, 0.01674168, 117.0251, 1117.793, 279.9499, 307.7928, 1414.713, 0.7385629, 1119.008, 450.4459, 1.169217, 736.3359, 2034.151, 1.442689e-05, 670.6631, 1333.803, 26.13137, 2235.177, 1667.67, 488.2514, 1585.281, 0.809994, 1323.73, 276.4037, 2544.935, 0.03069371
163.7, 197.6854, 209.5487, 794.3152, 656.8545, 0.2648045, 9.004722e-05, 464.6854, 65.45687, 261.3087, 4093.732, 2219.142, 2802.183, 271.2259, 1.189248, 1186.206, 3709.153, 487.2025, 599.9345, 136.5225, 76.77427, 518.5771, 451.1194, 882.1464, 6.60527e-05, 2040.317, 2.433845, 916.0314, 0.01418103, 3.482393, 1290.034, 1159.681, 474.9491, 3496.975, 1075.093, 1721.852, 1.192083, 823.9214, 2921.948, 958.0544, 6118.658, 1864.691, 409.8034, 2144.772, 1181.453, 921.3364, 1324.24, 550.7637, 69.80144, 433.7458, 2151.284, 1767.482, 0.01594264, 111.2894, 1067.949, 267.8266, 355.0388, 1351.366, 0.7057368, 1090.961, 430.4091, 1.116142, 698.2504, 1998.326, 1.377835e-05, 638.0283, 1274.722, 24.96055, 2346.689, 1588.83, 464.3019, 1750.027, 0.775926, 1462.147, 264.7326, 2542.472, 0.02943673
163.8, 189.0452, 248.8173, 877.2483, 625.7319, 0.2524642, 8.620107e-05, 443.759, 62.58459, 247.3493, 4048.857, 2214.114, 2800.223, 258.5007, 1.131945, 1205.79, 3720.926, 567.5901, 682.7125, 130.5839, 73.3591, 547.602, 428.1311, 842.9811, 6.308565e-05, 2033.931, 2.302992, 876.5621, 0.01353781, 3.331053, 1334.685, 1160.816, 583.1597, 3573.089, 1019.246, 1740.694, 1.137812, 823.0087, 2943.524, 913.9664, 5965.523, 1829.869, 391.4147, 2138.664, 1190.84, 885.8438, 1265.584, 523.9755, 66.52474, 412.396, 2213.736, 1689.934, 0.01518173, 105.8349, 1079.099, 256.2283, 476.3861, 1427.825, 0.6743696, 1039.524, 411.2636, 1.065476, 662.1347, 1912.75, 1.315897e-05, 606.9816, 1307.222, 23.84218, 2246.646, 1582.888, 441.5271, 1673.776, 0.7432908, 1396.815, 253.5542, 2601.355, 0.02823122
163.9, 180.7827, 263.808, 830.3165, 596.0839, 0.240699, 8.25192e-05, 423.7749, 59.83834, 234.1356, 3977.732, 2255.958, 2756.035, 246.3725, 1.077404, 1233.281, 3640.522, 542.1401, 651.0962, 124.9036, 70.09585, 597.58, 406.3142, 842.0241, 6.025188e-05, 1998.482, 2.179173, 856.4329, 0.01292377, 3.18629, 1272.731, 1182.267, 556.2759, 3604.336, 992.6918, 1791.317, 1.086012, 783.4968, 2821.11, 946.2207, 5940.834, 1751.177, 373.8511, 2150.921, 1163.977, 929.8311, 1209.527, 498.4903, 63.40187, 524.4564, 2203.415, 1789.516, 0.01445714, 100.6477, 1111.141, 245.1323, 620.6595, 1548.795, 0.6443967, 1099.341, 392.9697, 1.01711, 707.278, 1900.249, 1.256744e-05, 745.8096, 1325.202, 22.77392, 2150.869, 1543.181, 419.8695, 1664.717, 0.7120283, 1383.773, 242.8479, 2490.858, 0.02707509
