 , C000, C001, C002, C004, C005, C007, C008, C009, C010, C011, C013, C014, C015, C016, C017, C018, C019, C024, C025, C026, C030, C031, C032, C033, C034, C035, C036, C037, C038, C040, C041, C044, C045, C047, C048, C050, C055, C058, C066, C068, C072, C079, C091
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
5.5, 69.80844, 203.007, 277.6902, 580.5059, 388.5264, 1403.765, 208.7952, 2542.646, 2151.299, 209.3622, 398.0825, 1913.565, 63.47631, 532.5019, 386.9758, 111.7372, 505.5627, 1135.189, 840.2365, 1314.589, 618.4238, 1308.388, 857.3523, 728.9832, 0, 393.9573, 2416.719, 2561.437, 460.2411, 0, 841.4512, 1493.032, 0, 1491.433, 1328.347, 0, 0, 1349.919, 602.8563, 478.1552, 2827.134, 5.722046e-06, 712.8975
5.6, 66.80549, 251.6669, 264.9544, 551.8554, 366.9058, 1482.943, 199.606, 2418.715, 2129.531, 198.3656, 412.8831, 1838.755, 60.49285, 505.9547, 370.4286, 106.6655, 539.8585, 1079.242, 890.2139, 1286.928, 592.5198, 1253.485, 879.5947, 699.0491, 0, 377.6808, 2359.822, 2449.231, 438.1437, 0, 880.4414, 1425.275, 0, 1428.102, 1270.915, 0, 0, 1464.494, 592.8268, 456.7357, 2801.093, 4.768372e-06, 676.7591
5.7, 145.1257, 240.2287, 252.8027, 535.8718, 346.4883, 1483.708, 190.8212, 2423.179, 2043.224, 187.9466, 391.3564, 1964.766, 137.9354, 480.7308, 354.589, 101.824, 512.0017, 1026.053, 850.2773, 1419.082, 567.7007, 1200.885, 893.6447, 670.3441, 0, 362.0768, 2364.39, 2543.082, 417.1073, 0, 856.6887, 1408.988, 0, 1367.46, 1215.965, 0, 0, 1527.999, 568.7253, 436.2758, 2676.44, 3.814697e-06, 642.4526
5.8, 138.8828, 229.3103, 301.7482, 509.4241, 392.7063, 1393.766, 209.8047, 2424.708, 2056.84, 252.1167, 370.952, 1957.6, 131.4522, 456.7646, 339.4267, 97.20232, 537.3043, 975.4843, 905.433, 1349.717, 543.9212, 1150.493, 837.5028, 642.8178, 0, 347.1176, 2293.827, 2487.1, 397.0809, 0, 808.347, 1603.846, 0, 1309.393, 1163.392, 0, 0, 1553.29, 574.3771, 416.7325, 2754.864, 3.814697e-06, 609.8852
5.9, 156.6945, 218.8882, 287.9091, 522.08, 374.2646, 1309.275, 200.571, 2407.354, 2219.252, 238.8745, 368.1741, 2096.732, 125.2738, 433.9931, 324.9127, 92.79037, 509.5793, 1073.807, 864.8137, 1313.588, 521.1378, 1293.853, 858.017, 616.4218, 0, 332.7763, 2428.99, 2483.535, 378.016, 0, 786.0217, 1564.868, 0, 1253.792, 1202.888, 0, 0, 1625.57, 551.0258, 398.0645, 2806.312, 3.814697e-06, 578.9688
6, 149.954, 227.2899, 349.7328, 583.603, 396.1552, 1229.907, 306.1355, 2543.294, 2115.309, 350.1576, 402.3932, 1989.768, 119.3858, 412.3568, 311.0193, 88.57868, 529.036, 1065.435, 1011.229, 1502.687, 499.3087, 1353.286, 804.1133, 591.1098, 0, 319.0276, 2320.135, 2374.742, 359.8665, -7.629395e-06, 879.8773, 1553.711, 0, 1237.198, 1201.96, 0, 0, 1901.318, 528.6237, 380.2329, 3039.795, 4.768372e-06, 549.6195
6.1, 143.5034, 250.513, 333.6929, 638.9708, 374.1101, 1155.35, 292.6622, 2439.528, 2187.946, 367.5333, 381.4135, 1888.261, 153.8904, 391.7993, 297.7201, 84.55816, 501.7377, 1191.365, 965.8639, 1429.236, 478.394, 1375.763, 753.5961, 566.8371, 0, 305.8469, 2473.5, 2464.631, 342.5883, -7.629395e-06, 830.227, 1717.027, 0, 1184.663, 1149.992, 0, 0, 1945.032, 507.1324, 363.2, 2973.872, 4.768372e-06, 730.685
6.2, 137.3303, 239.1272, 435.5612, 607.4348, 353.2917, 1085.313, 279.7819, 2518.851, 2227.302, 348.2289, 361.5275, 1853.232, 146.6574, 372.2666, 284.9895, 80.72012, 755.5305, 1132.649, 922.5336, 1359.375, 458.3553, 1424.812, 706.2526, 840.1439, 0, 293.2107, 2362.649, 2647.753, 326.1398, -7.629395e-06, 783.3785, 1796.603, 0, 1134.358, 1210.482, 0, 0, 1953.971, 519.8825, 346.9301, 2974.121, 4.768372e-06, 785.7474
6.3, 131.4228, 264.5677, 415.5849, 687.7432, 333.6319, 1019.521, 267.4685, 2543.242, 2122.982, 329.9385, 342.6783, 1758.69, 139.7643, 353.7076, 272.8033, 77.05629, 716.545, 1126.06, 881.1471, 1292.929, 439.1561, 1365.023, 661.8834, 805.6451, 0, 281.0966, 2446.782, 2656.8, 310.481, -7.629395e-06, 768.5096, 1863.56, 0, 1146.351, 1257.009, 0, 0, 1909.11, 558.5186, 331.3891, 2992.864, 3.814697e-06, 745.916
6.4, 125.7694, 252.5431, 396.5248, 653.8, 315.0661, 957.7178, 255.697, 2419.282, 2196.019, 312.6088, 324.8119, 1668.971, 133.1952, 336.074, 261.1382, 73.55876, 679.5712, 1070.563, 841.6173, 1229.731, 420.761, 1307.743, 620.3016, 772.563, 0, 269.4831, 2337.129, 2540.417, 295.5739, -7.629395e-06, 762.328, 1778.987, 287.0938, 1097.674, 1354.372, 0, 0, 1886.589, 535.812, 458.5204, 2859.677, 3.814697e-06, 708.1038
6.5, 120.3592, 248.4682, 378.3388, 657.3787, 297.5334, 995.6284, 244.4436, 2301.364, 2093.164, 296.1893, 307.877, 1670.742, 126.9349, 319.3194, 249.9718, 70.21999, 644.5052, 1200.961, 803.861, 1169.621, 403.1364, 1252.867, 581.3321, 740.8393, 0, 258.3493, 2232.39, 2565.168, 281.3827, -1.144409e-05, 847.1369, 1734.949, 377.8766, 1051.063, 1390.419, 0, 0, 1818.224, 514.0284, 437.9805, 2945.172, 2.861023e-06, 672.2083
6.6, 115.1817, 237.1754, 360.987, 624.9341, 280.9763, 973.1522, 233.6855, 2189.194, 2150.531, 311.3764, 291.8251, 1712.789, 120.9688, 303.4001, 352.4727, 67.03275, 611.2487, 1141.772, 767.7983, 1112.45, 386.2501, 1313.396, 642.7266, 710.4183, 0, 247.6755, 2250.39, 2452.799, 267.8727, -3.814697e-06, 799.3342, 1884.153, 356.8773, 1006.431, 1587.51, 0, 0, 1762.999, 493.1306, 483.0564, 2861.891, 3.33786e-06, 638.1325
6.7, 110.2269, 226.3958, 344.4309, 594.0908, 265.3406, 1058.07, 223.4008, 2208.567, 2181.917, 316.583, 276.61, 1668.147, 115.2831, 382.5125, 360.138, 63.99017, 579.7083, 1157.595, 774.1765, 1237.307, 370.0711, 1258.282, 602.3483, 681.2465, 0, 237.4427, 2149.538, 2453.68, 255.0115, -3.814697e-06, 754.2289, 1798.646, 337.0449, 963.6946, 1518.873, 0, 0, 1892.093, 537.7297, 461.4174, 2865.482, 2.861023e-06, 605.7841
6.8, 105.4853, 216.1061, 328.6342, 564.7698, 299.9593, 993.9294, 244.6261, 2310.312, 2079.723, 299.9547, 262.1883, 1608.944, 144.0733, 490.9597, 344.7384, 61.08571, 549.7952, 1179.52, 804.5325, 1275.177, 354.5698, 1205.481, 564.5067, 653.2725, 0, 227.6327, 2174.568, 2587.099, 242.7677, -3.814697e-06, 711.6688, 1717.019, 318.3146, 922.7729, 1453.203, 0, 0, 1843.94, 526.0221, 440.7478, 2827.126, 2.861023e-06, 816.1354
6.9, 141.7123, 206.2841, 313.5619, 569.5803, 291.7814, 994.1631, 240.3453, 2237.068, 2312.133, 340.7968, 248.5184, 1684.554, 137.3017, 466.4834, 329.9973, 58.31307, 521.4257, 1121.388, 768.4398, 1212.847, 339.7178, 1281.076, 662.4848, 626.4473, 0, 218.228, 2198.082, 2591.535, 231.1118, 0, 848.0754, 1817.41, 300.6252, 883.589, 1437.99, 0, 0, 1760.547, 504.6366, 421.0041, 2790.817, 2.861023e-06, 774.7635
7, 135.6163, 196.9086, 299.1809, 541.4689, 288.4601, 933.8969, 229.7676, 2240.935, 2286.264, 322.8968, 235.5613, 1846.338, 130.8483, 443.2274, 315.8866, 55.66628, 494.5201, 1066.121, 733.9662, 1153.563, 325.4879, 1227.318, 620.8652, 600.7235, 0, 209.2119, 2174.507, 2520.699, 220.0155, 0, 800.2197, 1915.636, 424.9085, 860.6611, 1528.63, 0, 0, 1812.621, 484.1205, 402.1448, 2734.555, 2.861023e-06, 735.489
7.1, 129.7825, 203.4583, 285.4595, 551.4056, 356.2749, 877.2841, 219.6553, 2354.23, 2279.938, 305.9369, 223.2797, 1885.383, 139.7984, 421.1308, 302.3792, 53.13963, 469.0028, 1013.578, 701.0392, 1097.177, 311.8541, 1175.817, 581.8602, 782.4371, 0, 200.5682, 2178.228, 2410.278, 209.452, 0, 755.0645, 1828.7, 401.2954, 851.6067, 1462.538, 0, 0, 1810.578, 472.9879, 384.1304, 2776.004, 2.861023e-06, 698.2054
7.2, 181.4331, 194.2112, 272.3674, 524.1913, 336.449, 880.138, 209.9881, 2574.461, 2309.785, 289.8679, 211.6384, 1789.201, 161.7711, 400.1358, 373.032, 50.72766, 444.8022, 1061.742, 669.5894, 1104.919, 298.7914, 1197.756, 739.0997, 750.308, 0, 192.2817, 2137.249, 2371.125, 199.3957, -3.814697e-06, 712.4572, 1745.709, 378.9946, 815.4447, 1432.033, 0, 0, 1754.248, 453.7585, 366.9229, 2684.714, 2.861023e-06, 662.8117
7.3, 173.6284, 245.121, 357.4359, 498.3202, 317.7264, 826.784, 220.8704, 2464.521, 2201.602, 274.6428, 305.2159, 1792.609, 154.1677, 507.5506, 357.081, 48.42516, 421.8504, 1072.045, 639.5505, 1134.961, 286.2758, 1147.495, 786.3544, 719.4982, 0, 184.3375, 2212.944, 2326.409, 189.8222, 0, 746.7344, 1666.485, 357.9331, 780.8182, 1370.118, 0, 0, 1738.411, 435.3109, 350.4862, 2755.789, 2.861023e-06, 629.2122
7.4, 166.1594, 233.9803, 341.0427, 473.7259, 300.0457, 811.528, 266.5547, 2344.398, 2217.686, 260.2174, 289.3026, 1701.16, 146.9216, 482.2472, 341.8121, 46.22718, 400.0829, 1093.582, 610.8592, 1196.399, 274.2845, 1218.379, 736.9528, 689.9536, 0, 176.7216, 2178.605, 2437.762, 180.7083, 3.814697e-06, 749.3453, 1590.856, 338.0421, 946.7748, 1310.879, 0, 0, 1659.791, 417.6133, 334.7859, 2716.756, 2.861023e-06, 597.316
7.5, 159.0117, 259.0359, 325.4013, 450.3454, 283.3488, 936.9131, 254.8234, 2289.578, 2177.628, 246.5497, 317.2617, 1614.376, 140.0161, 963.9185, 327.1962, 44.12896, 379.4386, 1213.373, 583.455, 1225.156, 262.7954, 1219.251, 887.2624, 661.6221, 0, 169.4203, 2080.97, 2330.974, 172.032, 0, 784.2709, 1798.513, 319.2564, 922.6661, 1505.9, 0, 0, 1806.505, 474.5191, 319.7888, 2743.941, 2.861023e-06, 567.0367
7.6, 152.1715, 364.7535, 310.4774, 567.4817, 267.5811, 927.9837, 243.6085, 2177.982, 2166.569, 233.5999, 300.7205, 1648.078, 150.7222, 1131.346, 313.2052, 42.12598, 359.8595, 1153.573, 668.0217, 1165.271, 251.7876, 1168.088, 831.5215, 634.454, 0, 162.4206, 1987.711, 2228.864, 163.7723, 0, 870.3094, 1716.892, 301.5146, 1019.553, 1470.745, 0, 0, 1761.463, 455.2275, 305.4636, 2678.416, 2.861023e-06, 538.2922
7.7, 145.6256, 348.1755, 296.2379, 539.4739, 252.6909, 871.7293, 232.8871, 2297.184, 2065.093, 221.3303, 285.0417, 1695.446, 148.3222, 1074.944, 299.8125, 40.21391, 341.2907, 1096.72, 749.458, 1219.067, 241.2409, 1119.072, 779.2825, 710.425, 0, 155.7102, 2126.647, 2443.873, 155.9092, 0, 821.1991, 1727.245, 284.7589, 976.2597, 1574.327, 0, 0, 1833.837, 436.7201, 291.7801, 2721.347, 2.861023e-06, 761.1287
7.8, 139.3612, 332.351, 282.6514, 512.8485, 238.6292, 818.8851, 222.6375, 2185.217, 2148.026, 209.7051, 323.093, 1608.953, 141.3508, 1197.505, 286.9924, 38.38862, 323.6801, 1042.669, 715.8361, 1188.046, 231.136, 1180.536, 730.3253, 681.2529, 0, 149.277, 2090.025, 2336.817, 148.4236, -1.907349e-06, 868.5672, 1648.858, 268.9343, 989.726, 1687.99, 0, 0, 1831.767, 418.9652, 278.7095, 2600.243, 2.861023e-06, 722.5453
7.9, 152.2708, 317.2457, 269.688, 487.5372, 225.3501, 916.4337, 212.8391, 2187.653, 2092.911, 198.6905, 306.2477, 1830.175, 205.7072, 1137.805, 274.7206, 36.64619, 306.9781, 1106.845, 683.7224, 1244.604, 221.4543, 1240.042, 684.4437, 856.9563, 0, 143.1095, 2015.854, 2282.725, 141.2974, 1.907349e-06, 858.8798, 1640.942, 253.989, 947.699, 1615.008, 0, 0, 1748.925, 401.9321, 266.2245, 2663.599, 2.861023e-06, 685.9178
8, 174.7136, 302.8269, 331.8107, 463.475, 212.8098, 860.8795, 203.4719, 2137.378, 2150.892, 188.2544, 324.1903, 1747.064, 259.664, 1081.081, 262.9734, 34.98285, 291.1381, 1052.295, 817.3825, 1273.886, 212.1782, 1188.006, 641.4445, 821.7672, 0, 137.1969, 2124.057, 2322.356, 134.5133, 0, 848.7521, 1636.122, 239.8744, 928.0998, 1667.054, 0, 0, 1887.436, 389.8106, 402.7532, 2639.635, 2.861023e-06, 651.1471
8.1, 167.1979, 289.0635, 316.5927, 510.6187, 200.9675, 808.6929, 215.9842, 2033.2, 2064.657, 178.3665, 307.2878, 1673.928, 247.4595, 1027.185, 251.7286, 33.395, 276.1153, 1153.542, 846.4453, 1244.317, 203.2906, 1138.154, 601.1467, 788.0231, 0, 131.5286, 2141.044, 2220.624, 128.055, 1.907349e-06, 833.1486, 1676.506, 226.5441, 888.6896, 1636.366, 0, 0, 1802.076, 373.9628, 384.7115, 2644.426, 2.384186e-06, 618.1389
8.199999999999999, 160.0056, 275.9256, 302.0728, 485.4174, 189.7841, 894.5547, 206.4785, 1996.527, 2050.234, 168.998, 291.2666, 1588.533, 235.8286, 975.9755, 240.9646, 31.87922, 261.8677, 1133.451, 830.9617, 1205.354, 194.7753, 1090.394, 563.3806, 755.6646, 0, 126.0945, 2045.093, 2246.548, 121.9067, 3.814697e-06, 938.8461, 1600.422, 213.9545, 850.9529, 1565.616, 0, 0, 1720.576, 358.7593, 367.478, 2655.825, 2.384186e-06, 695.848
8.300000000000001, 153.1226, 263.3848, 380.4385, 461.4599, 179.223, 840.3268, 197.3913, 1947.328, 2072.003, 245.3793, 323.6572, 1606.813, 224.7443, 927.3193, 230.6609, 30.43225, 248.3553, 1110.634, 793.6833, 1146.436, 186.6167, 1044.638, 527.9871, 724.6348, 0, 120.8848, 1953.441, 2310.524, 116.0537, 1.907349e-06, 885.8682, 1679.051, 202.0647, 814.8186, 1567.469, 0, 0, 1642.762, 344.1739, 351.0164, 2609.041, 2.145767e-06, 767.1646
8.4, 176.2536, 265.9851, 384.1072, 438.6848, 169.2497, 935.4257, 188.7039, 1927.221, 2113.052, 308.3485, 306.7825, 1551.078, 339.9931, 993.4304, 220.7978, 29.05095, 235.5402, 1198.231, 936.2189, 1167.788, 178.7998, 1000.803, 494.8171, 815.4471, 367.4481, 115.8904, 1865.897, 2289.703, 110.4816, 1.907349e-06, 835.8799, 1660.397, 190.8355, 780.2188, 1654.23, 0, 0, 1722.773, 330.1815, 335.2923, 2604.816, 1.907349e-06, 728.2752
8.5, 168.6717, 341.7347, 378.3419, 417.0337, 159.8313, 955.8147, 180.3989, 1833.287, 2139.674, 292.1528, 321.6117, 1688.339, 324.013, 943.9041, 211.3564, 27.73235, 223.3863, 1139.177, 894.2185, 1140.031, 171.3103, 958.8063, 463.731, 781.9625, 350.3255, 111.1024, 2034.279, 2271.178, 105.1771, 1.907349e-06, 788.7123, 1678.119, 180.2304, 747.0881, 1765.001, 0, 0, 1848.287, 316.7579, 320.2726, 2602.1, 1.66893e-06, 691.3572
8.6, 173.6889, 326.203, 425.1273, 579.3991, 220.866, 923.2614, 248.3735, 2014.029, 2202.879, 276.8077, 304.8436, 1687.79, 308.784, 1017.499, 202.3188, 26.47359, 211.8595, 1221.63, 854.1023, 1084.306, 164.1346, 1109.098, 434.5978, 749.8528, 334.0009, 106.5122, 2098.843, 2332.693, 100.1273, 1.907349e-06, 850.8683, 1668.572, 170.2146, 715.3643, 1688.689, 0, 0, 2221.067, 303.88, 305.9257, 2775.957, 1.430511e-06, 656.3107
8.699999999999999, 268.0707, 311.3771, 417.464, 714.1351, 218.3352, 867.2933, 237.4424, 1915.863, 2190.877, 262.2686, 288.9498, 1601.688, 345.6147, 966.7731, 376.3556, 25.27198, 200.9276, 1161.423, 905.4888, 1205.162, 157.2594, 1100.577, 407.2948, 798.492, 318.437, 102.1116, 2004.782, 2321.746, 204.2568, 1.907349e-06, 802.8549, 1745.739, 160.7555, 684.9875, 1650.901, 0, 0, 2571.839, 291.5258, 292.2215, 2850.76, 1.66893e-06, 623.0408
8.800000000000001, 319.5067, 297.2251, 425.2006, 678.8893, 681.0532, 1015.724, 226.9924, 1822.482, 2528.864, 385.5507, 498.9415, 1810.559, 424.0711, 918.5757, 372.6992, 24.1249, 190.5597, 1199.207, 864.8669, 1458.691, 150.6722, 1115.563, 381.7072, 806.2988, 303.5983, 97.89285, 2088.506, 2332.729, 194.4499, 1.907349e-06, 757.551, 1737.096, 151.822, 655.9007, 1618.684, 369.533, 0, 2904.619, 279.6737, 279.1311, 2966.027, 1.907349e-06, 591.4575
8.9, 305.7625, 1010.456, 495.6498, 865.0266, 2140.691, 1014.789, 330.8264, 1923.978, 3576.603, 365.3, 739.2585, 1771.22, 404.1392, 872.7812, 459.9748, 167.0673, 180.7268, 1412.502, 826.0675, 1387.391, 144.361, 1068.751, 357.727, 818.2527, 385.7, 93.84837, 2249.813, 2433.48, 293.9533, 1.907349e-06, 999.2255, 1711.709, 143.3849, 947.6884, 1591.959, 1106.826, 0, 3131.195, 268.3036, 266.6272, 3142.884, 1.430511e-06, 929.1978
9, 292.6096, 1931.998, 472.9177, 849.95, 3357.277, 1318.057, 336.8518, 1945.152, 4330.852, 572.5167, 770.9738, 1710.383, 385.1442, 1042.206, 440.3061, 215.689, 171.4013, 1739.719, 833.8611, 1730.489, 138.3141, 1023.903, 335.2533, 985.2423, 474.7689, 89.97101, 2491.177, 2326.88, 455.2387, 0, 1116.822, 1634.028, 414.3689, 1210.84, 1523.129, 1473.519, 0, 3334.117, 257.3956, 347.7282, 3271.871, 1.430511e-06, 882.0946
9.1, 280.0223, 2111.033, 451.2281, 808.0012, 3284.414, 1238.156, 363.5117, 1850.344, 4381.395, 562.7288, 801.7298, 1632.59, 367.0419, 1023.411, 421.4785, 205.8991, 162.5569, 1653.978, 904.283, 1645.903, 132.5205, 980.9373, 314.1915, 944.7855, 452.6454, 86.25383, 2527.423, 2523.837, 433.3815, 1.907349e-06, 1053.801, 1559.872, 391.3416, 1210.016, 1457.275, 1461.417, 0, 3266.712, 246.9312, 388.7019, 3154.931, 1.430511e-06, 837.3792
9.199999999999999, 267.9767, 2073.399, 430.5333, 789.5398, 3327.584, 1329.48, 347.5133, 1845.091, 4476.157, 686.2697, 759.9296, 1549.304, 349.7905, 972.3897, 403.456, 196.5535, 154.169, 1690.871, 863.7153, 1565.451, 126.9696, 939.7745, 294.4529, 905.9898, 457.8493, 82.69024, 2576.782, 2413.278, 412.5737, 1.907349e-06, 994.3365, 1653.579, 369.5939, 1158.634, 1497.239, 1413.562, 0, 3131.583, 236.8922, 597.0093, 3195.261, 1.192093e-06, 794.9305
9.300000000000001, 256.4491, 2111.811, 410.7876, 750.5725, 3993.366, 1346.27, 385.7265, 1821.189, 4338.961, 650.224, 720.3087, 1665.246, 333.3499, 1093.322, 386.2041, 187.632, 146.2139, 1607.537, 824.9675, 1488.932, 121.6511, 900.3391, 275.9544, 868.7873, 629.4531, 79.27387, 2461.303, 2553.637, 392.765, 0, 938.2275, 1578.535, 349.0548, 1109.435, 1691.429, 1561.086, 0, 3205.025, 227.2613, 570.2657, 3259.101, 1.192093e-06, 754.6336
9.4, 245.4174, 2285.824, 391.9475, 722.8513, 4370.044, 1264.659, 378.7528, 1920.285, 4349.002, 616.0715, 682.7535, 1585.799, 410.9003, 1038.816, 369.6899, 179.1156, 138.6692, 1647.931, 787.9581, 1416.153, 116.5555, 862.5585, 258.618, 833.1124, 608.6429, 75.99866, 2461.01, 2441.773, 373.9073, 0, 1072.555, 1506.898, 329.6571, 1062.325, 1639.098, 1493.366, 0, 3168.911, 218.0219, 544.7202, 3114.066, 9.536743e-07, 716.3795
9.5, 234.8603, 2181.934, 373.9715, 779.8127, 4295.413, 1351.569, 405.6544, 1896.75, 4260.389, 583.7129, 761.729, 1543.277, 391.5875, 987.027, 353.8819, 170.9856, 131.5139, 1727.218, 752.6089, 1346.932, 111.6733, 826.3632, 242.3707, 897.1683, 672.9038, 72.85875, 2552.603, 2499.683, 355.955, 0, 1012.032, 1467.108, 311.3374, 1017.215, 1647.032, 1428.583, 0, 3140.027, 209.1582, 520.3189, 3185.252, 9.536743e-07, 680.0645
9.6, 224.7573, 2082.765, 356.8199, 838.2942, 4236.856, 1269.636, 399.4612, 1804.3, 4393.218, 553.0539, 809.9803, 1500.102, 520.7667, 937.8199, 338.7498, 213.9964, 124.7277, 1642.093, 824.3417, 1281.094, 150.1608, 791.6867, 227.1441, 860.3281, 706.7353, 69.84857, 2438.207, 2602.746, 338.8647, 9.536743e-07, 973.69, 1463.673, 294.0358, 1119.509, 1601.607, 1366.611, 0, 3146.753, 241.9406, 497.0107, 3100.27, 9.536743e-07, 645.5905
9.699999999999999, 215.089, 2062.896, 340.455, 924.9499, 4189.243, 1192.671, 381.8806, 1841.402, 4478.286, 586.3046, 840.0197, 1718.653, 496.2899, 987.0763, 324.2648, 256.4492, 118.2918, 1561.164, 787.3602, 1218.474, 524.8132, 758.4655, 212.8741, 972.2287, 794.5521, 66.96275, 2328.938, 2513.739, 322.5949, 1.907349e-06, 979.6847, 1421.16, 277.6956, 1191.273, 1653.681, 1307.328, 0, 3089.09, 451.6221, 474.7467, 3169.27, 8.34465e-07, 612.864
9.800000000000001, 205.8365, 2022.679, 324.8406, 879.2996, 3956.122, 1120.371, 439.1217, 1976.334, 4656.533, 555.5095, 796.2231, 1717.14, 472.9637, 937.8668, 310.3991, 308.6375, 112.1879, 1484.223, 752.0379, 1158.915, 776.0693, 726.6382, 199.5006, 932.3062, 780.4029, 64.19617, 2224.566, 2456.702, 307.1062, 1.907349e-06, 924.4024, 1356.664, 262.2635, 1188.194, 1753.404, 1250.616, 0, 3023.59, 433.2614, 453.4799, 3028.232, 8.34465e-07, 581.7964
9.9, 196.982, 1951.984, 309.9423, 835.9022, 3808.707, 1052.454, 419.7956, 1880.006, 4438.436, 644.6475, 754.71, 1629.541, 542.8729, 891.1105, 297.1263, 294.6287, 106.399, 1613.014, 777.1169, 1102.268, 759.3163, 696.1465, 186.9673, 1009.967, 744.0373, 61.54388, 2208.973, 2349.084, 292.3613, 2.861023e-06, 872.2397, 1342.46, 247.689, 1137.74, 1727.861, 1196.364, 0, 2969.18, 441.3579, 433.1659, 3042.662, 7.152557e-07, 552.3038
10, 188.5084, 1863.267, 295.7273, 794.6467, 3812.957, 1032.05, 454.1712, 1970.225, 4309.187, 610.7879, 746.7776, 1586.983, 517.3572, 846.6852, 284.4212, 405.6788, 100.9088, 1533.518, 812.6046, 1138.254, 727.5106, 733.972, 175.2214, 968.4946, 792.7682, 59.00118, 2262.59, 2395.441, 278.3242, 2.861023e-06, 823.0204, 1281.536, 233.9244, 1089.427, 1653.155, 1144.465, 0, 2913.525, 423.4144, 413.7618, 2907.259, 7.152557e-07, 524.3063
10.1, 180.3994, 1786.162, 282.1643, 755.4274, 3600.774, 969.4871, 487.8433, 1950.84, 4354.694, 578.7068, 816.9703, 1531.895, 493.0408, 910.3511, 272.2592, 387.2653, 95.70189, 1484.26, 776.1497, 1082.616, 814.9814, 898.7924, 164.2134, 928.7253, 755.8264, 56.56353, 2216.64, 2290.507, 264.9612, 2.861023e-06, 963.9858, 1223.377, 220.9247, 1043.167, 1581.679, 1094.818, 0, 2900.859, 406.2005, 395.227, 2927.173, 5.960464e-07, 709.155
10.2, 172.6391, 1895.2, 269.2233, 732.4183, 3532.694, 910.7168, 466.3729, 1960.044, 4275.179, 548.3107, 774.3755, 1628.672, 469.8672, 912.282, 260.6174, 369.6876, 90.76366, 1456.687, 784.4598, 1067.677, 780.8441, 861.0767, 153.8969, 890.5892, 756.6559, 54.2266, 2117.301, 2208.577, 252.2397, 1.907349e-06, 909.5894, 1167.857, 208.6475, 998.8704, 1544.871, 1047.325, 0, 3012.189, 389.6863, 377.5224, 2904.136, 5.960464e-07, 673.2062
10.3, 165.2127, 1809.064, 256.8758, 714.1677, 3495.9, 855.5092, 445.8475, 1864.509, 4199.264, 519.5112, 751.1168, 1545.586, 447.7829, 866.8012, 249.4733, 352.9077, 86.08025, 1384.895, 749.2676, 1209.24, 809.3119, 824.9437, 318.3489, 854.019, 721.3969, 51.98621, 2200.191, 2157.408, 240.129, 1.907349e-06, 916.5356, 1301.628, 197.0525, 956.4551, 1551.521, 1001.892, 0, 2875.961, 377.2226, 360.6109, 2904.56, 4.768372e-07, 639.0798
10.4, 158.1058, 1809.824, 245.0946, 678.9203, 3406.644, 803.6481, 426.2254, 1952.792, 4002.583, 492.2243, 711.9554, 1466.738, 426.7365, 823.5878, 238.8058, 336.8895, 81.63849, 1434.218, 715.6541, 1150.133, 775.412, 790.3268, 298.3491, 818.9506, 687.7808, 49.83839, 2101.589, 2167.829, 228.5998, 9.536743e-07, 864.8168, 1317.377, 186.1019, 915.8408, 1535.844, 958.43, 0, 2829.392, 361.8866, 344.457, 2844.995, 4.768372e-07, 799.5703
10.5, 151.3046, 1751.725, 233.8538, 645.4126, 3279.006, 816.4331, 447.8211, 1886.934, 3945.311, 466.3706, 718.0834, 1428.108, 480.2626, 820.0544, 228.5944, 372.5876, 77.42594, 1488.606, 842.3918, 1093.914, 742.9321, 930.5764, 363.7245, 785.3221, 655.7313, 47.7793, 2063.057, 2113.97, 217.6241, 9.536743e-07, 851.5316, 1300.896, 175.7599, 876.9512, 1786.087, 916.8532, 0, 2701.431, 347.174, 329.0268, 2792.207, 4.768372e-07, 874.4304
10.6, 144.7959, 1672.109, 223.1285, 700.2623, 3192.618, 859.5831, 428.1122, 1794.963, 3828.957, 441.8749, 680.6443, 1355.254, 526.403, 779.1715, 218.8196, 355.6761, 73.43076, 1415.241, 849.4597, 1040.444, 738.0831, 939.2357, 340.874, 753.0745, 681.8867, 45.80529, 2234.95, 2055.942, 207.1754, 0, 803.4809, 1241.858, 165.9925, 839.713, 1708.864, 877.08, 0, 2709.271, 452.0837, 314.2877, 2667.95, 4.768372e-07, 830.1035
10.7, 138.5672, 1604.612, 212.8951, 681.3187, 3207.819, 807.4752, 409.2706, 1707.475, 3906.183, 418.6658, 645.1572, 1427.328, 501.6613, 740.3267, 209.4628, 339.5323, 69.64172, 1345.492, 828.5747, 989.5871, 942.5583, 998.9215, 319.4591, 839.761, 672.2137, 43.91283, 2155.269, 1965.88, 197.2284, 0, 758.1416, 1226.674, 156.768, 804.056, 1775.194, 839.0322, 0, 2725.038, 433.7042, 300.2089, 2702.625, 4.768372e-07, 788.0236
