 , C000, C001, C002, C003, C005, C007, C008, C009, C010, C011, C013, C014, C016, C017, C018, C019, C020, C022, C024, C025, C032, C036, C038, C040, C042, C043, C044, C045, C048, C051, C055, C062, C063
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
208.8, 286.9722, 265.1261, 662.1125, 51.4986, 466.0653, 337.7205, 619.7673, 587.0253, 133.7196, 1670.521, 449.6039, 1507.224, 45.59426, 598.6351, 1854.895, 1317.113, 76.94765, 2115.484, 2190.277, 1086.451, 33.02259, 940.5023, 4168.602, 112.8148, 2452.178, 1026.681, 1629.5, 3950.441, 3642.24, 871.3304, 1902.763, 2576.708, 730.9566
208.9, 273.2561, 252.1449, 629.3484, 49.20172, 443.1446, 321.4157, 592.1608, 554.1837, 126.6772, 1588.909, 426.3787, 1434.942, 43.6886, 570.3796, 1875.957, 1256.883, 73.21692, 2024.279, 2271.462, 1037.183, 31.64559, 896.9958, 4073.535, 106.7008, 2594.787, 979.2725, 1555.356, 3788.042, 3492.714, 831.493, 1867.267, 2507.099, 697.0728
209, 260.1956, 239.7993, 598.2057, 47.00728, 421.3511, 305.8982, 565.7841, 583.6399, 120.0057, 1691.278, 409.3236, 1366.127, 41.86259, 543.4577, 1795.817, 1199.407, 69.66706, 1937.005, 2182.756, 990.1486, 30.326, 855.5019, 3903.393, 100.9182, 2500.944, 934.0532, 1484.587, 3966.547, 3587.653, 820.7236, 1786.909, 2400.212, 664.7597
209.1, 247.7594, 228.0582, 617.3656, 44.91071, 400.6294, 291.1298, 540.5822, 550.9877, 113.6855, 1608.652, 452.7381, 1300.612, 40.1129, 517.8066, 1788.882, 1144.559, 66.28931, 1853.495, 2220.861, 963.0037, 29.06144, 815.9274, 3792.79, 95.44899, 2458.092, 956.5469, 1466.274, 3803.486, 3501.082, 783.2, 1800.57, 2612.299, 633.9445
209.2, 235.9175, 266.2011, 652.2998, 42.90766, 380.9267, 277.0744, 516.5029, 520.1622, 107.6982, 1584.887, 505.5347, 1382.601, 49.86405, 493.3661, 1795.987, 1092.22, 63.07534, 1776.114, 2120.916, 1165.712, 27.84961, 927.2394, 3634.375, 90.27616, 2353.91, 912.3769, 1422.178, 3664.141, 3424.156, 747.392, 1819.463, 2558.763, 675.814
209.3, 224.6417, 253.1673, 620.0214, 40.99394, 362.1931, 263.6976, 493.4962, 491.0612, 102.0262, 1572.763, 479.4203, 1316.296, 47.77993, 470.0793, 1799.855, 1042.274, 60.01719, 1699.54, 2134.516, 1112.849, 26.68832, 884.3465, 3778.435, 85.38367, 2394.297, 870.2465, 1579.522, 3513.512, 3283.583, 713.2211, 1845.821, 2449.673, 692.2459
209.4, 213.9048, 240.7717, 618.1295, 39.16557, 344.3807, 250.9666, 471.5143, 463.5884, 96.65297, 1558.21, 462.0989, 1516.399, 45.78291, 595.0576, 1722.966, 994.6118, 61.88498, 1626.267, 2180.755, 1062.384, 25.57544, 866.9241, 3620.618, 80.75633, 2373.632, 830.0616, 1507.653, 3759.784, 3417.339, 800.275, 1828.585, 2653.054, 762.79
209.5, 217.6551, 228.9829, 587.5419, 37.41875, 327.4443, 238.8503, 450.5116, 437.6526, 91.5627, 1551.783, 508.3828, 1443.677, 43.86937, 566.9709, 1808.927, 949.1292, 58.88454, 1556.154, 2082.615, 1014.207, 24.50898, 826.8213, 3597.318, 76.37977, 2371.182, 791.7322, 1812.52, 3611.871, 3513.716, 763.6863, 1749.892, 2539.944, 727.4306
209.6, 207.2521, 217.7714, 604.0833, 35.74985, 311.3409, 227.3189, 430.4444, 413.1677, 86.74051, 1628.254, 482.1213, 1374.443, 42.0358, 540.21, 1731.651, 905.7266, 56.02958, 1489.063, 2148.567, 968.2146, 23.48698, 788.5735, 3496.021, 72.24039, 2270.684, 817.8094, 1730.049, 3777.206, 3483.573, 809.6778, 1686.809, 2506.9, 761.3358
209.7, 197.3463, 272.9367, 574.1907, 34.15537, 296.0294, 216.3442, 411.271, 390.0527, 82.17228, 1624.491, 477.0187, 1393.248, 40.27887, 514.7121, 1657.675, 864.3087, 111.7751, 1424.865, 2095.359, 931.6342, 22.5076, 816.6105, 3509.595, 68.32534, 2174.445, 780.0458, 1651.331, 3645.241, 3399.026, 772.6592, 1755.577, 2400.021, 777.0093
209.8, 187.914, 259.5732, 545.7775, 32.63202, 281.4709, 205.8994, 392.9517, 368.2308, 77.84464, 1545.128, 520.1006, 1326.432, 38.59537, 490.4177, 1633.101, 824.7847, 109.0497, 1363.434, 2001.062, 925.8455, 21.56906, 821.4817, 3402.585, 64.62247, 2174.193, 744.0261, 1678.783, 3520.858, 3259.485, 737.3331, 1746.174, 2575.048, 740.9907
209.9, 178.9325, 246.8639, 518.7702, 31.1766, 267.6284, 195.9588, 375.4483, 347.6299, 73.74491, 1469.642, 493.2339, 1270.004, 36.98223, 467.2701, 1676.956, 787.0682, 103.7626, 1304.652, 1994.706, 913.1107, 20.66965, 803.8539, 3260.467, 61.12027, 2382.869, 709.6696, 1602.397, 3488.979, 3568.92, 703.6221, 1771.501, 2465.263, 706.6418
210, 170.3803, 234.7769, 493.0993, 29.7861, 254.4666, 186.4982, 358.7247, 328.1814, 69.8611, 1397.844, 467.7549, 1248.646, 35.43652, 445.2149, 1605.317, 751.0765, 98.73173, 1248.404, 1955.95, 871.7031, 19.80775, 766.6686, 3124.285, 57.80788, 2399.657, 676.8995, 1529.487, 3734.124, 3523.887, 671.4523, 1695.264, 2360.16, 703.7739
210.1, 162.2368, 223.2817, 468.6988, 28.45761, 241.9522, 452.1396, 342.7459, 350.8077, 66.18183, 1367.427, 443.5921, 1188.765, 33.95541, 424.2008, 1592.621, 716.7305, 93.94481, 1194.581, 1901.481, 832.1732, 18.98179, 731.2034, 3140.5, 54.675, 2297.952, 645.6426, 1459.894, 3682.618, 3379.22, 673.0694, 1622.308, 2259.537, 671.1502
210.2, 154.4826, 212.3493, 445.5056, 27.18838, 230.0532, 570.0805, 327.4789, 431.492, 140.1515, 1364.864, 420.6776, 1434.279, 32.53621, 404.1786, 1544.108, 748.6255, 89.38998, 1383.29, 1957.699, 794.4359, 18.19027, 697.3788, 3012.365, 51.71191, 2408.261, 697.0236, 1668.766, 3681.716, 3658.916, 894.1376, 1645.778, 2163.204, 640.0388
210.3, 147.099, 201.9522, 423.4602, 25.97575, 218.7393, 750.7959, 312.8919, 407.3518, 159.1839, 1298.184, 398.9467, 1481.284, 31.17632, 548.6801, 1524.273, 1282.697, 85.05599, 1662.521, 1960.9, 758.4099, 17.43176, 831.4018, 3268.588, 48.9094, 2306.191, 748.3627, 1764.318, 3771.682, 3636.802, 896.3459, 1636.148, 2411.211, 610.3695
210.4, 140.0683, 192.0642, 402.5057, 24.81721, 207.9819, 899.1572, 298.9547, 384.5622, 248.3986, 1234.763, 378.3383, 1744.49, 29.87327, 536.5888, 1601.787, 1723.406, 139.9256, 1923.553, 2128.393, 1060.253, 16.70487, 1052.317, 3440.498, 46.25877, 2208.448, 713.806, 1818.916, 3856.085, 3800.553, 1046.742, 1565.736, 2645.116, 627.6776
210.5, 133.3736, 182.6603, 382.588, 23.71034, 197.7535, 855.747, 285.6383, 455.4762, 239.0103, 1174.44, 358.7945, 1660.829, 28.62468, 654.2155, 1591.432, 2084.887, 133.1414, 2096.71, 2032.609, 1012.173, 16.0083, 1052.402, 3616.331, 43.75179, 2418.973, 747.8041, 1850.623, 3982.36, 3865.915, 998.8845, 1538.183, 2585.68, 624.5287
210.6, 311.3338, 173.7168, 424.0391, 22.65284, 188.0282, 814.4326, 272.9151, 429.9942, 289.2315, 1117.064, 340.2603, 1581.182, 97.82243, 815.0118, 1572.058, 2593.264, 194.4713, 2413.919, 2070.945, 1217.993, 15.34077, 1117.559, 3500.212, 182.6748, 2580.92, 713.2731, 1951.769, 4423.346, 3896.826, 1029.756, 1631.314, 2701.48, 628.0507
210.7, 345.3257, 165.2113, 403.0559, 21.64251, 178.7811, 775.1129, 260.7585, 432.4872, 424.4525, 1062.49, 322.6835, 1548.506, 103.6501, 1081.048, 1636.351, 2813.65, 185.0425, 2734.181, 2128.554, 1366.584, 14.70108, 1065.862, 3934.062, 172.7748, 2471.532, 731.1396, 1914.914, 4358.159, 4329.614, 1365.665, 1615.604, 2586.305, 633.4274
210.8, 328.8206, 157.1222, 383.111, 31.23046, 169.9888, 737.6913, 249.1435, 408.2914, 402.6606, 1066.248, 306.0147, 1474.245, 99.31789, 1170.665, 1738.312, 3065.194, 176.0709, 2976.886, 2210.072, 1417.105, 14.08806, 1221.02, 4202.75, 163.4113, 2617.496, 697.3782, 1940.816, 4328.907, 4151.869, 1382.795, 1546.076, 2476.041, 662.3845
210.9, 313.1044, 149.4291, 364.1531, 88.02531, 161.6289, 741.8005, 238.0459, 385.4492, 408.5224, 1014.158, 290.2069, 1403.545, 95.16679, 1230.268, 1708.115, 3291.531, 167.5343, 3104.499, 2110.612, 1569.394, 13.5006, 1285.775, 4091.602, 154.5553, 2565.819, 834.7415, 2231.032, 4422.83, 4348.334, 1522.262, 1479.54, 2570.665, 757.6899
211, 298.1393, 165.667, 346.1334, 84.0993, 153.6801, 784.2526, 227.4425, 363.8849, 480.1913, 1053.276, 275.2158, 1336.236, 91.18919, 1471.223, 1635.145, 3274.005, 159.4115, 3523.772, 2130.886, 1498.225, 12.93764, 1226.297, 4249.184, 146.1792, 2681.995, 867.4675, 2129.519, 4636.498, 4369.29, 1452.664, 1415.868, 2677.968, 826.0544
211.1, 335.8947, 157.5556, 329.0053, 243.3979, 146.1222, 746.3899, 217.3115, 343.527, 497.4949, 1001.819, 425.8141, 1272.154, 87.37785, 1401.781, 1741.399, 3466.251, 183.2159, 3680.414, 2203.428, 1499.457, 12.39816, 1348.248, 4529.156, 138.2571, 2568.323, 827.4109, 2155.162, 4445.896, 4497.376, 1523.208, 1617.098, 2563.795, 803.1985
211.2, 343.0742, 149.8413, 312.7248, 232.5422, 138.9361, 710.3551, 207.6318, 324.3081, 622.9105, 1097.704, 403.8179, 1211.146, 83.72579, 1478.383, 1669.677, 3422.714, 355.2862, 3865.327, 2104.267, 1820.888, 11.88117, 1415.969, 4702.361, 130.7643, 2950.166, 933.792, 2408.575, 4323.15, 4429.519, 1474.567, 1592.766, 2669.088, 765.9659
211.3, 326.6767, 142.5047, 308.6423, 222.1706, 132.1033, 676.0601, 198.3832, 306.1644, 590.1046, 1308.289, 535.1116, 1153.063, 80.22638, 1831.475, 1756.107, 3299.281, 338.0605, 4028.719, 2098.107, 1861.066, 11.38574, 1364.682, 5020.54, 123.6775, 2968.144, 890.6727, 2561.694, 4561.6, 4520.47, 1830.921, 1565.06, 2555.294, 881.907
211.4, 477.0829, 135.5274, 293.3694, 212.2616, 125.6066, 718.6752, 189.5466, 346.1126, 585.1578, 1365.845, 564.8549, 1097.766, 76.87323, 1905.316, 1681.087, 3684.11, 427.06, 4265.562, 2003.686, 1815.438, 10.91097, 1525.644, 5015.961, 175.0844, 2852.386, 943.5945, 2466.379, 4749.089, 4334.89, 1747.211, 1600.812, 3010.21, 841.0258
211.5, 454.2803, 128.8917, 278.8523, 405.3936, 119.4293, 683.9785, 181.1035, 326.749, 621.1686, 1299.118, 650.0971, 1045.121, 73.66023, 1819.79, 1881.644, 3515.64, 406.3544, 4389.437, 2034.689, 2140.218, 10.45599, 1599.681, 4870.93, 165.5957, 3167.732, 900.0226, 2679.957, 4666.419, 4458.805, 1731.804, 1531.921, 2881.873, 802.0397
211.6, 432.5676, 131.8577, 265.0536, 404.368, 113.5559, 650.9568, 173.0366, 308.4688, 588.4545, 1295.192, 616.5151, 995, 70.58152, 2181.195, 1801.261, 3499.853, 552.9661, 4448.562, 2166.336, 2129.832, 10.01999, 1525.682, 5206.429, 156.6213, 3055.908, 885.2377, 2621.578, 4511.314, 4445.91, 1652.625, 1546.383, 2950.197, 764.8608
211.7, 444.9263, 125.4017, 251.9377, 386.3328, 107.9713, 712.2336, 165.329, 318.9985, 557.4633, 1284.046, 584.6678, 964.7119, 67.63148, 2078.243, 1891.329, 3739.408, 526.1561, 4530.838, 2197.71, 2033.248, 9.602166, 1455.105, 5058.238, 148.1333, 2926.389, 1002.897, 2892.083, 4559.748, 4437.58, 1637.201, 1479.834, 3227.803, 790.6682
211.8, 423.6607, 119.2617, 239.4707, 369.1021, 102.6614, 677.8479, 157.9647, 301.1518, 537.3552, 1235.379, 554.4657, 918.4474, 64.80476, 1980.15, 1881.197, 3928.325, 500.6459, 4663.974, 2140.471, 2158.217, 9.201767, 1759.591, 5333.9, 140.1052, 2835.508, 956.587, 2846.9, 4476.167, 4587.637, 1772.407, 1425.661, 3090.189, 772.3594
211.9, 403.4115, 113.4224, 281.7748, 352.6398, 97.61256, 645.1223, 150.9285, 284.3036, 509.0551, 1175.026, 525.8237, 996.7427, 62.09617, 1912.557, 1862.721, 3929.586, 510.0976, 4579.802, 2044.143, 2143.586, 8.818064, 1700.502, 5444.58, 181.8736, 2992.977, 912.4152, 2857.528, 4568.116, 4465.925, 1691.372, 1472.625, 2958.442, 931.0363
212, 436.41, 107.869, 267.8314, 365.8316, 92.81206, 722.0187, 144.2056, 268.398, 482.2455, 1292.944, 498.6613, 993.7781, 59.50079, 2001.893, 1945.148, 3749.89, 485.366, 4950.567, 2017.739, 2206.198, 8.45036, 1621.839, 5476.395, 172.017, 2866.125, 870.283, 2749.918, 4475.638, 4536.681, 1614.042, 1409.25, 3262.681, 887.8777
212.1, 415.5515, 102.5875, 254.578, 349.5152, 88.24763, 687.1605, 137.7822, 253.3822, 561.5002, 1276.18, 667.387, 946.1198, 57.01389, 2156.391, 1947.94, 3652.428, 461.8335, 4952.404, 1998.58, 2217.587, 8.09799, 1784.5, 5706.599, 162.6946, 3005.88, 830.0964, 2783.219, 4692.799, 4350.435, 1816.212, 1348.603, 3123.58, 846.7198
212.2, 475.0565, 97.56457, 241.9805, 333.9265, 83.90768, 859.599, 131.645, 239.2066, 531.9285, 1213.833, 632.9118, 1182.037, 88.47312, 2054.61, 1980.261, 3898.911, 439.4419, 5010.488, 2157.365, 2117.024, 7.760313, 1701.951, 5669.14, 153.8774, 2878.481, 899.757, 2948.239, 4765.047, 4444.078, 1950.14, 1430.045, 3602.023, 807.4697
212.3, 503.3358, 92.78759, 230.0063, 319.0331, 79.78117, 850.0546, 125.7811, 492.5363, 594.7064, 1251.585, 600.2175, 1280.799, 189.7309, 2000.587, 2191.764, 3951.573, 519.025, 5321.788, 2081.66, 2127.169, 7.436717, 1623.221, 5432.354, 176.6884, 2903.728, 951.5438, 2824.284, 4877.473, 4618.842, 1860.979, 1468.422, 3572.431, 770.0391
212.4, 557.8765, 88.2445, 218.6246, 304.804, 75.8576, 809.015, 120.1784, 557.4437, 642.3011, 1437.581, 569.2122, 1503.369, 204.4073, 2233.877, 2647.484, 3902.128, 493.8605, 5177.765, 1997.977, 2030.707, 7.126614, 1548.133, 5863.567, 196.2944, 3240.099, 907.6048, 3005.184, 4799.947, 4522.517, 1775.895, 1674.84, 3547.139, 734.3436
212.5, 541.9557, 83.92385, 207.8062, 291.2095, 72.12698, 1055.936, 114.8252, 765.2133, 608.4741, 1510.836, 539.8084, 1431.272, 195.8638, 2128.438, 3092.512, 4306.603, 469.9161, 5399.686, 1976.958, 1938.618, 6.829443, 1476.518, 5641.098, 252.2623, 3258.067, 865.6948, 2868.446, 4886.747, 4885.064, 1694.701, 1645.096, 3430.229, 700.3028
212.6, 550.1947, 79.81475, 197.5231, 278.2213, 68.57983, 1004.957, 109.7106, 722.4027, 576.4285, 1437.026, 511.9236, 1362.633, 187.6775, 2027.976, 3651.697, 4351.957, 518.2927, 5372.569, 1919.616, 1850.706, 6.544662, 1534.116, 5743.257, 328.1683, 3272.31, 825.72, 2737.93, 5004.769, 4703.13, 1617.219, 1970.663, 3360.73, 678.3125
212.7, 640.3096, 75.90685, 187.7489, 265.8124, 65.20713, 956.4389, 104.8237, 681.9872, 589.6109, 1666.878, 485.4792, 1477.141, 179.8333, 1932.256, 4123.389, 4258.718, 493.1637, 5320.987, 1984.358, 1766.78, 6.271758, 1612.869, 5581.412, 310.3834, 3233.367, 787.5912, 2865.866, 5038.385, 4821.614, 1783.633, 1885.855, 3653.746, 646.869
212.8, 609.7056, 72.19028, 178.4583, 253.9569, 62.0003, 910.2632, 100.1545, 691.0795, 558.5588, 1620.65, 511.4135, 1410.997, 172.317, 1841.054, 4749.979, 4343.557, 469.2531, 5373.199, 2023.199, 1686.66, 6.010232, 1727.262, 5646.864, 293.5622, 3096.326, 751.223, 2861.237, 5186.979, 4888.116, 1746.411, 1804.697, 3740.615, 616.8831
212.9, 580.5642, 121.9493, 169.6274, 242.6302, 58.95117, 866.3169, 95.69331, 691.1948, 612.0652, 1694.328, 484.9955, 1414.373, 203.3221, 2039.217, 5202.728, 4317.437, 478.5062, 5473.621, 2105.133, 1610.174, 5.759613, 1812.759, 5790.703, 277.6527, 3283.781, 716.5341, 2731.049, 5081.444, 4687.442, 1826.499, 1727.032, 3764.931, 669.2892
213, 552.8157, 137.909, 192.1957, 231.8087, 56.052, 824.4922, 91.43082, 652.5253, 598.372, 1644.417, 459.9421, 1346.544, 194.8241, 1942.966, 5818.107, 4332.926, 455.3062, 5588.218, 2106.233, 1889.688, 5.519443, 1780.463, 5548.839, 262.6054, 3368.178, 683.4471, 2807.795, 5384.727, 4936.202, 1820.096, 1652.709, 3604.417, 638.264
213.1, 526.3934, 131.1567, 192.1255, 221.4698, 53.29541, 928.8893, 87.3582, 632.0572, 566.8585, 1677.512, 441.1421, 1281.968, 186.6812, 1907.117, 6315.439, 4410.217, 433.2311, 5623.54, 2011.447, 1853.594, 5.289289, 1792.673, 5524.763, 248.3736, 3372.947, 651.8879, 2930.664, 5277.4, 5055.235, 1736.881, 1581.584, 3477.355, 608.677
213.2, 504.208, 124.735, 227.2421, 224.4799, 50.67439, 884.0437, 83.46699, 596.6962, 566.0541, 1595.558, 428.2111, 1274.039, 194.5867, 1923.374, 6636.238, 4514.666, 412.2263, 5611.735, 1991.052, 1769.537, 5.068731, 1712.238, 5519.199, 234.9131, 3229.991, 621.786, 2797.317, 5466.987, 4947.37, 1945.644, 1667.691, 3504.439, 580.4615
213.3, 480.109, 118.6277, 215.9972, 214.4679, 48.18226, 841.3632, 79.7491, 563.3135, 577.5259, 1600.487, 406.091, 1212.94, 186.4537, 1832.591, 6904.063, 4340.185, 392.2399, 5746.28, 1901.448, 1689.292, 4.857371, 1644.183, 5831.324, 302.5448, 3093.093, 593.0741, 2670.037, 5242.244, 4912.979, 1919.862, 1595.922, 3684.146, 692.5436
213.4, 470.1383, 112.8194, 323.1019, 286.2654, 45.81269, 800.7432, 76.19682, 531.7985, 566.1506, 1581.435, 431.3129, 1154.771, 178.6607, 1746.093, 7335.869, 4345.023, 373.2225, 5798.303, 1916.17, 1755.867, 4.654824, 1568.125, 5587.764, 383.5395, 3567.43, 605.4051, 2548.549, 5425.57, 4901.554, 1991.033, 1623.972, 3527.076, 660.4405
213.5, 447.6677, 131.4224, 309.3545, 273.4977, 43.55966, 762.0844, 72.80276, 627.5507, 652.0002, 1532.449, 409.0326, 1220.721, 171.1933, 1814.305, 7399.63, 4217.656, 355.1271, 5925.312, 1984.655, 1676.242, 4.460723, 1755.664, 5794.708, 362.7537, 3420.008, 577.4496, 2537.801, 5439.754, 4865.501, 2090.075, 1571.471, 3376.703, 629.8255
213.6, 426.2711, 161.1036, 294.0464, 261.2995, 41.41743, 782.3556, 69.5599, 592.4418, 617.6623, 1457.583, 387.9032, 1162.179, 164.0381, 1858.346, 7459.953, 4456.51, 395.7111, 5752.341, 1895.761, 1842.322, 4.274716, 1674.449, 5787.793, 343.0944, 3275.057, 619.7256, 2510.37, 5419.515, 5030.249, 1994.516, 1503.843, 3785.417, 639.3936
213.7, 405.8971, 153.2156, 279.4958, 249.6453, 39.38055, 973.8734, 66.46148, 559.2971, 694.9381, 1656.621, 367.8654, 1189.335, 157.182, 2000.428, 7454.854, 4381.09, 495.493, 6111.127, 2023.095, 1758.777, 4.096465, 1596.991, 5744.567, 324.5005, 3519.663, 591.1088, 2751.447, 5229.494, 5040.906, 2047.928, 1439.125, 3676.156, 609.7543
213.8, 398.2681, 145.7138, 280.0439, 238.5109, 37.44385, 926.856, 63.50107, 546.0074, 658.3389, 1575.688, 348.8626, 1201.826, 150.6124, 1906.008, 7136.385, 4413.118, 520.7991, 6013.01, 2053.449, 1911.249, 3.925647, 1616.438, 5722.545, 394.2089, 3528.716, 563.8135, 2626.255, 5495.879, 5154.453, 1954.296, 1377.192, 3519.427, 581.4888
213.9, 379.2326, 138.5794, 315.6972, 227.8731, 35.60239, 882.1086, 60.67253, 515.4606, 623.6671, 1498.709, 369.308, 1235.149, 144.3174, 2108.617, 7055.521, 4423.306, 495.5486, 6034.089, 1987.328, 1824.578, 3.761952, 1697.226, 5842.64, 403.1578, 3428.619, 699.0136, 2615.893, 5269.949, 4942.846, 2378.902, 1410.781, 3661.63, 554.5337
214, 431.8288, 131.7942, 300.0752, 217.7098, 33.8515, 887.0365, 57.96998, 486.6227, 616.1494, 1425.491, 352.3945, 1175.915, 138.2855, 2009.091, 6868.418, 4277.028, 567.3861, 5868.086, 1899.853, 2281.215, 3.605083, 1660.99, 6351.142, 381.3088, 3627.114, 693.8088, 2833.765, 5053.307, 4739.925, 2270.138, 1350.068, 3629.137, 627.5909
214.1, 411.1892, 155.1249, 285.2263, 207.9998, 32.18671, 980.0567, 55.38781, 613.9349, 583.6996, 1355.85, 334.1909, 1192.596, 132.5057, 1914.262, 6898.332, 4389.814, 558.8434, 6277.5, 1840.743, 2177.766, 3.454755, 1584.155, 6085.87, 360.6439, 3661.31, 825.9733, 2865.971, 5172.796, 5058.163, 2166.347, 1291.968, 3474.413, 598.4987
214.2, 391.5361, 147.5296, 271.1121, 198.7228, 30.60379, 932.7408, 52.92066, 590.2112, 552.9588, 1289.612, 384.773, 1135.403, 126.9675, 2172.045, 6939.143, 4189.072, 531.7484, 6373.479, 1897.092, 2187.81, 3.310695, 1668.633, 6402.582, 341.0989, 3769.564, 787.8327, 2805.913, 4960.147, 4850.508, 2216.126, 1330.791, 3744.398, 570.755
214.3, 372.8223, 140.3063, 290.4562, 194.959, 29.09872, 1168.959, 50.5634, 557.1913, 523.837, 1226.609, 364.8968, 1171.76, 121.6607, 2069.524, 6947.883, 4434.504, 607.6049, 6402.764, 1811.718, 2206.601, 3.172643, 1604.436, 6135.161, 405.2114, 3674.637, 751.4534, 2678.242, 5571.159, 5213.262, 2114.804, 1330.926, 3612.047, 588.1261
214.4, 355.003, 133.4366, 276.0833, 186.2637, 27.66767, 1112.523, 48.31115, 810.1755, 496.2488, 1219.52, 346.0474, 1221.811, 116.5758, 2181.956, 6905.12, 4231.719, 578.1457, 6398.933, 1730.185, 2106.536, 3.040348, 1530.216, 5878.91, 401.0877, 3801.975, 935.9547, 2924.184, 5342.134, 5279.126, 2050.597, 1434.097, 3566.281, 560.8633
214.5, 338.0353, 126.9032, 272.5272, 177.9562, 26.307, 1058.812, 46.15922, 764.8495, 527.9062, 1159.941, 488.4406, 1271.921, 111.7034, 2078.968, 6738.586, 4136.119, 567.9896, 6383.345, 1862.225, 2011.009, 2.913568, 1575.237, 6053.226, 408.4858, 3640.835, 892.7356, 2918.648, 5720.817, 5273.804, 2000.242, 1372.381, 3505.483, 534.8642
214.6, 321.8787, 120.6897, 409.4797, 170.9664, 25.01324, 1007.694, 44.10314, 722.0594, 527.8804, 1103.274, 463.2092, 1346.379, 107.0346, 2142.308, 6631.238, 4285.39, 540.4511, 6341.303, 1778.419, 2122.077, 2.792076, 1502.368, 5997.992, 386.3481, 3553.364, 851.5122, 2785.848, 5681.364, 5148.405, 1954.754, 1379.679, 3635.365, 510.0703
214.7, 306.4942, 114.7805, 389.2169, 163.3411, 23.78311, 959.0436, 42.13864, 681.6631, 500.0793, 1049.374, 439.2813, 1312.774, 102.561, 2041.191, 6563.854, 4130.518, 537.4913, 6348.844, 1698.385, 2138.555, 2.675649, 1635.295, 6203.45, 365.4101, 3572.316, 812.1924, 2758.431, 5447.809, 5156.771, 1934.805, 1320.304, 3480.375, 486.4258
214.8, 291.8451, 109.1606, 369.9569, 156.056, 22.61347, 912.7421, 40.26165, 643.5269, 491.4876, 1050.396, 416.5894, 1271.056, 98.27433, 2120.292, 6524.197, 4189.641, 511.4315, 6415.463, 1778.318, 2041.576, 2.564078, 1559.648, 5944.347, 491.6921, 3624.791, 975.9364, 2812.293, 5534.816, 5429.874, 1893.585, 1263.485, 3645.606, 463.8773
214.9, 277.8961, 103.8158, 351.6499, 172.7805, 21.50136, 868.6761, 38.46827, 607.5242, 465.6032, 999.0794, 448.7841, 1210.1, 94.16685, 2104.992, 6245.486, 4163.743, 486.6352, 6234.509, 1698.288, 2109.646, 2.457159, 1609.456, 6234.912, 465.045, 3471.16, 930.8711, 2834.361, 5307.286, 5206.959, 2060.092, 1209.11, 3669.286, 442.3741
215, 264.6139, 107.0723, 392.4558, 165.0744, 20.44394, 826.7375, 36.75476, 573.5358, 441.082, 1093.303, 425.6013, 1250.242, 90.23104, 2079.689, 6340.82, 4159.144, 463.0411, 6349.896, 1621.86, 2013.978, 2.354698, 1535.004, 5987.741, 439.842, 3476.337, 1018.623, 2844.485, 5489.397, 5130.333, 2251.84, 1157.076, 3512.85, 498.9474
215.1, 251.9664, 101.8298, 373.0355, 157.7119, 19.43853, 786.8236, 35.11759, 541.4488, 454.2333, 1039.891, 405.1052, 1190.284, 86.45974, 1981.528, 6377.543, 3990.135, 440.591, 6458.409, 1742.922, 2127.096, 2.25651, 1632.466, 5916.306, 547.0955, 3674.092, 971.5869, 2715.059, 5706.552, 5392.684, 2165.972, 1117.256, 3398.818, 553.9954
215.2, 239.9235, 131.9168, 354.5762, 150.6778, 18.48256, 748.8367, 33.55334, 511.157, 430.3109, 989.088, 384.1787, 1313.941, 82.84606, 1888, 6105.097, 4055.169, 419.2293, 6203.75, 1664.485, 2053.047, 2.162416, 1556.95, 5669.196, 517.4458, 3565.036, 926.7224, 2591.522, 5527.329, 5315.921, 2066.944, 1069.174, 3253.913, 528.3148
215.3, 228.4562, 125.4579, 337.0303, 143.9575, 17.5736, 712.6838, 32.05877, 607.6218, 407.6483, 940.767, 364.3332, 1297.386, 79.38342, 1798.887, 5962.871, 3898.728, 398.9034, 5979.257, 1607.347, 1959.946, 2.072246, 1580.309, 5463.22, 489.403, 3442.544, 1005.709, 2596.817, 5788.406, 5329.587, 2156.198, 1023.162, 3526.069, 525.6041
215.4, 217.5369, 119.3152, 439.5661, 137.5368, 16.70934, 678.2764, 30.63077, 573.6279, 386.1794, 894.8068, 345.5129, 1235.167, 76.06551, 1713.979, 5841.444, 3786.07, 379.5629, 5923.328, 1692.793, 1873.64, 1.985835, 1507.206, 5555.879, 462.8799, 3507.094, 959.269, 2478.661, 5550.45, 5177.147, 2059.913, 1185.994, 3396.426, 501.2395
215.5, 207.1396, 113.4732, 485.1688, 131.4026, 15.88759, 645.53, 29.26637, 541.5358, 370.8408, 897.2332, 327.6648, 1175.933, 72.88627, 1633.08, 5851.247, 3612.937, 361.1602, 5676.995, 1616.612, 2005.036, 1.903028, 1450.746, 5323.824, 437.7943, 3566.939, 914.9734, 2365.88, 5511.421, 5220.588, 2022.519, 1134.954, 3251.623, 478.0043
